date,date_t1,open_t,close_t,open_t1,close_t1,r,r_night_bps,r_day_bps,nights,cost_bps_cons,cost_bps_opt,r_net_bps_cons,r_net_bps_opt,pnl_yen_cons,roll_monthly,roll_quarterly,nightless_marked,is_glitch,night_open,night_close,has_night,leg_b_bps,leg_a_bps,leg_c_bps,regime,weekday,month,year,vol20,vol_tercile,sq_dist_td
2022-03-09,2022-03-10,24850.0,24750.0,25450.0,25740.0,0.028282828282828243,282.82828282828245,-40.241448692153185,1,4.929292929292929,0.888888888888889,277.8989898989895,281.93939393939354,6878.0,True,True,False,False,24850.0,25400.0,True,221.3279678068414,40.404040404040664,19.685039370078705,2020-12-21..2024-11-04(引け 15:15),Wednesday,3,2022,0.01576691015806256,high,2
2022-03-10,2022-03-11,25450.0,25740.0,25170.0,25090.0,-0.022144522144522116,-221.44522144522116,113.94891944990215,1,4.73970473970474,0.8547008547008547,-226.1849261849259,-222.29992229992203,-5822.0,True,True,False,False,25480.0,25060.0,True,-164.83516483516536,-101.01010101010056,43.89465283320071,2020-12-21..2024-11-04(引け 15:15),Thursday,3,2022,0.015848216663237102,high,1
2022-03-11,2022-03-14,25170.0,25090.0,25070.0,25050.0,-0.0007971303308090816,-7.971303308090816,-31.78386968613389,3,4.862495017935433,0.8768433638899961,-12.833798326026248,-8.848146671980812,-322.0,True,True,False,False,25140.0,24910.0,True,-91.48766905330174,19.928258270227595,64.23123243677331,2020-12-21..2024-11-04(引け 15:15),Friday,3,2022,0.01870194874855949,high,0
2022-03-14,2022-03-15,25070.0,25050.0,25060.0,25130.0,0.0003992015968063978,3.9920159680639777,-7.977662544874642,1,4.870259481037924,0.8782435129740519,-0.8782435129739463,3.1137724550899257,-22.0,False,False,False,False,25100.0,25060.0,True,-15.936254980080111,19.96007984031989,0.0,2020-12-21..2024-11-04(引け 15:15),Monday,3,2022,0.019099672306897332,high,1
2022-03-15,2022-03-16,25060.0,25130.0,25430.0,25600.0,0.011937922801432466,119.37922801432465,27.932960893854997,1,4.854755272582571,0.8754476721050537,114.52447274174209,118.5037803422196,2878.0,False,False,False,False,25010.0,25450.0,True,175.92962814874102,-47.75169120573075,-7.858546168958425,2020-12-21..2024-11-04(引け 15:15),Tuesday,3,2022,0.01897133844970062,high,2
2022-03-16,2022-03-17,25430.0,25600.0,26110.0,26440.0,0.01992187500000009,199.21875000000088,66.8501769563501,1,4.765625,0.859375,194.45312500000088,198.35937500000088,4978.0,False,False,False,False,25630.0,26120.0,True,191.18220834958953,11.718750000000444,-3.828483920367276,2020-12-21..2024-11-04(引け 15:15),Wednesday,3,2022,0.018622681955979017,high,3
2022-03-17,2022-03-18,26110.0,26440.0,26350.0,26730.0,-0.0034039334341906535,-34.03933434190654,126.38835695135909,1,4.614220877458396,0.8320726172465961,-38.65355521936493,-34.871406959153134,-1022.0,False,False,False,False,26420.0,26450.0,True,11.35503406510141,-7.5642965204236745,-37.80718336483968,2020-12-21..2024-11-04(引け 15:15),Thursday,3,2022,0.01920916784294479,high,4
2022-03-18,2022-03-22,26350.0,26730.0,26990.0,27070.0,0.00972689861578746,97.26898615787461,144.21252371916492,4,4.564160119715675,0.823045267489712,92.70482603815893,96.44594089038489,2478.0,False,False,False,False,26700.0,27100.0,True,149.81273408239736,-11.223344556677839,-40.59040590405849,2020-12-21..2024-11-04(引け 15:15),Friday,3,2022,0.020060187019175692,high,5
2022-03-22,2022-03-23,26990.0,27070.0,27420.0,27860.0,0.012929442186922824,129.29442186922824,29.64060763245735,1,4.506834133727374,0.8127077946065756,124.78758773550086,128.48171407462166,3378.0,False,False,False,False,27090.0,27440.0,True,129.19896640826823,7.388252678242058,-7.288629737609575,2020-12-21..2024-11-04(引け 15:15),Tuesday,3,2022,0.020152145204944516,high,6
2022-03-23,2022-03-24,27420.0,27860.0,27420.0,27840.0,-0.015793251974156486,-157.93251974156485,160.4668125455877,1,4.379038047379756,0.7896625987078248,-162.3115577889446,-158.72218234027267,-4522.0,False,False,False,False,27750.0,27410.0,True,-122.52252252252238,-39.48312993539149,3.6483035388545915,2020-12-21..2024-11-04(引け 15:15),Wednesday,3,2022,0.0203625514179202,high,7
2022-03-24,2022-03-25,27420.0,27840.0,28030.0,27910.0,0.006824712643678232,68.24712643678232,153.17286652078766,1,4.3821839080459775,0.7902298850574713,63.86494252873635,67.45689655172485,1778.0,False,False,False,False,27860.0,28100.0,True,86.14501076812608,7.183908045977905,-24.91103202846956,2020-12-21..2024-11-04(引け 15:15),Thursday,3,2022,0.021309371640881664,high,8
2022-03-25,2022-03-28,28030.0,27910.0,27900.0,27650.0,-0.00035829451809388235,-3.5829451809388235,-42.81127363539028,3,4.371193120745253,0.788247939806521,-7.954138301684076,-4.371193120745344,-222.0,False,False,False,False,27880.0,28010.0,True,46.62840746054498,-10.74883554281647,-39.271688682613885,2020-12-21..2024-11-04(引け 15:15),Friday,3,2022,0.020754445390143643,high,9
2022-03-28,2022-03-29,27900.0,27650.0,28020.0,27920.0,0.013381555153707092,133.81555153707092,-89.60573476702538,1,4.412296564195299,0.7956600361663652,129.40325497287563,133.01989150090455,3578.0,False,False,False,False,27790.0,27960.0,True,61.17308384310904,50.63291139240533,21.459227467810482,2020-12-21..2024-11-04(引け 15:15),Monday,3,2022,0.02011724711212005,high,9
2022-03-29,2022-03-30,28020.0,27920.0,28270.0,28000.0,0.012535816618911122,125.35816618911122,-35.6887937187722,1,4.369627507163323,0.7879656160458453,120.98853868194789,124.57020057306536,3378.0,False,False,False,False,28020.0,28280.0,True,92.79086366880796,35.81661891117527,-3.5360678925033806,2020-12-21..2024-11-04(引け 15:15),Tuesday,3,2022,0.01985035612546797,high,8
2022-03-30,2022-03-31,28270.0,28000.0,27750.0,27790.0,-0.008928571428571397,-89.28571428571396,-95.50760523523216,1,4.357142857142857,0.7857142857142857,-93.64285714285683,-90.07142857142826,-2622.0,False,False,False,False,27950.0,27790.0,True,-57.24508050089394,-17.857142857142794,-14.393666786614023,2020-12-21..2024-11-04(引け 15:15),Wednesday,3,2022,0.01992011807104322,high,7
2022-03-31,2022-04-01,27750.0,27790.0,27640.0,27660.0,-0.005397625044980203,-53.97625044980203,14.414414414414267,1,4.390068369917237,0.791651673263764,-58.36631881971927,-54.767902123065795,-1622.0,False,False,False,False,27840.0,27570.0,True,-96.98275862068951,17.992083483266974,25.389916575988547,2020-12-21..2024-11-04(引け 15:15),Thursday,3,2022,0.01979847764675427,high,6
2022-04-01,2022-04-04,27640.0,27660.0,27610.0,27790.0,-0.0018076644974692746,-18.076644974692748,7.235890014472002,3,4.4107013738250185,0.7953723788864786,-22.487346348517768,-18.872017353579228,-622.0,False,False,False,False,27730.0,27690.0,True,-14.424810674359412,25.307302964570066,-28.891296496930117,2020-12-21..2024-11-04(引け 15:15),Friday,4,2022,0.019289765600557125,high,5
2022-04-04,2022-04-05,27610.0,27790.0,27920.0,27800.0,0.004677941705649502,46.77941705649502,65.19377037305318,1,4.390068369917237,0.791651673263764,42.38934868657778,45.987765383231256,1178.0,False,False,False,False,27690.0,27950.0,True,93.8967136150226,-35.98416696653506,-10.733452593917336,2020-12-21..2024-11-04(引け 15:15),Monday,4,2022,0.019248897566214104,high,4
2022-04-05,2022-04-06,27920.0,27800.0,27550.0,27430.0,-0.008992805755395739,-89.92805755395739,-42.979942693409654,1,4.388489208633094,0.7913669064748202,-94.31654676259048,-90.71942446043221,-2622.0,False,False,False,False,27840.0,27550.0,True,-104.1666666666663,14.388489208632116,0.0,2020-12-21..2024-11-04(引け 15:15),Tuesday,4,2022,0.01847324114722235,high,3
2022-04-06,2022-04-07,27550.0,27430.0,27030.0,26900.0,-0.014582573824279965,-145.82573824279964,-43.5571687840286,1,4.447685016405395,0.8020415603353992,-150.27342325920503,-146.62777980313504,-4122.0,True,False,False,False,27430.0,27070.0,True,-131.24316441851968,0.0,-14.776505356483005,2020-12-21..2024-11-04(引け 15:15),Wednesday,4,2022,0.016277607355980744,high,2
2022-04-07,2022-04-08,27030.0,26900.0,27090.0,27040.0,0.0070631970260222054,70.63197026022206,-48.09470958194617,1,4.5353159851301115,0.8178438661710037,66.09665427509195,69.81412639405106,1778.0,True,False,False,False,26960.0,27030.0,True,25.964391691395416,22.304832713755385,22.19755826859071,2020-12-21..2024-11-04(引け 15:15),Thursday,4,2022,0.015744150657297624,high,1
2022-04-08,2022-04-11,27090.0,27040.0,26910.0,26820.0,-0.004807692307692291,-48.07692307692291,-18.456995201181492,3,4.511834319526628,0.8136094674556213,-52.58875739644954,-48.89053254437853,-1422.0,True,False,False,False,27090.0,27000.0,True,-33.222591362126465,18.491124260355818,-33.333333333332995,2020-12-21..2024-11-04(引け 15:15),Friday,4,2022,0.01668287889889965,high,0
2022-04-11,2022-04-12,26910.0,26820.0,26630.0,26320.0,-0.0070842654735272514,-70.84265473527252,-33.44481605351169,1,4.548844146159582,0.8202833706189411,-75.3914988814321,-71.66293810589146,-2022.0,False,False,False,False,26890.0,26720.0,True,-63.22052807735234,26.099925428784143,-33.68263473053857,2020-12-21..2024-11-04(引け 15:15),Monday,4,2022,0.014426171082445975,high,1
2022-04-12,2022-04-13,26630.0,26320.0,26350.0,26880.0,0.0011398176291792517,11.398176291792517,-116.41006383777741,1,4.635258358662614,0.8358662613981763,6.762917933129903,10.56231003039434,178.0,False,False,False,False,26260.0,26320.0,True,22.848438690021844,-22.796352583586142,11.398176291792517,2020-12-21..2024-11-04(引け 15:15),Tuesday,4,2022,0.013139382902261316,mid,2
2022-04-13,2022-04-14,26350.0,26880.0,26880.0,27190.0,0.0,0.0,201.1385199240978,1,4.538690476190476,0.8184523809523809,-4.538690476190476,-0.8184523809523809,-122.0,False,False,False,False,26820.0,26920.0,True,37.28560775540623,-22.321428571429045,-14.858841010401136,2020-12-21..2024-11-04(引け 15:15),Wednesday,4,2022,0.014006283952388574,high,3
2022-04-14,2022-04-15,26880.0,27190.0,26880.0,27080.0,-0.01140125045972784,-114.01250459727841,115.32738095238138,1,4.486943729312247,0.8091210003677823,-118.49944832659065,-114.82162559764619,-3222.0,False,False,False,False,27170.0,26920.0,True,-92.01324990798621,-7.355645457889359,-14.858841010401136,2020-12-21..2024-11-04(引け 15:15),Thursday,4,2022,0.014619022145105147,high,4
2022-04-15,2022-04-18,26880.0,27080.0,26820.0,26750.0,-0.009601181683899562,-96.01181683899563,74.40476190476275,3,4.5051698670605616,0.8124076809453471,-100.51698670605619,-96.82422451994097,-2722.0,False,False,False,False,27110.0,27040.0,True,-25.820730357801747,11.078286558345862,-81.36094674556227,2020-12-21..2024-11-04(引け 15:15),Friday,4,2022,0.014310536134845201,high,5
2022-04-18,2022-04-19,26820.0,26750.0,26980.0,27050.0,0.008598130841121598,85.98130841121599,-26.099925428784143,1,4.560747663551402,0.822429906542056,81.4205607476646,85.15887850467394,2178.0,False,False,False,False,26730.0,26920.0,True,71.0811821922941,-7.476635514018781,22.288261515601704,2020-12-21..2024-11-04(引け 15:15),Monday,4,2022,0.012549633953319796,mid,6
2022-04-19,2022-04-20,26980.0,27050.0,27250.0,27180.0,0.007393715341959428,73.93715341959428,25.945144551520194,1,4.510166358595193,0.8133086876155269,69.42698706099908,73.12384473197875,1878.0,False,False,False,False,26950.0,27210.0,True,96.47495361781111,-36.96857670979714,14.700477765527964,2020-12-21..2024-11-04(引け 15:15),Tuesday,4,2022,0.012675360171051381,mid,7
2022-04-20,2022-04-21,27250.0,27180.0,27300.0,27520.0,0.004415011037527616,44.150110375276164,-25.688073394495305,1,4.488594554819721,0.8094186902133922,39.661515820456444,43.34069168506277,1078.0,False,False,False,False,27200.0,27220.0,True,7.352941176470562,7.358351729211954,29.390154298309934,2020-12-21..2024-11-04(引け 15:15),Wednesday,4,2022,0.012600836569508308,mid,8
2022-04-21,2022-04-22,27300.0,27520.0,27100.0,27100.0,-0.015261627906976716,-152.61627906976716,80.5860805860803,1,4.433139534883721,0.7994186046511628,-157.04941860465087,-153.4156976744183,-4322.0,False,False,False,False,27520.0,27130.0,True,-141.71511627906975,0.0,-11.057869517139274,2020-12-21..2024-11-04(引け 15:15),Thursday,4,2022,0.010663272791357033,mid,9
2022-04-22,2022-04-25,27100.0,27100.0,26590.0,26540.0,-0.018819188191881886,-188.19188191881886,0.0,3,4.501845018450185,0.8118081180811808,-192.69372693726905,-189.00369003690005,-5222.0,False,False,False,False,27070.0,26710.0,True,-132.98854820834927,-11.070110701106861,-44.92699363534247,2020-12-21..2024-11-04(引け 15:15),Friday,4,2022,0.011094935018486568,mid,10
2022-04-25,2022-04-26,26590.0,26540.0,26830.0,26650.0,0.010926902788244153,109.26902788244152,-18.80406167732218,1,4.596834966088923,0.8289374529012811,104.6721929163526,108.44009042954023,2778.0,False,False,False,False,26600.0,26810.0,True,78.94736842105176,22.607385079125297,7.459903021260761,2020-12-21..2024-11-04(引け 15:15),Monday,4,2022,0.011542109800588389,mid,10
2022-04-26,2022-04-27,26830.0,26650.0,26090.0,26390.0,-0.021013133208255153,-210.13133208255152,-67.08907938874353,1,4.577861163227017,0.8255159474671669,-214.70919324577855,-210.95684803001868,-5722.0,False,False,False,False,26540.0,26000.0,True,-203.4664657121321,-41.27579737335796,34.615384615384045,2020-12-21..2024-11-04(引け 15:15),Tuesday,4,2022,0.012210894569759555,mid,9
2022-04-27,2022-04-28,26090.0,26390.0,26410.0,26870.0,0.0007578628268283261,7.578628268283261,114.98658489842883,1,4.622963243652899,0.8336491095111785,2.9556650246303615,6.744979158772082,78.0,False,False,False,False,26230.0,26480.0,True,95.31071292413262,-60.629026146267194,-26.435045317220187,2020-12-21..2024-11-04(引け 15:15),Wednesday,4,2022,0.011989143971582308,mid,8
2022-04-28,2022-05-02,26410.0,26870.0,26620.0,26810.0,-0.009304056568663954,-93.04056568663954,174.1764483150332,4,4.540379605508002,0.8187569780424265,-97.58094529214755,-93.85932266468197,-2622.0,False,False,False,False,26990.0,27210.0,True,81.51167098925605,44.65947152958671,-216.8320470415286,2020-12-21..2024-11-04(引け 15:15),Thursday,4,2022,0.012037431001884938,mid,7
2022-05-02,2022-05-06,26620.0,26810.0,26690.0,27110.0,-0.0044759418127564565,-44.759418127564565,71.37490608565057,4,4.550540842969041,0.8205893323386796,-49.30995897053361,-45.58000745990324,-1322.0,False,False,False,False,26900.0,26880.0,True,-7.434944237918462,33.569563595672314,-70.68452380952328,2020-12-21..2024-11-04(引け 15:15),Monday,5,2022,0.012861693192825383,mid,6
2022-05-06,2022-05-09,26690.0,27110.0,26720.0,26390.0,-0.014385835485060894,-143.85835485060895,157.36230798051753,3,4.50018443378827,0.8115086683880487,-148.3585392843972,-144.669863518997,-4022.0,False,False,False,False,27000.0,26800.0,True,-74.07407407407418,-40.57543341940195,-29.850746268657026,2020-12-21..2024-11-04(引け 15:15),Friday,5,2022,0.012842535712801462,mid,5
2022-05-09,2022-05-10,26720.0,26390.0,26090.0,26270.0,-0.011367942402425113,-113.67942402425113,-123.50299401197584,1,4.622963243652899,0.8336491095111785,-118.30238726790404,-114.51307313376232,-3122.0,False,False,False,False,26420.0,26010.0,True,-155.18546555639668,11.367942402424891,30.75740099961477,2020-12-21..2024-11-04(引け 15:15),Monday,5,2022,0.013086602877278832,mid,4
2022-05-10,2022-05-11,26090.0,26270.0,26030.0,26250.0,-0.009135896459840143,-91.35896459840143,68.99195093905686,1,4.644080700418729,0.8374571754853445,-96.00304529882015,-92.19642177388677,-2522.0,False,False,False,False,26290.0,26060.0,True,-87.48573602130105,7.613247049866878,-11.51189562548005,2020-12-21..2024-11-04(引け 15:15),Tuesday,5,2022,0.014254557098374308,high,3
2022-05-11,2022-05-12,26030.0,26250.0,25900.0,25770.0,-0.013333333333333308,-133.3333333333331,84.51786400307304,1,4.647619047619048,0.8380952380952381,-137.98095238095215,-134.17142857142832,-3622.0,True,False,False,False,26150.0,25900.0,True,-95.60229445506718,-38.09523809523818,0.0,2020-12-21..2024-11-04(引け 15:15),Wednesday,5,2022,0.01403793318118297,high,2
2022-05-12,2022-05-13,25900.0,25770.0,25880.0,26390.0,0.004268529297632995,42.68529297632995,-50.19305019305031,1,4.73418703919286,0.8537058595265813,37.951105937137086,41.83158711680336,978.0,True,False,False,False,25680.0,25700.0,True,7.788161993769194,-34.92433061699663,70.03891050583633,2020-12-21..2024-11-04(引け 15:15),Thursday,5,2022,0.013437683842303398,mid,1
2022-05-13,2022-05-16,25880.0,26390.0,26770.0,26480.0,0.01439939370973864,143.99393709738638,197.06336939721902,3,4.622963243652899,0.8336491095111785,139.3709738537335,143.1602879878752,3678.0,True,False,False,False,26390.0,26610.0,True,83.36491095111809,0.0,60.1277715144688,2020-12-21..2024-11-04(引け 15:15),Friday,5,2022,0.013873801118323,high,0
2022-05-16,2022-05-17,26770.0,26480.0,26470.0,26630.0,-0.0003776435045317328,-3.776435045317328,-108.33022039596574,1,4.6072507552870094,0.8308157099697885,-8.383685800604336,-4.607250755287116,-222.0,False,False,False,False,26500.0,26460.0,True,-15.094339622641062,7.552870090634656,3.7792894935750887,2020-12-21..2024-11-04(引け 15:15),Monday,5,2022,0.014985552033007771,high,1
2022-05-17,2022-05-18,26470.0,26630.0,26860.0,26860.0,0.008636875704093105,86.36875704093106,60.44578768417131,1,4.581299286518964,0.8261359369132557,81.78745775441209,85.5426211040178,2178.0,False,False,False,False,26650.0,26840.0,True,71.29455909943738,7.510326699211589,7.451564828613311,2020-12-21..2024-11-04(引け 15:15),Tuesday,5,2022,0.014395627386571219,high,2
2022-05-18,2022-05-19,26860.0,26860.0,26210.0,26370.0,-0.024199553239017124,-241.99553239017123,0.0,1,4.542069992553984,0.8190618019359642,-246.53760238272523,-242.8145941921072,-6622.0,False,False,False,False,26860.0,26290.0,True,-212.21146686522752,0.0,-30.42982122479998,2020-12-21..2024-11-04(引け 15:15),Wednesday,5,2022,0.013605719407965034,high,3
2022-05-19,2022-05-20,26210.0,26370.0,26460.0,26770.0,0.0034129692832765013,34.129692832765016,61.04540251812285,1,4.626469472885855,0.8342813803564657,29.50322335987916,33.29541145240855,778.0,False,False,False,False,26210.0,26380.0,True,64.86074017550524,-60.675009480469775,30.326004548901775,2020-12-21..2024-11-04(引け 15:15),Thursday,5,2022,0.013487174887450043,high,4
2022-05-20,2022-05-23,26460.0,26770.0,26930.0,27050.0,0.005976839745984286,59.76839745984286,117.1579743008322,3,4.557340306313037,0.8218154650728426,55.21105715352982,58.946581994770014,1478.0,False,False,False,False,26780.0,26750.0,True,-11.202389843166793,3.7355248412396236,67.28971962616903,2020-12-21..2024-11-04(引け 15:15),Friday,5,2022,0.014044393750982972,high,5
2022-05-23,2022-05-24,26930.0,27050.0,27000.0,26740.0,-0.001848428835489857,-18.48428835489857,44.55997029335413,1,4.510166358595193,0.8133086876155269,-22.994454713493763,-19.2975970425141,-622.0,False,False,False,False,27030.0,27120.0,True,33.29633740288607,-7.393715341958984,-44.24778761061954,2020-12-21..2024-11-04(引け 15:15),Monday,5,2022,0.01425209253553375,high,6
2022-05-24,2022-05-25,27000.0,26740.0,26780.0,26680.0,0.0014958863126401933,14.958863126401933,-96.29629629629655,1,4.56245325355273,0.8227374719521316,10.396409872849205,14.136125654449803,278.0,False,False,False,False,26740.0,26690.0,True,-18.698578908002972,0.0,33.72049456725313,2020-12-21..2024-11-04(引け 15:15),Tuesday,5,2022,0.014222147570153677,high,7
2022-05-25,2022-05-26,26780.0,26680.0,26780.0,26610.0,0.0037481259370315545,37.48125937031554,-37.34129947722153,1,4.57271364317841,0.8245877061469266,32.90854572713713,36.65667166416861,878.0,False,False,False,False,26690.0,26760.0,True,26.227051330085516,3.7481259370308884,7.473841554559435,2020-12-21..2024-11-04(引け 15:15),Wednesday,5,2022,0.014402606085288816,high,8
2022-05-26,2022-05-27,26780.0,26610.0,26970.0,26810.0,0.013528748590755368,135.28748590755367,-63.48020911127739,1,4.584742577978203,0.8267568583239384,130.70274332957547,134.46072904922974,3478.0,False,False,False,False,26640.0,26930.0,True,108.85885885885793,11.273957158963732,14.853323431118781,2020-12-21..2024-11-04(引け 15:15),Thursday,5,2022,0.014063360246043918,high,9
2022-05-27,2022-05-30,26970.0,26810.0,27210.0,27400.0,0.014919806042521522,149.1980604252152,-59.32517612161625,3,4.550540842969041,0.8205893323386796,144.64751958224616,148.37747109287653,3878.0,False,False,False,False,26840.0,27160.0,True,119.22503725782407,11.189854531890031,18.409425625920406,2020-12-21..2024-11-04(引け 15:15),Friday,5,2022,0.01368927905714663,high,10
2022-05-30,2022-05-31,27210.0,27400.0,27300.0,27260.0,-0.0036496350364964014,-36.496350364964016,69.82726938625561,1,4.452554744525547,0.8029197080291971,-40.948905109489566,-37.29927007299321,-1122.0,False,False,False,False,27370.0,27320.0,True,-18.26817683595161,-10.948905109489093,-7.320644216690653,2020-12-21..2024-11-04(引け 15:15),Monday,5,2022,0.012970965764512208,mid,9
2022-05-31,2022-06-01,27300.0,27260.0,27270.0,27500.0,0.0003668378576668907,3.668378576668907,-14.6520146520146,1,4.475421863536317,0.8070432868672046,-0.80704328686741,2.861335289801702,-22.0,False,False,False,False,27210.0,27220.0,True,3.675119441381991,-18.341892883345643,18.368846436442876,2020-12-21..2024-11-04(引け 15:15),Tuesday,5,2022,0.013816261195678548,high,8
2022-06-01,2022-06-02,27270.0,27500.0,27370.0,27460.0,-0.004727272727272691,-47.27272727272691,84.34176751008326,1,4.4363636363636365,0.8,-51.70909090909055,-48.07272727272691,-1422.0,False,False,False,False,27560.0,27460.0,True,-36.28447024673464,21.818181818182847,-32.774945375091406,2020-12-21..2024-11-04(引け 15:15),Wednesday,6,2022,0.013655517211600642,high,7
2022-06-02,2022-06-03,27370.0,27460.0,27720.0,27790.0,0.009468317552804084,94.68317552804083,32.88271830471423,1,4.442825928623452,0.8011653313911143,90.24034959941739,93.88201019664972,2478.0,False,False,False,False,27530.0,27740.0,True,76.28042135851886,25.491624180626893,-7.209805335256503,2020-12-21..2024-11-04(引け 15:15),Thursday,6,2022,0.0132136242546728,mid,6
2022-06-03,2022-06-06,27720.0,27790.0,27590.0,27910.0,-0.007196833393306901,-71.968333933069,25.25252525252597,3,4.390068369917237,0.791651673263764,-76.35840230298624,-72.75998560633276,-2122.0,False,False,False,False,27730.0,27570.0,True,-57.69924269743987,-21.590500179921037,7.254261878852919,2020-12-21..2024-11-04(引け 15:15),Friday,6,2022,0.013203991192687286,mid,5
2022-06-06,2022-06-07,27590.0,27910.0,27970.0,28010.0,0.002149767108563294,21.49767108563294,115.98405219282348,1,4.371193120745253,0.788247939806521,17.126477964887687,20.70942314582642,478.0,False,False,False,False,27940.0,28040.0,True,35.790980672869566,10.74883554281536,-24.964336661911226,2020-12-21..2024-11-04(引け 15:15),Monday,6,2022,0.01323793181216283,mid,4
2022-06-07,2022-06-08,27970.0,28010.0,28110.0,28190.0,0.003570153516601282,35.70153516601282,14.301036825170588,1,4.355587290253481,0.7854337736522671,31.345947875759336,34.91610139236055,878.0,False,False,False,False,28040.0,28160.0,True,42.79600570613384,10.71046054980318,-17.755681818182325,2020-12-21..2024-11-04(引け 15:15),Tuesday,6,2022,0.011501835525622723,mid,3
2022-06-08,2022-06-09,28110.0,28190.0,28230.0,28300.0,0.0014189428875488463,14.189428875488463,28.459622909995375,1,4.327775807023767,0.7804185881518269,9.861653068464697,13.409010287336637,278.0,True,True,False,False,28200.0,28140.0,True,-21.27659574468033,3.5473572188715607,31.982942430703876,2020-12-21..2024-11-04(引け 15:15),Wednesday,6,2022,0.011368922825535996,mid,2
2022-06-09,2022-06-10,28230.0,28300.0,27990.0,27850.0,-0.010954063604240227,-109.54063604240227,24.796315975912364,1,4.310954063604241,0.7773851590106007,-113.85159010600651,-110.31802120141288,-3222.0,True,True,False,False,28230.0,27980.0,True,-88.55827134254368,-24.73498233215521,3.5739814152968563,2020-12-21..2024-11-04(引け 15:15),Thursday,6,2022,0.011348262023901259,mid,1
2022-06-10,2022-06-13,27990.0,27850.0,27200.0,26840.0,-0.02333931777378817,-233.3931777378817,-50.01786352268667,3,4.380610412926392,0.7899461400359067,-237.7737881508081,-234.1831238779176,-6622.0,True,True,False,False,27670.0,27340.0,True,-119.26273942898469,-64.63195691202905,-51.2070226773953,2020-12-21..2024-11-04(引け 15:15),Friday,6,2022,0.010109731115527583,low,0
2022-06-13,2022-06-14,27200.0,26840.0,26390.0,26660.0,-0.016766020864381503,-167.66020864381503,-132.35294117647013,1,4.545454545454546,0.819672131147541,-172.20566318926956,-168.47988077496257,-4622.0,False,False,False,False,26860.0,26400.0,True,-171.25837676842838,7.451564828613311,-3.7878787878786735,2020-12-21..2024-11-04(引け 15:15),Monday,6,2022,0.010039578136475744,low,1
2022-06-14,2022-06-15,26390.0,26660.0,26470.0,26280.0,-0.007126781695423801,-71.267816954238,102.31148162182623,1,4.576144036009002,0.8252063015753938,-75.843960990247,-72.09302325581339,-2022.0,False,False,False,False,26540.0,26420.0,True,-45.2147701582517,-45.01125281320295,18.925056775169757,2020-12-21..2024-11-04(引け 15:15),Tuesday,6,2022,0.01329357993437792,mid,2
2022-06-15,2022-06-16,26470.0,26280.0,26750.0,26430.0,0.017884322678843212,178.8432267884321,-71.77937287495273,1,4.642313546423136,0.8371385083713851,174.20091324200897,178.0060882800607,4578.0,False,False,False,False,26270.0,26530.0,True,98.97221164826719,-3.805175038051889,82.92499057670489,2020-12-21..2024-11-04(引け 15:15),Wednesday,6,2022,0.013341088454600516,mid,3
2022-06-16,2022-06-17,26750.0,26430.0,25750.0,25780.0,-0.025728339008702195,-257.2833900870219,-119.62616822429939,1,4.615966704502459,0.8323874385168369,-261.8993567915244,-258.11577752553876,-6922.0,False,False,False,False,26210.0,25670.0,True,-206.02823349866517,-83.23874385168351,31.164783794312978,2020-12-21..2024-11-04(引け 15:15),Thursday,6,2022,0.013554099076899633,high,4
2022-06-17,2022-06-20,25750.0,25780.0,26060.0,25780.0,0.010861132660977546,108.61132660977546,11.650485436893732,3,4.7323506594259115,0.8533747090768038,103.87897595034954,107.75795190069866,2678.0,False,False,False,False,25890.0,25960.0,True,27.037466203168048,42.66873545383909,38.52080123266654,2020-12-21..2024-11-04(引け 15:15),Friday,6,2022,0.012997370823816861,mid,5
2022-06-20,2022-06-21,26060.0,25780.0,26070.0,26230.0,0.011249030256012427,112.49030256012426,-107.44435917114382,1,4.7323506594259115,0.8533747090768038,107.75795190069834,111.63692785104746,2778.0,False,False,False,False,25790.0,25990.0,True,77.5494377665753,3.8789759503488064,30.781069642169534,2020-12-21..2024-11-04(引け 15:15),Monday,6,2022,0.013612803463266713,high,6
2022-06-21,2022-06-22,26070.0,26230.0,26360.0,26100.0,0.004956157072054879,49.56157072054879,61.37322593018801,1,4.651162790697675,0.8387342737323675,44.91040792985111,48.722836446816416,1178.0,False,False,False,False,26290.0,26480.0,True,72.27082540889995,22.87457110179192,-45.317220543806826,2020-12-21..2024-11-04(引け 15:15),Tuesday,6,2022,0.01331495075948521,mid,7
2022-06-22,2022-06-23,26360.0,26100.0,26060.0,26120.0,-0.0015325670498084198,-15.325670498084198,-98.63429438543237,1,4.674329501915708,0.842911877394636,-19.999999999999908,-16.168582375478834,-522.0,False,False,False,False,26000.0,26180.0,True,69.23076923077032,-38.31417624521105,-45.83651642475206,2020-12-21..2024-11-04(引け 15:15),Wednesday,6,2022,0.013829763968406199,high,8
2022-06-23,2022-06-24,26060.0,26120.0,26200.0,26480.0,0.003062787136294043,30.62787136294043,23.0237912509601,1,4.670750382848392,0.8422664624808576,25.957120980092036,29.78560490045957,678.0,False,False,False,False,26020.0,26150.0,True,49.961568024596836,-38.28483920367498,19.120458891013214,2020-12-21..2024-11-04(引け 15:15),Thursday,6,2022,0.013857208843698617,high,9
