label,n,mean,sd,t,hit_rate,ci_lo,ci_hi,sharpe
主指標1 平均ネット夜間リターン(保守コスト、四半期ロール除外+誤プリント除外),1370,2.488616268529659,108.78638909142072,0.8467274859970838,0.5240875912408759,-2.562504185273258,7.446277193824408,0.35524642784604893
主指標2 夜間−日中の差(同集合),1370,5.046233579142513,147.83234861135622,1.2634502805374945,0.5043795620437956,-1.5699049299835015,11.700380682790712,0.5300834168545926
グロス夜間リターン(同集合),1370,6.057332633512386,108.76473820108491,2.0613587827444286,0.5343065693430656,1.0339613350154426,10.971356343765704,0.8648477298651907
楽観コスト後(手数料のみ、同集合),1370,5.413793616876157,108.76817409564437,1.8422991054928268,0.5343065693430656,0.39193610879790763,10.351214559982763,0.7729407478483012
"四半期ロール除外のみ(誤プリント含む)n=1,371",1371,3.2264617506295346,112.12597567486301,1.0654645714140296,0.524434719183078,-1.477699322129175,7.946219426094476,0.4470180657306065
"月次ロール規則(併記)n=1,236",1236,1.4048630010416585,109.26482278005099,0.4520254056640907,0.5186084142394822,-3.98657265512172,6.465399522620106,0.18964827918481256
月次ロール規則 夜間−日中の差(併記),1236,4.982590854030555,148.27230933293987,1.18142024888314,0.5040453074433657,-1.8427034586361193,12.230524720280725,0.49566753192912294
"ロール隣接ペアを含む n=1,437(誤プリント含む)",1437,2.8863476979991867,112.4533095711229,0.9729819616665173,0.5205288796102993,-1.9937103876469207,7.484519635267476,0.4082167780742883
同上 夜間−日中の差,1437,5.473163292375247,150.28885431997784,1.3805114589848808,0.5031315240083507,-0.9031962466463724,11.726375729634897,0.5791966984837023
