vol_tercile,n,mean_r_net_bps,sd_bps,mean_gross_bps,mean_r_day_bps,hit_rate
high,451,5.53420289438379,140.61865502222102,8.720374529891883,0.8398563954738094,0.5210643015521065
low,441,0.9826611215684964,80.79162330619405,4.701386195789481,4.670873965390068,0.5215419501133787
mid,457,0.780609984114708,97.78069187239785,4.542770482749807,-3.340276586613976,0.5295404814004376
unknown,21,5.875545960305523,56.863713593641066,10.299970093852778,22.527688165409806,0.5238095238095238
