regime,n,mean_r_net_bps,sd_bps,mean_gross_bps,mean_r_day_bps,hit_rate
2020-12-21..2024-11-04(引け 15:15),928,0.2170217495994509,95.18400791167494,4.230383165726524,1.2668238429430254,0.5150862068965517
2024-11-05..2026-08-28(引け 15:45),442,7.257936887460052,132.8899325533344,9.893099841895376,0.4741927109402708,0.5429864253393665
