kind,time_ms,side,qty,p_liq,p_avg,p0,bin_pct,dist_node_bp,dist_gap_bp,vol_between_ratio,dist_vwap_bp,n_bins,total_qty,day,bundle_n_events,bundle_total_qty,bundle_n_events_dedup,bundle_total_qty_dedup
control,1722683395214,,,61741.1,,61741.1,80.2469,-7.1893,-185.3625,0.018592,144.6795,81,29501488.0,2024-08-03,,,,
control,1722683723336,,,61812.5,,61812.5,64.1975,-18.7321,-196.6994,0.014452,132.6454,81,29504866.0,2024-08-03,,,,
control,1722683903787,,,61805.0,,61805.0,66.6667,-17.5208,-195.5098,0.015045,133.1185,81,29462523.0,2024-08-03,,,,
control,1722684621894,,,61832.8,,61832.8,74.0741,-22.009,-199.9179,0.017449,125.5916,81,29324545.0,2024-08-03,,,,
liq,1722685050091,BUY,1.0,61873.6,61873.6,61873.1,67.9012,-28.5885,-206.3801,0.014885,118.2636,81,29288268.0,2024-08-03,1,1.0,1,1.0
liq,1722685558036,BUY,1.0,61929.1,61929.1,61929.1,58.0247,-37.5248,-215.157,0.012294,108.4821,81,29312678.0,2024-08-03,1,1.0,1,1.0
liq,1722687784120,BUY,15.0,61985.4,61985.4,61985.4,64.1975,-46.5735,-224.0444,0.013976,95.1798,81,29293832.0,2024-08-03,1,15.0,1,15.0
liq,1722688129060,BUY,3.0,62112.1,62112.1,62112.1,16.0494,-66.8771,235.4781,0.00482,73.7029,81,29332191.0,2024-08-03,1,3.0,1,3.0
liq,1722688816034,BUY,109.0,62127.3,62127.3,62126.6,30.8642,-69.3073,232.9739,0.006575,59.2557,81,28324093.0,2024-08-03,1,109.0,1,109.0
control,1722689689711,,,61928.1,,61928.1,72.8395,-37.3639,-244.2954,0.018048,85.9734,81,27970687.0,2024-08-03,,,,
control,1722691558302,,,61909.9,,61909.9,90.1235,-4.5085,-241.4275,0.026375,81.8655,81,27695780.0,2024-08-03,,,,
control,1722692767372,,,61804.8,,61804.8,87.6543,12.489,-224.8329,0.025445,86.0149,81,26986821.0,2024-08-03,,,,
control,1722694181406,,,61875.1,,61875.1,90.5405,1.1132,-235.939,0.029948,62.8882,74,26434861.0,2024-08-03,,,,
control,1722694974607,,,61914.0,,61914.0,77.027,-5.1704,-242.0737,0.021487,50.0624,74,26067960.0,2024-08-03,,,,
liq,1722695739027,BUY,18.0,62079.1,62079.1,62079.1,54.4118,-31.7518,240.9191,0.012935,19.2959,68,25864682.0,2024-08-03,1,18.0,1,18.0
control,1722696178160,,,62008.1,,62008.1,65.5172,-20.338,-227.6232,0.021628,18.4684,58,24936810.0,2024-08-03,,,,
control,1722696180050,,,62008.4,,62008.4,65.5172,-20.3863,-227.6705,0.021631,18.395,58,24934731.0,2024-08-03,,,,
control,1722697827442,,,61960.8,,61960.8,80.7692,-12.7197,37.3167,0.027845,-0.0641,52,21925099.0,2024-08-03,,,,
liq,1722698371107,SELL,80.0,61752.0,61752.0,61752.0,78.8462,-18.9342,71.2555,0.027858,31.3602,52,21605800.0,2024-08-03,3,92.0,3,92.0
liq,1722698479078,SELL,2.0,61663.6,61663.6,61663.6,88.4615,-4.6255,85.6935,0.039774,45.3568,52,21601573.0,2024-08-03,1,2.0,1,2.0
liq,1722698546054,SELL,1.0,61620.0,61620.0,61620.1,90.3846,2.4468,92.8298,0.040532,52.085,52,21552070.0,2024-08-03,1,1.0,1,1.0
liq,1722698968089,SELL,128.0,61509.5,61509.5,61515.4,96.1538,0.4051,110.9613,0.049326,66.272,52,21090073.0,2024-08-03,2,178.0,2,178.0
liq,1722699212104,SELL,1.0,61435.9,61435.9,61435.9,90.3846,2.3832,123.0742,0.04349,76.4197,52,21105991.0,2024-08-03,5,75.0,5,75.0
liq,1722700103105,SELL,22.0,61176.5,61176.5,61177.9,55.7692,24.7357,-94.7828,0.015461,110.3657,52,21108354.0,2024-08-03,5,3033.0,5,3033.0
liq,1722700370090,SELL,266.0,61026.9,61026.9,61030.5,46.1538,49.3101,-70.5014,0.014088,132.8286,52,21152240.0,2024-08-03,1,266.0,1,266.0
liq,1722700524092,SELL,446.0,61013.6,61013.6,61013.6,55.7692,51.5007,-68.3369,0.016023,134.0301,52,21179118.0,2024-08-03,1,446.0,1,446.0
liq,1722700585098,SELL,19.0,60979.9,60979.9,60978.4,42.3077,57.0556,-62.8483,0.012335,139.1956,52,21211098.0,2024-08-03,12,416.0,12,416.0
liq,1722700997049,SELL,6.0,60735.0,60735.0,60735.1,25.4902,97.6084,-22.779,0.009838,173.7158,51,21221379.0,2024-08-03,2,16.0,2,16.0
liq,1722701238082,SELL,3.0,60706.9,60706.9,60705.3,38.0,102.2823,-18.1607,0.012856,175.167,50,21226376.0,2024-08-03,1,3.0,1,3.0
liq,1722701793059,SELL,1.0,60633.0,60633.0,60633.1,18.0,114.5951,-5.9948,0.007937,183.1544,50,21260609.0,2024-08-03,6,409.0,6,409.0
liq,1722702242049,SELL,37.0,60552.6,60552.6,60552.6,10.0,128.025,-22.6869,0.006946,193.3169,50,21281846.0,2024-08-03,1,37.0,1,37.0
liq,1722702415035,SELL,31.0,60487.0,60487.0,60487.0,40.0,139.0091,-11.8662,0.012273,202.1441,50,21418751.0,2024-08-03,5,2144.0,5,2144.0
liq,1722702565084,BUY,39.0,60810.0,60810.0,60810.0,78.4314,85.1545,-64.9195,0.02986,145.0401,51,21652236.0,2024-08-03,1,39.0,1,39.0
liq,1722703104090,SELL,240.0,60808.7,60808.7,60808.7,64.7059,85.3701,-64.7071,0.022811,136.963,51,22530042.0,2024-08-03,3,798.0,3,798.0
liq,1722703610096,SELL,2972.0,60388.0,60388.0,60382.3,15.6863,155.631,-5.4862,0.006712,200.0717,51,22984450.0,2024-08-03,2,2974.0,2,2974.0
liq,1722703845053,BUY,18.0,60705.4,60705.4,60704.0,61.5385,102.532,-57.7428,0.019423,144.1223,52,23183339.0,2024-08-03,1,18.0,1,18.0
control,1722704600928,,,60704.7,,60704.7,60.7843,102.6485,-57.6282,0.020664,140.3173,51,23500463.0,2024-08-03,,,,
liq,1722704937092,SELL,1.0,60660.0,60660.0,60660.0,58.8235,110.093,-50.3017,0.020893,146.4758,51,23458660.0,2024-08-03,1,1.0,1,1.0
control,1722708372991,,,60432.0,,60432.0,14.8936,148.2368,-12.7631,0.007434,175.9965,47,23657511.0,2024-08-03,,,,
liq,1722709503024,BUY,3.0,60633.0,60633.0,60633.0,61.7021,114.5951,-45.8711,0.026001,138.1708,47,23628108.0,2024-08-03,3,29.0,3,29.0
liq,1722709708068,SELL,95.0,60487.0,60487.0,60487.0,53.1915,139.0091,-21.8444,0.02407,162.047,47,23665703.0,2024-08-03,1,95.0,1,95.0
liq,1722709997054,SELL,2967.0,60134.8,60134.8,60138.3,4.0,198.3917,-3.4501,0.000963,219.2929,50,23882279.0,2024-08-03,8,3261.0,8,3261.0
control,1722710762436,,,60261.9,,60261.9,10.0,176.882,5.4222,0.004406,192.6979,50,24184116.0,2024-08-03,,,,
liq,1722711696100,SELL,26.0,60102.0,60102.0,60099.3,20.0,203.9573,22.0194,0.006233,216.8048,50,24216592.0,2024-08-03,1,26.0,1,26.0
liq,1722711808058,SELL,4.0,60085.3,60085.3,60085.3,25.4902,206.7934,-5.2095,0.007509,219.1805,51,24230865.0,2024-08-03,4,68.0,4,68.0
liq,1722712687096,SELL,16.0,60018.0,60018.0,60018.1,0.0,218.2386,-3.998,5.4e-05,226.6857,52,24252086.0,2024-08-03,4,356.0,4,356.0
liq,1722713306101,SELL,18.0,59942.0,59942.0,59943.5,9.2593,231.1942,-1.3228,0.003924,235.6376,54,24550377.0,2024-08-03,12,1678.0,12,1678.0
liq,1722714336019,BUY,2.0,60294.0,60294.0,60293.9,27.2727,171.4639,-79.5465,0.00626,166.9097,55,24707902.0,2024-08-03,2,113.0,2,113.0
liq,1722714407084,BUY,1.0,60547.6,60547.6,60547.6,65.4545,128.8613,-121.0978,0.024674,122.9604,55,24801414.0,2024-08-03,1,1.0,1,1.0
control,1722715061680,,,60204.1,,60204.1,54.5455,186.6525,-64.7328,0.018279,177.4083,55,24924078.0,2024-08-03,,,,
control,1722716920179,,,60512.1,,60512.1,63.8298,134.8035,-115.3022,0.026839,112.4837,47,24274217.0,2024-08-03,,,,
liq,1722717337132,BUY,7.0,60645.0,60645.0,60645.0,61.7021,112.5937,-136.9639,0.026413,87.094,47,24000042.0,2024-08-03,1,7.0,1,7.0
control,1722717957427,,,60487.6,,60487.6,70.2128,138.9085,-111.2985,0.030248,110.9196,47,23800785.0,2024-08-03,,,,
liq,1722718894016,SELL,9.0,60186.1,60186.1,60188.6,51.0638,189.699,343.6191,0.023755,158.7628,47,23688039.0,2024-08-03,1,9.0,1,9.0
liq,1722719238063,SELL,2.0,59840.7,59840.7,59830.1,13.3333,248.5139,403.3223,0.001913,215.4464,45,23800233.0,2024-08-03,4,6406.0,4,6406.0
liq,1722719616035,BUY,3.0,60312.5,60312.5,60312.4,21.9512,168.3439,-72.6721,0.013957,132.0196,41,24092994.0,2024-08-03,1,3.0,1,3.0
control,1722721499447,,,60642.0,,60642.0,55.0,123.207,-126.6125,0.027624,64.5015,40,22991088.0,2024-08-03,,,,
control,1722721651451,,,60685.0,,60685.0,57.5,116.034,-133.6085,0.028551,57.1277,40,23061002.0,2024-08-03,,,,
liq,1722722506072,SELL,2968.0,60338.1,60338.1,60340.1,35.0,174.1938,-76.884,0.018866,112.4278,40,22933127.0,2024-08-03,1,2968.0,1,2968.0
control,1722723047720,,,60686.6,,60686.6,62.5,-24.797,-143.7249,0.032837,52.142,40,22988030.0,2024-08-03,,,,
control,1722723605315,,,60579.5,,60579.5,77.5,-7.1616,-126.2998,0.036216,69.0791,40,22938717.0,2024-08-03,,,,
control,1722723670326,,,60589.0,,60589.0,77.5,-8.7284,-127.8479,0.036321,67.4443,40,22933677.0,2024-08-03,,,,
control,1722726660552,,,60363.0,,60363.0,52.5,18.6604,-90.8864,0.025773,96.621,40,21853915.0,2024-08-03,,,,
control,1722727583884,,,60750.0,,60750.0,70.0,-25.2425,-154.0112,0.032629,30.082,40,21753647.0,2024-08-03,,,,
control,1722729608080,,,60640.5,,60640.5,90.0,2.7619,-136.232,0.04402,45.9426,40,21656082.0,2024-08-04,,,,
control,1722731701444,,,60610.6,,60610.6,95.0,-2.3013,-131.3661,0.050272,48.9218,40,21384572.0,2024-08-04,,,,
liq,1722733561084,SELL,1.0,60528.0,60528.0,60530.0,97.5,1.3408,-117.8988,0.056542,61.1946,40,20385721.0,2024-08-04,1,1.0,1,1.0
liq,1722735085023,SELL,18.0,60419.8,60419.8,60419.9,90.0,-0.7572,-100.2019,0.046697,80.6829,40,19302732.0,2024-08-04,1,18.0,1,18.0
liq,1722735453025,SELL,22.0,60287.3,60287.3,60287.3,42.5,21.2192,-78.444,0.023011,102.0866,40,19058290.0,2024-08-04,1,22.0,1,22.0
control,1722735937832,,,60444.1,,60444.1,92.5,-4.7772,-104.1819,0.050627,75.6631,40,18927431.0,2024-08-04,,,,
liq,1722736452078,BUY,9.0,60638.8,60638.8,60635.8,87.5,-6.9507,53.1577,0.047711,42.9232,40,18843972.0,2024-08-04,1,9.0,1,9.0
liq,1722736942123,BUY,2.0,60758.0,60758.0,60758.0,55.0,-26.5559,33.4346,0.024745,22.6915,40,18725771.0,2024-08-04,1,2.0,1,2.0
liq,1722737258062,BUY,1.0,60847.7,60847.7,60865.2,47.5,-41.2585,18.6436,0.023013,7.3428,40,18643890.0,2024-08-04,2,91.0,2,91.0
control,1722737690806,,,60795.3,,60795.3,62.5,-32.6749,27.2787,0.025973,15.6184,40,18637498.0,2024-08-04,,,,
liq,1722738578095,BUY,7.0,60932.7,60932.7,60932.7,7.5,-55.1507,4.6678,0.007925,-7.6846,40,18535136.0,2024-08-04,1,7.0,1,7.0
liq,1722738844041,BUY,10.0,61042.4,61042.4,61042.3,67.5,-73.0227,157.827,0.029256,-25.6811,40,18577624.0,2024-08-04,1,10.0,1,10.0
liq,1722739464106,SELL,1.0,60722.0,60722.0,60722.0,85.0,-20.643,79.6009,0.042149,26.5449,40,18543473.0,2024-08-04,1,1.0,1,1.0
control,1722740072085,,,60777.0,,60777.0,65.0,-29.6738,70.4794,0.02885,17.2115,40,18561483.0,2024-08-04,,,,
control,1722740527550,,,60821.9,,60821.9,62.5,-37.0341,63.0451,0.028902,9.6276,40,18533377.0,2024-08-04,,,,
liq,1722741195026,SELL,1.0,60678.1,60678.1,60678.1,87.5,-13.423,86.8934,0.050818,32.8469,40,18493438.0,2024-08-04,1,1.0,1,1.0
control,1722742755795,,,60699.0,,60699.0,85.0,-6.8785,83.4202,0.046764,25.9691,40,18139090.0,2024-08-04,,,,
control,1722743185898,,,60645.1,,60645.1,95.0,2.0032,92.3821,0.057025,34.3945,40,18088173.0,2024-08-04,,,,
control,1722744185014,,,60683.0,,60683.0,95.0,-4.2436,86.0789,0.060111,25.7616,40,17918657.0,2024-08-04,,,,
control,1722745247640,,,60674.0,,60674.0,97.5,-2.7609,87.575,0.061257,26.2571,40,17825956.0,2024-08-04,,,,
liq,1722747220032,SELL,431.0,60509.0,60509.0,60509.0,95.0,4.4813,-114.7958,0.062924,51.1234,40,17596082.0,2024-08-04,1,431.0,1,431.0
control,1722747847597,,,60491.3,,60491.3,90.0,-2.5888,-111.9033,0.057346,53.6112,40,17589584.0,2024-08-04,,,,
control,1722748529835,,,60558.6,,60558.6,97.5,-3.7128,106.7978,0.064369,42.0047,40,17571759.0,2024-08-04,,,,
control,1722749454384,,,60594.5,,60594.5,92.5,0.3551,100.8099,0.060325,35.0405,40,17476332.0,2024-08-04,,,,
control,1722750466907,,,60749.4,,60749.4,80.0,-15.1691,75.0546,0.03883,9.1782,40,17568363.0,2024-08-04,,,,
control,1722750500019,,,60732.2,,60732.2,85.0,-12.3413,77.908,0.053005,12.0112,40,17569033.0,2024-08-04,,,,
control,1722750765749,,,60728.3,,60728.3,85.0,-11.6999,78.5552,0.053782,12.6095,40,17578971.0,2024-08-04,,,,
control,1722751297175,,,60717.9,,60717.9,87.5,-9.9891,80.2815,0.05506,13.8672,40,17541736.0,2024-08-04,,,,
control,1722751503980,,,60705.2,,60705.2,87.5,-7.8991,82.3904,0.055345,15.8868,40,17538918.0,2024-08-04,,,,
control,1722752473215,,,60701.6,,60701.6,87.5,-7.3065,82.9883,0.057629,15.6792,40,17496922.0,2024-08-04,,,,
control,1722752759658,,,60747.7,,60747.7,87.5,-14.8897,75.3366,0.057826,7.9858,40,17488214.0,2024-08-04,,,,
control,1722754765635,,,60761.9,,60761.9,80.0,-7.2404,72.982,0.040829,4.7575,40,17435879.0,2024-08-04,,,,
control,1722754776019,,,60761.8,,60761.8,80.0,-7.224,72.9986,0.040876,4.7737,40,17436714.0,2024-08-04,,,,
liq,1722756683100,SELL,2.0,60505.0,60505.0,60505.0,87.5,5.1427,-114.1423,0.058899,45.7309,40,17429829.0,2024-08-04,2,2977.0,2,2977.0
liq,1722756850030,SELL,250.0,60393.4,60393.4,60395.0,85.0,23.631,-95.8744,0.055667,64.0887,40,17465258.0,2024-08-04,2,260.0,2,260.0
liq,1722757049103,SELL,10.0,60301.6,60301.6,60297.2,67.5,38.8905,-80.7968,0.026145,79.1182,40,17515779.0,2024-08-04,3,20.0,3,20.0
control,1722757905123,,,60222.0,,60222.0,57.5,52.1596,-67.6859,0.021952,90.9154,40,17554195.0,2024-08-04,,,,
control,1722758104247,,,60239.9,,60239.9,57.5,49.1727,-70.6372,0.023021,87.7392,40,17573311.0,2024-08-04,,,,
control,1722758373571,,,60301.9,,60301.9,70.0,38.8405,-80.8462,0.028576,77.1515,40,17580894.0,2024-08-04,,,,
control,1722758644458,,,60276.3,,60276.3,70.0,43.1041,-76.6334,0.029394,81.0379,40,17585287.0,2024-08-04,,,,
liq,1722758970090,SELL,135.0,60131.0,60131.0,60131.0,67.5,67.3722,-52.6547,0.027451,105.0428,40,17606417.0,2024-08-04,5,3548.0,5,3548.0
liq,1722759627035,BUY,1.0,60337.2,60337.2,60337.2,80.0,32.9673,-86.6493,0.040843,68.9948,40,17655934.0,2024-08-04,2,19.0,2,19.0
control,1722761154071,,,60543.6,,60543.6,97.5,-1.2362,109.3018,0.069135,32.5548,40,17518606.0,2024-08-04,,,,
control,1722761184521,,,60558.0,,60558.0,97.5,-3.6138,106.8979,0.069174,30.1571,40,17517595.0,2024-08-04,,,,
control,1722761249905,,,60565.0,,60565.0,97.5,-4.7691,105.7298,0.069213,28.9311,40,17518168.0,2024-08-04,,,,
control,1722761336197,,,60520.0,,60520.0,97.5,2.6629,113.244,0.069452,36.3541,40,17519488.0,2024-08-04,,,,
control,1722761731295,,,60546.4,,60546.4,97.5,-1.6986,108.8343,0.070017,31.7581,40,17499018.0,2024-08-04,,,,
control,1722762902549,,,60581.6,,60581.6,87.5,-7.5079,-126.6421,0.062514,25.0085,40,17430706.0,2024-08-04,,,,
control,1722763283032,,,60557.9,,60557.9,97.5,-3.5973,-122.778,0.072164,28.6385,40,17437763.0,2024-08-04,,,,
control,1722764690011,,,60627.8,,60627.8,92.5,4.8573,125.5781,0.068286,16.2484,40,17563081.0,2024-08-04,,,,
control,1722765500366,,,60653.5,,60653.5,92.5,0.618,121.2877,0.070667,11.6873,40,17569454.0,2024-08-04,,,,
control,1722766576409,,,60535.0,,60535.0,97.5,0.1843,-128.9126,0.07389,30.6125,40,17615546.0,2024-08-04,,,,
control,1722767300270,,,60610.1,,60610.1,97.5,-2.2188,128.535,0.074437,17.8096,40,17626931.0,2024-08-04,,,,
control,1722768073048,,,60634.3,,60634.3,92.5,3.7847,124.4926,0.073093,13.2373,40,17580644.0,2024-08-04,,,,
control,1722768109025,,,60634.3,,60634.3,92.5,3.7847,124.4926,0.073094,13.2356,40,17580470.0,2024-08-04,,,,
control,1722768365275,,,60586.0,,60586.0,97.5,1.7581,132.564,0.07597,21.0934,40,17587677.0,2024-08-04,,,,
liq,1722769487101,BUY,2968.0,60807.0,60807.0,60807.0,82.5,-14.652,146.3174,0.045173,-16.5916,40,17688699.0,2024-08-04,1,2968.0,1,2968.0
control,1722769911696,,,60752.0,,60752.0,82.5,-5.612,155.5031,0.046034,-7.6025,40,17755584.0,2024-08-04,,,,
control,1722770019063,,,60761.5,,60761.5,82.5,-7.1747,153.9153,0.046192,-9.173,40,17772705.0,2024-08-04,,,,
control,1722770299379,,,60792.2,,60792.2,82.5,-12.221,148.7876,0.047041,-14.5238,40,17756285.0,2024-08-04,,,,
control,1722770715287,,,60876.8,,60876.8,65.0,-26.101,134.6839,0.025686,-28.9792,40,17729497.0,2024-08-04,,,,
control,1722771285679,,,60804.4,,60804.4,82.5,-14.225,146.7513,0.048218,-17.2335,40,17796843.0,2024-08-04,,,,
control,1722772369907,,,60813.5,,60813.5,75.0,-15.7193,145.233,0.039786,-20.0212,40,17740310.0,2024-08-04,,,,
control,1722772387154,,,60810.1,,60810.1,75.0,-15.161,145.8002,0.039864,-19.7622,40,17713525.0,2024-08-04,,,,
control,1722772434703,,,60809.9,,60809.9,75.0,-15.1282,145.8336,0.039931,-19.7678,40,17711248.0,2024-08-04,,,,
control,1722773200573,,,60950.0,,60950.0,42.5,-38.0795,122.5123,0.012033,-42.9848,40,17733950.0,2024-08-04,,,,
control,1722773892954,,,60802.1,,60802.1,82.5,-13.8473,147.1351,0.051386,-19.6715,40,17714498.0,2024-08-04,,,,
control,1722773932965,,,60810.6,,60810.6,75.0,-15.2431,145.7168,0.041689,-21.0711,40,17714259.0,2024-08-04,,,,
control,1722774427268,,,60886.2,,60886.2,70.0,-27.6408,133.1192,0.031992,-34.9415,40,17617725.0,2024-08-04,,,,
control,1722774884317,,,60883.4,,60883.4,72.5,-27.1822,133.5853,0.032531,-35.6464,40,17541314.0,2024-08-04,,,,
control,1722775110755,,,60874.3,,60874.3,72.5,-25.6914,135.1001,0.033716,-34.4586,40,17539259.0,2024-08-04,,,,
control,1722775726720,,,60915.0,,60915.0,72.5,-32.3556,128.3284,0.035724,-41.899,40,17517965.0,2024-08-04,,,,
control,1722776143699,,,61002.0,,61002.0,70.0,-46.5713,113.8836,0.033932,-56.297,40,17548195.0,2024-08-04,,,,
control,1722776322992,,,61003.9,,61003.9,72.5,-46.8813,113.5686,0.037016,-56.4815,40,17602388.0,2024-08-04,,,,
control,1722776615726,,,60933.0,,60933.0,55.0,-35.3001,125.3364,0.018449,-44.9796,40,17658378.0,2024-08-04,,,,
control,1722776722793,,,60952.6,,60952.6,55.0,-38.5044,122.0805,0.018516,-48.4326,40,17643566.0,2024-08-04,,,,
control,1722776906240,,,60867.8,,60867.8,80.0,-24.6262,136.1824,0.043322,-34.8281,40,17629315.0,2024-08-04,,,,
control,1722777113615,,,60865.1,,60865.1,80.0,-24.1837,136.6321,0.043529,-34.5052,40,17622704.0,2024-08-04,,,,
control,1722777320110,,,60837.8,,60837.8,80.0,-19.7072,141.1807,0.043966,-30.3041,40,17604363.0,2024-08-04,,,,
control,1722778315582,,,60880.1,,60880.1,72.5,-26.6416,134.1345,0.040937,-38.2311,40,17603992.0,2024-08-04,,,,
control,1722779324711,,,60834.5,,60834.5,80.0,-19.1658,151.8726,0.047303,-31.4736,40,17577097.0,2024-08-04,,,,
control,1722779575995,,,60844.0,,60844.0,80.0,-20.7242,150.2875,0.047549,-33.173,40,17568015.0,2024-08-04,,,,
control,1722779666005,,,60849.5,,60849.5,80.0,-21.6262,149.37,0.04767,-34.1006,40,17567508.0,2024-08-04,,,,
liq,1722780508065,SELL,40.0,60729.6,60729.6,60729.6,90.0,-1.9256,-160.5432,0.073473,-15.0156,40,17591315.0,2024-08-04,1,40.0,1,40.0
liq,1722780748027,SELL,5.0,60560.0,60560.0,60560.1,90.0,-3.9439,-132.9875,0.073706,12.5596,40,17719833.0,2024-08-04,1,5.0,1,5.0
liq,1722780852110,SELL,10.0,60532.9,60532.9,60537.9,90.0,0.5312,-128.5702,0.074903,16.9892,40,17771252.0,2024-08-04,2,13.0,2,13.0
liq,1722780973079,SELL,89.0,60408.0,60408.0,60408.0,85.0,21.2084,-108.1599,0.062079,37.2679,40,17930431.0,2024-08-04,1,89.0,1,89.0
liq,1722781397044,SELL,1.0,60357.9,60357.9,60357.1,77.5,29.5265,-99.9492,0.043947,45.0341,40,17993020.0,2024-08-04,3,32.0,3,32.0
liq,1722781935067,SELL,100.0,60250.0,60250.0,60250.0,62.5,47.4881,-82.2195,0.024338,62.2438,40,18123993.0,2024-08-04,1,100.0,1,100.0
liq,1722781997030,SELL,6.0,60164.3,60164.3,60165.1,75.0,61.8001,-68.0923,0.042413,76.277,40,18199366.0,2024-08-04,7,3062.0,7,3062.0
liq,1722782213034,SELL,6.0,59942.3,59942.3,59942.3,52.5,99.0645,-31.3089,0.018205,111.3414,40,18547739.0,2024-08-04,3,28.0,3,28.0
liq,1722782296038,SELL,301.0,59877.3,59877.3,59883.8,42.5,110.0276,-20.4873,0.011278,121.833,40,18584482.0,2024-08-04,13,650.0,13,650.0
liq,1722783037136,SELL,5.0,59610.1,59610.1,59614.7,28.5714,145.2002,-5.7672,0.006672,160.3618,42,19367843.0,2024-08-04,4,55.0,4,55.0
liq,1722783143015,SELL,989.0,59436.3,59436.3,59442.9,4.6512,174.8662,3.4404,0.001327,187.8679,43,19576623.0,2024-08-04,15,7605.0,15,7605.0
liq,1722783848062,SELL,31.0,59256.0,59256.0,59261.9,14.8936,205.8256,-6.1572,0.004585,211.261,47,20288013.0,2024-08-04,4,2967.0,4,2967.0
liq,1722784637070,SELL,1.0,59160.6,59160.6,59160.6,2.1739,222.2831,-0.0415,0.000374,221.824,46,20804067.0,2024-08-04,2,24.0,2,24.0
control,1722785326179,,,59229.7,,59229.7,14.2857,210.3573,-11.7079,0.007149,204.798,42,20797123.0,2024-08-04,,,,
liq,1722785892043,SELL,291.0,59183.8,59183.8,59184.2,0.0,228.4942,-3.9614,0.000626,206.701,38,20322206.0,2024-08-04,5,1139.0,5,1139.0
liq,1722786637106,SELL,8.0,59071.6,59071.6,59067.9,2.6316,247.9221,-4.9751,0.000144,220.138,38,20269858.0,2024-08-04,1,8.0,1,8.0
liq,1722786723105,SELL,24.0,59044.6,59044.6,59049.6,2.6316,252.6083,-0.4046,0.000367,224.2563,38,20261446.0,2024-08-04,4,36.0,4,36.0
liq,1722787000034,SELL,30.0,59000.0,59000.0,59000.1,2.5641,260.3586,-2.8427,0.002443,229.4125,39,20253279.0,2024-08-04,2,66.0,2,66.0
liq,1722787094067,SELL,12.0,58977.9,58977.9,58978.0,7.6923,264.2033,0.9034,0.005191,232.0998,39,20200380.0,2024-08-04,5,4722.0,5,4722.0
liq,1722787449097,SELL,1271.0,58892.9,58892.9,58889.1,0.0,268.7489,-4.663,2.1e-05,243.2943,41,20174203.0,2024-08-04,4,1327.0,4,1327.0
liq,1722788705029,SELL,6.0,58890.3,58890.3,58890.3,7.1429,269.2022,-4.2217,0.004769,234.4708,42,20272658.0,2024-08-04,1,6.0,1,6.0
liq,1722788874071,SELL,20.0,58834.6,58834.6,58835.0,2.381,278.9243,-4.7537,0.000228,242.2697,42,20104618.0,2024-08-04,2,38.0,2,38.0
control,1722789362492,,,58971.1,,58971.1,32.5,265.3869,-27.8897,0.013925,209.9585,40,19280675.0,2024-08-04,,,,
liq,1722789758025,SELL,27.0,58699.6,58699.6,58699.7,7.3171,292.272,-1.7727,0.005464,248.8188,41,18859569.0,2024-08-04,2,28.0,2,28.0
liq,1722790305041,SELL,55.0,58733.7,58733.7,58737.8,2.439,286.2964,2.4149,0.004947,238.0642,41,18612030.0,2024-08-04,1,55.0,1,55.0
liq,1722790433086,SELL,4.0,58719.6,58719.6,58719.6,2.439,288.7664,4.8167,0.006077,238.5825,41,18482244.0,2024-08-04,23,6286.0,23,6286.0
liq,1722790928040,SELL,58.0,58507.0,58507.0,58507.1,4.4444,326.1533,1.1073,0.00399,269.1045,45,18643628.0,2024-08-04,8,4927.0,8,4927.0
liq,1722791134052,SELL,29.0,58444.5,58444.5,58445.9,2.2222,337.1959,1.8006,0.003568,276.7164,45,18788994.0,2024-08-04,1,29.0,1,29.0
liq,1722791389086,SELL,564.0,58441.1,58441.1,58443.7,2.2222,337.7973,2.3825,0.005024,275.2896,45,18880962.0,2024-08-04,19,2283.0,19,2283.0
liq,1722791652039,SELL,45.0,58133.0,58133.0,58133.1,1.9608,392.5868,-4.7275,0.000521,320.3742,51,19416474.0,2024-08-04,3,7433.0,3,7433.0
liq,1722792113109,SELL,2918.0,58123.6,58123.6,58128.0,1.9608,394.2675,-3.111,0.001862,316.7967,51,19596871.0,2024-08-04,11,3302.0,11,3302.0
liq,1722792291149,BUY,3.0,58377.5,58377.5,58377.5,16.9811,349.06,-6.7169,0.007566,269.1305,53,19742049.0,2024-08-04,1,3.0,1,3.0
liq,1722792887069,SELL,2.0,58000.0,58000.0,58000.1,1.8868,416.4181,-1.8137,0.001846,329.4471,53,19923203.0,2024-08-04,1,2.0,1,2.0
liq,1722793032074,SELL,245.0,57991.7,57991.7,57991.9,1.8868,417.9089,-0.3827,0.002909,329.1116,53,20007833.0,2024-08-04,1,245.0,1,245.0
liq,1722793181030,SELL,8.0,57968.0,57968.0,57968.0,3.7037,422.1682,3.7056,0.005314,331.7963,54,20080505.0,2024-08-04,24,2376.0,24,2376.0
liq,1722793409118,SELL,7.0,57656.5,57656.5,57656.6,1.6949,478.4759,-2.3834,0.000311,380.1482,59,20452331.0,2024-08-04,22,8819.0,22,8819.0
liq,1722793606078,BUY,7.0,57687.5,57687.5,57687.4,21.4286,462.3827,-7.7559,0.004941,354.9051,70,21409449.0,2024-08-04,3,661.0,3,661.0
liq,1722793840043,BUY,56.0,57893.9,57893.9,57893.9,8.5714,425.0828,-3.4934,0.003316,313.1396,70,21668194.0,2024-08-04,3,2324.0,3,2324.0
