kind,time_ms,side,qty,p_liq,p_avg,p0,bin_pct,dist_node_bp,dist_gap_bp,vol_between_ratio,dist_vwap_bp,n_bins,total_qty,day,bundle_n_events,bundle_total_qty,bundle_n_events_dedup,bundle_total_qty_dedup
control,1700358834790,,,36502.8,,36502.8,63.1579,-18.932,-78.6094,0.067538,10.9952,19,5353520.0,2023-11-19,,,,
control,1700365716567,,,36506.2,,36506.2,78.9474,-9.8815,-79.5334,0.09349,10.4776,19,5440885.0,2023-11-19,,,,
control,1700366954021,,,36540.9,,36540.9,73.6842,-19.3683,-88.9541,0.078022,1.101,19,5473930.0,2023-11-19,,,,
control,1700367093855,,,36541.0,,36541.0,73.6842,-19.3956,-88.9812,0.078222,1.1436,19,5464840.0,2023-11-19,,,,
control,1700370022130,,,36552.7,,36552.7,73.6842,-22.5903,87.7116,0.083234,-1.6169,19,5433040.0,2023-11-19,,,,
control,1700371728947,,,36560.7,,36560.7,73.6842,-24.7735,85.5043,0.090581,-2.7958,19,5370665.0,2023-11-19,,,,
control,1700371741127,,,36560.7,,36560.7,73.6842,-24.7735,85.5043,0.090585,-2.7929,19,5370411.0,2023-11-19,,,,
liq,1700373837529,BUY,1.0,36628.7,36628.7,36628.6,63.1579,-43.2922,66.7809,0.078417,-20.6477,19,5442674.0,2023-11-19,1,1.0,1,1.0
liq,1700373989556,BUY,1.0,36666.8,36666.8,36666.8,63.1579,-53.6381,56.3206,0.081205,-30.8261,19,5479820.0,2023-11-19,1,1.0,1,1.0
control,1700376073183,,,36649.6,,36649.6,63.1579,-19.0872,61.0402,0.085287,-25.0848,19,5619557.0,2023-11-19,,,,
liq,1700377698052,BUY,4.0,36682.8,36682.8,36682.8,52.9412,-28.1205,51.9343,0.062421,-30.9785,17,5555521.0,2023-11-19,1,4.0,1,4.0
control,1700378289485,,,36663.5,,36663.5,68.75,-22.8712,57.2258,0.101647,-24.9902,16,5556944.0,2023-11-19,,,,
control,1700379881674,,,36633.2,,36633.2,93.3333,-4.6335,65.5443,0.118994,-15.7938,15,5516738.0,2023-11-19,,,,
control,1700380267902,,,36626.3,,36626.3,93.3333,-2.7505,67.4405,0.120416,-13.5874,15,5496851.0,2023-11-19,,,,
control,1700384465178,,,36642.5,,36642.5,86.6667,2.8224,62.9896,0.122322,-14.6951,15,5318680.0,2023-11-19,,,,
control,1700384979632,,,36638.7,,36638.7,86.6667,3.8599,64.0333,0.123009,-13.4484,15,5314338.0,2023-11-19,,,,
control,1700385583016,,,36611.3,,36611.3,93.3333,1.3455,-68.3848,0.134192,-5.7338,15,5301439.0,2023-11-19,,,,
control,1700386879014,,,36665.5,,36665.5,86.6667,-3.4523,56.6772,0.128495,-20.1157,15,5304057.0,2023-11-19,,,,
control,1700388971720,,,36604.1,,36604.1,93.3333,3.3127,-66.4312,0.13967,-2.7816,15,5296208.0,2023-11-19,,,,
liq,1700389771084,SELL,2.0,36555.5,36555.5,36557.1,73.3333,16.612,-53.2247,0.102003,10.6434,15,5305070.0,2023-11-19,1,2.0,1,2.0
control,1700390941165,,,36577.4,,36577.4,80.0,10.6147,-59.1801,0.131263,5.1724,15,5280695.0,2023-11-19,,,,
liq,1700391619885,SELL,6.0,36550.0,36550.0,36550.0,73.3333,18.1193,-51.7279,0.104326,12.823,15,5269638.0,2023-11-19,1,6.0,1,6.0
liq,1700392256456,SELL,5.0,36512.0,36512.0,36512.6,66.6667,28.5457,-41.3742,0.102052,23.3378,15,5277862.0,2023-11-19,1,5.0,1,5.0
liq,1700392358904,SELL,2.0,36496.5,36496.5,36496.5,66.6667,32.8048,-37.1448,0.104668,27.5313,15,5291891.0,2023-11-19,3,27.0,3,27.0
liq,1700392691597,SELL,4.0,36450.0,36450.0,36450.1,40.0,45.6038,-24.435,0.0563,40.2726,15,5280261.0,2023-11-19,1,4.0,1,4.0
liq,1700392769578,SELL,5.0,36437.5,36437.5,36437.5,40.0,49.05,-21.0128,0.057062,43.6984,15,5277442.0,2023-11-19,1,5.0,1,5.0
liq,1700392912778,SELL,71.0,36425.0,36425.0,36425.0,40.0,52.4985,-17.5883,0.058964,47.0193,15,5292813.0,2023-11-19,3,78.0,3,78.0
control,1700393846017,,,36467.2,,36467.2,60.0,40.8657,-29.14,0.091564,34.8473,15,5347091.0,2023-11-19,,,,
control,1700395852499,,,36490.1,,36490.1,60.0,34.5644,-35.3974,0.095964,28.6718,15,5353330.0,2023-11-19,,,,
control,1700397806395,,,36459.8,,36459.8,73.3333,42.9037,-27.1163,0.104658,36.8943,15,5372393.0,2023-11-19,,,,
control,1700400763850,,,36492.4,,36492.4,71.4286,33.932,-26.0615,0.111046,28.6053,14,5339003.0,2023-11-19,,,,
control,1700401065760,,,36516.6,,36516.6,71.4286,27.2824,-32.6713,0.113035,22.0842,14,5327750.0,2023-11-19,,,,
control,1700402165603,,,36499.0,,36499.0,71.4286,32.1176,-27.865,0.118423,27.1822,14,5302570.0,2023-11-19,,,,
liq,1700403328183,SELL,6.0,36400.3,36400.3,36400.3,7.1429,59.3198,-0.8254,0.009927,53.9075,14,5357787.0,2023-11-19,1,6.0,1,6.0
control,1700406484811,,,36434.1,,36434.1,35.7143,49.9878,110.4386,0.056375,43.8361,14,5325546.0,2023-11-19,,,,
control,1700408616842,,,36557.8,,36557.8,57.1429,-23.9822,76.2281,0.097226,9.3827,14,5148865.0,2023-11-19,,,,
liq,1700409719373,BUY,10.0,36591.5,36591.5,36591.5,85.7143,-3.2395,66.9481,0.124275,-0.3566,14,5108851.0,2023-11-19,1,10.0,1,10.0
control,1700410554477,,,36604.6,,36604.6,75.0,-6.8171,53.2921,0.128228,-6.9376,12,4886264.0,2023-11-19,,,,
control,1700411558653,,,36558.2,,36558.2,58.3333,5.8663,55.9958,0.118394,4.0294,12,4849392.0,2023-11-19,,,,
control,1700415182031,,,36615.5,,36615.5,83.3333,0.1983,40.2591,0.135897,-14.6164,12,4501243.0,2023-11-19,,,,
control,1700416535816,,,36606.1,,36606.1,83.3333,2.7662,42.8373,0.138309,-12.3021,12,4491912.0,2023-11-19,,,,
liq,1700417886068,BUY,3.0,36670.5,36670.5,36668.9,50.0,-14.8005,25.2003,0.097219,-29.8145,12,4508909.0,2023-11-19,3,1939.0,3,1939.0
liq,1700418086245,BUY,1.0,36711.1,36711.1,36711.0,25.0,-25.8434,14.1131,0.033591,-40.5571,12,4539696.0,2023-11-19,1,1.0,1,1.0
liq,1700419443099,BUY,21.0,36816.0,36816.0,36816.0,0.0,-54.2628,-4.4346,0.007277,-66.2995,12,4755083.0,2023-11-19,4,956.0,4,956.0
liq,1700420042814,BUY,200.0,36928.5,36928.5,36928.5,18.75,-84.5618,5.0349,0.014375,-91.5806,16,5035476.0,2023-11-19,1,200.0,1,200.0
liq,1700422747809,BUY,9.0,36918.9,36918.9,36918.9,25.0,-81.9835,7.6365,0.025285,-86.104,16,5168478.0,2023-11-19,1,9.0,1,9.0
liq,1700423245236,BUY,35.0,36942.1,36942.1,36942.1,0.0,-88.2121,1.3516,0.004585,-91.2936,16,5223338.0,2023-11-19,2,280.0,2,280.0
liq,1700423663295,BUY,1.0,36979.3,36979.3,36979.3,0.0,-98.1831,1.2819,0.010189,-99.3441,17,5321599.0,2023-11-19,1,1.0,1,1.0
liq,1700423936792,BUY,2.0,37008.3,37008.3,37008.2,0.0,-105.9422,3.4382,0.000388,-106.3825,18,5354137.0,2023-11-19,1,2.0,1,2.0
liq,1700424017782,BUY,9.0,37004.0,37004.0,37003.9,0.0,-104.7925,4.6007,0.001232,-104.8095,18,5373337.0,2023-11-19,3,31.0,3,31.0
liq,1700424174806,BUY,1.0,37050.9,37050.9,37050.8,0.0,-117.3181,1.9285,0.00164,-116.3032,19,5415970.0,2023-11-19,2,3.0,2,3.0
liq,1700424863179,SELL,4.0,36904.1,36904.1,36904.2,47.3684,-78.006,-28.2967,0.03699,-74.9212,19,5387459.0,2023-11-19,1,4.0,1,4.0
liq,1700425080839,SELL,5.0,36881.3,36881.3,36881.3,57.8947,-71.8722,-22.1322,0.049346,-67.9924,19,5328014.0,2023-11-19,1,5.0,1,5.0
liq,1700425837127,SELL,7.0,36835.0,36835.0,36835.7,52.6316,-69.3237,-9.5905,0.045053,-54.3585,19,5344900.0,2023-11-19,1,7.0,1,7.0
control,1700427486152,,,36937.3,,36937.3,31.5789,-96.8273,32.6893,0.024891,-79.6955,19,5408342.0,2023-11-19,,,,
control,1700427625918,,,36940.7,,36940.7,36.8421,-97.7387,31.7659,0.025781,-80.5305,19,5410227.0,2023-11-19,,,,
liq,1700429426389,BUY,73.0,37038.2,37038.2,37038.2,15.7895,-123.8056,5.3581,0.0197,-104.2115,19,5508669.0,2023-11-19,3,114.0,3,114.0
control,1700431372717,,,37015.4,,37015.4,30.0,-127.5947,11.521,0.025853,-94.5773,20,5603846.0,2023-11-19,,,,
control,1700431743465,,,37020.0,,37020.0,30.0,-128.8214,10.277,0.028006,-95.4094,20,5619177.0,2023-11-19,,,,
liq,1700434934278,BUY,63.0,37102.9,37102.9,37100.0,0.0,-150.8768,-2.1013,0.007919,-112.7191,20,5683135.0,2023-11-19,6,87.0,6,87.0
liq,1700435121667,BUY,800.0,37322.1,37322.1,37322.1,18.5185,-198.9314,8.9624,0.01079,-157.7782,27,6204651.0,2023-11-19,1,800.0,1,800.0
liq,1700435251228,BUY,2.0,37357.5,37357.5,37357.4,0.0,-208.2189,-0.5221,0.002806,-164.7191,27,6297672.0,2023-11-19,5,207.0,5,207.0
liq,1700435802415,BUY,22.0,37462.3,37462.3,37462.2,0.0,-235.6112,1.449,0.00202,-182.473,30,6641979.0,2023-11-19,3,212.0,3,212.0
liq,1700435872235,BUY,6.0,37492.0,37492.0,37491.2,0.0,-233.5896,3.5197,0.000405,-187.9598,31,6723736.0,2023-11-19,1,6.0,1,6.0
liq,1700436207602,BUY,1.0,37508.4,37508.4,37508.3,12.9032,-237.8598,-80.4886,0.010095,-188.5759,31,6809851.0,2023-11-19,2,31.0,2,31.0
liq,1700437355713,BUY,256.0,37518.1,37518.1,37518.2,29.0323,-240.3837,-83.0532,0.016964,-183.8546,31,7020066.0,2023-11-19,1,256.0,1,256.0
liq,1700438594357,SELL,15.0,37309.2,37309.2,37307.9,21.875,-185.7381,-37.4892,0.015338,-123.4392,32,7201803.0,2023-11-20,1,15.0,1,15.0
control,1700439020231,,,37318.9,,37318.9,43.75,-188.2891,-40.0787,0.026425,-123.9316,32,7274791.0,2023-11-20,,,,
control,1700439047251,,,37329.5,,37329.5,43.75,-191.0752,-42.9069,0.026722,-126.5562,32,7263846.0,2023-11-20,,,,
control,1700439843067,,,37263.7,,37263.7,43.75,-173.7546,-25.3247,0.029078,-107.0739,32,7368458.0,2023-11-20,,,,
liq,1700440168059,SELL,3.0,37219.2,37219.2,37219.2,12.5,-162.0062,-13.3988,0.007561,-94.7587,32,7394305.0,2023-11-20,1,3.0,1,3.0
control,1700441117929,,,37301.0,,37301.0,46.875,-114.6592,-35.2991,0.030655,-113.6875,32,7528567.0,2023-11-20,,,,
liq,1700442333098,BUY,1456.0,37333.2,37333.2,37333.1,59.375,-123.1853,-43.8937,0.0377,-119.9153,32,7573523.0,2023-11-20,1,1456.0,1,1456.0
control,1700443105426,,,37287.2,,37287.2,78.125,-111.0006,-31.6112,0.048016,-105.385,32,7623222.0,2023-11-20,,,,
control,1700443541617,,,37357.1,,37357.1,40.625,-129.5042,49.683,0.026407,-123.0732,32,7650047.0,2023-11-20,,,,
control,1700443608195,,,37362.5,,37362.5,40.625,-130.9308,48.2305,0.026793,-124.4476,32,7652768.0,2023-11-20,,,,
control,1700444589278,,,37347.2,,37347.2,50.0,-126.8878,-47.6259,0.031949,-118.3806,32,7647267.0,2023-11-20,,,,
control,1700444829272,,,37355.3,,37355.3,53.125,-129.0286,-49.7839,0.036006,-119.7423,32,7681242.0,2023-11-20,,,,
control,1700446032758,,,37271.3,,37271.3,90.625,2.5892,-27.3587,0.055682,-95.2738,32,7795980.0,2023-11-20,,,,
control,1700447958622,,,37274.4,,37274.4,93.75,1.7573,-28.1881,0.06023,-92.2687,32,7855938.0,2023-11-20,,,,
control,1700448032416,,,37289.3,,37289.3,93.75,-2.2392,-32.1726,0.060863,-96.1325,32,7858753.0,2023-11-20,,,,
control,1700448843730,,,37331.1,,37331.1,90.625,-3.4472,-43.3337,0.061068,-106.1751,32,7840076.0,2023-11-20,,,,
control,1700450559544,,,37245.8,,37245.8,87.5,-0.5621,-20.531,0.060421,-82.0442,32,7892197.0,2023-11-20,,,,
liq,1700451741466,SELL,7.0,37097.5,37097.5,37097.5,6.25,39.4114,-0.646,0.008793,-40.2878,32,7945970.0,2023-11-20,2,8.0,2,8.0
control,1700453802347,,,37136.8,,37136.8,56.25,28.7872,-90.7796,0.033945,-47.4553,32,8228446.0,2023-11-20,,,,
control,1700454059906,,,37166.1,,37166.1,18.75,20.881,-98.5916,0.016078,-55.0077,32,8244474.0,2023-11-20,,,,
control,1700454674604,,,37169.1,,37169.1,21.875,20.0722,-99.3907,0.018437,-55.6052,32,8261306.0,2023-11-20,,,,
control,1700455874519,,,37227.0,,37227.0,93.75,4.4877,84.8043,0.060742,-70.5618,32,8286323.0,2023-11-20,,,,
control,1700458127020,,,37135.7,,37135.7,62.5,29.0843,-90.4861,0.035061,-44.7647,32,8337087.0,2023-11-20,,,,
control,1700460788435,,,37159.9,,37159.9,50.0,22.553,-96.9396,0.029877,-47.0028,32,8326553.0,2023-11-20,,,,
liq,1700463234137,BUY,346.0,37214.1,37214.1,37214.0,50.0,7.9557,88.3002,0.029098,-58.6493,32,8314750.0,2023-11-20,1,346.0,1,346.0
control,1700464188970,,,37163.9,,37163.9,68.75,-8.5302,-98.0054,0.036992,-44.0056,32,8279438.0,2023-11-20,,,,
control,1700464434629,,,37157.6,,37157.6,75.0,-6.8361,-96.3266,0.03826,-42.0254,32,8273989.0,2023-11-20,,,,
control,1700468800073,,,37219.0,,37219.0,84.375,6.6382,86.972,0.048734,-54.3486,32,8492557.0,2023-11-20,,,,
liq,1700469908627,SELL,1.0,37080.0,37080.0,37080.1,71.875,14.0773,-75.6004,0.040584,-15.9783,32,8596519.0,2023-11-20,1,1.0,1,1.0
control,1700471352848,,,37152.8,,37152.8,78.125,-5.5451,-95.0471,0.047362,-34.4619,32,8710124.0,2023-11-20,,,,
control,1700473950626,,,37191.1,,37191.1,87.5,4.1408,94.539,0.062047,-42.4475,32,8939727.0,2023-11-20,,,,
control,1700474205315,,,37221.1,,37221.1,87.5,-3.9225,86.4029,0.063691,-50.2002,32,8949216.0,2023-11-20,,,,
control,1700474255323,,,37229.5,,37229.5,96.875,3.8159,84.1271,0.07425,-52.3871,32,8957147.0,2023-11-20,,,,
control,1700475072206,,,37245.1,,37245.1,96.875,-0.3741,79.9034,0.076337,-56.0286,32,8991085.0,2023-11-20,,,,
control,1700475264725,,,37241.7,,37241.7,96.875,0.5388,80.8237,0.077215,-55.0414,32,8997262.0,2023-11-20,,,,
control,1700475712805,,,37209.4,,37209.4,93.75,-0.7794,89.5744,0.067994,-46.1108,32,9009261.0,2023-11-20,,,,
control,1700476297994,,,37181.7,,37181.7,84.375,6.67,97.0911,0.060854,-38.1612,32,9005658.0,2023-11-20,,,,
control,1700476463169,,,37182.0,,37182.0,84.375,6.5892,97.0096,0.061379,-38.1336,32,9005625.0,2023-11-20,,,,
liq,1700477049553,BUY,27.0,37311.9,37311.9,37311.9,81.25,-8.2949,61.8572,0.056159,-71.9073,32,9095731.0,2023-11-20,1,27.0,1,27.0
liq,1700477185399,BUY,13.0,37377.0,37377.0,37377.0,62.5,-25.6976,44.3324,0.033925,-88.6476,32,9157999.0,2023-11-20,3,87.0,3,87.0
liq,1700478320581,BUY,1.0,37410.0,37410.0,37410.0,75.0,-24.5306,35.4721,0.043052,-94.6599,32,9380538.0,2023-11-20,1,1.0,1,1.0
liq,1700478451878,BUY,38.0,37447.3,37447.3,37447.2,40.625,-34.4668,25.4761,0.023933,-104.0402,32,9418994.0,2023-11-20,1,38.0,1,38.0
control,1700479570762,,,37344.0,,37344.0,75.0,-6.9004,53.2083,0.045345,-72.5811,32,9427313.0,2023-11-20,,,,
liq,1700480198694,SELL,7.0,37266.5,37266.5,37266.5,93.75,3.8775,74.1151,0.07105,-50.9226,32,9431094.0,2023-11-20,1,7.0,1,7.0
liq,1700480778473,SELL,4.0,37183.7,37183.7,37185.9,81.25,6.1317,96.548,0.059998,-27.5028,32,9537896.0,2023-11-20,3,845.0,3,845.0
control,1700481673266,,,37162.2,,37162.2,84.375,-8.0731,102.3893,0.069496,-20.6909,32,9754486.0,2023-11-20,,,,
control,1700484064323,,,37173.2,,37173.2,87.5,-1.0409,99.3999,0.072785,-21.2137,32,9804146.0,2023-11-20,,,,
liq,1700485622358,SELL,146.0,37076.5,37076.5,37076.5,34.375,15.0226,-94.4845,0.016293,6.638,32,9854411.0,2023-11-20,1,146.0,1,146.0
liq,1700486654641,BUY,1.0,37257.4,37257.4,37259.5,96.875,-3.6754,76.5757,0.087167,-40.763,32,10052041.0,2023-11-20,1,1.0,1,1.0
liq,1700489418297,SELL,34.0,37082.9,37082.9,37080.2,78.125,13.2941,-106.088,0.050528,7.8065,32,10205477.0,2023-11-20,7,646.0,7,646.0
control,1700490131503,,,36996.7,,36996.7,64.5161,36.6245,-92.9428,0.038108,26.2709,31,11329371.0,2023-11-20,,,,
liq,1700490628845,BUY,918.0,37208.4,37208.4,37209.1,90.3226,-0.5106,89.8456,0.078662,-30.5843,31,11486392.0,2023-11-20,1,918.0,1,918.0
control,1700490937847,,,37166.8,,37166.8,87.0968,0.6809,101.1389,0.078017,-18.7995,31,11657004.0,2023-11-20,,,,
liq,1700491401104,BUY,19.0,37272.0,37272.0,37271.9,83.871,-7.5911,72.6285,0.060029,-46.5241,31,11774099.0,2023-11-20,4,64.0,4,64.0
liq,1700491935637,BUY,644.0,37329.2,37329.2,37332.3,80.6452,-22.9026,57.1941,0.056742,-60.8366,31,11908109.0,2023-11-20,1,644.0,1,644.0
liq,1700492170781,BUY,1.0,37399.4,37399.4,37399.4,67.7419,-41.6299,38.3164,0.042634,-78.7129,31,11976632.0,2023-11-20,2,20.0,2,20.0
liq,1700492304328,BUY,5.0,37457.0,37457.0,37457.0,45.1613,-56.9436,22.8799,0.020402,-93.0251,31,12098727.0,2023-11-20,5,425.0,5,425.0
liq,1700493196464,BUY,4.0,37490.5,37490.5,37489.2,32.2581,-65.8283,13.9238,0.01699,-97.365,31,12651260.0,2023-11-20,1,4.0,1,4.0
liq,1700495487468,BUY,28.0,37458.5,37458.5,37458.4,50.0,-57.3417,22.4785,0.03232,-84.2857,28,13025450.0,2023-11-20,1,28.0,1,28.0
liq,1700496037394,BUY,2.0,37552.6,37552.6,37552.5,0.0,-82.2562,-2.636,0.002134,-107.8336,28,13140896.0,2023-11-20,4,215.0,4,215.0
liq,1700496177502,BUY,110.0,37642.8,37642.8,37642.0,0.0,-86.2233,3.3584,0.002229,-128.5135,31,13475709.0,2023-11-20,1,110.0,1,110.0
liq,1700496533105,SELL,3.0,37488.7,37488.7,37488.8,41.9355,-45.4721,44.4779,0.019936,-85.1809,31,13735588.0,2023-11-20,1,3.0,1,3.0
liq,1700497430421,SELL,4.0,37363.0,37363.0,37363.0,74.1935,-11.9821,78.2704,0.048843,-48.8861,31,14023677.0,2023-11-20,1,4.0,1,4.0
liq,1700499042225,SELL,311.0,37276.4,37276.4,37276.5,77.4194,-8.7706,101.6841,0.061584,-23.3535,31,14218101.0,2023-11-20,1,311.0,1,311.0
liq,1700499159782,SELL,3.0,37254.6,37254.6,37254.6,90.3226,-2.9241,107.5953,0.071348,-17.4336,31,14255258.0,2023-11-20,1,3.0,1,3.0
liq,1700499607299,SELL,9.0,37238.7,37238.7,37238.8,96.7742,1.3444,111.911,0.07577,-12.9154,31,14362276.0,2023-11-20,1,9.0,1,9.0
liq,1700499755468,SELL,10.0,37226.3,37226.3,37226.3,96.7742,4.6759,115.2792,0.077735,-9.4047,31,14395991.0,2023-11-20,1,10.0,1,10.0
liq,1700499869237,SELL,44.0,37177.9,37177.9,37178.0,83.871,7.6928,128.4478,0.068088,3.6333,31,14471787.0,2023-11-20,1,44.0,1,44.0
control,1700500328087,,,37230.4,,37230.4,96.7742,3.5741,114.1653,0.081402,-10.1839,31,14591898.0,2023-11-20,,,,
liq,1700501319763,SELL,9.0,37114.6,37114.6,37114.6,83.871,14.7464,-124.4141,0.067507,21.2471,31,14730478.0,2023-11-20,7,407.0,7,407.0
liq,1700501676628,BUY,31.0,37275.7,37275.7,37279.8,80.6452,-8.5829,-167.0949,0.063194,-25.4705,31,15868170.0,2023-11-20,3,100.0,3,100.0
liq,1700501967042,BUY,2.0,37439.5,37439.5,37439.4,67.7419,-12.4454,-210.1144,0.040221,-67.4561,31,16393326.0,2023-11-20,1,2.0,1,2.0
liq,1700502383129,BUY,34.0,37492.5,37492.5,37488.7,38.7097,-26.564,-223.9536,0.020075,-80.0935,31,16722836.0,2023-11-20,1,34.0,1,34.0
liq,1700502453623,BUY,76.0,37613.9,37613.9,37613.9,35.4839,-58.7536,-255.506,0.014653,-111.3048,31,16836034.0,2023-11-20,6,488.0,6,488.0
liq,1700502667269,BUY,9.0,37765.3,37765.3,37765.2,3.0303,-98.6077,0.853,0.001068,-148.5668,33,17135996.0,2023-11-20,2,321.0,2,321.0
liq,1700503658580,SELL,376.0,37534.0,37534.0,37532.3,28.125,-37.5913,62.4823,0.014289,-83.3864,32,17670723.0,2023-11-20,1,376.0,1,376.0
control,1700504637387,,,37448.3,,37448.3,71.875,-14.7924,85.5102,0.048652,-58.0029,32,18021291.0,2023-11-20,,,,
control,1700504832232,,,37560.0,,37560.0,31.25,-44.4875,55.5168,0.017177,-86.7519,32,18097062.0,2023-11-20,,,,
liq,1700508868108,BUY,48.0,37737.5,37737.5,37738.1,21.875,-91.3137,-258.2549,0.009848,-124.5802,32,18190213.0,2023-11-20,1,48.0,1,48.0
control,1700511819108,,,37555.1,,37555.1,53.125,-43.1885,-210.9406,0.030124,-70.8572,32,18310860.0,2023-11-20,,,,
liq,1700512689382,SELL,2.0,37470.0,37470.0,37470.9,68.75,-20.5751,-188.7081,0.047308,-47.4885,32,18316267.0,2023-11-20,1,2.0,1,2.0
liq,1700514575126,SELL,4.0,37415.9,37415.9,37415.9,68.75,-6.1458,-174.5219,0.049824,-31.396,32,18386841.0,2023-11-20,1,4.0,1,4.0
liq,1700514681476,SELL,3.0,37392.6,37392.6,37392.6,96.875,0.0816,-168.3995,0.073645,-25.1353,32,18403617.0,2023-11-20,2,88.0,2,88.0
liq,1700514996464,SELL,112.0,37377.1,37377.1,37377.6,96.875,4.2285,-164.3224,0.075998,-20.7963,32,18432076.0,2023-11-20,1,112.0,1,112.0
control,1700517093908,,,37394.7,,37394.7,96.875,-0.48,-168.9516,0.082641,-24.217,32,18550969.0,2023-11-20,,,,
control,1700519477934,,,37548.7,,37548.7,62.5,-41.4915,-209.2721,0.040165,-63.4705,32,18818173.0,2023-11-20,,,,
liq,1700520475252,SELL,4.0,37381.6,37381.6,37381.6,96.875,3.0242,-165.5064,0.083243,-18.5802,32,18877424.0,2023-11-20,1,4.0,1,4.0
liq,1700521644709,BUY,2.0,37562.3,37562.3,37562.3,56.25,-35.1422,-212.8169,0.036151,-65.3182,32,18288994.0,2023-11-20,1,2.0,1,2.0
control,1700523697467,,,37481.4,,37481.4,71.875,-23.6104,-191.6922,0.051669,-44.255,32,17725584.0,2023-11-20,,,,
control,1700524423731,,,37474.6,,37474.6,71.875,-21.8001,-189.9125,0.05143,-42.6222,32,17646943.0,2023-11-20,,,,
control,1700526046697,,,37493.8,,37493.8,65.625,-26.9098,-194.9361,0.04749,-47.446,32,17494708.0,2023-11-21,,,,
control,1700526828182,,,37534.9,,37534.9,68.75,-17.8958,-205.6724,0.051375,-58.0258,32,17386208.0,2023-11-21,,,,
liq,1700527301237,SELL,8.0,37418.1,37418.1,37418.1,75.0,-6.7334,-175.0996,0.053809,-26.7995,32,17388754.0,2023-11-21,1,8.0,1,8.0
liq,1700527683860,SELL,765.0,37346.1,37346.1,37346.2,78.125,-7.4623,-156.158,0.054178,-7.4773,32,17390046.0,2023-11-21,1,765.0,1,765.0
liq,1700527783219,SELL,3.0,37344.0,37344.0,37344.0,78.125,-6.9004,-155.6045,0.054973,-6.9019,32,17398439.0,2023-11-21,1,3.0,1,3.0
control,1700528480229,,,37428.5,,37428.5,75.0,-9.5101,-177.8296,0.055028,-29.3681,32,17450219.0,2023-11-21,,,,
control,1700528630905,,,37417.4,,37417.4,75.0,-6.5464,-174.9158,0.055322,-26.3942,32,17446374.0,2023-11-21,,,,
control,1700529295595,,,37425.8,,37425.8,84.375,-8.7894,-177.121,0.057188,-28.5197,32,17389556.0,2023-11-21,,,,
control,1700529921712,,,37451.5,,37451.5,90.625,4.3331,-183.8616,0.060104,-35.3024,32,17362563.0,2023-11-21,,,,
control,1700531324176,,,37597.5,,37597.5,62.5,-34.5161,-221.98,0.045798,-73.6807,32,17366267.0,2023-11-21,,,,
liq,1700532031275,BUY,160.0,37669.4,37669.4,37669.1,50.0,-53.5373,-240.6434,0.025901,-92.0035,32,17459542.0,2023-11-21,1,160.0,1,160.0
control,1700533039416,,,37599.0,,37599.0,75.0,-34.9136,-222.3701,0.051972,-72.5957,32,17455320.0,2023-11-21,,,,
control,1700533565062,,,37551.2,,37551.2,78.125,-22.2288,-209.9239,0.055192,-59.721,32,17472941.0,2023-11-21,,,,
control,1700534208281,,,37567.6,,37567.6,75.0,-26.5846,-214.1977,0.054402,-63.7593,32,17509908.0,2023-11-21,,,,
control,1700536307975,,,37530.7,,37530.7,87.5,3.1977,-204.5763,0.059295,-52.8971,32,17798374.0,2023-11-21,,,,
control,1700536735007,,,37534.2,,37534.2,87.5,2.2649,-205.4898,0.05977,-53.6888,32,17795385.0,2023-11-21,,,,
control,1700536915342,,,37546.0,,37546.0,87.5,-0.8786,-208.568,0.060178,-56.7852,32,17797406.0,2023-11-21,,,,
control,1700537594804,,,37574.6,,37574.6,81.25,-8.4895,-216.0208,0.0574,-64.1515,32,17819501.0,2023-11-21,,,,
control,1700537762186,,,37547.8,,37547.8,87.5,-1.358,-209.0374,0.061912,-57.0329,32,17821449.0,2023-11-21,,,,
control,1700538033125,,,37540.4,,37540.4,87.5,0.613,-207.1074,0.062271,-55.0278,32,17813045.0,2023-11-21,,,,
control,1700538853685,,,37497.9,,37497.9,84.375,-8.0463,-196.0081,0.061279,-42.4242,32,17609603.0,2023-11-21,,,,
control,1700540410247,,,37459.6,,37459.6,93.75,2.1699,-185.9842,0.075897,-31.5293,32,17606728.0,2023-11-21,,,,
control,1700540652607,,,37475.5,,37475.5,93.75,-2.0738,-190.1481,0.076611,-35.6598,32,17592880.0,2023-11-21,,,,
control,1700541549197,,,37465.2,,37465.2,96.875,0.6748,-187.4511,0.077824,-32.761,32,17612766.0,2023-11-21,,,,
control,1700541665152,,,37445.5,,37445.5,81.25,5.9361,-182.2888,0.058867,-27.4745,32,17609989.0,2023-11-21,,,,
control,1700542418938,,,37420.9,,37420.9,81.25,-7.4811,-175.8347,0.060489,-20.8197,32,17637914.0,2023-11-21,,,,
control,1700543045178,,,37394.1,,37394.1,93.75,-0.3196,-168.7938,0.077995,-13.5792,32,17644123.0,2023-11-21,,,,
control,1700543925372,,,37382.7,,37382.7,96.875,2.7299,-165.7958,0.081099,-10.4318,32,17688600.0,2023-11-21,,,,
liq,1700545032797,SELL,28.0,37357.4,37357.4,37357.4,75.0,9.5041,-159.1356,0.051772,-3.3765,32,17744264.0,2023-11-21,1,28.0,1,28.0
