ts,oi,volume
2026-08-06 14:00:00+00:00,2576876852.7518,452281942.3654
2026-08-06 15:00:00+00:00,2595886893.8273,420775859.4831
2026-08-06 16:00:00+00:00,2595038779.7607,315814550.1047
2026-08-06 17:00:00+00:00,2605004448.228,142852233.0524
2026-08-06 18:00:00+00:00,2614649696.6948,81255849.4331
2026-08-06 19:00:00+00:00,2622013979.2534,109755828.395
2026-08-06 20:00:00+00:00,2619449760.7292,61187512.6747
2026-08-06 21:00:00+00:00,2615511314.0298,51893031.5683
2026-08-06 22:00:00+00:00,2616446093.0028,56236591.2308
2026-08-06 23:00:00+00:00,2611119645.7061,59003737.7305
2026-08-07 00:00:00+00:00,2619273425.7915,112927716.0999
2026-08-07 01:00:00+00:00,2616926769.3635,111906240.0839
2026-08-07 02:00:00+00:00,2631014806.711,93308938.5469
2026-08-07 03:00:00+00:00,2632961605.0662,165916962.5923
2026-08-07 04:00:00+00:00,2638618485.7295,59768320.7774
2026-08-07 05:00:00+00:00,2637456128.7844,113225300.5942
2026-08-07 06:00:00+00:00,2641916484.6227,102875552.741
2026-08-07 07:00:00+00:00,2634280839.9228,135706568.2827
2026-08-07 08:00:00+00:00,2637196329.8216,114289655.5422
2026-08-07 09:00:00+00:00,2632403726.467,218283172.4495
2026-08-07 10:00:00+00:00,2632176540.2468,345396159.337
2026-08-07 11:00:00+00:00,2635768841.5453,111280178.2685
2026-08-07 12:00:00+00:00,2645987543.6136,380147361.5684
2026-08-07 13:00:00+00:00,2636824452.5508,664600398.6267
2026-08-07 14:00:00+00:00,2633508374.4366,300261458.8184
2026-08-07 15:00:00+00:00,2617912928.891,522581031.0217
2026-08-07 16:00:00+00:00,2626284773.496,142376699.5297
2026-08-07 17:00:00+00:00,2614482996.2505,139604763.0442
2026-08-07 18:00:00+00:00,2569122619.3355,336604291.359
2026-08-07 19:00:00+00:00,2557445578.5333,110765226.9595
2026-08-07 20:00:00+00:00,2586891546.89,173088067.186
2026-08-07 21:00:00+00:00,2591695761.3871,45516458.8879
2026-08-07 22:00:00+00:00,2589461337.7223,55935656.3896
