属性,群,下限,上限,m の群,T(秒),h(秒),群のプリント数,属性が欠測で群に入らないプリントの割合,m 平均,m 中央値,n,含む日数,r 平均(bp),r 日クラスタ SE,r naive SE,日クラスタ/naive,r 日等重み平均,r 中央値,r p25,r p75,r < 0 の割合,r < 0 の母数,同じ側の次の清算 60 秒以内の割合,同じ側の次の清算 60 秒以内の母数,同じ側の次の清算 120 秒以内の割合,同じ側の次の清算 120 秒以内の母数,同じ側の次の清算が無い(この期間の最後)
bin_pct,Q1(下位 3 分位),,6.666700,Q3(上位 3 分位),60,60,6494,0.000000,49.533101,38.999448,6494,377,-1.194119,1.884403,0.630103,2.990626,-5.025536,-4.445267,-19.789648,10.952410,0.580382,6494,0.837388,6494,0.872960,6494,0
bin_pct,Q1(下位 3 分位),,6.666700,Q3(上位 3 分位),60,300,6494,0.000000,49.533101,38.999448,6494,377,-4.610049,4.312019,1.077717,4.001066,-10.752255,-10.872454,-36.980782,15.615690,0.608716,6494,0.837388,6494,0.872960,6494,0
bin_pct,Q1(下位 3 分位),,6.666700,Q3(上位 3 分位),60,900,6494,0.000000,49.533101,38.999448,6494,377,-6.976096,5.621505,1.304988,4.307707,-16.380131,-13.671720,-52.073093,28.199250,0.591161,6494,0.837388,6494,0.872960,6494,0
bin_pct,Q2(中位 3 分位),6.666700,38.235300,Q1(下位 3 分位),60,60,5593,0.000000,7.020036,7.792105,5593,445,0.206140,0.224453,0.204381,1.098210,0.351963,-0.516222,-5.620609,4.396816,0.529054,5593,0.453782,5593,0.540676,5593,0
bin_pct,Q2(中位 3 分位),6.666700,38.235300,Q1(下位 3 分位),60,300,5593,0.000000,7.020036,7.792105,5593,445,-1.020187,0.507112,0.377358,1.343849,-1.454974,-2.730184,-12.882394,7.829533,0.576792,5593,0.453782,5593,0.540676,5593,0
bin_pct,Q2(中位 3 分位),6.666700,38.235300,Q1(下位 3 分位),60,900,5593,0.000000,7.020036,7.792105,5593,445,-1.473894,1.157087,0.612184,1.890098,-3.072564,-4.988584,-20.406850,12.776212,0.581620,5593,0.453782,5593,0.540676,5593,0
bin_pct,Q2(中位 3 分位),6.666700,38.235300,Q2(中位 3 分位),60,60,5476,0.000000,18.730603,18.443051,5476,436,-0.123018,0.276699,0.228520,1.210829,-0.661548,-1.512574,-9.256816,6.917547,0.553506,5476,0.586560,5476,0.657779,5476,0
bin_pct,Q2(中位 3 分位),6.666700,38.235300,Q2(中位 3 分位),60,300,5476,0.000000,18.730603,18.443051,5476,436,-0.187598,0.759909,0.520914,1.458801,-2.174002,-3.669595,-17.883110,13.569524,0.563185,5476,0.586560,5476,0.657779,5476,0
bin_pct,Q2(中位 3 分位),6.666700,38.235300,Q2(中位 3 分位),60,900,5476,0.000000,18.730603,18.443051,5476,436,0.359928,1.237203,0.728472,1.698354,-3.577779,-6.210729,-28.083379,21.121328,0.569576,5476,0.586560,5476,0.657779,5476,0
bin_pct,Q2(中位 3 分位),6.666700,38.235300,Q3(上位 3 分位),60,60,6261,0.000000,60.688397,41.026318,6261,400,0.509713,3.361391,0.815840,4.120162,-5.388082,-4.794151,-20.823011,12.079723,0.581696,6261,0.764095,6261,0.806261,6261,0
bin_pct,Q2(中位 3 分位),6.666700,38.235300,Q3(上位 3 分位),60,300,6261,0.000000,60.688397,41.026318,6261,400,-9.106465,2.757931,1.091653,2.526381,-11.974535,-10.764848,-37.288304,17.275154,0.610605,6261,0.764095,6261,0.806261,6261,0
bin_pct,Q2(中位 3 分位),6.666700,38.235300,Q3(上位 3 分位),60,900,6261,0.000000,60.688397,41.026318,6261,400,-13.634383,3.567627,1.337011,2.668359,-16.981893,-15.257347,-52.286322,26.044442,0.601182,6261,0.764095,6261,0.806261,6261,0
bin_pct,Q3(上位 3 分位),38.235300,,Q1(下位 3 分位),60,60,7200,0.000000,6.674208,7.648644,7200,440,0.242318,0.162119,0.146755,1.104691,0.151195,-0.298850,-4.746103,4.102787,0.518889,7200,0.315278,7200,0.403056,7200,0
bin_pct,Q3(上位 3 分位),38.235300,,Q1(下位 3 分位),60,300,7200,0.000000,6.674208,7.648644,7200,440,-0.750364,0.634677,0.313407,2.025087,-0.527771,-1.214542,-10.512582,8.284416,0.540139,7200,0.315278,7200,0.403056,7200,0
bin_pct,Q3(上位 3 分位),38.235300,,Q1(下位 3 分位),60,900,7200,0.000000,6.674208,7.648644,7200,440,-0.988922,0.628309,0.454059,1.383760,-0.983880,-1.897521,-16.547241,13.471613,0.538750,7200,0.315278,7200,0.403056,7200,0
bin_pct,Q3(上位 3 分位),38.235300,,Q2(中位 3 分位),60,60,5545,0.000000,18.429289,17.967530,5545,407,-0.109429,0.242281,0.204314,1.185827,-0.192636,-1.134033,-7.946098,5.991802,0.543913,5545,0.429035,5545,0.511993,5545,0
bin_pct,Q3(上位 3 分位),38.235300,,Q2(中位 3 分位),60,300,5545,0.000000,18.429289,17.967530,5545,407,-0.365245,0.501698,0.364979,1.374593,-1.316118,-2.501762,-15.597311,12.187807,0.549324,5545,0.429035,5545,0.511993,5545,0
bin_pct,Q3(上位 3 分位),38.235300,,Q2(中位 3 分位),60,900,5545,0.000000,18.429289,17.967530,5545,407,-0.412092,1.021187,0.616490,1.656452,-2.598862,-4.883807,-24.372870,17.635659,0.561587,5545,0.429035,5545,0.511993,5545,0
bin_pct,Q3(上位 3 分位),38.235300,,Q3(上位 3 分位),60,60,4578,0.000000,51.828335,38.093414,4578,340,-1.737674,1.045238,0.574153,1.820486,-3.398503,-3.040052,-16.351274,10.149638,0.560507,4578,0.571429,4578,0.641547,4578,0
bin_pct,Q3(上位 3 分位),38.235300,,Q3(上位 3 分位),60,300,4578,0.000000,51.828335,38.093414,4578,340,-6.095118,1.816941,0.962827,1.887090,-7.777882,-6.268764,-28.906092,21.077984,0.572084,4578,0.571429,4578,0.641547,4578,0
bin_pct,Q3(上位 3 分位),38.235300,,Q3(上位 3 分位),60,900,4578,0.000000,51.828335,38.093414,4578,340,-7.428912,2.269716,1.329938,1.706633,-9.307513,-9.399821,-43.836839,29.183197,0.573613,4578,0.571429,4578,0.641547,4578,0
|dist_node_bp|,Q1(下位 3 分位),,40.656200,Q1(下位 3 分位),60,60,8595,0.000000,7.104082,7.492598,8595,455,0.164684,0.116605,0.101965,1.143580,0.080952,-0.340081,-4.377641,3.727140,0.524840,8595,0.331123,8595,0.418615,8595,0
|dist_node_bp|,Q1(下位 3 分位),,40.656200,Q1(下位 3 分位),60,300,8595,0.000000,7.104082,7.492598,8595,455,-0.742850,0.532344,0.234456,2.270550,-0.801423,-1.565767,-9.895291,7.168706,0.555323,8595,0.331123,8595,0.418615,8595,0
|dist_node_bp|,Q1(下位 3 分位),,40.656200,Q1(下位 3 分位),60,900,8595,0.000000,7.104082,7.492598,8595,455,-1.159347,0.533959,0.345025,1.547593,-1.551541,-2.540979,-15.783703,12.087923,0.551367,8595,0.331123,8595,0.418615,8595,0
|dist_node_bp|,Q1(下位 3 分位),,40.656200,Q2(中位 3 分位),60,60,5700,0.000000,18.255574,17.741349,5700,438,-0.152399,0.239088,0.180463,1.324856,-0.497718,-1.306315,-7.642149,5.549227,0.552807,5700,0.458246,5700,0.534912,5700,0
|dist_node_bp|,Q1(下位 3 分位),,40.656200,Q2(中位 3 分位),60,300,5700,0.000000,18.255574,17.741349,5700,438,-0.658682,0.533726,0.338249,1.577907,-1.798226,-2.765298,-14.552324,10.771178,0.558070,5700,0.458246,5700,0.534912,5700,0
|dist_node_bp|,Q1(下位 3 分位),,40.656200,Q2(中位 3 分位),60,900,5700,0.000000,18.255574,17.741349,5700,438,-1.587593,0.990136,0.544157,1.819577,-3.471206,-5.603334,-23.841755,14.966479,0.579474,5700,0.458246,5700,0.534912,5700,0
|dist_node_bp|,Q1(下位 3 分位),,40.656200,Q3(上位 3 分位),60,60,3039,0.000000,43.013808,35.291458,3039,336,-0.164959,0.805797,0.521456,1.545283,-1.209148,-2.196206,-13.177155,10.495329,0.550181,3039,0.574860,3039,0.640342,3039,0
|dist_node_bp|,Q1(下位 3 分位),,40.656200,Q3(上位 3 分位),60,300,3039,0.000000,43.013808,35.291458,3039,336,-1.419034,1.834866,0.859654,2.134424,-3.873022,-4.966834,-24.615844,18.488588,0.567292,3039,0.574860,3039,0.640342,3039,0
|dist_node_bp|,Q1(下位 3 分位),,40.656200,Q3(上位 3 分位),60,900,3039,0.000000,43.013808,35.291458,3039,336,-3.586566,2.458589,1.238103,1.985771,-6.592595,-8.916651,-37.038168,22.790723,0.583416,3039,0.574860,3039,0.640342,3039,0
|dist_node_bp|,Q2(中位 3 分位),40.656200,97.517900,Q1(下位 3 分位),60,60,5815,0.000000,7.860277,8.333137,5815,441,-0.274339,0.168612,0.147963,1.139556,-0.313038,-0.785831,-6.238678,4.313313,0.545830,5815,0.479106,5815,0.565950,5815,0
|dist_node_bp|,Q2(中位 3 分位),40.656200,97.517900,Q1(下位 3 分位),60,300,5815,0.000000,7.860277,8.333137,5815,441,-1.805083,0.408618,0.289377,1.412061,-2.345312,-3.013255,-14.179259,7.869840,0.578160,5815,0.479106,5815,0.565950,5815,0
|dist_node_bp|,Q2(中位 3 分位),40.656200,97.517900,Q1(下位 3 分位),60,900,5815,0.000000,7.860277,8.333137,5815,441,-1.246822,0.807551,0.467100,1.728864,-3.389769,-4.468951,-20.608862,13.742178,0.574205,5815,0.479106,5815,0.565950,5815,0
|dist_node_bp|,Q2(中位 3 分位),40.656200,97.517900,Q2(中位 3 分位),60,60,6428,0.000000,18.647736,18.308712,6428,432,-0.669562,0.267787,0.188106,1.423595,-1.180076,-1.681032,-9.102366,6.252247,0.563783,6428,0.609832,6428,0.677971,6428,0
|dist_node_bp|,Q2(中位 3 分位),40.656200,97.517900,Q2(中位 3 分位),60,300,6428,0.000000,18.647736,18.308712,6428,432,-1.621976,0.610409,0.343933,1.774793,-3.129456,-4.405460,-17.884208,11.813030,0.580118,6428,0.609832,6428,0.677971,6428,0
|dist_node_bp|,Q2(中位 3 分位),40.656200,97.517900,Q2(中位 3 分位),60,900,6428,0.000000,18.647736,18.308712,6428,432,-1.358435,1.225853,0.576051,2.128030,-3.993071,-7.308226,-27.860838,18.913941,0.587119,6428,0.609832,6428,0.677971,6428,0
|dist_node_bp|,Q2(中位 3 分位),40.656200,97.517900,Q3(上位 3 分位),60,60,5090,0.000000,42.177234,36.216911,5090,397,-2.506879,0.714429,0.360155,1.983673,-4.328671,-4.259164,-16.541714,8.652473,0.589391,5090,0.725147,5090,0.766601,5090,0
|dist_node_bp|,Q2(中位 3 分位),40.656200,97.517900,Q3(上位 3 分位),60,300,5090,0.000000,42.177234,36.216911,5090,397,-5.286707,1.557936,0.687401,2.266414,-7.606920,-8.867214,-28.995940,13.965031,0.612181,5090,0.725147,5090,0.766601,5090,0
|dist_node_bp|,Q2(中位 3 分位),40.656200,97.517900,Q3(上位 3 分位),60,900,5090,0.000000,42.177234,36.216911,5090,397,-7.389350,1.767513,0.888948,1.988320,-10.483106,-12.538859,-41.559154,21.853711,0.591945,5090,0.725147,5090,0.766601,5090,0
|dist_node_bp|,Q3(上位 3 分位),97.517900,,Q1(下位 3 分位),60,60,2924,0.000000,5.678558,8.780105,2924,321,-0.118968,0.612493,0.461375,1.327537,-0.959424,-0.308375,-8.864577,7.282388,0.512312,2924,0.612517,2924,0.695622,2924,0
|dist_node_bp|,Q3(上位 3 分位),97.517900,,Q1(下位 3 分位),60,300,2924,0.000000,5.678558,8.780105,2924,321,-1.104122,1.289020,0.841634,1.531567,-4.834523,-3.416875,-19.826684,15.852345,0.551642,2924,0.612517,2924,0.695622,2924,0
|dist_node_bp|,Q3(上位 3 分位),97.517900,,Q1(下位 3 分位),60,900,2924,0.000000,5.678558,8.780105,2924,321,-3.315399,3.032468,1.331295,2.277833,-10.452197,-9.093101,-33.601757,21.987156,0.590971,2924,0.612517,2924,0.695622,2924,0
|dist_node_bp|,Q3(上位 3 分位),97.517900,,Q2(中位 3 分位),60,60,5205,0.000000,19.194369,19.063492,5205,327,-0.457662,0.386004,0.278757,1.384734,-0.822377,-1.076716,-10.890395,8.608054,0.531796,5205,0.693564,5205,0.761575,5205,0
|dist_node_bp|,Q3(上位 3 分位),97.517900,,Q2(中位 3 分位),60,300,5205,0.000000,19.194369,19.063492,5205,327,-1.286618,1.197645,0.632136,1.894602,-3.617589,-4.444374,-23.872006,17.270647,0.556004,5205,0.693564,5205,0.761575,5205,0
|dist_node_bp|,Q3(上位 3 分位),97.517900,,Q2(中位 3 分位),60,900,5205,0.000000,19.194369,19.063492,5205,327,-0.317218,2.321874,0.929724,2.497379,-7.703641,-5.682929,-35.515151,29.102196,0.549280,5205,0.693564,5205,0.761575,5205,0
|dist_node_bp|,Q3(上位 3 分位),97.517900,,Q3(上位 3 分位),60,60,9204,0.000000,64.483599,44.185030,9204,317,0.080721,3.839200,0.719582,5.335321,-6.998090,-5.145608,-23.989934,13.346768,0.576380,9204,0.803998,9204,0.848110,9204,0
|dist_node_bp|,Q3(上位 3 分位),97.517900,,Q3(上位 3 分位),60,300,9204,0.000000,64.483599,44.185030,9204,317,-9.086799,3.787265,1.064407,3.558097,-14.547018,-12.761790,-43.821845,19.811130,0.603542,9204,0.803998,9204,0.848110,9204,0
|dist_node_bp|,Q3(上位 3 分位),97.517900,,Q3(上位 3 分位),60,900,9204,0.000000,64.483599,44.185030,9204,317,-12.621234,4.940358,1.305053,3.785562,-21.982075,-15.515611,-62.733007,34.866655,0.591373,9204,0.803998,9204,0.848110,9204,0
implied_leverage,Q1(下位 3 分位),,55.254000,Q1(下位 3 分位),60,60,1759,0.356519,7.178618,8.912314,1759,181,-1.188711,0.708499,0.541270,1.308956,-2.103589,-1.742949,-9.747198,6.242891,0.565662,1759,0.623081,1759,0.693576,1759,0
implied_leverage,Q1(下位 3 分位),,55.254000,Q1(下位 3 分位),60,300,1759,0.356519,7.178618,8.912314,1759,181,-5.282016,1.413338,0.953246,1.482658,-9.529969,-5.151467,-22.059030,11.861331,0.581012,1759,0.623081,1759,0.693576,1759,0
implied_leverage,Q1(下位 3 分位),,55.254000,Q1(下位 3 分位),60,900,1759,0.356519,7.178618,8.912314,1759,181,-9.392799,3.866084,1.792029,2.157378,-19.791301,-12.653899,-36.711208,15.440450,0.624787,1759,0.623081,1759,0.693576,1759,0
implied_leverage,Q1(下位 3 分位),,55.254000,Q2(中位 3 分位),60,60,3300,0.356519,19.293680,19.221056,3300,190,-0.713983,0.472854,0.362474,1.304519,-1.295951,-1.708944,-11.789211,7.710142,0.553333,3300,0.702727,3300,0.767576,3300,0
implied_leverage,Q1(下位 3 分位),,55.254000,Q2(中位 3 分位),60,300,3300,0.356519,19.293680,19.221056,3300,190,-1.269843,1.458465,0.827972,1.761491,-6.476899,-5.756881,-24.096800,16.124712,0.573939,3300,0.702727,3300,0.767576,3300,0
implied_leverage,Q1(下位 3 分位),,55.254000,Q2(中位 3 分位),60,900,3300,0.356519,19.293680,19.221056,3300,190,-0.622296,3.032663,1.223812,2.478047,-12.667778,-9.565177,-37.030047,26.858164,0.579697,3300,0.702727,3300,0.767576,3300,0
implied_leverage,Q1(下位 3 分位),,55.254000,Q3(上位 3 分位),60,60,6095,0.356519,68.420991,44.387628,6095,197,1.746284,5.615491,0.983627,5.708967,-9.148596,-6.358677,-25.108448,13.367783,0.588351,6095,0.826907,6095,0.863167,6095,0
implied_leverage,Q1(下位 3 分位),,55.254000,Q3(上位 3 分位),60,300,6095,0.356519,68.420991,44.387628,6095,197,-9.430490,5.140214,1.436612,3.578011,-19.174032,-14.498914,-44.919901,17.218221,0.619360,6095,0.826907,6095,0.863167,6095,0
implied_leverage,Q1(下位 3 分位),,55.254000,Q3(上位 3 分位),60,900,6095,0.356519,68.420991,44.387628,6095,197,-16.904660,5.323726,1.635850,3.254410,-28.469675,-17.642809,-64.297131,31.067168,0.601477,6095,0.826907,6095,0.863167,6095,0
implied_leverage,Q2(中位 3 分位),55.254000,95.871967,Q1(下位 3 分位),60,60,4021,0.356519,7.984970,8.478585,4021,310,-0.255204,0.239951,0.186228,1.288474,-0.421417,-0.835106,-6.591232,4.468620,0.546630,4021,0.517036,4021,0.616513,4021,0
implied_leverage,Q2(中位 3 分位),55.254000,95.871967,Q1(下位 3 分位),60,300,4021,0.356519,7.984970,8.478585,4021,310,-0.449496,0.643239,0.371145,1.733118,-1.594084,-2.652148,-14.169737,9.398603,0.567521,4021,0.517036,4021,0.616513,4021,0
implied_leverage,Q2(中位 3 分位),55.254000,95.871967,Q1(下位 3 分位),60,900,4021,0.356519,7.984970,8.478585,4021,310,1.168711,1.134655,0.577857,1.963557,-0.874782,-3.816443,-21.173571,18.371652,0.551355,4021,0.517036,4021,0.616513,4021,0
implied_leverage,Q2(中位 3 分位),55.254000,95.871967,Q2(中位 3 分位),60,60,4236,0.356519,18.484927,18.054227,4236,310,-1.109581,0.344705,0.218211,1.579685,-1.051419,-2.046696,-9.410183,5.512977,0.575307,4236,0.620633,4236,0.694287,4236,0
implied_leverage,Q2(中位 3 分位),55.254000,95.871967,Q2(中位 3 分位),60,300,4236,0.356519,18.484927,18.054227,4236,310,-0.976098,0.739777,0.418499,1.767690,-2.374643,-3.498441,-17.567611,12.939874,0.559962,4236,0.620633,4236,0.694287,4236,0
implied_leverage,Q2(中位 3 分位),55.254000,95.871967,Q2(中位 3 分位),60,900,4236,0.356519,18.484927,18.054227,4236,310,-1.561810,1.414956,0.655977,2.157020,-3.386726,-6.731495,-27.778340,19.484888,0.574363,4236,0.620633,4236,0.694287,4236,0
implied_leverage,Q2(中位 3 分位),55.254000,95.871967,Q3(上位 3 分位),60,60,2896,0.356519,44.199551,36.724283,2896,299,-4.733629,0.894808,0.486886,1.837819,-5.356173,-6.310687,-18.711583,6.456989,0.633633,2896,0.733771,2896,0.775207,2896,0
implied_leverage,Q2(中位 3 分位),55.254000,95.871967,Q3(上位 3 分位),60,300,2896,0.356519,44.199551,36.724283,2896,299,-4.680882,2.584892,1.085340,2.381642,-6.532771,-9.683997,-30.320845,12.982288,0.625000,2896,0.733771,2896,0.775207,2896,0
implied_leverage,Q2(中位 3 分位),55.254000,95.871967,Q3(上位 3 分位),60,900,2896,0.356519,44.199551,36.724283,2896,299,-8.279384,2.748348,1.126768,2.439142,-10.308523,-13.635513,-40.747097,20.565715,0.602555,2896,0.733771,2896,0.775207,2896,0
implied_leverage,Q3(上位 3 分位),95.871967,,Q1(下位 3 分位),60,60,6278,0.356519,7.045845,7.211456,6278,361,0.119140,0.132545,0.108872,1.217436,0.085309,-0.369865,-4.174963,3.442396,0.529627,6278,0.332271,6278,0.422905,6278,0
implied_leverage,Q3(上位 3 分位),95.871967,,Q1(下位 3 分位),60,300,6278,0.356519,7.045845,7.211456,6278,361,-0.754030,0.292039,0.207073,1.410323,-0.972105,-1.843043,-9.454855,6.074179,0.568334,6278,0.332271,6278,0.422905,6278,0
implied_leverage,Q3(上位 3 分位),95.871967,,Q1(下位 3 分位),60,900,6278,0.356519,7.045845,7.211456,6278,361,-1.406480,0.516786,0.334946,1.542893,-1.863357,-3.047695,-14.775045,9.755771,0.571201,6278,0.332271,6278,0.422905,6278,0
implied_leverage,Q3(上位 3 分位),95.871967,,Q2(中位 3 分位),60,60,3318,0.356519,17.920415,17.247474,3318,349,-0.087545,0.300119,0.238291,1.259466,-0.422375,-1.711260,-7.392180,4.805937,0.575045,3318,0.479807,3318,0.547920,3318,0
implied_leverage,Q3(上位 3 分位),95.871967,,Q2(中位 3 分位),60,300,3318,0.356519,17.920415,17.247474,3318,349,-0.912465,0.572250,0.400773,1.427864,-1.303850,-3.418482,-13.861816,8.356595,0.576552,3318,0.479807,3318,0.547920,3318,0
implied_leverage,Q3(上位 3 分位),95.871967,,Q2(中位 3 分位),60,900,3318,0.356519,17.920415,17.247474,3318,349,-1.290704,1.009437,0.648386,1.556845,-1.268627,-5.584369,-21.365539,12.196989,0.589813,3318,0.479807,3318,0.547920,3318,0
implied_leverage,Q3(上位 3 分位),95.871967,,Q3(上位 3 分位),60,60,1558,0.356519,41.691743,34.532923,1558,260,-1.335699,1.186468,0.628330,1.888289,-2.220276,-3.808638,-13.946115,7.186993,0.592426,1558,0.629012,1558,0.686136,1558,0
implied_leverage,Q3(上位 3 分位),95.871967,,Q3(上位 3 分位),60,300,1558,0.356519,41.691743,34.532923,1558,260,-4.374340,1.965091,1.017550,1.931199,-5.045104,-7.819216,-24.058287,11.254442,0.626444,1558,0.629012,1558,0.686136,1558,0
implied_leverage,Q3(上位 3 分位),95.871967,,Q3(上位 3 分位),60,900,1558,0.356519,41.691743,34.532923,1558,260,-4.613692,3.001285,1.557345,1.927180,-6.362868,-11.402057,-34.074698,15.480750,0.627728,1558,0.629012,1558,0.686136,1558,0
