観測量,群,h,n1,n2,実群,対照(i),対照(ii),差(ii),差(i),対照(i)SE,走行,対照(ii)の軸の作り方,MDE(参考。族の α に入らない),MDEとの比較,検出力,隣の分位
reach_back_vwap_1m,E_Q1,1,2751,2173,0.000000,,0.005983,-0.005983,,,gap180_w24,inherit,,,,Q2:差=-0.011341
reach_back_vwap_1m,E_Q2,1,2751,2532,0.003272,,0.014613,-0.011341,,,gap180_w24,inherit,,,,Q1:差=-0.005983 Q3:差=0.069096
reach_back_vwap_1m,E_Q3,1,2751,2726,0.105780,,0.036684,0.069096,,,gap180_w24,inherit,,,,Q2:差=-0.011341
reach_back_vwap_1m,B1_Q1,1,7364,7104,0.028653,,0.016470,0.012183,,,gap180_w24,inherit,,,,Q2:差=0.009058
reach_back_vwap_1m,B1_Q2,1,2846,2656,0.031272,,0.022214,0.009058,,,gap180_w24,inherit,,,,Q1:差=0.012183 Q3:差=0.011665
reach_back_vwap_1m,B1_Q3,1,4933,4214,0.028988,,0.017323,0.011665,,,gap180_w24,inherit,,,,Q2:差=0.009058
reach_back_vwap_1m,B2_Q1,1,5088,4885,0.030071,,0.016991,0.013080,,,gap180_w24,inherit,,,,Q2:差=0.010997
reach_back_vwap_1m,B2_Q2,1,5017,4695,0.029101,,0.018104,0.010997,,,gap180_w24,inherit,,,,Q1:差=0.013080 Q3:差=0.010149
reach_back_vwap_1m,B2_Q3,1,5038,4394,0.028583,,0.018434,0.010149,,,gap180_w24,inherit,,,,Q2:差=0.010997
reach_back_vwap_1m,D_Q1,1,3640,3380,0.036264,0.016529,0.020414,0.015850,0.019735,0.002191,gap180_w24,own,,,,Q2:差=0.017103
reach_back_vwap_1m,D_Q2,1,3640,3391,0.032143,0.015673,0.015040,0.017103,0.016470,0.001846,gap180_w24,own,,,,Q1:差=0.015850 Q3:差=0.007529
reach_back_vwap_1m,D_Q3,1,3640,3274,0.025549,0.018304,0.018021,0.007529,0.007246,0.002342,gap180_w24,own,,,,Q2:差=0.017103
reach_back_vwap_1m,C_SELL,1,8569,8056,0.031626,,0.018744,0.012882,,,gap180_w24,inherit,,,,
reach_back_vwap_1m,C_BUY,1,6574,5918,0.026164,,0.016560,0.009604,,,gap180_w24,inherit,,,,
reach_back_vwap_5m,全体,5,15143,13974,0.061745,0.047659,0.042364,0.019380,0.014086,0.001706,gap180_w24,own,,,,
reach_back_vwap_5m,A1_Q1,5,5053,3905,0.017217,0.005208,0.009731,0.007486,0.012009,0.001964,gap180_w24,own,,,,Q2:差=0.020866
reach_back_vwap_5m,A1_Q2,5,5046,5025,0.054697,0.025415,0.033831,0.020866,0.029282,0.002281,gap180_w24,own,,,,Q1:差=0.007486 Q3:差=0.037272
reach_back_vwap_5m,A1_Q3,5,5044,5044,0.113402,0.064839,0.076130,0.037272,0.048563,0.002529,gap180_w24,own,,,,Q2:差=0.020866
reach_back_vwap_5m,A2_Q1,5,5048,6917,0.089342,,0.053491,0.035851,,,gap180_w24,partner_sign,,,,Q2:差=0.029275
reach_back_vwap_5m,A2_Q2,5,5047,3463,0.081831,,0.052556,0.029275,,,gap180_w24,partner_sign,,,,Q1:差=0.035851 Q3:差=0.002935
reach_back_vwap_5m,A2_Q3,5,5048,3594,0.014065,,0.011130,0.002935,,,gap180_w24,partner_sign,,,,Q2:差=0.029275
reach_back_vwap_5m,A3_Q1,5,5048,6219,0.075277,,0.034411,0.040867,,,gap180_w24,partner_sign,,,,Q2:差=0.019708
reach_back_vwap_5m,A3_Q2,5,5047,4188,0.109966,,0.090258,0.019708,,,gap180_w24,partner_sign,,,,Q1:差=0.040867 Q3:差=0.000000
reach_back_vwap_5m,A3_Q3,5,5048,3567,0.000000,,0.000000,0.000000,,,gap180_w24,partner_sign,,,,Q2:差=0.019708
reach_back_vwap_5m,A4_Q1,5,3587,4802,0.093114,,0.053103,0.040011,,,gap180_w24,partner_sign,,,,Q2:差=0.028647
reach_back_vwap_5m,A4_Q2,5,3586,2656,0.079476,,0.050828,0.028647,,,gap180_w24,partner_sign,,,,Q1:差=0.040011 Q3:差=0.005182
reach_back_vwap_5m,A4_Q3,5,3586,2427,0.015895,,0.010713,0.005182,,,gap180_w24,partner_sign,,,,Q2:差=0.028647
reach_back_vwap_5m,A5_Q1,5,3587,4430,0.099247,,0.046727,0.052520,,,gap180_w24,partner_sign,,,,Q2:差=0.014969
reach_back_vwap_5m,A5_Q2,5,3586,2896,0.086447,,0.071478,0.014969,,,gap180_w24,partner_sign,,,,Q1:差=0.052520 Q3:差=0.002007
reach_back_vwap_5m,A5_Q3,5,3586,2559,0.002789,,0.000782,0.002007,,,gap180_w24,partner_sign,,,,Q2:差=0.014969
reach_back_vwap_5m,E_Q1,5,2751,2173,0.001091,,0.013346,-0.012255,,,gap180_w24,inherit,,,,Q2:差=-0.021480
reach_back_vwap_5m,E_Q2,5,2751,2532,0.010905,,0.032385,-0.021480,,,gap180_w24,inherit,,,,Q1:差=-0.012255 Q3:差=0.115451
reach_back_vwap_5m,E_Q3,5,2751,2726,0.211196,,0.095745,0.115451,,,gap180_w24,inherit,,,,Q2:差=-0.021480
reach_back_vwap_5m,B1_Q1,5,7364,7104,0.062059,,0.042511,0.019547,,,gap180_w24,inherit,,,,Q2:差=0.018292
reach_back_vwap_5m,B1_Q2,5,2846,2656,0.065355,,0.047063,0.018292,,,gap180_w24,inherit,,,,Q1:差=0.019547 Q3:差=0.020038
reach_back_vwap_5m,B1_Q3,5,4933,4214,0.059193,,0.039155,0.020038,,,gap180_w24,inherit,,,,Q2:差=0.018292
reach_back_vwap_5m,B2_Q1,5,5088,4885,0.064858,,0.041965,0.022893,,,gap180_w24,inherit,,,,Q2:差=0.015461
reach_back_vwap_5m,B2_Q2,5,5017,4695,0.063384,,0.047923,0.015461,,,gap180_w24,inherit,,,,Q1:差=0.022893 Q3:差=0.020099
reach_back_vwap_5m,B2_Q3,5,5038,4394,0.056967,,0.036868,0.020099,,,gap180_w24,inherit,,,,Q2:差=0.015461
reach_back_vwap_5m,D_Q1,5,3640,3380,0.071703,0.043388,0.043491,0.028212,0.028315,0.003501,gap180_w24,own,,,,Q2:差=0.022544
reach_back_vwap_5m,D_Q2,5,3640,3391,0.066484,0.048565,0.043940,0.022544,0.017918,0.003194,gap180_w24,own,,,,Q1:差=0.028212 Q3:差=0.012704
reach_back_vwap_5m,D_Q3,5,3640,3274,0.053022,0.045149,0.040318,0.012704,0.007872,0.003627,gap180_w24,own,,,,Q2:差=0.022544
reach_back_vwap_5m,C_SELL,5,8569,8056,0.066285,,0.044439,0.021847,,,gap180_w24,inherit,,,,
reach_back_vwap_5m,C_BUY,5,6574,5918,0.055826,,0.039540,0.016286,,,gap180_w24,inherit,,,,
reach_back_vwap_15m,全体,15,15143,13974,0.106650,0.097627,0.083942,0.022708,0.009023,0.002377,gap180_w24,own,,,,
reach_back_vwap_15m,A1_Q1,15,5053,3905,0.032060,0.016369,0.025096,0.006964,0.015691,0.003463,gap180_w24,own,,,,Q2:差=0.029023
reach_back_vwap_15m,A1_Q2,15,5046,5025,0.102854,0.059021,0.073831,0.029023,0.043833,0.003416,gap180_w24,own,,,,Q1:差=0.006964 Q3:差=0.045599
reach_back_vwap_15m,A1_Q3,15,5044,5044,0.185170,0.128519,0.139572,0.045599,0.056652,0.003437,gap180_w24,own,,,,Q2:差=0.029023
reach_back_vwap_15m,A2_Q1,15,5048,6917,0.148177,,0.097730,0.050447,,,gap180_w24,partner_sign,,,,Q2:差=0.024214
reach_back_vwap_15m,A2_Q2,15,5047,3463,0.140876,,0.116662,0.024214,,,gap180_w24,partner_sign,,,,Q1:差=0.050447 Q3:差=0.005027
reach_back_vwap_15m,A2_Q3,15,5048,3594,0.030903,,0.025876,0.005027,,,gap180_w24,partner_sign,,,,Q2:差=0.024214
reach_back_vwap_15m,A3_Q1,15,5048,6219,0.129952,,0.077826,0.052126,,,gap180_w24,partner_sign,,,,Q2:差=0.024114
reach_back_vwap_15m,A3_Q2,15,5047,4188,0.187438,,0.163324,0.024114,,,gap180_w24,partner_sign,,,,Q1:差=0.052126 Q3:差=0.001174
reach_back_vwap_15m,A3_Q3,15,5048,3567,0.002575,,0.001402,0.001174,,,gap180_w24,partner_sign,,,,Q2:差=0.024114
reach_back_vwap_15m,A4_Q1,15,3587,4802,0.158350,,0.102041,0.056309,,,gap180_w24,partner_sign,,,,Q2:差=0.024988
reach_back_vwap_15m,A4_Q2,15,3586,2656,0.130786,,0.105798,0.024988,,,gap180_w24,partner_sign,,,,Q1:差=0.056309 Q3:差=0.007543
reach_back_vwap_15m,A4_Q3,15,3586,2427,0.035973,,0.028430,0.007543,,,gap180_w24,partner_sign,,,,Q2:差=0.024988
reach_back_vwap_15m,A5_Q1,15,3587,4430,0.158071,,0.097291,0.060780,,,gap180_w24,partner_sign,,,,Q2:差=0.021879
reach_back_vwap_15m,A5_Q2,15,3586,2896,0.160346,,0.138467,0.021879,,,gap180_w24,partner_sign,,,,Q1:差=0.060780 Q3:差=0.003566
reach_back_vwap_15m,A5_Q3,15,3586,2559,0.006693,,0.003126,0.003566,,,gap180_w24,partner_sign,,,,Q2:差=0.021879
reach_back_vwap_15m,E_Q1,15,2751,2173,0.003635,,0.026691,-0.023056,,,gap180_w24,inherit,,,,Q2:差=-0.037931
reach_back_vwap_15m,E_Q2,15,2751,2532,0.036714,,0.074645,-0.037931,,,gap180_w24,inherit,,,,Q1:差=-0.023056 Q3:差=0.161977
reach_back_vwap_15m,E_Q3,15,2751,2726,0.338059,,0.176082,0.161977,,,gap180_w24,inherit,,,,Q2:差=-0.037931
reach_back_vwap_15m,B1_Q1,15,7364,7104,0.111896,,0.086289,0.025606,,,gap180_w24,inherit,,,,Q2:差=0.019316
reach_back_vwap_15m,B1_Q2,15,2846,2656,0.108925,,0.089608,0.019316,,,gap180_w24,inherit,,,,Q1:差=0.025606 Q3:差=0.021095
reach_back_vwap_15m,B1_Q3,15,4933,4214,0.097507,,0.076412,0.021095,,,gap180_w24,inherit,,,,Q2:差=0.019316
reach_back_vwap_15m,B2_Q1,15,5088,4885,0.110259,,0.088229,0.022030,,,gap180_w24,inherit,,,,Q2:差=0.028919
reach_back_vwap_15m,B2_Q2,15,5017,4695,0.115607,,0.086688,0.028919,,,gap180_w24,inherit,,,,Q1:差=0.022030 Q3:差=0.017845
reach_back_vwap_15m,B2_Q3,15,5038,4394,0.094085,,0.076240,0.017845,,,gap180_w24,inherit,,,,Q2:差=0.028919
reach_back_vwap_15m,D_Q1,15,3640,3380,0.117582,0.088548,0.081361,0.036221,0.029035,0.004881,gap180_w24,own,,,,Q2:差=0.017244
reach_back_vwap_15m,D_Q2,15,3640,3391,0.114560,0.105740,0.097316,0.017244,0.008821,0.004569,gap180_w24,own,,,,Q1:差=0.036221 Q3:差=0.018419
reach_back_vwap_15m,D_Q3,15,3640,3274,0.097527,0.086333,0.079108,0.018419,0.011194,0.004906,gap180_w24,own,,,,Q2:差=0.017244
reach_back_vwap_15m,C_SELL,15,8569,8056,0.112732,,0.086271,0.026461,,,gap180_w24,inherit,,,,
reach_back_vwap_15m,C_BUY,15,6574,5918,0.098722,,0.080771,0.017952,,,gap180_w24,inherit,,,,
reach_back_vwap_30m,全体,30,15143,13974,0.147527,0.145414,0.125447,0.022080,0.002113,0.002823,gap180_w24,own,,,,
reach_back_vwap_30m,A1_Q1,30,5053,3905,0.049673,0.034226,0.044046,0.005627,0.015447,0.004961,gap180_w24,own,,,,Q2:差=0.034802
reach_back_vwap_30m,A1_Q2,30,5046,5025,0.148633,0.096828,0.113831,0.034802,0.051804,0.004286,gap180_w24,own,,,,Q1:差=0.005627 Q3:差=0.044409
reach_back_vwap_30m,A1_Q3,30,5044,5044,0.244449,0.185556,0.200040,0.044409,0.058893,0.003992,gap180_w24,own,,,,Q2:差=0.034802
reach_back_vwap_30m,A2_Q1,30,5048,6917,0.200277,,0.145005,0.055272,,,gap180_w24,partner_sign,,,,Q2:差=0.021022
reach_back_vwap_30m,A2_Q2,30,5047,3463,0.194571,,0.173549,0.021022,,,gap180_w24,partner_sign,,,,Q1:差=0.055272 Q3:差=0.006284
reach_back_vwap_30m,A2_Q3,30,5048,3594,0.047742,,0.041458,0.006284,,,gap180_w24,partner_sign,,,,Q2:差=0.021022
reach_back_vwap_30m,A3_Q1,30,5048,6219,0.181458,,0.123814,0.057644,,,gap180_w24,partner_sign,,,,Q2:差=0.022921
reach_back_vwap_30m,A3_Q2,30,5047,4188,0.252625,,0.229704,0.022921,,,gap180_w24,partner_sign,,,,Q1:差=0.057644 Q3:差=0.002631
reach_back_vwap_30m,A3_Q3,30,5048,3567,0.008518,,0.005887,0.002631,,,gap180_w24,partner_sign,,,,Q2:差=0.022921
reach_back_vwap_30m,A4_Q1,30,3587,4802,0.210482,,0.147230,0.063252,,,gap180_w24,partner_sign,,,,Q2:差=0.022166
reach_back_vwap_30m,A4_Q2,30,3586,2656,0.182934,,0.160768,0.022166,,,gap180_w24,partner_sign,,,,Q1:差=0.063252 Q3:差=0.007032
reach_back_vwap_30m,A4_Q3,30,3586,2427,0.056888,,0.049856,0.007032,,,gap180_w24,partner_sign,,,,Q2:差=0.022166
reach_back_vwap_30m,A5_Q1,30,3587,4430,0.212991,,0.143341,0.069650,,,gap180_w24,partner_sign,,,,Q2:差=0.016797
reach_back_vwap_30m,A5_Q2,30,3586,2896,0.222253,,0.205456,0.016797,,,gap180_w24,partner_sign,,,,Q1:差=0.069650 Q3:差=0.005289
reach_back_vwap_30m,A5_Q3,30,3586,2559,0.015059,,0.009769,0.005289,,,gap180_w24,partner_sign,,,,Q2:差=0.016797
reach_back_vwap_30m,E_Q1,30,2751,2173,0.009815,,0.042338,-0.032523,,,gap180_w24,inherit,,,,Q2:差=-0.044203
reach_back_vwap_30m,E_Q2,30,2751,2532,0.072701,,0.116904,-0.044203,,,gap180_w24,inherit,,,,Q1:差=-0.032523 Q3:差=0.169244
reach_back_vwap_30m,E_Q3,30,2751,2726,0.425663,,0.256420,0.169244,,,gap180_w24,inherit,,,,Q2:差=-0.044203
reach_back_vwap_30m,B1_Q1,30,7364,7104,0.153042,,0.128097,0.024945,,,gap180_w24,inherit,,,,Q2:差=0.017680
reach_back_vwap_30m,B1_Q2,30,2846,2656,0.152846,,0.135166,0.017680,,,gap180_w24,inherit,,,,Q1:差=0.024945 Q3:差=0.021370
reach_back_vwap_30m,B1_Q3,30,4933,4214,0.136225,,0.114855,0.021370,,,gap180_w24,inherit,,,,Q2:差=0.017680
reach_back_vwap_30m,B2_Q1,30,5088,4885,0.152319,,0.132856,0.019464,,,gap180_w24,inherit,,,,Q2:差=0.032034
reach_back_vwap_30m,B2_Q2,30,5017,4695,0.160255,,0.128222,0.032034,,,gap180_w24,inherit,,,,Q1:差=0.019464 Q3:差=0.015765
reach_back_vwap_30m,B2_Q3,30,5038,4394,0.130012,,0.114247,0.015765,,,gap180_w24,inherit,,,,Q2:差=0.032034
reach_back_vwap_30m,D_Q1,30,3640,3380,0.156593,0.129575,0.120118,0.036475,0.027018,0.005771,gap180_w24,own,,,,Q2:差=0.011455
reach_back_vwap_30m,D_Q2,30,3640,3391,0.161264,0.168212,0.149808,0.011455,-0.006948,0.005558,gap180_w24,own,,,,Q1:差=0.036475 Q3:差=0.022334
reach_back_vwap_30m,D_Q3,30,3640,3274,0.139011,0.126297,0.116677,0.022334,0.012714,0.005803,gap180_w24,own,,,,Q2:差=0.011455
reach_back_vwap_30m,C_SELL,30,8569,8056,0.156728,,0.128972,0.027756,,,gap180_w24,inherit,,,,
reach_back_vwap_30m,C_BUY,30,6574,5918,0.135534,,0.120649,0.014885,,,gap180_w24,inherit,,,,
reach_back_vwap_60m,全体,60,15143,13974,0.200423,0.214625,0.184772,0.015651,-0.014202,0.003288,gap180_w24,own,,,,
reach_back_vwap_60m,A1_Q1,60,5053,3905,0.079953,0.063244,0.079898,0.000055,0.016708,0.006642,gap180_w24,own,,,,Q2:差=0.035149
reach_back_vwap_60m,A1_Q2,60,5046,5025,0.208284,0.148078,0.173134,0.035149,0.060206,0.005148,gap180_w24,own,,,,Q1:差=0.000055 Q3:差=0.035686
reach_back_vwap_60m,A1_Q3,60,5044,5044,0.313243,0.269478,0.277557,0.035686,0.043765,0.004556,gap180_w24,own,,,,Q2:差=0.035149
reach_back_vwap_60m,A2_Q1,60,5048,6917,0.260499,,0.210207,0.050292,,,gap180_w24,partner_sign,,,,Q2:差=0.013360
reach_back_vwap_60m,A2_Q2,60,5047,3463,0.263721,,0.250361,0.013360,,,gap180_w24,partner_sign,,,,Q1:差=0.050292 Q3:差=0.004439
reach_back_vwap_60m,A2_Q3,60,5048,3594,0.077060,,0.072621,0.004439,,,gap180_w24,partner_sign,,,,Q2:差=0.013360
reach_back_vwap_60m,A3_Q1,60,5048,6219,0.242472,,0.188937,0.053535,,,gap180_w24,partner_sign,,,,Q2:差=0.022801
reach_back_vwap_60m,A3_Q2,60,5047,4188,0.337032,,0.314231,0.022801,,,gap180_w24,partner_sign,,,,Q1:差=0.053535 Q3:差=-0.003721
reach_back_vwap_60m,A3_Q3,60,5048,3567,0.021791,,0.025512,-0.003721,,,gap180_w24,partner_sign,,,,Q2:差=0.022801
reach_back_vwap_60m,A4_Q1,60,3587,4802,0.270421,,0.210954,0.059467,,,gap180_w24,partner_sign,,,,Q2:差=0.012327
reach_back_vwap_60m,A4_Q2,60,3586,2656,0.246514,,0.234187,0.012327,,,gap180_w24,partner_sign,,,,Q1:差=0.059467 Q3:差=0.007546
reach_back_vwap_60m,A4_Q3,60,3586,2427,0.091188,,0.083642,0.007546,,,gap180_w24,partner_sign,,,,Q2:差=0.012327
reach_back_vwap_60m,A5_Q1,60,3587,4430,0.272651,,0.210835,0.061816,,,gap180_w24,partner_sign,,,,Q2:差=0.020133
reach_back_vwap_60m,A5_Q2,60,3586,2896,0.305354,,0.285221,0.020133,,,gap180_w24,partner_sign,,,,Q1:差=0.061816 Q3:差=-0.000364
reach_back_vwap_60m,A5_Q3,60,3586,2559,0.030117,,0.030481,-0.000364,,,gap180_w24,partner_sign,,,,Q2:差=0.020133
reach_back_vwap_60m,E_Q1,60,2751,2173,0.017812,,0.075012,-0.057200,,,gap180_w24,inherit,,,,Q2:差=-0.040069
reach_back_vwap_60m,E_Q2,60,2751,2532,0.134497,,0.174566,-0.040069,,,gap180_w24,inherit,,,,Q1:差=-0.057200 Q3:差=0.165826
reach_back_vwap_60m,E_Q3,60,2751,2726,0.518357,,0.352531,0.165826,,,gap180_w24,inherit,,,,Q2:差=-0.040069
reach_back_vwap_60m,B1_Q1,60,7364,7104,0.213064,,0.189189,0.023874,,,gap180_w24,inherit,,,,Q2:差=0.010672
reach_back_vwap_60m,B1_Q2,60,2846,2656,0.203443,,0.192771,0.010672,,,gap180_w24,inherit,,,,Q1:差=0.023874 Q3:差=0.007527
reach_back_vwap_60m,B1_Q3,60,4933,4214,0.179809,,0.172283,0.007527,,,gap180_w24,inherit,,,,Q2:差=0.010672
reach_back_vwap_60m,B2_Q1,60,5088,4885,0.214033,,0.188127,0.025906,,,gap180_w24,inherit,,,,Q2:差=0.019823
reach_back_vwap_60m,B2_Q2,60,5017,4695,0.214072,,0.194249,0.019823,,,gap180_w24,inherit,,,,Q1:差=0.025906 Q3:差=0.002170
reach_back_vwap_60m,B2_Q3,60,5038,4394,0.173085,,0.170915,0.002170,,,gap180_w24,inherit,,,,Q2:差=0.019823
reach_back_vwap_60m,D_Q1,60,3640,3380,0.214286,0.194805,0.185503,0.028783,0.019481,0.006805,gap180_w24,own,,,,Q2:差=0.005818
reach_back_vwap_60m,D_Q2,60,3640,3391,0.221978,0.244371,0.216160,0.005818,-0.022393,0.006385,gap180_w24,own,,,,Q1:差=0.028783 Q3:差=0.018826
reach_back_vwap_60m,D_Q3,60,3640,3274,0.181319,0.183954,0.162492,0.018826,-0.002635,0.006768,gap180_w24,own,,,,Q2:差=0.005818
reach_back_vwap_60m,C_SELL,60,8569,8056,0.213444,,0.186693,0.026751,,,gap180_w24,inherit,,,,
reach_back_vwap_60m,C_BUY,60,6574,5918,0.183450,,0.182156,0.001294,,,gap180_w24,inherit,,,,
reach_back_vwap_240m,全体,240,15143,13974,0.364063,0.416421,0.373980,-0.009918,-0.052358,0.003948,gap180_w24,own,,,,
reach_back_vwap_240m,A1_Q1,240,5053,3905,0.205423,0.203869,0.239181,-0.033758,0.001553,0.010993,gap180_w24,own,,,,Q2:差=0.013323
reach_back_vwap_240m,A1_Q2,240,5046,5025,0.383472,0.350557,0.370149,0.013323,0.032915,0.006916,gap180_w24,own,,,,Q1:差=-0.033758 Q3:差=0.021412
reach_back_vwap_240m,A1_Q3,240,5044,5044,0.503569,0.479599,0.482157,0.021412,0.023969,0.005130,gap180_w24,own,,,,Q2:差=0.013323
reach_back_vwap_240m,A2_Q1,240,5048,6917,0.425515,,0.407402,0.018113,,,gap180_w24,partner_sign,,,,Q2:差=-0.019335
reach_back_vwap_240m,A2_Q2,240,5047,3463,0.461462,,0.480797,-0.019335,,,gap180_w24,partner_sign,,,,Q1:差=0.018113 Q3:差=-0.001504
reach_back_vwap_240m,A2_Q3,240,5048,3594,0.205230,,0.206733,-0.001504,,,gap180_w24,partner_sign,,,,Q2:差=-0.019335
reach_back_vwap_240m,A3_Q1,240,5048,6219,0.401149,,0.396205,0.004944,,,gap180_w24,partner_sign,,,,Q2:差=0.015732
reach_back_vwap_240m,A3_Q2,240,5047,4188,0.567070,,0.551337,0.015732,,,gap180_w24,partner_sign,,,,Q1:差=0.004944 Q3:差=-0.002988
reach_back_vwap_240m,A3_Q3,240,5048,3567,0.124010,,0.126997,-0.002988,,,gap180_w24,partner_sign,,,,Q2:差=0.015732
reach_back_vwap_240m,A4_Q1,240,3587,4802,0.435461,,0.406497,0.028964,,,gap180_w24,partner_sign,,,,Q2:差=-0.029819
reach_back_vwap_240m,A4_Q2,240,3586,2656,0.423871,,0.453690,-0.029819,,,gap180_w24,partner_sign,,,,Q1:差=0.028964 Q3:差=-0.013462
reach_back_vwap_240m,A4_Q3,240,3586,2427,0.229225,,0.242686,-0.013462,,,gap180_w24,partner_sign,,,,Q2:差=-0.029819
reach_back_vwap_240m,A5_Q1,240,3587,4430,0.420686,,0.417381,0.003304,,,gap180_w24,partner_sign,,,,Q2:差=0.006529
reach_back_vwap_240m,A5_Q2,240,3586,2896,0.540714,,0.534185,0.006529,,,gap180_w24,partner_sign,,,,Q1:差=0.003304 Q3:差=-0.009611
reach_back_vwap_240m,A5_Q3,240,3586,2559,0.127161,,0.136772,-0.009611,,,gap180_w24,partner_sign,,,,Q2:差=0.006529
reach_back_vwap_240m,E_Q1,240,2751,2173,0.097783,,0.182237,-0.084454,,,gap180_w24,inherit,,,,Q2:差=-0.044590
reach_back_vwap_240m,E_Q2,240,2751,2532,0.351145,,0.395735,-0.044590,,,gap180_w24,inherit,,,,Q1:差=-0.084454 Q3:差=0.096111
reach_back_vwap_240m,E_Q3,240,2751,2726,0.720102,,0.623991,0.096111,,,gap180_w24,inherit,,,,Q2:差=-0.044590
reach_back_vwap_240m,B1_Q1,240,7364,7104,0.389870,,0.381898,0.007972,,,gap180_w24,inherit,,,,Q2:差=-0.001117
reach_back_vwap_240m,B1_Q2,240,2846,2656,0.373507,,0.374623,-0.001117,,,gap180_w24,inherit,,,,Q1:差=0.007972 Q3:差=-0.040139
reach_back_vwap_240m,B1_Q3,240,4933,4214,0.320089,,0.360228,-0.040139,,,gap180_w24,inherit,,,,Q2:差=-0.001117
reach_back_vwap_240m,B2_Q1,240,5088,4885,0.387775,,0.383828,0.003947,,,gap180_w24,inherit,,,,Q2:差=0.002990
reach_back_vwap_240m,B2_Q2,240,5017,4695,0.388081,,0.385091,0.002990,,,gap180_w24,inherit,,,,Q1:差=0.003947 Q3:差=-0.034964
reach_back_vwap_240m,B2_Q3,240,5038,4394,0.316197,,0.351161,-0.034964,,,gap180_w24,inherit,,,,Q2:差=0.002990
reach_back_vwap_240m,D_Q1,240,3640,3380,0.373626,0.406434,0.378402,-0.004776,-0.032808,0.008440,gap180_w24,own,,,,Q2:差=-0.040517
reach_back_vwap_240m,D_Q2,240,3640,3391,0.399176,0.461589,0.439693,-0.040517,-0.062414,0.007408,gap180_w24,own,,,,Q1:差=-0.004776 Q3:差=0.010242
reach_back_vwap_240m,D_Q3,240,3640,3274,0.334615,0.358145,0.324374,0.010242,-0.023530,0.008375,gap180_w24,own,,,,Q2:差=-0.040517
reach_back_vwap_240m,C_SELL,240,8569,8056,0.374840,,0.376614,-0.001774,,,gap180_w24,inherit,,,,
reach_back_vwap_240m,C_BUY,240,6574,5918,0.350015,,0.370395,-0.020380,,,gap180_w24,inherit,,,,
reach_back_node_1m,全体,1,15143,13974,0.093244,0.128736,0.075569,0.017675,-0.035492,0.002682,gap180_w24,own,,,,
reach_back_node_1m,A1_Q1,1,5053,3905,0.003958,0.000000,0.001024,0.002934,0.003958,0.000000,gap180_w24,own,,,,Q2:差=0.021962
