観測量,群,h,n1,n2,実群,対照(i),対照(ii),差(ii),差(i),対照(i)SE,走行,対照(ii)の軸の作り方,MDE(参考。族の α に入らない),MDEとの比較,検出力,隣の分位
reach_back_vwap_15m,D_Q3,15,5987,4781,0.095707,0.081754,0.074043,0.021664,0.013954,0.003851,gap30_w24,own,,,,Q2:差=0.027116
reach_back_vwap_15m,C_SELL,15,14509,12609,0.115239,,0.082877,0.032362,,,gap30_w24,inherit,,,,
reach_back_vwap_15m,C_BUY,15,10834,8638,0.097932,,0.080458,0.017474,,,gap30_w24,inherit,,,,
reach_back_vwap_30m,全体,30,25343,21247,0.147457,0.144189,0.123217,0.024239,0.003268,0.002203,gap30_w24,own,,,,
reach_back_vwap_30m,A1_Q1,30,8471,4673,0.043678,0.025941,0.038519,0.005159,0.017737,0.004600,gap30_w24,own,,,,Q2:差=0.044511
reach_back_vwap_30m,A1_Q2,30,8427,8163,0.142637,0.080411,0.098126,0.044511,0.062226,0.003183,gap30_w24,own,,,,Q1:差=0.005159 Q3:差=0.061739
reach_back_vwap_30m,A1_Q3,30,8445,8411,0.256365,0.180035,0.194626,0.061739,0.076329,0.002953,gap30_w24,own,,,,Q2:差=0.044511
reach_back_vwap_30m,A2_Q1,30,8448,11260,0.224313,,0.149023,0.075290,,,gap30_w24,partner_sign,,,,Q2:差=0.031486
reach_back_vwap_30m,A2_Q2,30,8447,5580,0.174855,,0.143369,0.031486,,,gap30_w24,partner_sign,,,,Q1:差=0.075290 Q3:差=0.011438
reach_back_vwap_30m,A2_Q3,30,8448,4407,0.043205,,0.031768,0.011438,,,gap30_w24,partner_sign,,,,Q2:差=0.031486
reach_back_vwap_30m,A3_Q1,30,8448,10289,0.277344,,0.180581,0.096763,,,gap30_w24,partner_sign,,,,Q2:差=0.037260
reach_back_vwap_30m,A3_Q2,30,8447,6506,0.151770,,0.114510,0.037260,,,gap30_w24,partner_sign,,,,Q1:差=0.096763 Q3:差=0.009888
reach_back_vwap_30m,A3_Q3,30,8448,4452,0.013258,,0.003369,0.009888,,,gap30_w24,partner_sign,,,,Q2:差=0.037260
reach_back_vwap_30m,A4_Q1,30,5908,7744,0.235613,,0.142304,0.093309,,,gap30_w24,partner_sign,,,,Q2:差=0.019146
reach_back_vwap_30m,A4_Q2,30,5908,4085,0.167739,,0.148592,0.019146,,,gap30_w24,partner_sign,,,,Q1:差=0.093309 Q3:差=0.003904
reach_back_vwap_30m,A4_Q3,30,5908,3024,0.047224,,0.043320,0.003904,,,gap30_w24,partner_sign,,,,Q2:差=0.019146
reach_back_vwap_30m,A5_Q1,30,5908,7163,0.280467,,0.171716,0.108751,,,gap30_w24,partner_sign,,,,Q2:差=0.022224
reach_back_vwap_30m,A5_Q2,30,5908,4566,0.151659,,0.129435,0.022224,,,gap30_w24,partner_sign,,,,Q1:差=0.108751 Q3:差=0.012368
reach_back_vwap_30m,A5_Q3,30,5908,3124,0.018450,,0.006082,0.012368,,,gap30_w24,partner_sign,,,,Q2:差=0.022224
reach_back_vwap_30m,E_Q1,30,4657,2859,0.013957,,0.040923,-0.026966,,,gap30_w24,inherit,,,,Q2:差=-0.042329
reach_back_vwap_30m,E_Q2,30,4656,3907,0.053909,,0.096238,-0.042329,,,gap30_w24,inherit,,,,Q1:差=-0.026966 Q3:差=0.171168
reach_back_vwap_30m,E_Q3,30,4657,4558,0.412283,,0.241115,0.171168,,,gap30_w24,inherit,,,,Q2:差=-0.042329
reach_back_vwap_30m,B1_Q1,30,15652,14036,0.153782,,0.127743,0.026039,,,gap30_w24,inherit,,,,Q2:差=0.027772
reach_back_vwap_30m,B1_Q2,30,4628,3776,0.150389,,0.122617,0.027772,,,gap30_w24,inherit,,,,Q1:差=0.026039 Q3:差=0.019836
reach_back_vwap_30m,B1_Q3,30,5063,3435,0.125222,,0.105386,0.019836,,,gap30_w24,inherit,,,,Q2:差=0.027772
reach_back_vwap_30m,B2_Q1,30,8636,7715,0.154470,,0.128321,0.026148,,,gap30_w24,inherit,,,,Q2:差=0.030576
reach_back_vwap_30m,B2_Q2,30,8312,7105,0.155558,,0.124982,0.030576,,,gap30_w24,inherit,,,,Q1:差=0.026148 Q3:差=0.017082
reach_back_vwap_30m,B2_Q3,30,8395,6427,0.132222,,0.115139,0.017082,,,gap30_w24,inherit,,,,Q2:差=0.030576
reach_back_vwap_30m,D_Q1,30,5990,4752,0.157763,0.122008,0.120160,0.037603,0.035755,0.004566,gap30_w24,own,,,,Q2:差=0.020799
reach_back_vwap_30m,D_Q2,30,5991,5570,0.164246,0.161840,0.143447,0.020799,0.002406,0.004169,gap30_w24,own,,,,Q1:差=0.037603 Q3:差=0.027616
reach_back_vwap_30m,D_Q3,30,5987,4781,0.135961,0.118878,0.108346,0.027616,0.017083,0.004548,gap30_w24,own,,,,Q2:差=0.020799
reach_back_vwap_30m,C_SELL,30,14509,12609,0.157764,,0.125307,0.032457,,,gap30_w24,inherit,,,,
reach_back_vwap_30m,C_BUY,30,10834,8638,0.133653,,0.120167,0.013487,,,gap30_w24,inherit,,,,
reach_back_vwap_60m,全体,60,25343,21247,0.196465,0.212271,0.180731,0.015733,-0.015807,0.002565,gap30_w24,own,,,,
reach_back_vwap_60m,A1_Q1,60,8471,4673,0.069767,0.055230,0.072330,-0.002563,0.014537,0.006611,gap30_w24,own,,,,Q2:差=0.045452
reach_back_vwap_60m,A1_Q2,60,8427,8163,0.196867,0.125205,0.151415,0.045452,0.071662,0.003874,gap30_w24,own,,,,Q1:差=-0.002563 Q3:差=0.053741
reach_back_vwap_60m,A1_Q3,60,8445,8411,0.323150,0.260898,0.269409,0.053741,0.062252,0.003375,gap30_w24,own,,,,Q2:差=0.045452
reach_back_vwap_60m,A2_Q1,60,8448,11260,0.284091,,0.213410,0.070681,,,gap30_w24,partner_sign,,,,Q2:差=0.024977
reach_back_vwap_60m,A2_Q2,60,8447,5580,0.239493,,0.214516,0.024977,,,gap30_w24,partner_sign,,,,Q1:差=0.070681 Q3:差=0.011356
reach_back_vwap_60m,A2_Q3,60,8448,4407,0.065814,,0.054459,0.011356,,,gap30_w24,partner_sign,,,,Q2:差=0.024977
reach_back_vwap_60m,A3_Q1,60,8448,10289,0.332268,,0.245311,0.086957,,,gap30_w24,partner_sign,,,,Q2:差=0.039086
reach_back_vwap_60m,A3_Q2,60,8447,6506,0.230141,,0.191054,0.039086,,,gap30_w24,partner_sign,,,,Q1:差=0.086957 Q3:差=0.010592
reach_back_vwap_60m,A3_Q3,60,8448,4452,0.026989,,0.016397,0.010592,,,gap30_w24,partner_sign,,,,Q2:差=0.039086
reach_back_vwap_60m,A4_Q1,60,5908,7744,0.292823,,0.208419,0.084404,,,gap30_w24,partner_sign,,,,Q2:差=0.009600
reach_back_vwap_60m,A4_Q2,60,5908,4085,0.226980,,0.217381,0.009600,,,gap30_w24,partner_sign,,,,Q1:差=0.084404 Q3:差=0.005546
reach_back_vwap_60m,A4_Q3,60,5908,3024,0.075322,,0.069775,0.005546,,,gap30_w24,partner_sign,,,,Q2:差=0.009600
reach_back_vwap_60m,A5_Q1,60,5908,7163,0.338693,,0.243194,0.095499,,,gap30_w24,partner_sign,,,,Q2:差=0.026307
reach_back_vwap_60m,A5_Q2,60,5908,4566,0.224949,,0.198642,0.026307,,,gap30_w24,partner_sign,,,,Q1:差=0.095499 Q3:差=0.010996
reach_back_vwap_60m,A5_Q3,60,5908,3124,0.031483,,0.020487,0.010996,,,gap30_w24,partner_sign,,,,Q2:差=0.026307
reach_back_vwap_60m,E_Q1,60,4657,2859,0.024909,,0.074502,-0.049593,,,gap30_w24,inherit,,,,Q2:差=-0.040537
reach_back_vwap_60m,E_Q2,60,4656,3907,0.103308,,0.143844,-0.040537,,,gap30_w24,inherit,,,,Q1:差=-0.049593 Q3:差=0.157072
reach_back_vwap_60m,E_Q3,60,4657,4558,0.495598,,0.338526,0.157072,,,gap30_w24,inherit,,,,Q2:差=-0.040537
reach_back_vwap_60m,B1_Q1,60,15652,14036,0.206172,,0.187304,0.018868,,,gap30_w24,inherit,,,,Q2:差=0.023256
reach_back_vwap_60m,B1_Q2,60,4628,3776,0.198574,,0.175318,0.023256,,,gap30_w24,inherit,,,,Q1:差=0.018868 Q3:差=0.004702
reach_back_vwap_60m,B1_Q3,60,5063,3435,0.164527,,0.159825,0.004702,,,gap30_w24,inherit,,,,Q2:差=0.023256
reach_back_vwap_60m,B2_Q1,60,8636,7715,0.207156,,0.187557,0.019599,,,gap30_w24,inherit,,,,Q2:差=0.027531
reach_back_vwap_60m,B2_Q2,60,8312,7105,0.209937,,0.182407,0.027531,,,gap30_w24,inherit,,,,Q1:差=0.019599 Q3:差=0.001440
reach_back_vwap_60m,B2_Q3,60,8395,6427,0.172126,,0.170686,0.001440,,,gap30_w24,inherit,,,,Q2:差=0.027531
reach_back_vwap_60m,D_Q1,60,5990,4752,0.208681,0.188753,0.183502,0.025179,0.019928,0.005459,gap30_w24,own,,,,Q2:差=0.011930
reach_back_vwap_60m,D_Q2,60,5991,5570,0.219830,0.235008,0.207899,0.011930,-0.015178,0.004800,gap30_w24,own,,,,Q1:差=0.025179 Q3:差=0.018089
reach_back_vwap_60m,D_Q3,60,5987,4781,0.176215,0.175750,0.158126,0.018089,0.000465,0.005349,gap30_w24,own,,,,Q2:差=0.011930
reach_back_vwap_60m,C_SELL,60,14509,12609,0.208767,,0.183202,0.025564,,,gap30_w24,inherit,,,,
reach_back_vwap_60m,C_BUY,60,10834,8638,0.179989,,0.177124,0.002865,,,gap30_w24,inherit,,,,
reach_back_vwap_240m,全体,240,25343,21247,0.348735,0.410541,0.364993,-0.016257,-0.061805,0.003085,gap30_w24,own,,,,
reach_back_vwap_240m,A1_Q1,240,8471,4673,0.183922,0.185774,0.216349,-0.032428,-0.001852,0.011255,gap30_w24,own,,,,Q2:差=0.018389
reach_back_vwap_240m,A1_Q2,240,8427,8163,0.359440,0.320548,0.341051,0.018389,0.038892,0.005463,gap30_w24,own,,,,Q1:差=-0.032428 Q3:差=0.032563
reach_back_vwap_240m,A1_Q3,240,8445,8411,0.503375,0.465210,0.470812,0.032563,0.038165,0.003834,gap30_w24,own,,,,Q2:差=0.018389
reach_back_vwap_240m,A2_Q1,240,8448,11260,0.442116,,0.412700,0.029417,,,gap30_w24,partner_sign,,,,Q2:差=0.001985
reach_back_vwap_240m,A2_Q2,240,8447,5580,0.433527,,0.431541,0.001985,,,gap30_w24,partner_sign,,,,Q1:差=0.029417 Q3:差=0.011735
reach_back_vwap_240m,A2_Q3,240,8448,4407,0.170573,,0.158838,0.011735,,,gap30_w24,partner_sign,,,,Q2:差=0.001985
reach_back_vwap_240m,A3_Q1,240,8448,10289,0.471117,,0.441151,0.029967,,,gap30_w24,partner_sign,,,,Q2:差=0.025719
reach_back_vwap_240m,A3_Q2,240,8447,6506,0.455783,,0.430065,0.025719,,,gap30_w24,partner_sign,,,,Q1:差=0.029967 Q3:差=0.025428
reach_back_vwap_240m,A3_Q3,240,8448,4452,0.119318,,0.093890,0.025428,,,gap30_w24,partner_sign,,,,Q2:差=0.025719
reach_back_vwap_240m,A4_Q1,240,5908,7744,0.455823,,0.409220,0.046603,,,gap30_w24,partner_sign,,,,Q2:差=-0.014594
reach_back_vwap_240m,A4_Q2,240,5908,4085,0.403521,,0.418115,-0.014594,,,gap30_w24,partner_sign,,,,Q1:差=0.046603 Q3:差=-0.011469
reach_back_vwap_240m,A4_Q3,240,5908,3024,0.190251,,0.201720,-0.011469,,,gap30_w24,partner_sign,,,,Q2:差=-0.014594
reach_back_vwap_240m,A5_Q1,240,5908,7163,0.479181,,0.442831,0.036350,,,gap30_w24,partner_sign,,,,Q2:差=0.014566
reach_back_vwap_240m,A5_Q2,240,5908,4566,0.451930,,0.437363,0.014566,,,gap30_w24,partner_sign,,,,Q1:差=0.036350 Q3:差=0.016691
reach_back_vwap_240m,A5_Q3,240,5908,3124,0.118483,,0.101793,0.016691,,,gap30_w24,partner_sign,,,,Q2:差=0.014566
reach_back_vwap_240m,E_Q1,240,4657,2859,0.099205,,0.174886,-0.075681,,,gap30_w24,inherit,,,,Q2:差=-0.040216
reach_back_vwap_240m,E_Q2,240,4656,3907,0.297895,,0.338111,-0.040216,,,gap30_w24,inherit,,,,Q1:差=-0.075681 Q3:差=0.093274
reach_back_vwap_240m,E_Q3,240,4657,4558,0.695512,,0.602238,0.093274,,,gap30_w24,inherit,,,,Q2:差=-0.040216
reach_back_vwap_240m,B1_Q1,240,15652,14036,0.368260,,0.372400,-0.004140,,,gap30_w24,inherit,,,,Q2:差=-0.004043
reach_back_vwap_240m,B1_Q2,240,4628,3776,0.344209,,0.348252,-0.004043,,,gap30_w24,inherit,,,,Q1:差=-0.004140 Q3:差=-0.060615
reach_back_vwap_240m,B1_Q3,240,5063,3435,0.292514,,0.353130,-0.060615,,,gap30_w24,inherit,,,,Q2:差=-0.004043
reach_back_vwap_240m,B2_Q1,240,8636,7715,0.368805,,0.376669,-0.007864,,,gap30_w24,inherit,,,,Q2:差=0.003106
reach_back_vwap_240m,B2_Q2,240,8312,7105,0.368624,,0.365517,0.003106,,,gap30_w24,inherit,,,,Q1:差=-0.007864 Q3:差=-0.041999
reach_back_vwap_240m,B2_Q3,240,8395,6427,0.308398,,0.350397,-0.041999,,,gap30_w24,inherit,,,,Q2:差=0.003106
reach_back_vwap_240m,D_Q1,240,5990,4752,0.359766,0.391710,0.371002,-0.011235,-0.031944,0.006810,gap30_w24,own,,,,Q2:差=-0.024318
reach_back_vwap_240m,D_Q2,240,5991,5570,0.388249,0.448872,0.412567,-0.024318,-0.060623,0.005631,gap30_w24,own,,,,Q1:差=-0.011235 Q3:差=-0.002837
reach_back_vwap_240m,D_Q3,240,5987,4781,0.321363,0.349526,0.324200,-0.002837,-0.028163,0.006701,gap30_w24,own,,,,Q2:差=-0.024318
reach_back_vwap_240m,C_SELL,240,14509,12609,0.359087,,0.367833,-0.008745,,,gap30_w24,inherit,,,,
reach_back_vwap_240m,C_BUY,240,10834,8638,0.334872,,0.360847,-0.025976,,,gap30_w24,inherit,,,,
reach_back_node_1m,全体,1,25343,21247,0.096003,0.134002,0.075917,0.020086,-0.037999,0.002136,gap30_w24,own,,,,
reach_back_node_1m,A1_Q1,1,8471,4673,0.002715,0.000000,0.001498,0.001217,0.002715,0.000000,gap30_w24,own,,,,Q2:差=0.013194
reach_back_node_1m,A1_Q2,1,8427,8163,0.020055,0.004247,0.006860,0.013194,0.015808,0.000761,gap30_w24,own,,,,Q1:差=0.001217 Q3:差=0.081082
