観測量,群,h,n1,n2,実群,対照(i),対照(ii),差(ii),差(i),対照(i)SE,走行,対照(ii)の軸の作り方,MDE(参考。族の α に入らない),MDEとの比較,検出力,隣の分位
reach_back_vwap_1m,全体,1,15143,13868,0.039490,0.032008,0.026464,0.013026,0.007482,0.001410,gap180_w8,own,0.008833,≥,,
reach_back_vwap_1m,A1_Q1,1,5079,3821,0.006104,0.001742,0.003926,0.002178,0.004361,0.001742,gap180_w8,own,0.008295,<,,Q2:差=0.014545
reach_back_vwap_1m,A1_Q2,1,5132,5115,0.035464,0.016643,0.020919,0.014545,0.018821,0.001959,gap180_w8,own,0.016868,<,,Q1:差=0.002178 Q3:差=0.028386
reach_back_vwap_1m,A1_Q3,1,4932,4932,0.078062,0.039721,0.049676,0.028386,0.038341,0.001884,gap180_w8,own,0.018902,≥,,Q2:差=0.014545
reach_back_vwap_1m,A2_Q1,1,5048,8236,0.079239,,0.033390,0.045849,,,gap180_w8,partner_sign,0.015367,≥,,Q2:差=0.005993
reach_back_vwap_1m,A2_Q2,1,5047,2981,0.032495,,0.026501,0.005993,,,gap180_w8,partner_sign,0.021111,<,,Q1:差=0.045849 Q3:差=0.001832
reach_back_vwap_1m,A2_Q3,1,5048,2651,0.006735,,0.004904,0.001832,,,gap180_w8,partner_sign,0.000000,≥,,Q2:差=0.005993
reach_back_vwap_1m,A3_Q1,1,5048,7681,0.116680,,0.047520,0.069160,,,gap180_w8,partner_sign,0.024601,≥,,Q2:差=0.001252
reach_back_vwap_1m,A3_Q2,1,5047,3765,0.001783,,0.000531,0.001252,,,gap180_w8,partner_sign,0.000000,≥,,Q1:差=0.069160 Q3:差=0.000000
reach_back_vwap_1m,A3_Q3,1,5048,2422,0.000000,,0.000000,0.000000,,,gap180_w8,partner_sign,0.000000,≥,,Q2:差=0.001252
reach_back_vwap_1m,A4_Q1,1,3596,5757,0.073971,,0.027271,0.046700,,,gap180_w8,partner_sign,0.014625,≥,,Q2:差=0.001057
reach_back_vwap_1m,A4_Q2,1,3596,2321,0.033370,,0.032314,0.001057,,,gap180_w8,partner_sign,0.026174,<,,Q1:差=0.046700 Q3:差=0.000659
reach_back_vwap_1m,A4_Q3,1,3596,1824,0.007786,,0.007127,0.000659,,,gap180_w8,partner_sign,0.013062,<,,Q2:差=0.001057
reach_back_vwap_1m,A5_Q1,1,3596,5520,0.105395,,0.038768,0.066627,,,gap180_w8,partner_sign,0.026719,≥,,Q2:差=-0.001748
reach_back_vwap_1m,A5_Q2,1,3596,2630,0.008899,,0.010646,-0.001748,,,gap180_w8,partner_sign,0.009177,<,,Q1:差=0.066627 Q3:差=-0.000878
reach_back_vwap_1m,A5_Q3,1,3596,1752,0.000834,,0.001712,-0.000878,,,gap180_w8,partner_sign,0.000000,≥,,Q2:差=-0.001748
reach_back_vwap_1m,E_Q1,1,3158,2568,0.000950,,0.012850,-0.011900,,,gap180_w8,inherit,0.000000,≥,,Q2:差=-0.012629
reach_back_vwap_1m,E_Q2,1,3157,2907,0.002851,,0.015480,-0.012629,,,gap180_w8,inherit,0.011507,≥,,Q1:差=-0.011900 Q3:差=0.072644
reach_back_vwap_1m,E_Q3,1,3157,3141,0.114032,,0.041388,0.072644,,,gap180_w8,inherit,0.026034,≥,,Q2:差=-0.012629
reach_back_vwap_1m,B1_Q1,1,7364,7040,0.044677,,0.027415,0.017262,,,gap180_w8,inherit,0.013445,≥,,Q2:差=0.015522
reach_back_vwap_1m,B1_Q2,1,2846,2633,0.042867,,0.027345,0.015522,,,gap180_w8,inherit,0.015316,≥,,Q1:差=0.017262 Q3:差=0.005485
reach_back_vwap_1m,B1_Q3,1,4933,4195,0.029799,,0.024315,0.005485,,,gap180_w8,inherit,0.016233,<,,Q2:差=0.015522
reach_back_vwap_1m,B2_Q1,1,5088,4832,0.042256,,0.026697,0.015559,,,gap180_w8,inherit,0.011806,≥,,Q2:差=0.013492
reach_back_vwap_1m,B2_Q2,1,5017,4620,0.039466,,0.025974,0.013492,,,gap180_w8,inherit,0.017189,<,,Q1:差=0.015559 Q3:差=0.010000
reach_back_vwap_1m,B2_Q3,1,5038,4416,0.036721,,0.026721,0.010000,,,gap180_w8,inherit,0.016910,<,,Q2:差=0.013492
reach_back_vwap_1m,D_Q1,1,3640,3260,0.042857,0.031877,0.032209,0.010649,0.010980,0.003019,gap180_w8,own,0.020869,<,,Q2:差=0.009258
reach_back_vwap_1m,D_Q2,1,3640,3628,0.034341,0.033333,0.025083,0.009258,0.001007,0.002667,gap180_w8,own,0.015335,<,,Q1:差=0.010649 Q3:差=0.019659
reach_back_vwap_1m,D_Q3,1,3640,3148,0.036813,0.031117,0.017154,0.019659,0.005697,0.003033,gap180_w8,own,0.017005,≥,,Q2:差=0.009258
reach_back_vwap_1m,C_SELL,1,8569,7962,0.044346,,0.029515,0.014831,,,gap180_w8,inherit,0.010784,≥,,
reach_back_vwap_1m,C_BUY,1,6574,5906,0.033161,,0.022350,0.010811,,,gap180_w8,inherit,0.014482,<,,
reach_back_vwap_5m,全体,5,15143,13868,0.086641,0.096087,0.066268,0.020373,-0.009447,0.002360,gap180_w8,own,0.015704,≥,,
reach_back_vwap_5m,A1_Q1,5,5079,3821,0.016342,0.008711,0.010468,0.005873,0.007631,0.003882,gap180_w8,own,0.011637,<,,Q2:差=0.029837
reach_back_vwap_5m,A1_Q2,5,5132,5115,0.081255,0.054149,0.051417,0.029837,0.027106,0.003465,gap180_w8,own,0.026461,≥,,Q1:差=0.005873 Q3:差=0.039740
reach_back_vwap_5m,A1_Q3,5,4932,4932,0.164639,0.117395,0.124899,0.039740,0.047244,0.003105,gap180_w8,own,0.035269,≥,,Q2:差=0.029837
reach_back_vwap_5m,A2_Q1,5,5048,8236,0.164818,,0.082807,0.082011,,,gap180_w8,partner_sign,0.029243,≥,,Q2:差=0.011371
reach_back_vwap_5m,A2_Q2,5,5047,2981,0.078462,,0.067092,0.011371,,,gap180_w8,partner_sign,0.027404,<,,Q1:差=0.082011 Q3:差=0.002683
reach_back_vwap_5m,A2_Q3,5,5048,2651,0.016640,,0.013957,0.002683,,,gap180_w8,partner_sign,0.010474,<,,Q2:差=0.011371
reach_back_vwap_5m,A3_Q1,5,5048,7681,0.231973,,0.110532,0.121441,,,gap180_w8,partner_sign,0.035080,≥,,Q2:差=0.008553
reach_back_vwap_5m,A3_Q2,5,5047,3765,0.027145,,0.018592,0.008553,,,gap180_w8,partner_sign,0.009944,<,,Q1:差=0.121441 Q3:差=0.000792
reach_back_vwap_5m,A3_Q3,5,5048,2422,0.000792,,0.000000,0.000792,,,gap180_w8,partner_sign,0.000000,≥,,Q2:差=0.008553
reach_back_vwap_5m,A4_Q1,5,3596,5757,0.152948,,0.074171,0.078777,,,gap180_w8,partner_sign,0.031786,≥,,Q2:差=0.000116
reach_back_vwap_5m,A4_Q2,5,3596,2321,0.075083,,0.074968,0.000116,,,gap180_w8,partner_sign,0.043569,<,,Q1:差=0.078777 Q3:差=0.006046
reach_back_vwap_5m,A4_Q3,5,3596,1824,0.020300,,0.014254,0.006046,,,gap180_w8,partner_sign,0.013062,<,,Q2:差=0.000116
reach_back_vwap_5m,A5_Q1,5,3596,5520,0.204950,,0.096920,0.108030,,,gap180_w8,partner_sign,0.039966,≥,,Q2:差=0.007753
reach_back_vwap_5m,A5_Q2,5,3596,2630,0.038932,,0.031179,0.007753,,,gap180_w8,partner_sign,0.025614,<,,Q1:差=0.108030 Q3:差=-0.001258
reach_back_vwap_5m,A5_Q3,5,3596,1752,0.004449,,0.005708,-0.001258,,,gap180_w8,partner_sign,0.000000,≥,,Q2:差=0.007753
reach_back_vwap_5m,E_Q1,5,3158,2568,0.004433,,0.026869,-0.022436,,,gap180_w8,inherit,0.020499,≥,,Q2:差=-0.024890
reach_back_vwap_5m,E_Q2,5,3157,2907,0.017422,,0.042312,-0.024890,,,gap180_w8,inherit,0.019579,≥,,Q1:差=-0.022436 Q3:差=0.122321
reach_back_vwap_5m,E_Q3,5,3157,3141,0.236934,,0.114613,0.122321,,,gap180_w8,inherit,0.045963,≥,,Q2:差=-0.024890
reach_back_vwap_5m,B1_Q1,5,7364,7040,0.100760,,0.072159,0.028601,,,gap180_w8,inherit,0.025753,≥,,Q2:差=0.024133
reach_back_vwap_5m,B1_Q2,5,2846,2633,0.091356,,0.067224,0.024133,,,gap180_w8,inherit,0.030347,<,,Q1:差=0.028601 Q3:差=0.007061
reach_back_vwap_5m,B1_Q3,5,4933,4195,0.062842,,0.055781,0.007061,,,gap180_w8,inherit,0.021972,<,,Q2:差=0.024133
reach_back_vwap_5m,B2_Q1,5,5088,4832,0.095519,,0.072434,0.023085,,,gap180_w8,inherit,0.027350,<,,Q2:差=0.019138
reach_back_vwap_5m,B2_Q2,5,5017,4620,0.087104,,0.067965,0.019138,,,gap180_w8,inherit,0.028208,<,,Q1:差=0.023085 Q3:差=0.019469
reach_back_vwap_5m,B2_Q3,5,5038,4416,0.077213,,0.057745,0.019469,,,gap180_w8,inherit,0.025043,<,,Q2:差=0.019138
reach_back_vwap_5m,D_Q1,5,3640,3260,0.093407,0.086777,0.073313,0.020094,0.006630,0.004837,gap180_w8,own,0.035775,<,,Q2:差=0.011595
reach_back_vwap_5m,D_Q2,5,3640,3628,0.077747,0.108168,0.066152,0.011595,-0.030421,0.004615,gap180_w8,own,0.034038,<,,Q1:差=0.020094 Q3:差=0.025144
reach_back_vwap_5m,D_Q3,5,3640,3148,0.076923,0.090299,0.051779,0.025144,-0.013376,0.005007,gap180_w8,own,0.026979,<,,Q2:差=0.011595
reach_back_vwap_5m,C_SELL,5,8569,7962,0.095577,,0.073474,0.022103,,,gap180_w8,inherit,0.020767,≥,,
reach_back_vwap_5m,C_BUY,5,6574,5906,0.074992,,0.056553,0.018440,,,gap180_w8,inherit,0.023968,<,,
reach_back_vwap_15m,全体,15,15143,13868,0.153074,0.188262,0.136285,0.016789,-0.035188,0.003131,gap180_w8,own,0.021440,<,,
reach_back_vwap_15m,A1_Q1,15,5079,3821,0.038590,0.043554,0.037425,0.001166,-0.004964,0.008526,gap180_w8,own,0.024425,<,,Q2:差=0.026882
