table_id	file	A	B
current_1	表_t3iayt.md	new_impl	current_impl
current_2	表_e7a6km.md	current_impl	new_impl
survey_1	表_daka83.md	new_impl	survey_best
survey_2	表_v1fm0q.md	survey_best	new_impl
mutant_1	表_z7pngl.md	new_impl	mutant
mutant_2	表_n4uatt.md	mutant	new_impl
