scene	viewpoint	kind	class_1	detail_1	digest_1	class_2	detail_2	digest_2	repro	secs_1	secs_2
v5-reject-qa	V5	能力	正解と一致	変形を拒んだ: PathRefused: 'backtest_data/qa_known_answer_synth/executions_20260105.csv' refused (written path backtest_data/qa_known_answer_synth/executions_20260105.csv): synthetic known-answer data (qa_*): component 'qa_known_answer_synth'	b287fe1d62647747	正解と一致	変形を拒んだ: PathRefused: 'backtest_data/qa_known_answer_synth/executions_20260105.csv' refused (written path backtest_data/qa_known_answer_synth/executions_20260105.csv): synthetic known-answer data (qa_*): component 'qa_known_answer_synth'	b287fe1d62647747	2 回の実行で同じ	0.001	0.001
v5-reject-o3c	V5	能力	正解と一致	変形を拒んだ: PathRefused: 'backtest_data/o3c_signal_synth/executions_20260105.csv' refused (written path backtest_data/o3c_signal_synth/executions_20260105.csv): research intermediate (o3c_*): component 'o3c_signal_synth'	b287fe1d62647747	正解と一致	変形を拒んだ: PathRefused: 'backtest_data/o3c_signal_synth/executions_20260105.csv' refused (written path backtest_data/o3c_signal_synth/executions_20260105.csv): research intermediate (o3c_*): component 'o3c_signal_synth'	b287fe1d62647747	2 回の実行で同じ	0.001	0.001
v5-reject-phase2-runs	V5	能力	正解と一致	変形を拒んだ: PathRefused: 'backtest_data/phase2_runs/unit_synth/executions_20260105.csv' refused (written path backtest_data/phase2_runs/unit_synth/executions_20260105.csv): research run outputs (phase2_runs): component 'phase2_runs'	b287fe1d62647747	正解と一致	変形を拒んだ: PathRefused: 'backtest_data/phase2_runs/unit_synth/executions_20260105.csv' refused (written path backtest_data/phase2_runs/unit_synth/executions_20260105.csv): research run outputs (phase2_runs): component 'phase2_runs'	b287fe1d62647747	2 回の実行で同じ	0.001	0.001
v5-reject-dotdot	V5	能力	正解と一致	変形を拒んだ: PathRefused: 'backtest_data/bf_exec_synth_20260105/../qa_known_answer_synth/executions_20260105.csv' refused (written path backtest_data/qa_known_answer_synth/executions_20260105.csv): synthetic known-answer data (qa_*): component 'qa_known_answer_synth'	b287fe1d62647747	正解と一致	変形を拒んだ: PathRefused: 'backtest_data/bf_exec_synth_20260105/../qa_known_answer_synth/executions_20260105.csv' refused (written path backtest_data/qa_known_answer_synth/executions_20260105.csv): synthetic known-answer data (qa_*): component 'qa_known_answer_synth'	b287fe1d62647747	2 回の実行で同じ	0.002	0.001
v5-reject-symlink	V5	能力	正解と一致	変形を拒んだ: PathRefused: 'backtest_data/bf_exec_link_synth/executions_20260105.csv' refused (real path backtest_data/qa_known_answer_synth/executions_20260105.csv): synthetic known-answer data (qa_*): component 'qa_known_answer_synth'	b287fe1d62647747	正解と一致	変形を拒んだ: PathRefused: 'backtest_data/bf_exec_link_synth/executions_20260105.csv' refused (real path backtest_data/qa_known_answer_synth/executions_20260105.csv): synthetic known-answer data (qa_*): component 'qa_known_answer_synth'	b287fe1d62647747	2 回の実行で同じ	0.002	0.001
v5-seal-boundary	V5	値	正解と一致	変形を拒んだ: SealedRangeError: 'backtest_data/bf_exec_sealtest_20260105/trades.csv': range end 1767596400000000001 ns is after the seal cutoff 1767596400000000000 ns (unit SYNTH-UNIT); the half-open range would reach sealed rows	ba7e2547661802b3	正解と一致	変形を拒んだ: SealedRangeError: 'backtest_data/bf_exec_sealtest_20260105/trades.csv': range end 1767596400000000001 ns is after the seal cutoff 1767596400000000000 ns (unit SYNTH-UNIT); the half-open range would reach sealed rows	ba7e2547661802b3	2 回の実行で同じ	0.002	0.002
v5-sealed-window	V5	能力	正解と一致	変形を拒んだ: SealedRangeError: 'backtest_data/bf_exec_sealtest_20260105/trades.csv': range end 1767603600000000001 ns is after the seal cutoff 1767596400000000000 ns (unit SYNTH-UNIT); the half-open range would reach sealed rows	833d403a74edf6d8	正解と一致	変形を拒んだ: SealedRangeError: 'backtest_data/bf_exec_sealtest_20260105/trades.csv': range end 1767603600000000001 ns is after the seal cutoff 1767596400000000000 ns (unit SYNTH-UNIT); the half-open range would reach sealed rows	833d403a74edf6d8	2 回の実行で同じ	0.004	0.002
v6-split	V6	値	正解と一致		1f1cf3ef00d0ff69	正解と一致		1f1cf3ef00d0ff69	2 回の実行で同じ	0.0	0.0
v6-reverse-split	V6	値	正解と一致		d523cbe479438cb0	正解と一致		d523cbe479438cb0	2 回の実行で同じ	0.0	0.0
v6-point-in-time	V6	値	正解と一致		f6eb8cd41a689ec5	正解と一致		f6eb8cd41a689ec5	2 回の実行で同じ	0.0	0.0
v6-code-change	V6	値	正解と一致		4c50f31192183bce	正解と一致		4c50f31192183bce	2 回の実行で同じ	0.0	0.0
v6-universe-survivorship	V6	能力	正解と一致		11c168fdb1ae11c7	正解と一致		11c168fdb1ae11c7	2 回の実行で同じ	0.0	0.0
v7-bars-from-trades	V7	値	正解と一致		fecdf26058b799fa	正解と一致		fecdf26058b799fa	2 回の実行で同じ	0.001	0.001
v7-rule-integer	V7	値	正解と一致		a66025b1545d00d5	正解と一致		a66025b1545d00d5	2 回の実行で同じ	0.001	0.001
v7-rule-fractional	V7	値	正解と一致		a6d06eadccc7b3ec	正解と一致		a6d06eadccc7b3ec	2 回の実行で同じ	0.001	0.001
v7-speed	V7	能力	正解と一致		e49601102a48a90e	正解と一致		e49601102a48a90e	2 回の実行で同じ	1.695	1.828
