入る位置,入る条件,出口,損切り,総収支_bp,中央値_入った本のみ,p25,p75,中央値_0含む,負の割合,日等重み平均,日クラスタSE,入った本数,日数,建玉の回数,前半の前_総収支_bp,前半の後_総収支_bp,合計保有時間_時間,保有1時間あたりの収支_bp/h,同時建玉の最大_本,平均保有秒,欠測,条件で外れた本数,空の理由
2件目以降だけ,材料14≥p90,連鎖の終わり+d,なし,80.399290,3.522487,-13.695554,22.483331,0.000000,0.435294,-2.153266,4.984899,85,42,85,-201.429164,281.828454,1.995124,40.297882,1,84.499388,0,3813,
2件目以降だけ,材料14≥p90,連鎖の終わり+d,含み損20bp,-697.042729,-15.157656,-24.512186,8.429996,0.000000,0.670588,-7.848790,3.375750,85,42,85,-402.838061,-294.204668,0.964788,-722.482960,1,40.861600,0,3813,
2件目以降だけ,材料14≥p90,連鎖の終わり+d,含み損50bp,-798.113435,-2.815099,-38.117963,19.928570,0.000000,0.529412,-9.863074,3.279265,85,42,85,-354.419765,-443.693669,1.492731,-534.666578,1,63.221553,0,3813,
2件目以降だけ,材料14≥p90,最後のプリント+300秒+d,なし,1590.431741,14.146390,-15.671143,40.053752,0.000000,0.411765,10.348888,7.392517,85,42,85,-2.538508,1592.970249,7.666559,207.450527,3,324.701329,0,3813,
2件目以降だけ,材料14≥p90,最後のプリント+300秒+d,含み損20bp,-678.536622,-19.361870,-25.752344,-6.471839,0.000000,0.776471,-8.164907,4.217974,85,42,85,-391.130756,-287.405866,2.655729,-255.499179,2,112.477941,0,3813,
2件目以降だけ,材料14≥p90,最後のプリント+300秒+d,含み損50bp,-561.614613,-7.357272,-50.032628,26.471899,0.000000,0.588235,-9.112508,4.779518,85,42,85,-457.617004,-103.997610,5.088680,-110.365487,2,215.520553,0,3813,
2件目以降だけ,材料14≥p90,入ってから300秒+d,なし,1432.046496,14.495545,-13.496678,41.324742,0.000000,0.376471,8.451291,7.145295,85,42,85,-38.554416,1470.600912,7.091184,201.947457,2,300.332482,0,3813,
2件目以降だけ,材料14≥p90,入ってから300秒+d,含み損20bp,-713.632808,-19.361870,-25.752344,-6.818445,0.000000,0.776471,-8.862517,4.236336,85,42,85,-404.652178,-308.980629,2.623106,-272.056459,2,111.096235,0,3813,
2件目以降だけ,材料14≥p90,入ってから300秒+d,含み損50bp,-621.727610,-9.362631,-50.032628,26.777062,0.000000,0.588235,-10.025241,4.856225,85,42,85,-474.468075,-147.259535,4.839724,-128.463454,2,204.976529,0,3813,
2件目以降だけ,材料15≥p75,連鎖の終わり+d,なし,199.373059,1.892653,-5.538395,9.339474,0.000000,0.437500,-0.179524,0.654367,944,212,944,262.449356,-63.076297,21.472184,9.285178,1,81.885447,0,2954,
2件目以降だけ,材料15≥p75,連鎖の終わり+d,含み損20bp,-1423.918602,0.393888,-11.022843,8.346797,0.000000,0.491525,-1.753186,0.607799,944,212,944,-341.055453,-1082.863149,16.548644,-86.044430,1,63.109234,0,2954,
2件目以降だけ,材料15≥p75,連鎖の終わり+d,含み損50bp,-848.603275,1.711644,-6.208757,9.211568,0.000000,0.444915,-0.898839,0.693525,944,212,944,212.288682,-1060.891958,19.992191,-42.446737,1,76.241406,0,2954,
2件目以降だけ,材料15≥p75,最後のプリント+300秒+d,なし,1820.524372,4.239407,-9.771418,17.861397,0.000000,0.422669,1.772804,1.027338,944,212,944,974.023291,846.501081,84.554684,21.530734,3,322.454304,0,2954,
2件目以降だけ,材料15≥p75,最後のプリント+300秒+d,含み損20bp,-453.641344,-0.882633,-21.248716,14.948853,0.000000,0.515890,-0.679463,0.831550,944,212,944,-146.743619,-306.897725,60.313399,-7.521402,2,230.008727,0,2954,
2件目以降だけ,材料15≥p75,最後のプリント+300秒+d,含み損50bp,-366.205422,3.197951,-12.352967,17.011569,0.000000,0.444915,-0.156522,1.042327,944,212,944,580.250066,-946.455487,76.705807,-4.774155,3,292.522145,0,2954,
2件目以降だけ,材料15≥p75,入ってから300秒+d,なし,1797.576368,3.931416,-9.582898,18.062525,0.000000,0.425847,1.757575,1.001816,944,212,944,1077.307024,720.269344,78.942342,22.770751,3,301.051303,0,2954,
2件目以降だけ,材料15≥p75,入ってから300秒+d,含み損20bp,-494.650272,-1.095597,-21.096032,14.612896,0.000000,0.516949,-0.757313,0.843419,944,212,944,-234.569493,-260.080779,58.388270,-8.471741,2,222.667130,0,2954,
2件目以降だけ,材料15≥p75,入ってから300秒+d,含み損50bp,-198.123746,2.820242,-11.902559,17.454213,0.000000,0.448093,-0.091263,1.029455,944,212,944,560.453186,-758.576933,72.671650,-2.726287,3,277.137648,0,2954,
2件目以降だけ,材料15≥p90,連鎖の終わり+d,なし,7.561905,1.118317,-5.580021,9.747342,0.000000,0.464072,0.937636,1.046921,334,160,334,34.402819,-26.840914,7.471007,1.012167,1,80.525820,0,3564,
2件目以降だけ,材料15≥p90,連鎖の終わり+d,含み損20bp,-374.360714,0.094398,-8.226740,8.631471,0.000000,0.500000,-0.540831,0.916124,334,160,334,-158.119285,-216.241429,6.028416,-62.099349,1,64.976940,0,3564,
2件目以降だけ,材料15≥p90,連鎖の終わり+d,含み損50bp,-388.634579,0.929628,-6.157458,9.257133,0.000000,0.473054,-0.517079,1.075828,334,160,334,56.288279,-444.922858,6.972707,-55.736543,1,75.154925,0,3564,
2件目以降だけ,材料15≥p90,最後のプリント+300秒+d,なし,1001.804722,2.722930,-11.776136,18.825886,0.000000,0.467066,4.102529,1.649991,334,160,334,465.850122,535.954600,29.786104,33.633292,2,321.047826,0,3564,
2件目以降だけ,材料15≥p90,最後のプリント+300秒+d,含み損20bp,5.692502,-1.670454,-20.952339,15.915495,0.000000,0.532934,0.473839,1.325271,334,160,334,18.758782,-13.066280,22.173190,0.256729,2,238.992470,0,3564,
2件目以降だけ,材料15≥p90,最後のプリント+300秒+d,含み損50bp,-128.611841,1.518590,-13.424771,17.592797,0.000000,0.488024,0.485374,1.565704,334,160,334,273.260127,-401.871968,27.154783,-4.736250,2,292.686284,0,3564,
2件目以降だけ,材料15≥p90,入ってから300秒+d,なし,896.696591,1.969656,-9.713277,18.385285,0.000000,0.473054,4.030230,1.408328,334,160,334,393.498718,503.197873,27.921054,32.115427,2,300.945497,0,3564,
2件目以降だけ,材料15≥p90,入ってから300秒+d,含み損20bp,26.123890,-1.825330,-20.514064,16.064621,0.000000,0.538922,0.731303,1.301815,334,160,334,18.413533,7.710357,21.409661,1.220192,2,230.762808,0,3564,
2件目以降だけ,材料15≥p90,入ってから300秒+d,含み損50bp,14.625020,0.625423,-12.060634,17.448142,0.000000,0.494012,0.949689,1.507557,334,160,334,250.549886,-235.924866,25.779740,0.567307,2,277.865464,0,3564,
3件目以降だけ,なし,連鎖の終わり+d,なし,1429.216332,1.828640,-6.150992,9.595786,0.000000,0.432137,0.556348,0.429780,2284,216,2284,1003.201990,426.014342,52.497250,27.224594,1,82.745227,0,0,
3件目以降だけ,なし,連鎖の終わり+d,含み損20bp,-3773.028012,0.280903,-13.223890,8.400960,0.000000,0.490368,-1.316169,0.392166,2284,216,2284,-882.469520,-2890.558492,39.577457,-95.332754,1,62.381281,0,0,
3件目以降だけ,なし,連鎖の終わり+d,含み損50bp,-1460.391810,1.728958,-6.667032,9.379809,0.000000,0.438704,-0.223871,0.385969,2284,216,2284,391.373187,-1851.764997,48.885688,-29.873607,1,77.052747,0,0,
3件目以降だけ,なし,最後のプリント+300秒+d,なし,4113.496964,4.341536,-11.539882,18.027067,0.000000,0.421191,3.379964,0.774807,2284,216,2284,2270.101584,1843.395380,204.956053,20.070141,4,323.048069,0,0,
3件目以降だけ,なし,最後のプリント+300秒+d,含み損20bp,-3966.520731,-3.178099,-21.646723,13.818508,0.000000,0.543783,-0.185007,0.545760,2284,216,2284,-846.860120,-3119.660611,140.928351,-28.145655,3,222.128750,0,0,
3件目以降だけ,なし,最後のプリント+300秒+d,含み損50bp,-885.426879,3.083309,-14.696428,16.775212,0.000000,0.444396,1.541955,0.696322,2284,216,2284,1322.594152,-2208.021030,185.770788,-4.766233,3,292.808597,0,0,
3件目以降だけ,なし,入ってから300秒+d,なし,4096.893666,4.226389,-11.152855,17.384777,0.000000,0.422504,3.325058,0.736497,2284,216,2284,2548.737017,1548.156649,190.786208,21.473741,4,300.713812,0,0,
3件目以降だけ,なし,入ってから300秒+d,含み損20bp,-3718.992867,-2.660250,-21.382952,13.815115,0.000000,0.538091,-0.085499,0.541584,2284,216,2284,-661.781023,-3057.211844,136.703550,-27.204801,3,215.469693,0,0,
3件目以降だけ,なし,入ってから300秒+d,含み損50bp,-900.376984,3.033135,-14.670020,16.465298,0.000000,0.445271,1.584587,0.675103,2284,216,2284,1410.592495,-2310.969479,175.985200,-5.116209,3,277.384728,0,0,
3件目以降だけ,材料12≥p75,連鎖の終わり+d,なし,478.654761,2.383887,-5.458066,9.724218,0.000000,0.406897,-0.278485,0.830072,580,186,580,241.734424,236.920336,13.215004,36.220554,1,82.024162,0,1704,
3件目以降だけ,材料12≥p75,連鎖の終わり+d,含み損20bp,-689.392743,1.140325,-11.511680,8.860038,0.000000,0.463793,-1.780920,0.639473,580,186,580,-212.516218,-476.876525,10.097331,-68.274750,1,62.673088,0,1704,
3件目以降だけ,材料12≥p75,連鎖の終わり+d,含み損50bp,-265.287653,2.231956,-5.926560,9.476264,0.000000,0.415517,-0.951482,0.801642,580,186,580,87.730137,-353.017790,12.402974,-21.389035,1,76.983979,0,1704,
3件目以降だけ,材料12≥p75,最後のプリント+300秒+d,なし,1526.045986,6.151595,-10.061862,19.938249,0.000000,0.391379,2.500580,1.571571,580,186,580,704.399608,821.646378,51.924820,29.389529,3,322.291984,0,1704,
3件目以降だけ,材料12≥p75,最後のプリント+300秒+d,含み損20bp,-202.381835,-1.501200,-20.403509,15.223585,0.000000,0.517241,-0.491235,1.081573,580,186,580,177.386914,-379.768750,36.340049,-5.569113,2,225.558924,0,1704,
3件目以降だけ,材料12≥p75,最後のプリント+300秒+d,含み損50bp,143.662568,4.521645,-13.129170,18.644146,0.000000,0.424138,0.065580,1.357041,580,186,580,500.704524,-357.041956,47.136655,3.047789,3,292.572340,0,1704,
3件目以降だけ,材料12≥p75,入ってから300秒+d,なし,1459.610137,5.568303,-9.517707,19.478467,0.000000,0.396552,2.518997,1.408667,580,186,580,824.001752,635.608385,48.444257,30.129684,3,300.688490,0,1704,
3件目以降だけ,材料12≥p75,入ってから300秒+d,含み損20bp,-139.375965,-1.042012,-20.209771,14.920454,0.000000,0.512069,-0.423817,1.073942,580,186,580,156.178850,-295.554815,35.259923,-3.952815,2,218.854697,0,1704,
3件目以降だけ,材料12≥p75,入ってから300秒+d,含み損50bp,266.868346,4.522282,-13.038683,17.631356,0.000000,0.424138,0.330184,1.303097,580,186,580,563.952706,-297.084361,44.601051,5.983454,3,276.834109,0,1704,
3件目以降だけ,材料12≥p90,連鎖の終わり+d,なし,-106.303999,1.769369,-6.102422,9.303779,0.000000,0.431624,-1.853541,1.383123,234,126,234,-75.197055,-31.106944,5.444241,-19.525954,1,83.757551,0,2050,
3件目以降だけ,材料12≥p90,連鎖の終わり+d,含み損20bp,-419.227839,0.158896,-10.082516,8.214819,0.000000,0.487179,-2.852738,1.155659,234,126,234,-135.193030,-284.034809,4.208136,-99.623165,1,64.740556,0,2050,
3件目以降だけ,材料12≥p90,連鎖の終わり+d,含み損50bp,-209.470833,1.769369,-6.660290,9.303779,0.000000,0.431624,-2.298665,1.358335,234,126,234,-67.002248,-142.468585,5.118010,-40.928182,1,78.738611,0,2050,
3件目以降だけ,材料12≥p90,最後のプリント+300秒+d,なし,-421.770586,3.043381,-13.140193,17.177194,0.000000,0.444444,-1.405441,2.601368,234,126,234,-22.559623,-399.210963,21.064943,-20.022394,1,324.076047,0,2050,
3件目以降だけ,材料12≥p90,最後のプリント+300秒+d,含み損20bp,-567.311140,-4.440608,-21.431672,13.306618,0.000000,0.564103,-3.129167,1.524813,234,126,234,-199.573338,-367.737803,14.536865,-39.025687,1,223.644077,0,2050,
3件目以降だけ,材料12≥p90,最後のプリント+300秒+d,含み損50bp,-336.349952,2.141308,-14.961322,16.719547,0.000000,0.465812,-2.673679,2.084588,234,126,234,-76.552673,-259.797279,19.124008,-17.587838,1,294.215509,0,2050,
3件目以降だけ,材料12≥p90,入ってから300秒+d,なし,-311.216686,3.321852,-12.291262,17.611741,0.000000,0.448718,-0.975117,2.609296,234,126,234,81.680848,-392.897534,19.537516,-15.929184,1,300.577162,0,2050,
3件目以降だけ,材料12≥p90,入ってから300秒+d,含み損20bp,-528.355264,-4.440608,-21.328931,12.927102,0.000000,0.555556,-3.025215,1.507014,234,126,234,-183.649092,-344.706172,14.111976,-37.440203,1,217.107329,0,2050,
3件目以降だけ,材料12≥p90,入ってから300秒+d,含み損50bp,-182.452374,2.614696,-14.876631,17.212433,0.000000,0.461538,-1.918264,2.025413,234,126,234,-1.139436,-181.312937,18.043532,-10.111788,1,277.592799,0,2050,
3件目以降だけ,材料14≥p75,連鎖の終わり+d,なし,1538.431018,4.613554,-7.069881,18.153069,0.000000,0.389694,2.706804,1.259153,621,165,621,381.115094,1157.315924,14.550654,105.729335,1,84.351620,0,1663,
3件目以降だけ,材料14≥p75,連鎖の終わり+d,含み損20bp,-1272.717299,-1.388855,-20.413527,13.820438,0.000000,0.524960,-0.707008,0.948733,621,165,621,-315.344460,-957.372838,8.628999,-147.493047,1,50.023180,0,1663,
3件目以降だけ,材料14≥p75,連鎖の終わり+d,含み損50bp,-182.042717,3.903686,-10.419273,17.689966,0.000000,0.412238,0.799329,1.060668,621,165,621,159.022314,-341.065032,12.424889,-14.651457,1,72.028340,0,1663,
3件目以降だけ,材料14≥p75,最後のプリント+300秒+d,なし,3186.477988,8.377958,-13.528736,26.288632,0.000000,0.389694,7.062803,2.182213,621,165,621,793.282769,2393.195219,56.005340,56.895967,3,324.668636,0,1663,
3件目以降だけ,材料14≥p75,最後のプリント+300秒+d,含み損20bp,-1421.074807,-14.378651,-23.124865,16.253663,0.000000,0.611916,0.060778,1.208552,621,165,621,-304.612705,-1116.462103,30.146124,-47.139553,2,174.760140,0,1663,
3件目以降だけ,材料14≥p75,最後のプリント+300秒+d,含み損50bp,-124.196152,4.580646,-29.173900,24.420967,0.000000,0.452496,3.196362,1.755085,621,165,621,607.058231,-731.254382,45.708615,-2.717128,3,264.977477,0,1663,
3件目以降だけ,材料14≥p75,入ってから300秒+d,なし,3266.334280,8.054023,-13.701764,26.533231,0.000000,0.397746,6.847023,1.986303,621,165,621,1033.608092,2232.726188,51.848096,62.998153,3,300.568673,0,1663,
3件目以降だけ,材料14≥p75,入ってから300秒+d,含み損20bp,-1367.415498,-14.042442,-23.066547,15.926839,0.000000,0.608696,0.134901,1.215685,621,165,621,-236.433343,-1130.982155,29.458272,-46.418728,2,170.772591,0,1663,
3件目以降だけ,材料14≥p75,入ってから300秒+d,含み損50bp,-166.233839,4.681634,-30.144291,25.165845,0.000000,0.458937,2.982214,1.735510,621,165,621,617.249329,-783.483168,43.696203,-3.804309,3,253.311319,0,1663,
3件目以降だけ,材料14≥p90,連鎖の終わり+d,なし,662.681822,9.045176,-7.957062,22.148813,0.000000,0.361538,4.991224,4.101853,130,66,130,-152.751913,815.433735,2.999353,220.941607,1,83.059000,0,2154,
3件目以降だけ,材料14≥p90,連鎖の終わり+d,含み損20bp,-437.166679,-8.095588,-23.528523,13.351852,0.000000,0.576923,-0.582637,2.197683,130,66,130,-119.126683,-318.039996,1.468481,-297.699843,1,40.665638,0,2154,
3件目以降だけ,材料14≥p90,連鎖の終わり+d,含み損50bp,-124.091318,8.380129,-26.521485,19.505015,0.000000,0.423077,0.733592,2.539290,130,66,130,-129.996622,5.905304,2.278435,-54.463401,1,63.095123,0,2154,
3件目以降だけ,材料14≥p90,最後のプリント+300秒+d,なし,1807.593697,10.909111,-12.730053,33.570598,0.000000,0.392308,8.572858,6.688408,130,66,130,-299.580468,2107.174164,11.671817,154.868239,3,323.219538,0,2154,
3件目以降だけ,材料14≥p90,最後のプリント+300秒+d,含み損20bp,-536.897256,-17.657667,-25.068751,11.045092,0.000000,0.669231,-1.707418,2.687981,130,66,130,-172.130404,-364.766852,4.926482,-108.981884,2,136.425646,0,2154,
3件目以降だけ,材料14≥p90,最後のプリント+300秒+d,含み損50bp,-355.362571,-5.000253,-46.361657,26.052018,0.000000,0.546154,-2.488083,3.684732,130,66,130,-362.783404,7.420833,8.172585,-43.482274,2,226.317731,0,2154,
3件目以降だけ,材料14≥p90,入ってから300秒+d,なし,1801.330683,10.822421,-13.348338,39.563510,0.000000,0.361538,9.225412,6.359500,130,66,130,-230.214987,2031.545670,10.844489,166.105632,2,300.308923,0,2154,
3件目以降だけ,材料14≥p90,入ってから300秒+d,含み損20bp,-504.201272,-17.067157,-24.876621,11.027864,0.000000,0.669231,-1.263784,2.720282,130,66,130,-154.098664,-350.102608,4.836102,-104.257778,2,133.922831,0,2154,
3件目以降だけ,材料14≥p90,入ってから300秒+d,含み損50bp,-264.351408,-2.878666,-45.577292,26.188725,0.000000,0.523077,-1.375899,3.746791,130,66,130,-321.705025,57.353617,7.840962,-33.714156,2,217.134323,0,2154,
3件目以降だけ,材料15≥p75,連鎖の終わり+d,なし,1103.544626,3.557674,-5.389684,12.513303,0.000000,0.389734,1.920292,0.937634,526,185,526,828.497079,275.047547,11.842456,93.185450,1,81.051032,0,1758,
3件目以降だけ,材料15≥p75,連鎖の終わり+d,含み損20bp,-580.548922,1.139347,-16.278160,10.255902,0.000000,0.480989,-0.538135,0.839984,526,185,526,185.392235,-765.941157,8.368971,-69.369213,1,57.278127,0,1758,
3件目以降だけ,材料15≥p75,連鎖の終わり+d,含み損50bp,310.198692,3.396465,-6.824894,11.993334,0.000000,0.401141,0.741229,0.923936,526,185,526,772.026947,-461.828255,10.729774,28.910087,1,73.435713,0,1758,
3件目以降だけ,材料15≥p75,最後のプリント+300秒+d,なし,2839.966488,7.482671,-9.209947,21.699285,0.000000,0.365019,5.076429,1.527811,526,185,526,1411.855439,1428.111050,46.964399,60.470624,3,321.429344,0,1758,
3件目以降だけ,材料15≥p75,最後のプリント+300秒+d,含み損20bp,-217.823787,-1.588259,-22.017426,16.648643,0.000000,0.522814,0.625840,1.150982,526,185,526,321.344812,-539.168599,30.086434,-7.239934,2,205.914755,0,1758,
3件目以降だけ,材料15≥p75,最後のプリント+300秒+d,含み損50bp,573.112744,6.120038,-16.316879,20.338260,0.000000,0.403042,1.956894,1.520398,526,185,526,1321.962042,-748.849298,41.338530,13.863888,3,282.925302,0,1758,
3件目以降だけ,材料15≥p75,入ってから300秒+d,なし,2665.820689,6.859565,-9.319360,21.619889,0.000000,0.368821,4.853871,1.362006,526,185,526,1414.939034,1250.881654,43.959593,60.642525,3,300.864133,0,1758,
3件目以降だけ,材料15≥p75,入ってから300秒+d,含み損20bp,-213.882786,-1.702966,-21.890414,16.709682,0.000000,0.520913,0.637598,1.145082,526,185,526,324.721394,-538.604180,29.318832,-7.295065,2,200.661207,0,1758,
3件目以降だけ,材料15≥p75,入ってから300秒+d,含み損50bp,535.176214,5.500389,-16.391372,20.685467,0.000000,0.404943,1.897881,1.507748,526,185,526,1279.319976,-744.143762,39.423399,13.575091,3,269.817937,0,1758,
3件目以降だけ,材料15≥p90,連鎖の終わり+d,なし,125.292040,2.941890,-5.117772,11.511776,0.000000,0.396341,0.245177,1.710666,164,106,164,226.030934,-100.738894,3.692081,33.935348,1,81.045671,0,2120,
3件目以降だけ,材料15≥p90,連鎖の終わり+d,含み損20bp,-399.487557,-0.139779,-16.189975,9.837597,0.000000,0.500000,-2.472681,1.556526,164,106,164,74.645582,-474.133139,2.620477,-152.448415,1,57.522665,0,2120,
3件目以降だけ,材料15≥p90,連鎖の終わり+d,含み損50bp,-26.162240,2.154903,-5.772464,11.140285,0.000000,0.414634,-0.959941,1.760013,164,106,164,210.697076,-236.859316,3.337834,-7.838089,1,73.269530,0,2120,
3件目以降だけ,材料15≥p90,最後のプリント+300秒+d,なし,959.115189,7.333056,-14.080570,20.376569,0.000000,0.365854,6.099467,3.201133,164,106,164,420.345972,538.769217,14.633745,65.541335,2,321.228549,0,2120,
3件目以降だけ,材料15≥p90,最後のプリント+300秒+d,含み損20bp,-286.990720,-1.553614,-22.168695,14.786938,0.000000,0.518293,-0.665917,1.948688,164,106,164,41.457518,-328.448238,9.531952,-30.108285,1,209.237963,0,2120,
3件目以降だけ,材料15≥p90,最後のプリント+300秒+d,含み損50bp,132.886654,5.535687,-16.912881,18.034481,0.000000,0.402439,1.108843,2.412629,164,106,164,338.873009,-205.986355,12.945318,10.265229,2,284.165524,0,2120,
3件目以降だけ,材料15≥p90,入ってから300秒+d,なし,721.400840,6.767669,-10.101279,19.497860,0.000000,0.359756,4.959456,2.430324,164,106,164,373.066862,348.333977,13.700869,52.653656,2,300.750780,0,2120,
3件目以降だけ,材料15≥p90,入ってから300秒+d,含み損20bp,-274.389810,-1.442792,-22.168695,14.607249,0.000000,0.512195,-0.652029,1.917061,164,106,164,41.575131,-315.964941,9.331107,-29.405924,1,204.829171,0,2120,
3件目以降だけ,材料15≥p90,入ってから300秒+d,含み損50bp,149.874307,5.352225,-16.470526,17.751074,0.000000,0.390244,1.129728,2.397299,164,106,164,325.559242,-175.684935,12.380825,12.105357,2,271.774213,0,2120,
