draw,seconds,max_mean_net_bps_full,max_sharpe_full,min_n_full,max_mean_net_bps_train,max_sharpe_train,min_n_train,max_mean_net_bps_val,max_sharpe_val,min_n_val
18,5.0744495129999905,-0.061439255220710025,-0.015208338569742783,2730,0.5142736885615522,0.13555050972537222,2104,-2.9563058309604298,-0.6521151386939505,445
19,5.453513451999925,-3.122120486202751,-1.3619077806855515,2463,-2.972280272091401,-1.4549180606938095,2055,-3.0447150747331695,-1.0885832847236874,408
20,5.982129422000071,-3.161396608523179,-1.6395088894281018,2680,-2.8761068788988426,-1.5061202601246702,1967,-3.392394518465354,-1.8078747985627033,434
21,5.24469990700004,-2.8326432096073026,-1.471891614915431,2641,-2.1953083985230992,-1.1422306383058949,2245,-3.4245461606925662,-1.2746364085968644,396
22,5.487486506000096,-3.073792034922924,-1.7569675617745986,2623,-3.0592216156481444,-1.9317696669423465,2025,-1.1162917545670448,-0.37393198026418983,493
23,5.291002975000083,-3.3168527827251615,-1.074124854585875,2525,-3.19351364439029,-1.1304864002027097,2030,-1.5842205459706467,-0.4001470234878507,495
24,5.401011692000111,-2.8248026692984465,-1.1087844999986107,2514,-2.1687158691085515,-1.0443200261963885,2032,-1.178132499027576,-0.2814857320642131,444
25,5.347978891000139,-1.747868818550111,-0.5574837211146387,2544,-2.0671184599849344,-0.7269787848626101,2107,0.3971540916783044,0.07047125074619903,400
26,5.300266339000018,-2.781944853116861,-1.0993844028713275,2628,-2.45819372274234,-1.4090227036976912,2167,2.130892910138493,0.3727321440858047,411
27,5.22774910399994,-2.9927451716436715,-1.2278231037922058,2579,-2.332610258514187,-1.1539910005556486,1912,-3.4804044004979136,-1.7248958068779643,392
28,5.207166970000117,-2.7658405106056283,-1.6421218119338217,2535,-2.9860026230102514,-1.8649581604778211,2012,-0.047118124480077406,-0.010819561812080082,523
29,4.921698189000153,-3.057816185286995,-1.5156329596975835,2530,-2.7060450924063777,-1.425688317028693,2010,-3.0376267977822766,-0.9664463069654187,520
30,5.097180888999901,-2.9688481886740807,-1.5146336542175645,2788,-2.418842994594745,-1.5019113952962477,1969,-3.065318235967101,-0.6325204629797381,462
31,4.944830068000101,-3.2112904337339896,-1.2707135750881753,2755,-3.073829132352399,-1.4909618137745293,1979,-0.6889297160993303,-0.20890840271922617,371
32,5.039906183000085,-3.1164545498397365,-1.2842708538102736,2589,-3.16100195709594,-1.225981753048591,2030,-2.651332065452816,-1.2030260019319547,482
33,4.935377289000144,-3.0258470581838792,-1.7238967903809586,2774,-2.7225104889282252,-1.6837023520251324,2106,-3.248848728419879,-1.68899587883853,403
34,5.200303485999939,-2.821792980195374,-1.1433241105916074,2681,-2.798619936737374,-1.147944046276869,2099,-2.4166000565258314,-0.5501990065868481,446
35,5.483697292999977,-2.8063297881467446,-1.5689588904866005,2646,-2.842578102084579,-1.3003005619182872,2058,-2.4056557022259266,-0.45022220329948326,342
36,5.18604488699998,-3.0682302777945405,-0.6394489525070745,2700,-3.1614934655360627,-0.9507768108137078,2176,3.5428788995429144,0.7258224205333913,398
37,5.184401366999964,-3.1826162764027823,-1.2458589043971455,2685,-3.245815732930936,-1.2234580935489239,2048,-2.3992970331565115,-0.7736804000161446,505
38,5.267327801999954,-2.681665073929645,-1.3571220243582482,2686,-2.127249420246575,-0.8492193038159771,1991,-3.468452434762536,-1.3026845403320753,405
39,5.3518094609999025,-3.418225061902827,-1.4746672082142784,2727,-3.397311035034534,-1.5299553448305268,2007,-3.187022765582311,-1.4191577487431655,454
40,5.258613333000085,-3.074368576982694,-1.341637345405,2530,-2.7256804116194697,-1.506986116593111,2070,-0.5291310712542675,-0.24909574740042065,430
41,5.5431265709999025,-3.235894109157607,-1.306018212615131,2583,-2.8870577528590844,-1.5869830440399049,2135,2.065695816322656,0.4581961118522306,448
42,5.537346262000028,-2.608072060933725,-0.9889787180390264,2492,-1.995447068716469,-0.7350103006814481,2073,-2.1963278259300605,-1.0924344562500574,401
43,5.5391079129999525,-3.0307624722948905,-1.436440587406553,2454,-2.796139955284317,-1.0241170155596524,1948,-3.051004434201524,-1.7531506862592892,506
44,5.549178288999883,-2.5241302050717556,-1.2503821683592369,2810,-2.68708230074454,-1.4233151193798808,2062,-1.5311028027466798,-0.30770133221300444,375
45,5.653744815999971,-1.9842250687181404,-0.4151570857201464,2736,-1.758861042813331,-0.4901861311473478,1861,-0.9237890876941698,-0.17206152938643512,444
46,5.666513596999948,-2.622760052021682,-0.6286229684514951,2944,-1.4625181370882838,-0.37914070035900843,1947,-3.244556899888598,-1.5393195284003613,364
47,5.580395758000122,-3.3601504666744852,-1.4667841321102952,2529,-3.517545475071545,-1.513854983131778,2100,-2.998983248460261,-0.6550871796061238,396
48,5.696311480000077,-3.1662969895621536,-0.7982437924580912,2709,-3.1593658370320035,-0.8500611944577493,1989,-0.7686778736286247,-0.26187395037765365,362
49,5.931835068000055,-2.833857854069953,-1.0183062620594276,2475,-2.415422008220297,-1.006012107537307,2048,-2.7487046840593674,-0.8906770980858064,427
50,7.17692030000012,-3.150173676606376,-1.4258223650151332,2632,-2.9559840875724452,-1.3323586151898497,2153,-2.7734177184217557,-1.5686960492329192,449
51,7.938463809000041,-2.331900185791094,-0.7828929204316694,2815,-2.0357878630150843,-0.9348456566723714,1973,-1.3098354053994279,-0.2413811540846291,347
52,5.522171200999992,-3.02248202280749,-0.9916039481837937,2369,-2.9148402596149268,-1.0906772528741784,1968,-1.5833084909306463,-0.3582004090957065,401
53,6.335557245000018,-2.953666678266376,-1.4537406854077415,2574,-2.7758910770258125,-1.9340265919690671,2027,2.0729046891546745,0.46912153293588804,471
54,7.640352757000073,-3.0669428739155378,-0.8149006398552144,2805,-2.8139091879528615,-0.8805474485181759,2102,-2.303945630455775,-0.6865192269696576,422
55,7.434816087999934,-2.6983256817865713,-1.038647733363743,2543,-2.5866546536548336,-1.2534892784114005,1952,-0.3765981524268394,-0.07334415773573917,518
56,5.80669441200007,-3.378405758208213,-0.7685297304026197,2562,-3.2813846812884315,-0.6575156498676569,2093,-3.2095374768256137,-1.6491075211373654,462
57,7.876677059000031,-3.1912122462119714,-1.3401638173510162,2521,-3.152703529707923,-1.4050987199168845,2124,-2.9135492290129728,-1.2500626807010482,397
58,8.642283331000044,-2.984967914513069,-1.4550753468687365,2636,-2.6213379670280026,-1.446292555606741,1931,-2.80740219073692,-1.758918165169449,406
59,7.105617143000018,-2.9758417568921574,-1.474300941354933,2450,-2.749550159502898,-1.480436599720411,2099,-3.122357655914372,-1.6593994269043115,351
60,6.74035366499993,-2.8468975518935684,-0.953525489819201,2814,-2.9141263175270553,-1.1824256262556347,2084,0.3822241220246352,0.09411340747113367,399
61,5.645271216999845,-3.214517557738741,-1.5831566054370465,2632,-3.0842895657246325,-1.6576364615963497,2040,-2.0202889771077595,-0.593558943422392,389
62,5.082674724000071,-3.0544028476360303,-1.3743153371174748,2800,-3.0757073312968624,-1.1726567329641935,1922,-1.2427309718930273,-0.6015674534779291,461
63,5.026399450000099,-2.7850949944523693,-1.527824900197239,2715,-2.5050822414556335,-1.3664248902118004,1902,-2.4351374215917896,-0.8671215911036495,484
64,6.894392592000031,-2.9108435207234074,-1.2590983043592614,2713,-2.3660270617108456,-0.9895359668167756,2002,-2.6752772697390363,-0.7363712209275675,448
65,5.957785918000127,-2.731648347854637,-1.122337006278595,2838,-2.8996922789730046,-1.2344122116683736,1946,0.001987372920791347,0.0006287105628281152,442
66,5.18830207200017,-3.405887417844014,-1.1100920761016753,2875,-3.183049375731645,-1.1072719840274994,1938,-3.4589617015410816,-1.2773785068797336,527
67,5.166596684000069,-2.850964491990365,-1.3223677592362082,2615,-2.914487687766966,-1.2159764719098656,1989,-0.5276523376241019,-0.14365767643644703,421
68,5.470973148999974,-3.210348435535578,-0.73372834032417,2807,-2.9807267206702903,-0.6878775662350118,1969,-1.158785842594022,-0.5409904498816986,380
69,5.28542098700018,-2.2915254309456268,-0.8516394232474047,2791,-0.9847110616764351,-0.4271984255548452,1972,-2.3481327758435055,-0.8647053120055957,447
70,5.235840047000011,-2.959168314749229,-1.3183076838242753,2652,-2.8560805466533767,-1.2491523813296983,2064,0.5504437160280118,0.12830601065753397,426
71,5.297841486999914,-2.871207499916953,-1.8091898528430472,2616,-2.77200659616866,-1.5960772601282907,2176,-2.6446645609382085,-1.333338911644406,371
72,5.025829240999883,-2.9948103807900437,-1.3675276441414983,2820,-2.8991417451389108,-1.4356554652324833,1919,-2.7694763845212442,-0.7793317187309845,471
73,5.295534577000126,-3.268062616200085,-1.075164097547906,2539,-2.697321290461489,-1.0112636307455658,2133,-3.443441144121377,-1.0974719377645177,406
74,5.28014238500009,-2.9600215666442393,-1.5032381195624251,2580,-2.5629820858194337,-1.5342629411154005,2097,-2.0472602646168725,-0.4748319384387497,393
75,5.740896714999963,-2.8900535280566,-1.2936543059201249,2932,-2.580552512285079,-0.9746816839496203,1835,-0.2665950567040505,-0.05368005846582693,487
76,5.066923551000173,-3.010066111759284,-1.1013631305811638,2486,-2.9523051957714292,-1.0871590666235775,2099,-2.9450829126277225,-1.341207324797411,387
77,5.0135876619999635,-2.054319902204083,-0.6874520749839756,2534,-1.0320817684606056,-0.37215809994853855,2090,-2.5164939301304416,-0.8849652445387988,444
78,5.334519434999947,-2.761905613177899,-1.0786492736785636,2792,-2.4384715401589365,-1.1471760597104883,1916,-2.3728779423964843,-0.6633311699555093,390
79,5.330169346000048,-2.919632591884206,-1.5675429198124624,2738,-2.5001425496051937,-1.6197729547850945,2075,-3.114825919294799,-1.5478004417497868,360
80,5.098525590999998,-3.4190690105343973,-2.01064642621075,2664,-3.36856224996118,-1.9810695663692035,1901,-3.1211903269618735,-1.4409136467045085,420
81,5.202547183999968,-2.78210866434228,-0.8298143242341669,2495,-2.320629819497981,-1.0486403731938587,2074,-0.7517366042439674,-0.1504396429763906,421
82,5.57795466399989,-3.4508333827211444,-1.4833429717034985,2462,-3.2837305369595438,-1.5660093702144071,1995,-1.9479497591338923,-0.45960521143022837,467
83,5.479858128999922,-2.052197020004421,-1.0110886621431918,2768,-1.8414041516217599,-0.7741907208092623,1918,-2.3605351209343635,-1.0768099208634152,473
84,5.47511828100005,-3.1058604958238476,-1.6294164184818967,2539,-3.1582594164788413,-1.7603118508946178,2064,-1.3966341181856805,-0.28621220931853203,449
85,5.769538067999974,-1.9510485917431712,-0.7141178477087684,2573,-0.7408983299096475,-0.2734701673869595,2063,-2.4755252644794155,-0.6322907226838461,421
86,5.347272829000076,-1.7696095560929015,-0.4447577945648039,2793,-1.6152771123567153,-0.4300031639835828,1807,-2.608471879426492,-0.6469700890792297,404
87,5.4252726329998495,-2.7973716877741244,-1.492599658171942,2527,-2.3668829643281972,-1.2912152567088113,2085,-2.402672774597297,-1.513948753235352,442
88,5.2221813370001655,-2.7396509314758255,-0.9040907135017942,2655,-2.427956405919136,-0.8115128966415602,2066,-2.418588979146288,-1.0203107141588252,375
89,5.5075049689999105,-2.967584195574347,-1.1341315916128536,2407,-2.691721366869076,-1.20411194514006,1964,-3.0189190317843027,-0.8791513685157016,443
90,5.399642017999895,-3.0086695255920004,-0.7284088401882821,2550,-3.0815218827329436,-0.9777041554248049,2105,1.462879555216627,0.41797308023445134,445
91,5.2429303999999775,-3.0245028908008926,-1.0853131383140358,2435,-3.0704358245646475,-1.1395484423051394,2079,-1.6637714897512546,-0.7482183579353673,356
92,5.592171141000108,-3.18864853169692,-1.0725099232965714,2621,-2.75499805482298,-1.0237066801163086,1928,-3.460751849350241,-1.486208488625061,446
93,5.389223766999976,-2.677165704418207,-0.5632005665297716,2704,-1.7901775874113635,-0.39729219349053724,2053,-2.9175895074714866,-1.161783216861878,442
94,5.4349540499999875,-3.033651807402334,-1.4331179749139413,2497,-2.8500222112765625,-1.6287463556917927,1966,-3.0299274496702506,-0.7387978874277602,415
95,5.538102737999907,-2.960344329980696,-1.328754462628921,2678,-2.790679230917255,-1.0240142543832984,1977,-3.051893957206741,-1.6078901415260423,454
96,5.416976001999956,-3.27918821985782,-1.5619655546336328,2507,-3.2051558395141897,-1.7342624172912433,2048,-2.6997146016626474,-0.6727130184093053,459
97,5.304439406000029,-3.1955437100400976,-1.0066573279394448,2482,-3.171358885472187,-0.8552152594457677,2132,-2.592589196425662,-0.8761163321444828,350
98,5.584765199000003,-2.585118891549988,-1.124494444182133,2554,-2.9750408594182023,-1.1759763288499003,1817,-1.4103771028473835,-0.8340480987972021,386
99,5.5222294150000835,-2.866600737469957,-1.1518553902787296,2681,-2.803230787151164,-1.1992740303926077,1966,-2.1324055017322654,-0.5597695331518563,443
100,5.24951129499982,-3.006225665256777,-1.41234947616014,2642,-2.971716479175571,-1.4531447228149523,1880,-0.9093130470559146,-0.44038184659187357,465
101,5.649276007000026,-3.0124900652964914,-1.114655542129583,2550,-2.507921200059117,-0.9861513895718083,2057,-3.1690884342827905,-0.9606487594398758,493
102,5.504481284000121,-2.982150934256426,-1.4743674191776939,2558,-2.655787022261254,-1.4880766889948414,2074,-1.7305093828590352,-0.7223696725774701,484
103,5.371298530000104,-3.3179837514281507,-1.8451118318662125,2454,-3.222541093620322,-1.5716467419809257,2035,-3.0011081831665627,-1.3003893027596996,419
104,5.318796850999888,-3.0582584388794927,-1.1960485214351164,2628,-2.673907965711166,-0.9601704518990722,2003,0.4789689563710738,0.08824188923741716,414
105,5.492028484000002,-3.3052705747496076,-1.4857861202942064,2786,-3.07322442159538,-1.347496669865,1985,-3.540032653594715,-1.179571735438905,420
106,5.192838413000118,-3.3385624352340324,-0.728980266488398,2547,-3.3156213424045413,-1.0139197480156752,2177,2.5118083998829213,0.545661159667526,370
107,5.399687048999795,-2.927997056104493,-1.8252838052487392,2545,-2.8055491160056287,-1.7781367931648828,2111,-3.1330504516371156,-0.9175280802376108,421
108,5.478329407000047,-3.3599438533862025,-1.6386224196465748,2617,-2.9532554467370797,-1.5337508928590895,2023,-2.6206363323091337,-1.1625224087553585,403
109,5.167603374999999,-2.8134437250877267,-0.620995836062724,2695,-3.004553418539275,-0.7258535947295484,2067,-0.5682725908184169,-0.1982248490031914,445
110,5.011127849000104,-2.645100757814875,-1.1180243881401586,2624,-2.458995132830337,-0.9112852510436971,2126,-1.3979003385795532,-0.4704100159044119,389
111,5.1418830509999225,-2.421161770216504,-1.2451943554555642,2489,-2.068733789940206,-1.3036776742760274,2089,-2.93468631199493,-1.3039361668555287,400
112,5.641222002999939,-2.6394946296218538,-1.1234236777568567,2655,-2.668363254852592,-1.3345764006749257,2065,-0.9292366268156375,-0.29770045916234794,401
113,5.504389199000116,-3.278334607294392,-1.3610689247939338,2606,-2.9989200312425117,-1.3837185469220628,2030,-3.3733970717184847,-1.5229828990976624,383
114,5.408904245000031,-2.824487353045117,-1.44331139545331,2736,-2.797318143282303,-1.4023673129000391,1952,-2.7080597778253703,-1.6105678492730828,534
115,5.286829626999861,-3.1470226746453345,-1.1459677807186173,2707,-3.1406051149177556,-1.0925669011124166,2086,-1.8576506763385847,-0.9892444039253588,433
116,5.313092739000012,-2.865214627191849,-1.5805376759764411,2807,-2.63464304682437,-1.5625185376298325,1877,-2.6908752237874642,-0.8797283239063761,441
117,5.11552820199995,-3.441663268583208,-1.1361107632735514,2501,-3.2108036593331626,-1.327680528828395,2095,-2.0563088512397782,-0.5061025281195414,406
118,5.1656741210001655,-2.6752437523668267,-0.534560141029594,2729,-1.8455216074987315,-0.38334879703996094,1841,-2.6804743410447904,-1.0054991048395607,439
119,4.991491491000033,-3.1441750496006704,-1.7871510776695534,2768,-3.2521956378001713,-1.8668217181257896,2014,-2.329184965390472,-1.323287795734858,406
120,5.048419203000094,-2.8716607203518723,-1.5501510260069764,2614,-2.7243060962257455,-1.6428509529013855,1965,-2.3763217134043457,-0.7942015240325297,430
121,5.1924659950000205,-2.6859982290026916,-1.3032279045776363,2649,-1.6288749536667386,-0.8195923318368145,2098,-2.3992622433419624,-1.1372710684689407,501
122,5.1698657949998506,-3.153082902015917,-1.240119420003048,2712,-3.068308579689294,-1.1476617499839623,2213,-2.771062702876512,-1.0618823556066856,428
123,5.444985721999956,-2.7700982649016916,-1.1644635107264953,2689,-2.718664769403118,-1.1142833343879623,2143,-2.3855824482238597,-0.662282758664587,426
124,5.354132235999941,-3.1324278305837385,-1.6073975544189532,2701,-3.0771321209171196,-1.620004548640061,1931,-2.89262672195221,-1.132067984775094,416
125,5.271196734000114,-3.0970803716152684,-1.7614983211480897,2651,-3.092949144078028,-1.5527387606235237,2033,-2.867886068323467,-1.6818707679733502,548
126,5.314438207999956,-2.7876002188189473,-0.9935194604865674,2524,-2.7125421481789105,-1.1305542360497485,2093,0.8939852629115215,0.19911443173803262,431
127,5.237846365999985,-2.9535561972037305,-0.6688314240479173,2565,-2.164877926545313,-0.5340233678643571,2067,-2.307915528919659,-1.2128505494535171,440
128,5.172005878000164,-3.2267020975362644,-1.2726463747677808,2810,-2.8527692995228335,-1.5911622312483737,2066,-1.5574445684414633,-0.27414215769668965,413
129,5.041110498999842,-3.343798385021022,-1.2613101467859904,2664,-3.2319327032792105,-1.319197957801171,2017,0.39118725644295205,0.08971120713741726,520
130,5.338101654999946,-2.6098354670026547,-0.9779641085823727,2841,-2.209441437499708,-0.8344925869062599,2057,-2.944787738434877,-1.1817134257787825,361
131,5.050758500999791,-2.9796036537431014,-1.2594380293687013,2654,-3.267021370232715,-1.0954011232403642,2091,-2.178681231851865,-2.0845221051039053,345
132,4.85674546600012,-3.2016680403346234,-1.3517689791701264,2764,-3.0171505675883914,-1.4213143505251646,2124,-2.906267107053325,-0.779544461799359,412
133,4.9097126940000635,-3.2712077147053082,-0.9507524829497627,2811,-3.3165317671356025,-1.084920439483627,1940,-0.026103281197743376,-0.00704725405316093,399
134,4.806542579999814,-2.9771281533164307,-1.6239523367158997,2615,-2.665114952664789,-1.1662941085029164,2032,-3.059477747544179,-1.8346108128252798,450
135,4.897733680999863,-3.0162574612381445,-2.0062838498865965,2658,-2.7390528618751415,-1.8475628954301972,2108,-3.4029126629301047,-2.1986631403385375,487
136,5.383000139999922,-2.6388921032547867,-1.529220526510336,2506,-2.6033795810882445,-1.5582187003332106,2137,-2.0279599423953245,-0.7271600334004044,369
137,5.5016968699999325,-3.171787658799748,-1.3515551831919261,2577,-3.0639883171268316,-1.6912230977186908,2064,1.8993372892570106,0.35374509047121877,427
138,5.394734784999855,-3.3611250701156177,-1.5708392196849552,2577,-3.0419459738767745,-1.5097030893451988,2064,-1.9868124631625976,-0.34952517629997293,446
139,5.349028401999931,-2.5460761290180893,-1.3332045273991202,2629,-2.3809446059568207,-1.2905042814171255,2073,-2.1767012586814527,-0.6031850381576378,392
140,5.17842811200012,-2.798531783083613,-1.542392896938295,2596,-2.523998724834557,-1.3337031274378222,2036,-0.8097860983993006,-0.1733799683147945,444
141,5.144862468000156,-2.9302126011301697,-1.422030513156616,2490,-2.9168402166958622,-1.1319068839449764,2061,-2.18973545859698,-1.2355599376759638,429
142,5.1786610230001315,-2.489186417152666,-1.07995199404736,2601,-1.6300975626730847,-0.5973506289158332,1981,-2.3762409913425704,-0.8065502677599972,422
143,5.2074518590000025,-3.274274777586222,-1.174163916978908,2737,-3.3073735009134935,-1.0556413894038454,1969,-3.1920018423883993,-1.9198972193604265,412
144,4.88287322899987,-3.482322392001795,-1.104594087554674,2732,-3.5038742506736873,-1.0303505196854301,2009,-0.7844799530264622,-0.3037137958495405,403
145,4.992820073000075,-3.274620513869029,-1.2752686280927976,2603,-2.7545181577914715,-1.048287753597238,1993,-2.9325932111531676,-0.7597691810937512,419
146,4.972825513999851,-3.1661982470203958,-1.642661582251506,2788,-2.8361686937921795,-1.575524948000591,2143,-3.255146768977851,-1.7223366029452967,427
147,5.051701719999983,-2.7548560682803784,-1.894052607953744,2483,-2.6020260194790494,-1.93591402467949,2069,-3.1313575785673753,-1.1144009464115685,414
148,5.410845767999945,-3.4039336492325387,-0.9766200466949563,2468,-3.301257340563488,-1.0253884875429133,2029,-2.9415731126610747,-0.8614564937670611,439
149,5.868839058999811,-2.6501975421480988,-0.9784655229704518,2667,-2.656398441809189,-1.04863322439435,2062,-1.4428811409126998,-0.42539651695937464,523
150,5.527531502999864,-3.126676816851738,-1.5337706637704023,2497,-3.1941682295513165,-1.3670510413328638,2122,-2.2737046942718235,-0.6801641912824263,375
151,5.510173035999969,-3.0574623832275427,-1.3320029787651853,2370,-2.952158369455298,-1.3716549961718159,1976,2.9732470547343097,0.612481829979132,394
152,5.243797478000033,-2.305946393013795,-0.48080229157881516,2558,-1.773655225008731,-0.3893388937681687,2150,-2.869256339672672,-1.1033644395566267,408
153,5.135563239000021,-2.8627082289128163,-1.171337841519541,2658,-2.2582987252227866,-1.149253919853783,2014,-2.538498518644656,-1.3533988413250797,444
154,5.165173980999953,-2.1957713910135386,-0.4688972150694158,2689,-1.6626450787338158,-0.3819140811233146,1922,-2.586056984537543,-0.49699766637152504,459
155,5.201858905000108,-3.3137307487691503,-1.2763188184701513,2550,-3.161271956701432,-1.479816633627946,2007,-1.84995562986743,-0.6913057319675396,543
156,5.125686461999976,-2.88070861756874,-1.7988438844319214,2537,-2.6888859942085497,-1.7768115631308823,2091,-2.5372212133725807,-1.0368167581882295,385
157,5.198204616000112,-3.295279151818355,-1.8372209067894365,2692,-3.1236462717395517,-2.1147843028394404,2075,-2.533767357803952,-1.0012656795922492,474
158,5.00083408799992,-3.3282070149856198,-1.0247650499734982,2572,-3.2158088217754153,-1.4099808435603203,1926,2.726146027998736,0.5360080222685732,374
159,4.980077960000017,-1.7602192989105458,-1.378952327863527,2493,-1.9273909478158702,-1.5696943471222624,2122,-1.3224975716728242,-0.6387303574038696,371
160,5.077611949999891,-3.0950548447333133,-1.2410398361489363,2605,-2.9834429860372915,-1.1517416220392431,1997,-3.0722021177649967,-0.8955282311381965,482
161,5.0850566709998475,-2.3442285866513775,-0.7090348084944751,2635,-1.9499753636133443,-0.6172404230333782,2020,-2.8310159635835594,-1.1526546515576412,504
162,5.061651530999825,-3.4784229788131458,-1.284594202876911,2540,-3.2059330006451305,-1.4220842154008821,2119,-3.2530035685053025,-0.9083551192506033,421
163,5.128724341999941,-3.073170459179579,-0.922166621109002,2605,-3.2758125561113585,-0.9425380383048957,2154,-2.480491831105324,-0.7902889984897016,376
164,5.488239350999947,-2.9888495345114863,-1.049652871191398,2464,-2.7715804329093743,-1.0652239205501401,2065,-2.835155831812825,-1.1300827245391118,399
165,5.406486578999875,-3.28426254685777,-1.1120591542015674,2682,-3.161655377671497,-1.0223393894026884,2060,-2.4421275655188714,-1.1512498954720842,424
166,5.418185751999999,-2.9209998164605064,-1.2207525721413972,2362,-2.7186689518852805,-1.1764851109141812,1963,-3.0048191927146894,-1.1273509039823202,399
167,5.357837707000044,-3.129635148189863,-1.197559004621165,2561,-3.089750696470998,-1.1946272310660415,2013,-2.3763041543943113,-0.9096241729204695,466
168,5.006919740000058,-2.92559268862021,-1.6850884236066055,2646,-2.7685224380484477,-1.3933425296180177,2049,-0.05100781784313582,-0.015497202054675651,423
169,5.040902548000076,-2.9293673476690985,-1.4487013153679338,2611,-3.053586790545826,-1.7514157997132251,1985,-1.959824701048192,-0.36910880193682966,374
170,5.138646292999965,-3.2258059534310175,-1.1818852371719675,2682,-3.1412536246997016,-1.2775402451402742,2000,-1.4578536771621737,-0.3136716677895705,467
171,5.231060820000039,-2.021840502011615,-0.6875241872250217,2447,-2.0381085354826776,-0.7138678621338446,2071,0.8478955128154061,0.15988167843845777,376
172,5.206615422000141,-2.5697878630851863,-0.8438161550125096,2710,-2.334132463803733,-0.9863230860773288,1928,-1.693598540353917,-0.3797269902167679,469
173,5.237820716999977,-2.7138005935499585,-0.5705812017519268,2540,-2.338125080874053,-0.5335667971878301,2081,-1.673430093751719,-0.4292141637801224,339
174,5.18341448000001,-3.3822664072770396,-1.2548058962745037,2589,-3.2496272354649345,-1.4867661829493308,2172,-2.4934211474680206,-0.48879889676501087,417
175,5.215580099999897,-3.2279189333377114,-1.3058080824873826,2684,-3.2118491071846993,-1.5348461311294141,2033,-2.4135161028905574,-0.5501539785160587,432
176,5.448354802999802,-3.247035524036288,-1.2224599021842044,2589,-3.1321432074168567,-1.1910545381026056,2046,-3.08735808976474,-0.635797692064664,359
177,5.556688600999905,-3.261940850794196,-1.5728180687905025,2716,-2.99238392099874,-1.600989916027897,1899,-3.4957581253965997,-1.3902916981887086,456
178,5.422259433000136,-2.8985452531807856,-1.5203299212390575,2862,-2.728646061452677,-1.435623168927275,2011,-0.6785420489090122,-0.2715466758112511,475
179,5.276339634999886,-3.0292024167550076,-0.7847419791553084,2559,-2.523066378717378,-1.143464843742296,2169,3.9449111671388617,0.5732830722726674,365
180,5.073828998000181,-2.986307498648128,-1.3618271132695798,2626,-2.9535139658160507,-1.5606606007421118,2048,-2.5684731232400178,-0.6421252482182154,417
