config,label,control,draws,obs_mean_net_bps,null_mean_mean,null_mean_p95,null_mean_p5,obs_sharpe,null_sharpe_mean,null_sharpe_p95,null_sharpe_p5,n_obs,n_null_mean
best,60/1.2/1.0@1_low,対照2 符号シャッフル,1000,25.769924529260475,-4.180728414915799,14.062453737236723,-22.352500371248716,0.8289051281792869,-0.1363037683726872,0.4806576028726919,-0.7441876633249509,137,137.0
best,60/1.2/1.0@1_low,対照3 先行市場の日ブロック置換(帰無の当該構成のみ),1000,25.769924529260475,-4.40326557856778,-3.245207978817229,-5.53531274940759,0.8289051281792869,-2.518481773016217,-1.7341261714235234,-3.272999340725442,137,4522.42
