k,thr,stop,exit,state,masks,period,cost,one_way_bps,burst_coef,is_current,is_iter0_best,n_entry_signal_bars,n_entry_signals_discarded,n_entry_signals_gated,n_total_in_period,n_excluded_gap,n,mean_net_bps,ci_lo,ci_hi,se_cluster,sharpe,sharpe_ci_lo,sharpe_ci_hi,win_rate,max_dd_bps,mean_hold_min,stop_rate,mean_funding_bps,mean_gross_bps,sd_net_bps,n_days,deferred_minutes,trades_with_deferral,mean_cost_bps,sum_pnl_jpy_001btc,mde_bps,mde_cluster_bps
15,0.4,0.25,0.05,all,masked,full,cons,1.8991548037846104,1.4608883106035464,False,False,542697,7553,0,79375,478,78897,-3.2495090767824095,-3.6050352142909823,-2.8996332671196487,0.1847399622534514,-6.813969750986294,-7.779590404597814,-5.952803854702014,0.28816051307400786,256575.63655842972,11.396238133262354,0.490018631887144,0.044488383588729606,0.593288914375541,53.89973584947091,2314,179,133,3.798309607569221,-615601.8261488592,0.537601199792561,0.5175647475339913
15,0.4,0.25,0.05,all,masked,full,opt,1.0,1.0,False,False,542697,7553,0,79375,478,78897,-1.4511994692131889,-1.799732950644715,-1.086493888496532,0.18253494335167825,-3.1501554896012927,-4.066544913042646,-2.3214637298687864,0.3083006958439484,119390.00365722054,11.396238133262354,0.490018631887144,0.044488383588729606,0.593288914375541,53.8997358494709,2314,179,133,2.0,-271464.3880260009,0.5376011997925609,0.51138719917205
15,0.4,0.25,0.05,all,masked,train,cons,1.8991548037846104,1.4608883106035464,False,False,542697,7553,0,65307,345,64962,-3.424972235469336,-3.824269142784977,-3.0356286629666998,0.2033894440699392,-7.784649941053435,-8.973077042154065,-6.71784081929916,0.28327329823589176,222945.15786866142,11.056279055447801,0.5076506265201195,0.04374865305871125,0.4170860251585962,55.61601374975316,1599,68,50,3.798309607569221,-481563.4265160869,0.6113275971662842,0.569812860125613
15,0.4,0.25,0.05,all,masked,train,opt,1.0,1.0,False,False,542697,7553,0,65307,345,64962,-1.626662627900115,-2.0182171110381915,-1.2214366732411202,0.20437538860901813,-3.8095794802638183,-4.8477471484560475,-2.7706756195019056,0.30297712508851327,106160.38301740897,11.056279055447801,0.5076506265201195,0.04374865305871125,0.4170860251585962,55.61601374975316,1599,68,50,2.0,-233943.51427800025,0.6113275971662842,0.572575067772656
15,0.4,0.25,0.05,all,masked,val,cons,1.8991548037846104,1.4608883106035464,False,False,542697,7553,0,14068,133,13935,-2.431537227868157,-3.2243228773533055,-1.66585325108244,0.39797698475649634,-4.227884786642987,-5.816189939963034,-2.8155878580973024,0.31094366702547543,34143.185600325894,12.981054897739504,0.4078220308575529,0.04793684965913168,1.4147092293601957,45.036663060742654,716,111,83,3.798309607569221,-134038.3996327722,1.0688494924194647,1.1149664378367976
15,0.4,0.25,0.05,all,masked,val,opt,1.0,1.0,False,False,542697,7553,0,14068,133,13935,-0.6332276202989359,-1.4218019393989767,0.09352983000536819,0.395149705200173,-1.1246857129021475,-2.596556334932681,0.23718874369879497,0.33311804808037315,13784.736354853258,12.981054897739504,0.4078220308575529,0.04793684965913168,1.4147092293601957,45.036663060742654,716,111,83,2.0,-37520.873748000595,1.0688494924194647,1.107045573222952
15,0.4,0.25,0.05,1_low,masked,full,cons,1.8991548037846104,1.4608883106035464,False,False,542697,7553,512172,6517,51,6466,-0.9841670886780666,-2.069583407694661,0.18227144597063694,0.5835337421089407,-0.6872635133572008,-1.6240582629543239,0.0826814147609212,0.30931023816888337,8778.119565258068,14.111970306217136,0.1944014846891432,0.049798948345190226,2.8639414672363444,45.47651807869723,2310,24,20,3.798309607569221,-14806.565034313038,1.5844304954411674,1.6348195064467526
15,0.4,0.25,0.05,1_low,masked,full,opt,1.0,1.0,False,False,542697,7553,512172,6517,51,6466,0.8141425188911542,-0.25429555724131436,2.010776226968731,0.5702206615505626,0.5726687615515791,-0.1877968584428101,1.2328101193389016,0.34256108877203834,2546.223147190345,14.111970306217136,0.1944014846891432,0.049798948345190226,2.8639414672363444,45.476518078697225,2310,24,20,2.0,11334.730361999938,1.5844304954411672,1.5975217767403693
15,0.4,0.25,0.05,1_low,masked,train,cons,1.8991548037846104,1.4608883106035464,False,False,542697,7553,512172,4447,30,4417,-1.1127577764559906,-2.4907766310312964,0.3569324658115982,0.7377199494605489,-0.7264683197392385,-1.888826467831345,0.23375879964150717,0.29997736019923027,6871.61235608223,13.554448720851257,0.19402309259678516,0.04527960153950645,2.730831432652736,48.10193705153377,1594,4,4,3.798309607569221,-9816.609426274414,2.027695341427366,2.0667853058750123
15,0.4,0.25,0.05,1_low,masked,train,opt,1.0,1.0,False,False,542697,7553,512172,4447,30,4417,0.68555183111323,-0.6232432464707576,2.2044687615995926,0.7105494825627262,0.45079629731500315,-0.4959640589988065,1.2158407051880797,0.33574824541544035,2395.0178067052616,13.554448720851257,0.19402309259678516,0.04527960153950645,2.730831432652736,48.10193705153377,1594,4,4,2.0,2002.2852239999152,2.027695341427366,1.990664927431612
15,0.4,0.25,0.05,1_low,masked,val,cons,1.8991548037846104,1.4608883106035464,False,False,542697,7553,512172,2070,21,2049,-0.7069659818381001,-2.2543022751346906,1.0164820853752574,0.8389062254049146,-0.5902978389749979,-2.1506301846406757,0.8073754220790552,0.3294289897510981,2850.290594989131,15.313811615422157,0.19521717911176184,0.05954123962908736,3.1508848653602084,39.2333755805435,716,20,16,3.798309607569221,-4989.955608038627,2.4282228073365313,2.350267280885928
15,0.4,0.25,0.05,1_low,masked,val,opt,1.0,1.0,False,False,542697,7553,512172,2070,21,2049,1.0913436257311206,-0.5296762562360879,2.89730417191189,0.8551704080556772,0.9180803689186144,-0.43759954344395,2.0932522770771205,0.35724743777452417,1605.4770060208302,15.313811615422157,0.19521717911176184,0.05954123962908736,3.1508848653602084,39.2333755805435,716,20,16,2.0,9332.445138000025,2.4282228073365313,2.3958327745929155
15,0.4,0.25,0.05,2_mid,masked,full,cons,1.8991548037846104,1.4608883106035464,False,False,542697,7553,391291,28005,195,27810,-2.3761493094095476,-2.885327116520937,-1.8314571328582028,0.2649582946604479,-3.5560625325333524,-4.483742718838533,-2.669198698322485,0.30855807263574253,66149.82638707595,13.073750449478604,0.3421790722761597,0.04710535778496944,1.4692656559446426,43.794426944414354,2314,100,72,3.798309607569221,-194561.66856242216,0.7357363117254961,0.742303241866174
15,0.4,0.25,0.05,2_mid,masked,full,opt,1.0,1.0,False,False,542697,7553,391291,28005,195,27810,-0.5778397018403265,-1.0902832655799213,-0.059689525793894305,0.2584418040099558,-0.8884366175183573,-1.6577765591834972,-0.09929522488834853,0.33559870550161813,25854.20346483282,13.073750449478604,0.3421790722761597,0.04710535778496944,1.4692656559446426,43.794426944414354,2314,100,72,2.0,-58009.19369800065,0.7357363117254961,0.7240467379826103
15,0.4,0.25,0.05,2_mid,masked,train,cons,1.8991548037846104,1.4608883106035464,False,False,542697,7553,391291,21277,120,21157,-2.4167924347400236,-2.998649835077442,-1.8041530389296436,0.3014160786608961,-3.7359276780302655,-4.910682306916054,-2.7219407182509507,0.3063761402845394,51685.454789991716,12.806494304485513,0.34234532306092547,0.0465094295032377,1.428026602332435,44.890640803605194,1599,26,22,3.798309607569221,-128387.18188894434,0.8646345772578995,0.8444428306247412
15,0.4,0.25,0.05,2_mid,masked,train,opt,1.0,1.0,False,False,542697,7553,391291,21277,120,21157,-0.6184828271708028,-1.1657971174760218,-0.01097570961455907,0.28686106071702866,-0.9843302248861979,-1.9926529230803849,-0.04921075439261203,0.33327031242614735,24059.656272733548,12.806494304485513,0.34234532306092547,0.0465094295032377,1.428026602332435,44.890640803605194,1599,26,22,2.0,-39167.35329600023,0.8646345772578995,0.8036657074967445
15,0.4,0.25,0.05,2_mid,masked,val,cons,1.8991548037846104,1.4608883106035464,False,False,542697,7553,391291,6728,75,6653,-2.2469013607222053,-3.2463297702827267,-1.2231611712900823,0.5109931543563276,-3.124854772368694,-4.697108967007346,-1.6526258611550302,0.3154967683751691,15101.754516330679,13.92364346911168,0.34165038328573577,0.04900045092439501,1.6004086977714107,40.11267890338422,716,74,50,3.798309607569221,-66174.48667347783,1.377770059212797,1.4315908680504756
15,0.4,0.25,0.05,2_mid,masked,val,opt,1.0,1.0,False,False,542697,7553,391291,6728,75,6653,-0.4485917531529841,-1.432216828065986,0.6359226828914548,0.5197866660850008,-0.6345518570513271,-2.1337983384978636,0.8443078301672122,0.34300315647076507,4987.524598156308,13.92364346911168,0.34165038328573577,0.04900045092439501,1.6004086977714107,40.11267890338422,716,74,50,2.0,-18841.840402000435,1.377770059212797,1.456226640529112
15,0.4,0.25,0.05,3_high,masked,full,cons,1.8991548037846104,1.4608883106035464,False,False,542697,7553,167488,52935,279,52656,-3.6157608412242443,-4.122437471149185,-3.1155454742118485,0.2549877149395278,-5.402797987352252,-6.231234530264952,-4.5777558151434405,0.2766066545123063,190602.32506370766,10.186721361288361,0.6060657854755394,0.04231236706168338,0.22486113340665986,60.43669761346709,2314,64,47,3.798309607569221,-451788.0460436802,0.7378713203236459,0.7143698130991715
15,0.4,0.25,0.05,3_high,masked,full,opt,1.0,1.0,False,False,542697,7553,167488,52935,279,52656,-1.8174512336550237,-2.3191187160162547,-1.3333927078769368,0.2522751073138984,-2.82578685885311,-3.696429913477476,-1.9849744312348803,0.2911918869644485,98087.47313603183,10.186721361288361,0.6060657854755394,0.04231236706168338,0.22486113340665986,60.43669761346709,2314,64,47,2.0,-233090.04459200043,0.7378713203236459,0.7067702116713465
15,0.4,0.25,0.05,3_high,masked,train,cons,1.8991548037846104,1.4608883106035464,False,False,542697,7553,167488,45592,225,45367,-3.693810455274921,-4.238982506830402,-3.15802180844817,0.2806657197531885,-6.140348237480946,-7.220607821836663,-5.113306547057992,0.2731500870676924,167866.2943660404,10.022835982101528,0.6147640355324354,0.042718275398417355,0.14721742769271717,61.74145367070194,1598,38,24,3.798309607569221,-365781.3020238346,0.8121021441636508,0.7863089318282628
15,0.4,0.25,0.05,3_high,masked,train,opt,1.0,1.0,False,False,542697,7553,167488,45592,225,45367,-1.8955008477057005,-2.4453979671313824,-1.3382805174404266,0.2814235949797351,-3.269434481508063,-4.333345113635635,-2.2662926874773826,0.2876319791919236,87721.29635492449,10.022835982101528,0.6147640355324354,0.042718275398417355,0.14721742769271717,61.74145367070194,1598,38,24,2.0,-196234.9726380001,0.8121021441636508,0.788432183860499
15,0.4,0.25,0.05,3_high,masked,val,cons,1.8991548037846104,1.4608883106035464,False,False,542697,7553,167488,7343,54,7289,-3.129977216496977,-4.306239124331025,-1.8373209107843136,0.6434087186187056,-3.383598471899185,-4.939631839597121,-1.8993248941977745,0.2981204554808616,23175.388617381577,11.206749897105228,0.5519275620798464,0.03978597887227329,0.7081183699445173,51.580200462351726,716,26,23,3.798309607569221,-86006.74401984562,1.6925943541988062,1.8025643556005322
15,0.4,0.25,0.05,3_high,masked,val,opt,1.0,1.0,False,False,542697,7553,167488,7343,54,7289,-1.3316676089277562,-2.61067981308578,-0.07181237720834832,0.6549756867232236,-1.4725712318396187,-3.1061935871033386,-0.04454561685541212,0.31334888187680066,11030.867437697905,11.206749897105228,0.5519275620798464,0.03978597887227329,0.7081183699445173,51.580200462351726,716,26,23,2.0,-36855.0719540003,1.6925943541988062,1.8349702024661672
15,0.4,0.5,0.05,all,masked,full,cons,1.8991548037846104,1.4608883106035464,False,True,542697,7553,0,65030,535,64495,-3.1745428506210254,-3.646128780555613,-2.6888065153306853,0.24069488484443338,-5.26592221953336,-6.202476299436407,-4.369078726779977,0.329591441196992,206192.72899087935,15.102581595472516,0.2068532444375533,0.05895030622528878,0.6827170631734847,61.629126396759986,2314,167,128,3.798309607569221,-547475.3960989565,0.6798714833044539,0.6743272315727936
15,0.4,0.5,0.05,all,masked,full,opt,1.0,1.0,False,True,542697,7553,0,65030,535,64495,-1.376233243051804,-1.8270611024688854,-0.9152804741026823,0.23010058573407122,-2.3248614863892505,-3.2062520116341866,-1.4843883912307883,0.3515311264439104,96531.64003962095,15.102581595472516,0.2068532444375533,0.05895030622528878,0.6827170631734847,61.62912639675998,2314,167,128,2.0,-258605.7945140005,0.6798714833044538,0.6446463997837759
15,0.4,0.5,0.05,all,masked,train,cons,1.8991548037846104,1.4608883106035464,False,True,542697,7553,0,52803,393,52410,-3.378138020797838,-3.899034965308786,-2.8539615982832305,0.2709080226447644,-5.897231281365312,-7.112925132781037,-4.746886524253508,0.32682694142339247,177518.9071096289,14.869967563442092,0.22169433314253006,0.05899637473764549,0.4791679615090284,64.01118240525555,1599,48,40,3.798309607569221,-436316.0475527147,0.7833441545878647,0.7589719118417259
15,0.4,0.5,0.05,all,masked,train,opt,1.0,1.0,False,True,542697,7553,0,52803,393,52410,-1.579828413228617,-2.0856790884611023,-1.0237580224877203,0.2702406430998407,-2.7987026359210225,-3.8879737389518,-1.8170133969602393,0.3479107040641099,85345.23941839437,14.869967563442092,0.22169433314253006,0.05899637473764549,0.4791679615090284,64.01118240525555,1599,48,40,2.0,-231488.46046200042,0.7833441545878647,0.7571021911734717
15,0.4,0.5,0.05,all,masked,val,cons,1.8991548037846104,1.4608883106035464,False,True,542697,7553,0,12227,142,12085,-2.2915951576986617,-3.1089328224310124,-1.4276365419336678,0.43398263696516876,-3.5976406780916204,-5.031823548736852,-2.1842009259018114,0.3415804716590815,29205.11072332257,16.11137774100124,0.1424906909391808,0.05875051717004551,1.565464967040605,49.994998000586754,716,119,88,3.798309607569221,-111159.34854624167,1.2741104136957526,1.2158393408506667
15,0.4,0.5,0.05,all,masked,val,opt,1.0,1.0,False,True,542697,7553,0,12227,142,12085,-0.4932855501294405,-1.3652543601070564,0.3617925525431178,0.4419109354285207,-0.7868729752530338,-2.2940324268253085,0.6264191092509982,0.3672321059164253,11793.877102837367,16.11137774100124,0.1424906909391808,0.05875051717004551,1.565464967040605,49.994998000586754,716,119,88,2.0,-27117.334052000086,1.2741104136957526,1.2380511446342426
15,0.4,0.5,0.05,1_low,masked,full,cons,1.8991548037846104,1.4608883106035464,False,False,542697,7553,512172,6414,57,6357,-0.7757545532820483,-1.9374272382246749,0.482119764532865,0.5977699909332246,-0.5178730644040385,-1.5041176622782344,0.2484726863659695,0.3174453358502438,8199.894594790032,15.458706937234545,0.033978291647003306,0.05474280320906088,3.0772978574962333,47.307974363055585,2310,27,23,3.798309607569221,-11487.921439327263,1.662310256297319,1.6747035707211777
15,0.4,0.5,0.05,1_low,masked,full,opt,1.0,1.0,False,False,542697,7553,512172,6414,57,6357,1.0225550542871724,-0.14426906049381372,2.243371203596954,0.5999360919451611,0.6867513072116158,-0.11303961389939972,1.3175034749714545,0.3515809344030203,2485.5608647752324,15.458706937234545,0.033978291647003306,0.05474280320906088,3.0772978574962333,47.307974363055585,2310,27,23,2.0,14285.346487999974,1.662310256297319,1.6807720872982135
15,0.4,0.5,0.05,1_low,masked,train,cons,1.8991548037846104,1.4608883106035464,False,False,542697,7553,512172,4373,32,4341,-0.9164231861105114,-2.3663204015575863,0.6261414980479159,0.7616173108069032,-0.56993122836127,-1.7151095703029453,0.3709244018004782,0.3077631882054826,6474.307448677313,14.876526146049297,0.03478461184058972,0.04837595024187975,2.930262371700589,50.294820307643576,1594,5,5,3.798309607569221,-7824.022918472469,2.1386130140640964,2.1337358001865017
15,0.4,0.5,0.05,1_low,masked,train,opt,1.0,1.0,False,False,542697,7553,512172,4373,32,4341,0.8818864214587092,-0.5746900091391172,2.466033414713566,0.7573828907821556,0.551574080811411,-0.39558222315995584,1.3468103763165729,0.3441603317208017,2193.959689540713,14.876526146049297,0.03478461184058972,0.04837595024187975,2.930262371700589,50.294820307643576,1594,5,5,2.0,3848.790551999922,2.1386130140640964,2.121872711635825
15,0.4,0.5,0.05,1_low,masked,val,cons,1.8991548037846104,1.4608883106035464,False,False,542697,7553,512172,2041,25,2016,-0.4728564703909976,-2.09850463440592,1.2946677679557763,0.8653809070295551,-0.3819154612050528,-1.9508705171718561,0.9676383393796573,0.3382936507936508,2599.0901622439224,16.71230158730159,0.032242063492063495,0.06845238095238096,3.393905518130604,40.138781252753375,716,22,18,3.798309607569221,-3663.898520854794,2.5045099142390344,2.424438357592662
15,0.4,0.5,0.05,1_low,masked,val,opt,1.0,1.0,False,False,542697,7553,512172,2041,25,2016,1.3254531371782234,-0.25677099413622995,3.1000016775832533,0.8841245931385147,1.0783393624536155,-0.2610094449320546,2.2637523669237543,0.36755952380952384,1384.4688428588406,16.71230158730159,0.032242063492063495,0.06845238095238096,3.393905518130604,40.138781252753375,716,22,18,2.0,10436.555936000052,2.5045099142390344,2.4769503915376014
15,0.4,0.5,0.05,2_mid,masked,full,cons,1.8991548037846104,1.4608883106035464,False,False,542697,7553,391291,25647,223,25424,-2.16077883013141,-2.685344378841936,-1.5669181116686555,0.28553478327681486,-2.8904577457119593,-3.721075953143025,-2.0180503598409025,0.3315764631843927,56598.85260109131,15.692809943360604,0.088931718061674,0.056482064191315295,1.6940128416291265,47.73820301515824,2314,98,71,3.798309607569221,-173204.63921203886,0.8387798029239187,0.7999500282244789
15,0.4,0.5,0.05,2_mid,masked,full,opt,1.0,1.0,False,False,542697,7553,391291,25647,223,25424,-0.36246922256218866,-0.9291646856409466,0.19283172749069832,0.2861541757316779,-0.49439434358503936,-1.3357961784006156,0.2911011446684243,0.3611154814348647,25100.98880209902,15.692809943360604,0.088931718061674,0.056482064191315295,1.6940128416291265,47.73820301515823,2314,98,71,2.0,-47184.49813000024,0.8387798029239184,0.8016853089705356
15,0.4,0.5,0.05,2_mid,masked,train,cons,1.8991548037846104,1.4608883106035464,False,False,542697,7553,391291,19477,138,19339,-2.1980335442774037,-2.8444810602117556,-1.5315587843610077,0.3359992003169864,-3.034150772476739,-4.1299865949917995,-1.9759826534395568,0.33000672216764054,44613.352167715355,15.39650447282693,0.08862919489115259,0.05615595428926005,1.6564320175810778,48.85243111958478,1599,21,19,3.798309607569221,-115868.20065091083,0.9841765474154671,0.9413303930694894
15,0.4,0.5,0.05,2_mid,masked,train,opt,1.0,1.0,False,False,542697,7553,391291,19477,138,19339,-0.3997239367081824,-1.030906163507626,0.2795374699374542,0.3384924364544905,-0.5632000843759666,-1.5296148872600208,0.3841779943240009,0.3590154609855732,23530.72173581602,15.39650447282693,0.08862919489115259,0.05615595428926005,1.6564320175810778,48.85243111958477,1599,21,19,2.0,-33142.58263000012,0.9841765474154669,0.9483154065788003
15,0.4,0.5,0.05,2_mid,masked,val,cons,1.8991548037846104,1.4608883106035464,False,False,542697,7553,391291,6170,85,6085,-2.0423780221002894,-3.1153804334052646,-0.9214552362671204,0.5729509165367868,-2.5464668676668216,-4.090601313662417,-1.0543163732601586,0.3365653245686113,12580.990027926095,16.634511092851273,0.08989317995069844,0.05751848808545604,1.8134500735543884,44.01373859825685,716,77,52,3.798309607569221,-57336.43856112803,1.580744960359353,1.6051708187527838
15,0.4,0.5,0.05,2_mid,masked,val,opt,1.0,1.0,False,False,542697,7553,391291,6170,85,6085,-0.24406841453106798,-1.2643037188408282,0.8026408370906832,0.5464197578104765,-0.30857538420290936,-1.7358911948909463,1.00338660949578,0.36778964667214464,4456.683461556016,16.634511092851273,0.08989317995069844,0.05751848808545604,1.8134500735543884,44.01373859825685,716,77,52,2.0,-14041.915500000137,1.580744960359353,1.5308415166328226
15,0.4,0.5,0.05,3_high,masked,full,cons,1.8991548037846104,1.4608883106035464,False,False,542697,7553,167488,39965,313,39652,-3.571576824996234,-4.245246076899812,-2.8569028523600473,0.35331418993431885,-3.914841419456658,-4.822079082752328,-3.0571301520718173,0.33357712095228487,142475.67459877103,14.805734893574094,0.3084081509129426,0.06113184706950469,0.28786462964249204,72.18597067442481,2314,46,37,3.798309607569221,-389779.0851503503,1.015603267275153,0.9898398120416204
15,0.4,0.5,0.05,3_high,masked,full,opt,1.0,1.0,False,False,542697,7553,167488,39965,313,39652,-1.773267217427013,-2.4499177376960373,-1.0636514196339921,0.34997831845175875,-1.979931397883992,-2.9078522527085053,-1.1866324416154763,0.34921315444365986,74920.86266732594,14.805734893574094,0.3084081509129426,0.06113184706950469,0.28786462964249204,72.18597067442481,2314,46,37,2.0,-220158.83230800022,1.015603267275153,0.9804940838049309
15,0.4,0.5,0.05,3_high,masked,train,cons,1.8991548037846104,1.4608883106035464,False,False,542697,7553,167488,34127,257,33870,-3.6406849171362925,-4.381610892181641,-2.826670115902073,0.39279989637287055,-4.340963654526659,-5.425487487819826,-3.3359801832456966,0.3309123117803366,124399.41799294231,14.700324771183938,0.3171833480956599,0.062533215234721,0.22015790566765012,74.03259121092425,1598,21,15,3.798309607569221,-320077.36966538883,1.126987734397928,1.1004623835458458
15,0.4,0.5,0.05,3_high,masked,train,opt,1.0,1.0,False,False,542697,7553,167488,34127,257,33870,-1.8423753095670712,-2.609190202985633,-1.0575522050575323,0.3974488691884215,-2.2327627079575194,-3.279378272181797,-1.223899835940988,0.3460879834661943,66288.84133395083,14.700324771183938,0.3171833480956599,0.062533215234721,0.22015790566765012,74.03259121092425,1598,21,15,2.0,-189656.36968000024,1.126987734397928,1.1134868770675665
15,0.4,0.5,0.05,3_high,masked,val,cons,1.8991548037846104,1.4608883106035464,False,False,542697,7553,167488,5838,56,5782,-3.1667530476209707,-4.663015735756522,-1.6082305970881068,0.7760092718473051,-2.862876799078096,-4.3562298447043615,-1.4705131175132937,0.3491871324801107,18580.255701132653,15.423209961950882,0.2570044967139398,0.05292286406087859,0.6844794240091291,60.24634298915473,716,25,22,3.798309607569221,-69701.71548496145,2.2197061415333654,2.1740561055039587
15,0.4,0.5,0.05,3_high,masked,val,opt,1.0,1.0,False,False,542697,7553,167488,5838,56,5782,-1.3684434400517493,-2.8272305780824896,0.11263423250664184,0.7687139870945132,-1.2572532090580004,-2.7277366432425207,0.10596893531739295,0.36751988931165686,9319.99204458166,15.423209961950882,0.2570044967139398,0.05292286406087859,0.6844794240091291,60.24634298915473,716,25,22,2.0,-30502.462627999957,2.2197061415333654,2.153617743575059
15,0.4,1.0,0.05,all,masked,full,cons,1.8991548037846104,1.4608883106035464,False,False,542697,7553,0,58869,559,58310,-3.449749964470458,-3.9547822364037293,-2.942880803157924,0.25406950909615783,-5.219758469758321,-6.1333044115291075,-4.359088065187666,0.3432858857828846,202356.22751748835,17.102435259818215,0.07081118161550334,0.06667809981135311,0.41523774291011606,66.09180683397362,2314,165,125,3.798309607569221,-560380.2965974002,0.7667961815618075,0.711797381180754
15,0.4,1.0,0.05,all,masked,full,opt,1.0,1.0,False,False,542697,7553,0,58869,559,58310,-1.6514403569012372,-2.1701786024600613,-1.173694552204887,0.2525549468747339,-2.5389185692154896,-3.378214767822855,-1.7252690835667484,0.3666266506602641,104684.2076349088,17.102435259818215,0.07081118161550334,0.06667809981135311,0.41523774291011606,66.09180683397362,2314,165,125,2.0,-296116.1613360002,0.7667961815618075,0.7075542060485627
15,0.4,1.0,0.05,all,masked,train,cons,1.8991548037846104,1.4608883106035464,False,False,542697,7553,0,47419,415,47004,-3.6434239732860547,-4.207767280992207,-3.08576608231463,0.2902162401135509,-5.724012640765391,-6.872765671100406,-4.609696614689906,0.34154540039145603,171769.3278559425,17.0,0.07752531699429836,0.06710067228320994,0.2219863065663759,68.9275543756551,1599,46,38,3.798309607569221,-442686.67489775654,0.8906955819068552,0.8130655284997925
15,0.4,1.0,0.05,all,masked,train,opt,1.0,1.0,False,False,542697,7553,0,47419,415,47004,-1.845114365716834,-2.4351464936515295,-1.2802295705893005,0.3017914605987274,-2.936452379069421,-3.9679844784898193,-1.941866466763886,0.3643094204748532,90397.7808813377,17.0,0.07752531699429836,0.06710067228320994,0.2219863065663759,68.9275543756551,1599,46,38,2.0,-257209.75418000008,0.8906955819068552,0.8454944951130989
15,0.4,1.0,0.05,all,masked,val,cons,1.8991548037846104,1.4608883106035464,False,False,542697,7553,0,11450,144,11306,-2.6445621783066233,-3.543109322701789,-1.7038657421746204,0.4680012100010715,-4.042895652531253,-5.534712088896382,-2.5810653392378713,0.35052184680700516,31161.322479607054,17.528303555634178,0.042897576508048825,0.06492128073589244,1.21866870999849,52.68584781997324,716,119,87,3.798309607569221,-117693.62169964369,1.3881721267590466,1.3111452722259163
15,0.4,1.0,0.05,all,masked,val,opt,1.0,1.0,False,False,542697,7553,0,11450,144,11306,-0.8462525707374025,-1.7507691320659204,0.08685984595872931,0.46859680517955055,-1.3141549242412462,-2.769292622878445,0.10541188840755446,0.3762603927118344,14990.92248834461,17.528303555634178,0.042897576508048825,0.06492128073589244,1.21866870999849,52.68584781997324,716,119,87,2.0,-38906.40715600016,1.3881721267590466,1.3128138828742126
