config,leg,n,slope_bps_per_week,slope_ci_lo,slope_ci_hi,slope_mde,mean_first_half,mean_second_half,half_diff,half_diff_ci_lo,half_diff_ci_hi,last_window_mean,last_window_ci_lo,last_window_ci_hi,judgment,rolling_step
best,gross,137,-0.05722557837718649,-0.2406358522501715,0.14853636607998508,0.2769965837550906,36.582636464536165,23.888535355723498,-12.694101108812667,-54.94237589604682,21.742415976147274,15.35035955951014,-3.8178023828506262,41.02362517116683,判定不能(標本不足),1
best,cost,137,0.0005572435487880346,-0.0001450882425418433,0.0013921920629369647,0.001111385398935477,4.317572132511735,4.519618168317361,0.2020460358056262,0.05626598465473087,0.3478260869565215,4.538748603099972,4.378748603099972,4.738748603099971,判定不能(標本不足),1
best,net,137,-0.057782821925974635,-0.24085269648930568,0.14818844314330137,0.27676006507989737,32.265064332024444,19.368917187406137,-12.896147144618308,-55.14241852179279,21.45401017904582,10.811610956410169,-8.302714164484742,36.52287656806688,判定不能(標本不足),1
