period,n,mean,ci_lo,ci_hi
2017-W34,6,4.5920819364333045,,
2017-W35,16,4.2587486030999715,,
2017-W36,5,4.2587486030999715,,
2017-W37,1,4.2587486030999715,,
2017-W39,7,4.2587486030999715,,
2017-W40,12,4.258748603099972,,
2017-W47,2,4.2587486030999715,,
2017-W48,1,4.2587486030999715,,
2018-W02,1,4.2587486030999715,,
2018-W03,1,4.2587486030999715,,
2018-W04,1,4.2587486030999715,,
2018-W09,1,4.2587486030999715,,
2018-W15,2,4.2587486030999715,,
2018-W23,1,4.2587486030999715,,
2018-W24,1,4.2587486030999715,,
2018-W26,3,4.9254152697666385,,
2018-W28,1,4.2587486030999715,,
2018-W29,1,4.2587486030999715,,
2018-W30,1,4.2587486030999715,,
2018-W31,1,4.2587486030999715,,
2018-W34,1,4.2587486030999715,,
2018-W36,1,4.2587486030999715,,
2018-W38,1,4.2587486030999715,,
2018-W42,8,4.5087486030999715,,
2018-W44,1,4.2587486030999715,,
2018-W52,1,4.2587486030999715,,
2019-W01,1,4.2587486030999715,,
2019-W02,1,4.2587486030999715,,
2019-W06,1,4.2587486030999715,,
2019-W08,1,4.2587486030999715,,
2019-W15,1,6.2587486030999715,,
2019-W17,1,4.2587486030999715,,
2019-W19,1,4.2587486030999715,,
2020-W05,1,4.2587486030999715,,
2020-W17,1,4.2587486030999715,,
2020-W18,1,4.2587486030999715,,
2020-W28,1,4.2587486030999715,,
2020-W30,1,4.2587486030999715,,
2020-W33,1,4.2587486030999715,,
2020-W35,1,6.2587486030999715,,
2020-W36,1,4.2587486030999715,,
2020-W39,1,4.2587486030999715,,
2020-W45,1,6.2587486030999715,,
2020-W47,2,5.2587486030999715,,
2020-W51,1,4.2587486030999715,,
2021-W15,1,4.2587486030999715,,
2021-W29,1,4.2587486030999715,,
2021-W35,1,6.2587486030999715,,
2021-W44,1,4.2587486030999715,,
2021-W51,1,4.2587486030999715,,
2021-W52,1,4.2587486030999715,,
2022-W04,1,4.2587486030999715,,
2022-W07,1,4.2587486030999715,,
2022-W09,2,4.2587486030999715,,
2022-W14,1,6.2587486030999715,,
2022-W18,1,4.2587486030999715,,
2022-W34,1,4.2587486030999715,,
2022-W35,1,6.2587486030999715,,
2022-W44,2,4.2587486030999715,,
2022-W45,1,4.2587486030999715,,
2022-W52,1,4.2587486030999715,,
2023-W05,1,4.2587486030999715,,
2023-W07,1,4.2587486030999715,,
2023-W08,1,4.2587486030999715,,
2023-W15,2,4.2587486030999715,,
2023-W16,1,4.2587486030999715,,
2023-W18,1,4.2587486030999715,,
2023-W25,2,4.2587486030999715,,
2023-W26,1,4.2587486030999715,,
2023-W28,1,4.2587486030999715,,
2023-W36,1,4.2587486030999715,,
2023-W39,1,4.2587486030999715,,
2023-W41,1,4.2587486030999715,,
2023-W44,2,5.2587486030999715,,
2023-W48,2,4.2587486030999715,,
2023-W49,2,4.2587486030999715,,
2023-W50,1,4.2587486030999715,,
