period,n,mean,ci_lo,ci_hi
2017-W34,6,-5.698001040886541,,
2017-W35,16,0.4739453650549841,,
2017-W36,5,55.36486532321802,,
2017-W37,1,29.657770461933712,,
2017-W39,7,-3.408386074856657,,
2017-W40,12,0.2564245628392368,,
2017-W47,2,30.903050446548914,,
2017-W48,1,6.758244865586593,,
2018-W02,1,7.000253135166356,,
2018-W03,1,29.415743329911226,,
2018-W04,1,-56.93983985427657,,
2018-W09,1,-30.803786710749268,,
2018-W15,2,674.2684535556241,,
2018-W23,1,41.7231210708123,,
2018-W24,1,-105.71070046801704,,
2018-W26,3,44.35922989620011,,
2018-W28,1,67.72483552822658,,
2018-W29,1,-13.624282518973775,,
2018-W30,1,96.41141060934373,,
2018-W31,1,-13.749375402699748,,
2018-W34,1,7.819154553086871,,
2018-W36,1,365.20504091289473,,
2018-W38,1,-9.721751069255024,,
2018-W42,8,16.64061013085733,,
2018-W44,1,36.158318209905524,,
2018-W52,1,-32.131563735787886,,
2019-W01,1,-34.45580966724774,,
2019-W02,1,377.8802980114869,,
2019-W06,1,-39.93836946646027,,
2019-W08,1,164.6928872702845,,
2019-W15,1,-23.592121864257994,,
2019-W17,1,139.77364832301816,,
2019-W19,1,-16.413104126783573,,
2020-W05,1,-21.707855375015104,,
2020-W17,1,112.48352948451375,,
2020-W18,1,-96.37344394360163,,
2020-W28,1,14.353998716794958,,
2020-W30,1,8.969895237281722,,
2020-W33,1,-38.17554434889418,,
2020-W35,1,4.858973481259489,,
2020-W36,1,63.16199947132492,,
2020-W39,1,41.143635362780174,,
2020-W45,1,-42.34955665817367,,
2020-W47,2,90.95189346779193,,
2020-W51,1,-108.36579045182552,,
2021-W15,1,-106.38481347444177,,
2021-W29,1,-31.642679504951953,,
2021-W35,1,-0.004749260670654287,,
2021-W44,1,108.86872059179028,,
2021-W51,1,-107.0749250148552,,
2021-W52,1,-70.81927196359042,,
2022-W04,1,-10.435049560723197,,
2022-W07,1,-0.8058975845960719,,
2022-W09,2,45.182123934737604,,
2022-W14,1,138.95315697145156,,
2022-W18,1,463.49187347823107,,
2022-W34,1,108.44501891300025,,
2022-W35,1,-27.989808177884353,,
2022-W44,2,11.217080783468692,,
2022-W45,1,-11.455144124849081,,
2022-W52,1,-20.275054142148285,,
2023-W05,1,21.06241602996758,,
2023-W07,1,-48.12996801672924,,
2023-W08,1,-2.855227492039181,,
2023-W15,2,27.14061564099187,,
2023-W16,1,51.323511694751765,,
2023-W18,1,-22.56799449044792,,
2023-W25,2,-51.43133215597743,,
2023-W26,1,-45.5958812914438,,
2023-W28,1,-39.66634860513089,,
2023-W36,1,62.471049376698744,,
2023-W39,1,-40.34723846585001,,
2023-W41,1,29.509162436682633,,
2023-W44,2,35.92572241602895,,
2023-W48,2,28.76272060966841,,
2023-W49,2,-25.077098330533875,,
2023-W50,1,-30.061930101012024,,
