kind,time_ms,side,qty,p_liq,p_avg,p0,bin_pct,dist_node_bp,dist_gap_bp,vol_between_ratio,dist_vwap_bp,n_bins,total_qty,day,oi_dist_vwap_bp,oi_dist_node_bp,oi_side_dist_vwap_bp,oi_side_dist_node_bp,oi_n_bins,oi_n_buckets,oi_total_delta,oi_side_total_delta,dist_vwap_bp_liqdir,dist_node_bp_liqdir,oi_dist_vwap_bp_liqdir,oi_dist_node_bp_liqdir,oi_side_dist_vwap_bp_liqdir,oi_side_dist_node_bp_liqdir,implied_leverage,implied_leverage_side,oi_covered
control,1709531377113,,,63398.9,,63398.9,51.0204,17.7121,138.588,0.021154,-77.7459,49,36763246.0,2024-03-04,-152.5189,-81.9162,,,29.0,68.0,990545.0,,,,,,,,,,1
control,1709531389688,,,63395.5,,63395.5,51.0204,18.2494,139.1318,0.021166,-77.212,49,36763493.0,2024-03-04,-151.9907,-81.3843,,,29.0,68.0,990545.0,,,,,,,,,,1
control,1709531542049,,,63437.4,,63437.4,63.2653,11.6324,132.435,0.023997,-83.6391,49,36792261.0,2024-03-04,-158.4953,-87.9355,,,29.0,68.0,990545.0,,,,,,,,,,1
control,1709531691297,,,63506.0,,63506.0,93.8776,0.8177,121.4898,0.038491,-94.2742,49,36797446.0,2024-03-04,-169.1262,-98.6426,,,29.0,68.0,990545.0,,,,,,,,,,1
control,1709531818337,,,63482.3,,63482.3,93.8776,4.5513,125.2685,0.038711,-90.4871,49,36801154.0,2024-03-04,-165.456,-94.9461,,,29.0,68.0,990545.0,,,,,,,,,,1
control,1709531827148,,,63479.7,,63479.7,93.8776,4.9611,125.6832,0.038784,-90.0733,49,36803692.0,2024-03-04,-165.0532,-94.5404,,,29.0,68.0,990545.0,,,,,,,,,,1
control,1709531866266,,,63495.0,,63495.0,93.8776,2.5503,123.2432,0.038799,-92.4363,49,36810312.0,2024-03-04,-167.4231,-96.9273,,,29.0,68.0,990545.0,,,,,,,,,,1
control,1709531901521,,,63501.2,,63501.2,93.8776,1.5737,122.2548,0.038887,-93.3848,49,36810838.0,2024-03-04,-168.3831,-97.8942,,,29.0,68.0,990545.0,,,,,,,,,,1
control,1709531987175,,,63423.5,,63423.5,71.4286,13.8266,134.6556,0.025512,-81.09,49,36853667.0,2024-03-04,-156.3384,-85.7631,,,29.0,68.0,990545.0,,,,,,,,,,1
control,1709532011421,,,63442.0,,63442.0,71.4286,10.9065,131.7003,0.026,-83.9363,49,36871171.0,2024-03-04,-159.2089,-88.6542,,,29.0,68.0,990545.0,,,,,,,,,,1
control,1709532089885,,,63416.1,,63416.1,75.5102,14.9951,135.8382,0.027294,-79.7355,49,36912405.0,2024-03-04,-155.1898,-84.6063,,,29.0,68.0,990545.0,,,,,,,,,,1
control,1709532178466,,,63480.0,,63480.0,93.8776,4.9138,125.6353,0.039245,-89.6418,49,36928056.0,2024-03-04,-165.0997,-94.5872,,,29.0,68.0,990545.0,,,,,,,,,,1
control,1709532188301,,,63470.2,,63470.2,77.551,6.4586,127.1987,0.027779,-88.1027,49,36928661.0,2024-03-04,-163.5812,-93.0578,,,29.0,68.0,990545.0,,,,,,,,,,1
control,1709532193697,,,63455.1,,63455.1,77.551,8.8398,129.6086,0.027808,-85.7384,49,36928933.0,2024-03-04,-161.2405,-90.7003,,,29.0,68.0,990545.0,,,,,,,,,,1
control,1709532355001,,,63492.0,,63492.0,93.8776,3.0229,123.7216,0.03999,-91.2795,49,36938286.0,2024-03-04,-166.9585,-96.4594,,,29.0,68.0,990545.0,,,,,,,,,,1
control,1709532495898,,,63488.1,,63488.1,93.8776,3.6374,124.3435,0.041352,-90.4638,49,36972025.0,2024-03-04,-166.3545,-95.851,,,29.0,68.0,990545.0,,,,,,,,,,1
control,1709532798334,,,63580.1,,63580.1,93.8776,-0.8487,109.6936,0.041719,-104.365,49,36919888.0,2024-03-04,-180.5837,-110.1822,,,29.0,68.0,990545.0,,,,,,,,,,1
control,1709532811890,,,63586.8,,63586.8,93.8776,-1.9023,108.6284,0.041736,-105.3995,49,36919024.0,2024-03-04,-181.6183,-111.2243,,,29.0,68.0,990545.0,,,,,,,,,,1
control,1709532937725,,,63605.9,,63605.9,95.9184,-4.9046,105.5929,0.04199,-108.2791,49,36912453.0,2024-03-04,-184.5667,-114.1938,,,29.0,68.0,990545.0,,,,,,,,,,1
control,1709533007719,,,63636.5,,63636.5,87.7551,-9.7108,100.7335,0.037109,-112.9087,49,36924798.0,2024-03-04,-189.2865,-118.9474,,,29.0,68.0,990545.0,,,,,,,,,,1
control,1709533024761,,,63636.5,,63636.5,87.7551,-9.7108,100.7335,0.037156,-112.8948,49,36924453.0,2024-03-04,-189.2865,-118.9474,,,29.0,68.0,990545.0,,,,,,,,,,1
control,1709533063842,,,63652.0,,63652.0,89.7959,-2.1557,98.2739,0.037332,-115.2629,49,36926584.0,2024-03-04,-191.6755,-121.3536,,,29.0,68.0,990545.0,,,,,,,,,,1
control,1709533155320,,,63644.0,,63644.0,91.8367,-0.8989,99.5432,0.037816,-113.9373,49,36938440.0,2024-03-04,-190.4426,-120.1118,,,29.0,68.0,990545.0,,,,,,,,,,1
control,1709533343955,,,63625.9,,63625.9,91.8367,1.9456,102.4163,0.038324,-110.982,49,36935923.0,2024-03-04,-187.6,-117.3013,,,29.0,67.0,989873.0,,,,,,,,,,1
control,1709533645949,,,63640.0,,63640.0,91.8367,-0.2705,100.178,0.039178,-112.8241,49,36940169.0,2024-03-04,-189.6511,-119.4909,,,29.0,66.0,988062.0,,,,,,,,,,1
control,1709533658012,,,63639.9,,63639.9,91.8367,-0.2547,100.1939,0.039183,-112.7997,49,36937761.0,2024-03-04,-189.6357,-119.4753,,,29.0,66.0,988062.0,,,,,,,,,,1
control,1709533739862,,,63642.1,,63642.1,91.8367,-0.6004,99.8447,0.039421,-113.0353,49,36921803.0,2024-03-04,-189.9749,-119.8169,,,29.0,66.0,988062.0,,,,,,,,,,1
control,1709533807690,,,63658.4,,63658.4,91.8367,-3.1608,97.2586,0.039493,-115.5049,49,36907431.0,2024-03-04,-192.4868,-122.3468,,,29.0,66.0,988062.0,,,,,,,,,,1
control,1709533823732,,,63650.1,,63650.1,91.8367,-1.8572,98.5753,0.039556,-114.1736,49,36898632.0,2024-03-04,-191.2079,-121.0587,,,29.0,66.0,988062.0,,,,,,,,,,1
control,1709533848998,,,63650.1,,63650.1,91.8367,-1.8572,98.5753,0.039573,-114.1609,49,36895817.0,2024-03-04,-191.2079,-121.0587,,,29.0,66.0,988062.0,,,,,,,,,,1
control,1709533885390,,,63603.0,,63603.0,95.9184,-4.4488,106.0536,0.042796,-106.8025,49,36898105.0,2024-03-04,-183.9441,-113.743,,,29.0,66.0,988062.0,,,,,,,,,,1
control,1709534231775,,,63706.1,,63706.1,81.6327,-10.646,89.6983,0.033043,-122.4624,49,36950413.0,2024-03-04,-199.5071,-129.7427,,,29.0,65.0,981400.0,,,,,,,,,,1
control,1709534280485,,,63687.9,,63687.9,81.6327,-7.7913,92.5816,0.033265,-119.5785,49,36949291.0,2024-03-04,-196.7064,-126.922,,,29.0,65.0,981400.0,,,,,,,,,,1
control,1709534345587,,,63685.2,,63685.2,81.6327,-7.3677,93.0095,0.033695,-119.0723,49,36958894.0,2024-03-04,-196.2908,-126.5035,,,29.0,65.0,981400.0,,,,,,,,,,1
control,1709534463567,,,63646.0,,63646.0,91.8367,-1.2131,99.2259,0.040965,-112.8596,49,36965937.0,2024-03-04,-190.0663,-120.4223,,,29.0,64.0,978242.0,,,,,,,,,,1
control,1709534482693,,,63642.2,,63642.2,91.8367,-0.6161,99.8289,0.041024,-112.252,49,36965292.0,2024-03-04,-189.4806,-119.8324,,,29.0,64.0,978242.0,,,,,,,,,,1
liq,1709534996102,BUY,1.0,63742.3,63742.3,63742.3,61.2245,-16.319,83.9683,0.023576,-127.2301,49,37028677.0,2024-03-04,-204.8869,-135.3481,-205.968,-135.3481,29.0,64.0,978242.0,431403.43632660585,127.2301,16.319,204.8869,135.3481,205.968,135.3481,,,1
control,1709535387609,,,63743.9,,63743.9,63.2653,-16.5696,83.7151,0.024265,-127.1804,49,37046540.0,2024-03-04,-205.1328,-135.5957,,,29.0,64.0,978242.0,,,,,,,,,,1
control,1709535404879,,,63747.8,,63747.8,63.2653,-17.1804,83.0982,0.02427,-127.7818,49,37046266.0,2024-03-04,-205.732,-136.1992,,,29.0,64.0,978242.0,,,,,,,,,,1
control,1709535426611,,,63762.0,,63762.0,63.2653,-19.4036,80.8527,0.024369,-129.9577,49,37047604.0,2024-03-04,-207.9132,-138.3959,,,29.0,64.0,978242.0,,,,,,,,,,1
control,1709535859945,,,63708.0,,63708.0,85.7143,-10.9439,89.3974,0.036453,-121.1309,49,37067305.0,2024-03-04,-199.6133,-130.037,,,29.0,64.0,978242.0,,,,,,,,,,1
control,1709536033350,,,63624.0,,63624.0,95.9184,2.2442,102.718,0.043966,-107.8068,49,37106693.0,2024-03-04,-186.6742,-117.0061,,,29.0,64.0,978242.0,,,,,,,,,,1
control,1709536130047,,,63596.0,,63596.0,93.8776,-3.3486,107.166,0.043678,-103.373,49,37115373.0,2024-03-04,-182.3536,-112.6549,,,29.0,64.0,978242.0,,,,,,,,,,1
control,1709536181677,,,63604.0,,63604.0,93.8776,-4.606,105.8947,0.043758,-104.5805,49,37121990.0,2024-03-04,-183.5885,-113.8985,,,29.0,64.0,978242.0,,,,,,,,,,1
control,1709536394627,,,63594.0,,63594.0,93.8776,-3.0342,107.4839,0.044096,-102.8837,49,37120066.0,2024-03-04,-182.0449,-112.3439,,,29.0,64.0,978242.0,,,,,,,,,,1
control,1709536447125,,,63627.0,,63627.0,95.9184,1.7726,102.2417,0.044729,-107.9707,49,37118930.0,2024-03-04,-187.1369,-117.4721,,,29.0,64.0,978242.0,,,,,,,,,,1
control,1709536497528,,,63665.6,,63665.6,95.9184,-4.2914,96.1167,0.044806,-113.9593,49,37121844.0,2024-03-04,-193.0864,-123.4638,,,29.0,64.0,978242.0,,,,,,,,,,1
control,1709536504483,,,63665.6,,63665.6,95.9184,-4.2914,96.1167,0.044831,-113.9563,49,37122838.0,2024-03-04,-193.0864,-123.4638,,,29.0,64.0,978242.0,,,,,,,,,,1
control,1709536624630,,,63726.1,,63726.1,87.7551,-13.781,86.5317,0.037084,-123.2078,49,37124384.0,2024-03-04,-202.3968,-132.8404,,,29.0,64.0,978242.0,,,,,,,,,,1
control,1709536726409,,,63735.3,,63735.3,71.4286,-15.2225,85.0758,0.025891,-124.5512,49,37124831.0,2024-03-04,-203.8111,-134.2647,,,29.0,64.0,978242.0,,,,,,,,,,1
control,1709536734693,,,63730.3,,63730.3,87.7551,-14.4392,85.867,0.037387,-123.7501,49,37122904.0,2024-03-04,-203.0425,-133.4906,,,29.0,64.0,978242.0,,,,,,,,,,1
control,1709536737864,,,63730.3,,63730.3,87.7551,-14.4392,85.867,0.037387,-123.7495,49,37122798.0,2024-03-04,-203.0425,-133.4906,,,29.0,64.0,978242.0,,,,,,,,,,1
control,1709536777498,,,63768.9,,63768.9,71.4286,-10.504,79.7619,0.026031,-129.6483,49,37110459.0,2024-03-04,-208.9727,-139.4629,,,29.0,64.0,978242.0,,,,,,,,,,1
control,1709536806532,,,63776.9,,63776.9,71.4286,-11.7571,78.4975,0.02605,-130.8748,49,37108865.0,2024-03-04,-209.9303,-140.6998,,,29.0,63.0,974826.0,,,,,,,,,,1
control,1709536935368,,,63812.5,,63812.5,69.3878,-17.3294,72.8749,0.025117,-136.2154,49,37108806.0,2024-03-04,-215.3921,-146.2002,,,29.0,63.0,974826.0,,,,,,,,,,1
control,1709537045336,,,63793.8,,63793.8,71.4286,-14.4031,75.8276,0.026739,-133.0912,49,37085426.0,2024-03-04,-212.5239,-143.3117,,,29.0,63.0,974826.0,,,,,,,,,,1
control,1709537232038,,,63828.2,,63828.2,69.3878,-19.7848,70.3972,0.026743,-137.6924,49,37029489.0,2024-03-04,-216.5868,-148.6239,,,29.0,62.0,961450.0,,,,,,,,,,1
control,1709537249447,,,63846.0,,63846.0,69.3878,-22.5673,67.5897,0.02689,-140.1889,49,36985278.0,2024-03-04,-219.3144,-151.3705,,,29.0,62.0,961450.0,,,,,,,,,,1
control,1709537267638,,,63828.5,,63828.5,73.4694,-19.8317,70.3499,0.027508,-136.7249,49,36877779.0,2024-03-04,-216.6328,-148.6702,,,29.0,62.0,961450.0,,,,,,,,,,1
control,1709537312120,,,63845.7,,63845.7,73.4694,-22.5204,67.637,0.027746,-138.46,49,36723339.0,2024-03-04,-219.2684,-151.3242,,,29.0,62.0,961450.0,,,,,,,,,,1
liq,1709537833049,BUY,12.0,63947.0,63947.0,63946.9,43.75,-38.3259,51.6886,0.019336,-147.6815,48,35858278.0,2024-03-04,-216.5126,-166.9257,-214.2727,-166.9257,29.0,60.0,840462.0,360631.5067403086,147.6815,38.3259,216.5126,166.9257,214.2727,166.9257,,,1
liq,1709537838093,BUY,39.0,63954.8,63954.8,63951.7,43.75,-39.5409,50.4627,0.01965,-148.7827,48,35859987.0,2024-03-04,-217.7058,-168.125,-215.4661,-168.125,29.0,60.0,840462.0,360631.5067403086,148.7827,39.5409,217.7058,168.125,215.4661,168.125,,,1
liq,1709538044135,BUY,99.0,63999.9,63999.9,63999.9,35.4167,-46.5599,43.3802,0.012889,-154.4672,48,35828264.0,2024-03-04,-224.5992,-175.0534,-222.3612,-175.0534,29.0,60.0,840462.0,360631.5067403086,154.4672,46.5599,224.5992,175.0534,222.3612,175.0534,,,1
liq,1709538054049,BUY,25.0,64145.7,64145.7,64141.9,22.9167,-69.1836,20.5521,0.009824,-176.3884,48,35919389.0,2024-03-04,-246.8182,-197.385,-244.5853,-197.385,29.0,60.0,840462.0,360631.5067403086,176.3884,69.1836,246.8182,197.385,244.5853,197.385,,,1
liq,1709538176163,BUY,8.0,64184.0,64184.0,64184.0,18.75,-75.1095,14.5726,0.006612,-180.9227,48,35995650.0,2024-03-04,-252.6382,-203.2344,-250.4065,-203.2344,29.0,60.0,840462.0,360631.5067403086,180.9227,75.1095,252.6382,203.2344,250.4065,203.2344,,,1
liq,1709538208108,BUY,15.0,64200.0,64200.0,64200.0,20.8333,-77.583,12.0768,0.007843,-183.0256,48,36025371.0,2024-03-04,-255.0674,-205.676,-252.8363,-205.676,29.0,60.0,840462.0,360631.5067403086,183.0256,77.583,255.0674,205.676,252.8363,205.676,,,1
liq,1709538295149,BUY,358.0,64221.1,64221.1,64221.0,22.9167,-80.843,8.7873,0.010094,-185.4371,48,36079442.0,2024-03-04,-258.2691,-208.8939,-256.0388,-208.8939,29.0,60.0,840462.0,360631.5067403086,185.4371,80.843,258.2691,208.8939,256.0388,208.8939,,,1
liq,1709538300083,BUY,60.0,64221.1,64221.1,64221.1,22.9167,-80.843,8.7873,0.010121,-185.4155,48,36077637.0,2024-03-04,-258.2691,-208.8939,-256.0388,-208.8939,29.0,60.0,840462.0,360631.5067403086,185.4155,80.843,258.2691,208.8939,256.0388,208.8939,,,1
liq,1709538375158,BUY,2.0,64323.2,64323.2,64323.2,8.3333,-96.5877,2.8933,0.004409,-199.952,48,36228243.0,2024-03-04,-273.7322,-224.4353,-271.5054,-224.4353,29.0,60.0,840462.0,360631.5067403086,199.952,96.5877,273.7322,224.4353,271.5054,224.4353,,,1
liq,1709538379069,BUY,956.0,64353.6,64353.6,64349.1,8.3333,-101.266,-1.832,0.00488,-204.4334,48,36245642.0,2024-03-04,-278.3268,-229.0532,-276.101,-229.0532,29.0,60.0,840462.0,360631.5067403086,204.4334,101.266,278.3268,229.0532,276.101,229.0532,,,1
liq,1709538389051,BUY,9.0,64380.2,64380.2,64380.1,6.25,-105.3558,4.0311,0.002737,-208.3021,48,36256519.0,2024-03-04,-282.3435,-233.0903,-280.1186,-233.0903,29.0,60.0,840462.0,360631.5067403086,208.3021,105.3558,282.3435,233.0903,280.1186,233.0903,,,1
liq,1709538454076,BUY,1.0,64362.1,64362.1,64362.1,14.5833,-102.5732,6.8444,0.006431,-204.9534,48,36286176.0,2024-03-04,-279.6106,-230.3436,-277.3852,-230.3436,29.0,60.0,840462.0,360631.5067403086,204.9534,102.5732,279.6106,230.3436,277.3852,230.3436,,,1
liq,1709538477125,BUY,1.0,64403.2,64403.2,64403.2,6.25,-108.8895,0.4584,0.003192,-211.0829,48,36295229.0,2024-03-04,-285.8139,-236.5783,-283.5898,-236.5783,29.0,60.0,840462.0,360631.5067403086,211.0829,108.8895,285.8139,236.5783,283.5898,236.5783,,,1
liq,1709538792078,SELL,9.0,64041.1,64041.1,64041.1,33.3333,-52.9633,57.0028,0.014113,-153.1528,48,36601890.0,2024-03-04,-230.0948,-181.3741,-231.7962,-181.3741,29.0,59.0,835559.0,477068.7198480938,-153.1528,-52.9633,-230.0948,-181.3741,-231.7962,-181.3741,,,1
liq,1709538794055,SELL,57.0,64004.1,64004.1,64004.1,33.3333,-47.2131,62.8166,0.014458,-147.4052,48,36614198.0,2024-03-04,-224.447,-175.6981,-226.1493,-175.6981,29.0,59.0,835559.0,477068.7198480938,-147.4052,-47.2131,-224.447,-175.6981,-226.1493,-175.6981,,,1
control,1709539182784,,,64177.6,,64177.6,41.6667,-74.1198,35.6125,0.017729,-172.6684,48,36775903.0,2024-03-04,-250.5024,-202.2575,,,29.0,58.0,833100.0,,,,,,,,,,1
control,1709539213757,,,64198.3,,64198.3,39.5833,-77.3203,32.3766,0.016355,-175.55,48,36794661.0,2024-03-04,-252.196,-205.4166,,,29.0,57.0,823652.0,,,,,,,,,,1
control,1709539225656,,,64134.8,,64134.8,41.6667,-67.4958,42.3097,0.01849,-165.667,48,36794942.0,2024-03-04,-242.5447,-195.719,,,29.0,57.0,823652.0,,,,,,,,,,1
control,1709539230091,,,64144.0,,64144.0,41.6667,-68.9204,40.8693,0.018529,-167.0652,48,36795395.0,2024-03-04,-243.9442,-197.1252,,,29.0,57.0,823652.0,,,,,,,,,,1
control,1709539262731,,,64146.0,,64146.0,41.6667,-69.23,40.5563,0.019066,-167.1862,48,36798088.0,2024-03-04,-244.2484,-197.4308,,,29.0,57.0,823652.0,,,,,,,,,,1
liq,1709539602110,BUY,5.0,64342.8,64342.8,64342.0,16.6667,-99.6045,9.8461,0.006826,-194.9312,48,36858369.0,2024-03-04,-274.0875,-227.4131,-271.2767,-227.4131,29.0,57.0,823652.0,351959.7705530361,194.9312,99.6045,274.0875,227.4131,271.2767,227.4131,,,1
liq,1709539622140,BUY,16.0,64409.7,64409.7,64409.7,8.3333,-109.8876,-0.5508,0.004421,-204.9292,48,36872202.0,2024-03-04,-284.1894,-237.5636,-281.3816,-237.5636,29.0,57.0,823652.0,351959.7705530361,204.9292,109.8876,284.1894,237.5636,281.3816,237.5636,,,1
liq,1709539636052,BUY,164.0,64447.1,64447.1,64448.2,4.1667,-115.6271,3.64,0.002275,-210.3392,48,36903158.0,2024-03-04,-289.8277,-243.2289,-287.0215,-243.2289,29.0,57.0,823652.0,351959.7705530361,210.3392,115.6271,289.8277,243.2289,287.0215,243.2289,,,1
liq,1709539643080,BUY,24.0,64500.0,64500.0,64500.0,6.25,-123.7338,-4.5646,0.004367,-217.9079,48,36978964.0,2024-03-04,-297.7915,-251.231,-294.9877,-251.231,29.0,57.0,823652.0,351959.7705530361,217.9079,123.7338,297.7915,251.231,294.9877,251.231,,,1
liq,1709539659067,BUY,9.0,64564.4,64564.4,64558.0,4.0,-133.5849,-4.5491,0.001405,-226.9025,50,37102071.0,2024-03-04,-307.4691,-260.9549,-304.668,-260.9549,29.0,57.0,823652.0,351959.7705530361,226.9025,133.5849,307.4691,260.9549,304.668,260.9549,,,1
liq,1709539661050,BUY,1221.0,64700.1,64700.1,64704.0,0.0,-154.2784,4.4401,7.2e-05,-247.0178,52,37161553.0,2024-03-04,-327.7979,-281.3813,-325.0026,-281.3813,29.0,57.0,823652.0,351959.7705530361,247.0178,154.2784,327.7979,281.3813,325.0026,281.3813,,,1
liq,1709539662076,BUY,444.0,64644.5,64644.5,64644.5,7.6923,-145.8102,3.0418,0.001663,-238.433,52,37191153.0,2024-03-04,-319.4789,-273.0224,-316.6813,-273.0224,29.0,57.0,823652.0,351959.7705530361,238.433,145.8102,319.4789,273.0224,316.6813,273.0224,,,1
liq,1709539671050,BUY,20.0,64673.5,64673.5,64673.4,9.6154,-150.2289,-1.4436,0.002384,-242.4484,52,37246845.0,2024-03-04,-323.8197,-277.3841,-321.0234,-277.3841,29.0,57.0,823652.0,351959.7705530361,242.4484,150.2289,323.8197,277.3841,321.0234,277.3841,,,1
liq,1709539672056,BUY,1.0,64730.4,64730.4,64730.4,0.0,-158.8872,-0.2429,0.000279,-250.9915,52,37250318.0,2024-03-04,-332.3254,-285.9305,-329.5315,-285.9305,29.0,57.0,823652.0,351959.7705530361,250.9915,158.8872,332.3254,285.9305,329.5315,285.9305,,,1
liq,1709539673068,BUY,3.0,64744.8,64744.8,64746.0,0.0,-161.0759,-2.467,0.000719,-253.0495,52,37266713.0,2024-03-04,-334.4756,-288.0911,-331.6823,-288.0911,29.0,57.0,823652.0,351959.7705530361,253.0495,161.0759,334.4756,288.0911,331.6823,288.0911,,,1
liq,1709539692051,BUY,105.0,64781.5,64781.5,64781.4,0.0,-166.6499,1.8611,0.00035,-257.8057,53,37370332.0,2024-03-04,-339.9513,-293.5931,-337.1596,-293.5931,29.0,57.0,823652.0,351959.7705530361,257.8057,166.6499,339.9513,293.5931,337.1596,293.5931,,,1
liq,1709539694083,BUY,6.0,64839.0,64839.0,64835.8,0.0,-175.3702,2.9843,9.8e-05,-266.324,54,37385984.0,2024-03-04,-348.5179,-302.2008,-345.7287,-302.2008,29.0,57.0,823652.0,351959.7705530361,266.324,175.3702,348.5179,302.2008,345.7287,302.2008,,,1
liq,1709539695081,BUY,44.0,64785.2,64785.2,64785.5,1.8519,-167.2115,1.2899,0.000793,-258.1687,54,37396129.0,2024-03-04,-340.503,-294.1474,-337.7115,-294.1474,29.0,57.0,823652.0,351959.7705530361,258.1687,167.2115,340.503,294.1474,337.7115,294.1474,,,1
liq,1709539707052,BUY,2993.0,64926.8,64926.8,64916.1,0.0,-188.656,-0.5532,0.000391,-279.0116,55,37445806.0,2024-03-04,-361.5696,-315.3151,-358.7841,-315.3151,29.0,57.0,823652.0,351959.7705530361,279.0116,188.656,361.5696,315.3151,358.7841,315.3151,,,1
liq,1709539711177,BUY,3304.0,64906.0,64906.0,64906.9,3.6364,-185.5118,2.6513,0.001198,-275.6349,55,37477449.0,2024-03-04,-358.4808,-312.2115,-355.6944,-312.2115,29.0,57.0,823652.0,351959.7705530361,275.6349,185.5118,358.4808,312.2115,355.6944,312.2115,,,1
liq,1709539871139,BUY,1.0,64911.1,64911.1,64911.4,5.4545,-186.2829,1.8654,0.001633,-273.2148,55,37796640.0,2024-03-04,-357.8815,-312.9726,-354.4636,-312.9726,29.0,56.0,816040.0,347300.7988453561,273.2148,186.2829,357.8815,312.9726,354.4636,312.9726,,,1
liq,1709539890119,BUY,13.0,65000.0,65000.0,64999.9,14.5455,-199.7051,-11.8141,0.004349,-284.6569,55,37986738.0,2024-03-04,-371.069,-326.2215,-367.6557,-326.2215,29.0,56.0,816040.0,347300.7988453561,284.6569,199.7051,371.069,326.2215,367.6557,326.2215,,,1
liq,1709540214102,BUY,120.0,65000.1,65000.1,65001.8,20.0,-199.7201,-51.6824,0.006461,-279.7552,55,38416783.0,2024-03-04,-367.1544,-326.2364,-364.284,-326.2364,29.0,55.0,796001.0,340080.1587762965,279.7552,199.7201,367.1544,326.2364,364.284,326.2364,,,1
liq,1709540216082,BUY,6.0,65011.8,65011.8,65011.8,20.0,-201.4839,-53.4728,0.006515,-281.4886,55,38418720.0,2024-03-04,-368.888,-327.9774,-366.0181,-327.9774,29.0,55.0,796001.0,340080.1587762965,281.4886,201.4839,368.888,327.9774,366.0181,327.9774,,,1
liq,1709540606079,BUY,2.0,65032.4,65032.4,65032.3,1.7857,-204.5877,3.1861,0.0011,-279.358,56,38970337.0,2024-03-04,-371.687,-331.0411,-368.8014,-331.0411,29.0,54.0,794671.0,339485.77824532305,279.358,204.5877,371.687,331.0411,368.8014,331.0411,,,1
liq,1709540608091,BUY,15.0,65032.0,65032.0,65031.9,7.1429,-204.5275,3.2476,0.001995,-279.045,56,39005284.0,2024-03-04,-371.6278,-330.9816,-368.7422,-330.9816,29.0,54.0,794671.0,339485.77824532305,279.045,204.5275,371.6278,330.9816,368.7422,330.9816,,,1
liq,1709540611049,BUY,13.0,65041.8,65041.8,65041.7,8.9286,-206.0034,1.7404,0.002296,-280.4246,56,39017040.0,2024-03-04,-373.0785,-332.4385,-370.1933,-332.4385,29.0,54.0,794671.0,339485.77824532305,280.4246,206.0034,373.0785,332.4385,370.1933,332.4385,,,1
liq,1709540615115,BUY,80.0,65059.3,65059.3,65059.2,8.9286,-208.6378,-0.9499,0.003204,-282.7704,56,39050710.0,2024-03-04,-375.668,-335.0389,-372.7836,-335.0389,29.0,54.0,794671.0,339485.77824532305,282.7704,208.6378,375.668,335.0389,372.7836,335.0389,,,1
liq,1709540627081,BUY,22.0,65092.1,65092.1,65092.0,5.2632,-213.5717,4.0055,0.001696,-286.8383,57,39162777.0,2024-03-04,-380.5177,-339.9091,-377.6348,-339.9091,29.0,54.0,794671.0,339485.77824532305,286.8383,213.5717,380.5177,339.9091,377.6348,339.9091,,,1
liq,1709540629105,BUY,267.0,65106.1,65106.1,65106.0,7.0175,-215.6761,1.8544,0.002097,-288.8039,57,39177579.0,2024-03-04,-382.5862,-341.9864,-379.7039,-341.9864,29.0,54.0,794671.0,339485.77824532305,288.8039,215.6761,382.5862,341.9864,379.7039,341.9864,,,1
liq,1709540749063,BUY,42.0,65130.2,65130.2,65130.0,8.9286,-219.2966,-1.8466,0.004239,-289.5088,56,39522957.0,2024-03-04,-384.8353,-345.5601,-381.9567,-345.5601,26.0,53.0,788217.0,336782.57321004523,289.5088,219.2966,384.8353,345.5601,381.9567,345.5601,,,1
liq,1709540750126,BUY,23.0,65129.9,65129.9,65129.9,10.7143,-219.2515,-71.5088,0.0044,-289.4175,56,39529311.0,2024-03-04,-384.791,-345.5156,-381.9124,-345.5156,26.0,53.0,788217.0,336782.57321004523,289.4175,219.2515,384.791,345.5156,381.9124,345.5156,,,1
liq,1709540791035,BUY,12.0,65113.9,65113.9,65113.9,14.2857,-216.8482,-69.0692,0.005289,-286.4793,56,39581170.0,2024-03-04,-382.4283,-343.1433,-379.549,-343.1433,26.0,53.0,788217.0,336782.57321004523,286.4793,216.8482,382.4283,343.1433,379.549,343.1433,,,1
liq,1709540828022,BUY,8.0,65178.8,65178.8,65178.8,0.0,-226.5895,0.689,0.000472,-295.7042,57,39632674.0,2024-03-04,-392.0048,-352.7588,-389.1283,-352.7588,26.0,53.0,788217.0,336782.57321004523,295.7042,226.5895,392.0048,352.7588,389.1283,352.7588,,,1
liq,1709541319112,BUY,7.0,65169.9,65169.9,65169.9,1.7544,-225.2547,2.0548,0.000975,-287.7949,57,40438057.0,2024-03-04,-390.6926,-351.4414,-387.8158,-351.4414,26.0,53.0,788217.0,336782.57321004523,287.7949,225.2547,390.6926,351.4414,387.8158,351.4414,,,1
liq,1709541325146,BUY,1963.0,65228.4,65228.4,65228.4,1.7241,-234.0212,3.0776,0.000893,-296.1504,58,40486374.0,2024-03-04,-399.3107,-360.0947,-396.4365,-360.0947,26.0,53.0,788217.0,336782.57321004523,296.1504,234.0212,399.3107,360.0947,396.4365,360.0947,,,1
liq,1709541327041,BUY,39.0,65238.9,65238.9,65229.8,1.7241,-235.593,1.4676,0.001188,-297.6234,58,40498232.0,2024-03-04,-400.8559,-361.6462,-397.9822,-361.6462,26.0,53.0,788217.0,336782.57321004523,297.6234,235.593,400.8559,361.6462,397.9822,361.6462,,,1
