ts_utc,fx_mid,spot_mid,basis_bp,candle_ts_fx,candle_ts_spot,fx_close_1m,spot_close_1m,basis_close_bp
2026-09-23T11:20:12.050489+00:00,13519348.0,13532148.5,-9.459325693920162,2026-09-23 11:00:00+00:00,,13553762.0,,
2026-09-23T12:24:09.991901+00:00,13488385.0,13497373.5,-6.659443779932772,2026-09-23 12:00:00+00:00,,13520470.0,,
2026-09-23T13:26:21.571777+00:00,13491201.5,13496146.5,-3.6640088339290333,2026-09-23 13:00:00+00:00,,13493339.0,,
2026-09-23T14:25:42.831842+00:00,13338806.0,13351809.0,-9.738755250318087,2026-09-23 14:00:00+00:00,,13566719.0,,
2026-09-23T15:26:09.954038+00:00,13385341.0,13404347.5,-14.179354869754413,2026-09-23 15:00:00+00:00,,13359193.0,,
2026-09-23T16:21:57.128472+00:00,13317554.5,13329514.0,-8.972195085281687,2026-09-23 16:00:00+00:00,,13289186.0,,
2026-09-23T17:15:46.293082+00:00,13274088.0,13283508.5,-7.09187636685038,2026-09-23 17:00:00+00:00,,13300139.0,,
2026-09-23T18:04:06.986913+00:00,13313110.0,13323780.0,-8.008237902457083,2026-09-23 17:45:00+00:00,,13323457.0,,
2026-09-23T18:49:00.979495+00:00,13331766.0,13337636.0,-4.401079771557681,2026-09-23 18:30:00+00:00,,13318721.0,,
2026-09-23T19:31:34.984902+00:00,13351384.0,13361303.0,-7.42367716681569,2026-09-23 19:15:00+00:00,,13350072.0,,
2026-09-23T20:17:09.147222+00:00,13350718.0,13356494.5,-4.324862335697288,2026-09-23 20:00:00+00:00,,13372944.0,,
2026-09-23T21:00:42.563397+00:00,13331479.0,13347308.5,-11.859694409550592,2026-09-23 20:45:00+00:00,,13360841.0,,
