table_id	file	A	B
current_1	表_ggo5yo.md	new_impl	current_impl
current_2	表_bnbe56.md	current_impl	new_impl
survey_1	表_18at50.md	new_impl	survey_best
survey_2	表_ffj46l.md	survey_best	new_impl
mutant_1	表_s3vyj2.md	new_impl	mutant
mutant_2	表_rn2mcx.md	mutant	new_impl
