date_t,date_t1,open_t,close_t,open_t1,r_day_bps,r_night_bps,tick_yen,cost_cons_bps,net_opt_bps,net_cons_bps,flag_null_t,flag_null_t1,flag_ghost_t,flag_ghost_t1,flag_split_t,flag_split_t1,flag_badprint_t,flag_badprint_t1,excluded,valid_raw,clean,weekday,month,era,vol20,vol_tercile
2011-09-05,2011-09-06,8880.0,8830.0,8740.0,-56.30630630630628,-101.92525481313663,1.0,2.2650056625141564,-101.92525481313663,-104.19026047565079,False,False,False,False,False,False,False,False,False,True,True,0,9,era1,,
2011-09-06,2011-09-07,8740.0,8640.0,8790.0,-114.41647597253967,173.6111111111116,1.0,2.314814814814815,173.6111111111116,171.2962962962968,False,False,False,False,False,False,False,False,False,True,True,1,9,era1,,
2011-09-07,2011-09-08,8790.0,8830.0,8910.0,45.50625711035261,90.60022650056565,1.0,2.2650056625141564,90.60022650056565,88.3352208380515,False,False,False,False,False,False,False,False,False,True,True,2,9,era1,,
2011-09-08,2011-09-09,8910.0,8850.0,8820.0,-67.34006734006704,-33.89830508474523,1.0,2.2598870056497176,-33.89830508474523,-36.15819209039495,False,False,False,False,False,False,False,False,False,True,True,3,9,era1,,
2011-09-09,2011-09-12,8820.0,8780.0,8600.0,-45.35147392290217,-205.0113895216399,1.0,2.277904328018223,-205.0113895216399,-207.28929384965812,False,False,False,False,False,False,False,False,False,True,True,4,9,era1,,
2011-09-12,2011-09-13,8600.0,8600.0,8620.0,0.0,23.255813953488857,1.0,2.3255813953488373,23.255813953488857,20.93023255814002,False,False,False,False,False,False,False,False,False,True,True,0,9,era1,,
2011-09-13,2011-09-14,8620.0,8690.0,8690.0,81.20649651972123,0.0,1.0,2.3014959723820483,0.0,-2.3014959723820483,False,False,False,False,False,False,False,False,False,True,True,1,9,era1,,
2011-09-14,2011-09-15,8690.0,8580.0,8710.0,-126.58227848101222,151.5151515151514,1.0,2.331002331002331,151.5151515151514,149.18414918414905,False,False,False,False,False,False,False,False,False,True,True,2,9,era1,,
2011-09-15,2011-09-16,8710.0,8710.0,8840.0,0.0,149.25373134328402,1.0,2.296211251435132,149.25373134328402,146.9575200918489,False,False,False,False,False,False,False,False,False,True,True,3,9,era1,,
2011-09-16,2011-09-20,8840.0,8900.0,8800.0,67.87330316742057,-112.35955056179803,1.0,2.247191011235955,-112.35955056179803,-114.60674157303399,False,False,False,False,False,False,False,False,False,True,True,4,9,era1,,
2011-09-20,2011-09-21,8800.0,8770.0,8770.0,-34.09090909090917,0.0,1.0,2.280501710376283,0.0,-2.280501710376283,False,False,False,False,False,False,False,False,False,True,True,1,9,era1,,
2011-09-21,2011-09-22,8770.0,8790.0,8690.0,22.805017103761926,-113.76564277588153,1.0,2.2753128555176336,-113.76564277588153,-116.04095563139917,False,False,False,False,False,False,False,False,False,True,True,2,9,era1,,
