date_t,date_t1,open_t,close_t,open_t1,r_day_bps,r_night_bps,tick_yen,cost_cons_bps,net_opt_bps,net_cons_bps,flag_null_t,flag_null_t1,flag_ghost_t,flag_ghost_t1,flag_split_t,flag_split_t1,flag_badprint_t,flag_badprint_t1,excluded,valid_raw,clean,weekday,month,era,vol20,vol_tercile
2018-01-30,2018-01-31,1000.0,1000.0,998.0,0.0,-20.000000000000018,1.0,20.0,-20.000000000000018,-40.000000000000014,False,False,False,False,False,False,False,False,False,True,True,1,1,era1,,
2018-01-31,2018-02-01,998.0,998.0,1022.0,0.0,240.48096192384793,1.0,20.040080160320638,240.48096192384793,220.4408817635273,False,False,False,False,False,False,False,False,False,True,True,2,1,era1,,
2018-02-01,2018-02-02,1022.0,1022.0,1024.0,0.0,19.56947162426559,1.0,19.569471624266143,19.56947162426559,-5.542233338928781e-13,False,False,False,False,False,False,False,False,False,True,True,3,2,era1,,
2018-02-02,2018-02-05,1024.0,1011.0,985.0,-126.953125,-257.1711177052427,1.0,19.782393669634025,-257.1711177052427,-276.9535113748767,False,False,False,False,False,False,False,False,False,True,True,4,2,era1,,
2018-02-05,2018-02-06,985.0,981.0,906.0,-40.60913705583702,-764.5259938837922,1.0,20.387359836901123,-764.5259938837922,-784.9133537206934,False,False,False,False,False,False,False,False,False,True,True,0,2,era1,,
2018-02-06,2018-02-07,906.0,897.0,957.0,-99.33774834437136,668.8963210702336,1.0,22.29654403567447,668.8963210702336,646.5997770345591,False,False,False,False,False,False,False,False,False,True,True,1,2,era1,,
2018-02-07,2018-02-08,957.0,884.0,895.0,-762.8004179728321,124.43438914027105,1.0,22.624434389140273,124.43438914027105,101.80995475113077,False,False,False,False,False,False,False,False,False,True,True,2,2,era1,,
2018-02-08,2018-02-09,895.0,922.0,862.0,301.6759776536304,-650.7592190889367,1.0,21.69197396963124,-650.7592190889367,-672.4511930585679,False,False,False,False,False,False,False,False,False,True,True,3,2,era1,,
2018-02-09,2018-02-12,862.0,903.0,903.0,475.6380510440828,0.0,1.0,22.148394241417495,0.0,-22.148394241417495,False,False,False,True,False,False,False,False,True,True,False,4,2,era1,,
2018-02-12,2018-02-13,903.0,903.0,933.0,0.0,332.2259136212624,1.0,22.148394241417495,332.2259136212624,310.0775193798449,False,False,True,False,False,False,False,False,True,True,False,0,2,era1,,
2018-02-13,2018-02-14,933.0,878.0,880.0,-589.4962486602362,22.77904328018332,1.0,22.779043280182233,22.77904328018332,1.0871303857129533e-12,False,False,False,False,False,False,False,False,False,True,True,1,2,era1,,
2018-02-14,2018-02-15,880.0,863.0,871.0,-193.1818181818179,92.69988412514473,1.0,23.174971031286212,92.69988412514473,69.52491309385852,False,False,False,False,False,False,False,False,False,True,True,2,2,era1,,
