cascade_id,day,start_ms,end_ms,bundle_width_ms,direction,n_events,tie_after_shift,path_after_shift,tie_before,path_before,anchor_ts_ms,anchor_price,anchor_before_ts_ms,anchor_before_price,anchor_lag_ms,anchor_price_diff_bp,bp_1m_diff,bp_5m_diff,bp_15m_diff,bp_30m_diff,bp_60m_diff,bp_240m_diff
binance_cm_real_004829,2023-11-20,1700502383129,1700502383129,0,short,1,False,,True,time_resolution,1700502383129,37488.7,1700502383129,37493.1,0,-1.1735492663987388,1.17561220527514,1.1819011949605596,1.177578101503336,1.1728699678612893,1.1725537966526165,1.1703499894159144
binance_cm_real_004830,2023-11-20,1700502453623,1700502529050,75427,short,6,False,,False,,1700502529050,37756.2,1700502529050,37756.3,0,-0.026485646105635554,0.02644446856588445,0.02644418796936243,0.026410235790073955,0.026216203294396223,0.026316516551389668,0.026216904785712813
binance_cm_real_004831,2023-11-20,1700502667269,1700502689500,22231,short,2,False,,False,,1700502689500,37765.5,1700502689500,37769.2,0,-0.9796341992938928,0.9788741595211023,0.9780933678091213,0.9748949751816482,0.9701998489401831,0.9757250527491976,0.9700156754798712
binance_cm_real_004832,2023-11-20,1700503658580,1700503658580,0,long,1,True,time_resolution,True,time_resolution,1700503658580,37534.0,1700503658580,37534.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004833,2023-11-20,1700508868108,1700508868108,0,short,1,True,time_resolution,True,time_resolution,1700508868108,37737.5,1700508868108,37737.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004834,2023-11-20,1700512689382,1700512689382,0,long,1,True,time_resolution,True,time_resolution,1700512689382,37470.0,1700512689382,37470.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004835,2023-11-20,1700514575126,1700514575126,0,long,1,True,time_resolution,True,time_resolution,1700514575126,37415.9,1700514575126,37415.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004836,2023-11-20,1700514681476,1700514700310,18834,long,2,False,,False,,1700514700310,37381.8,1700514700310,37381.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004837,2023-11-20,1700514996464,1700514996464,0,long,1,True,time_resolution,True,time_resolution,1700514996464,37377.1,1700514996464,37377.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004838,2023-11-20,1700520475252,1700520475252,0,long,1,True,price_tick,True,time_resolution,1700520475498,37381.6,1700520475152,37381.6,246,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004839,2023-11-20,1700521644709,1700521644709,0,short,1,True,time_resolution,True,time_resolution,1700521644709,37562.3,1700521644709,37562.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004840,2023-11-21,1700527301237,1700527301237,0,long,1,True,time_resolution,True,time_resolution,1700527301237,37418.1,1700527301237,37418.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004841,2023-11-21,1700527683860,1700527683860,0,long,1,True,time_resolution,True,time_resolution,1700527683860,37346.1,1700527683860,37346.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004842,2023-11-21,1700527783219,1700527783219,0,long,1,True,time_resolution,True,time_resolution,1700527783219,37344.0,1700527783219,37344.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004843,2023-11-21,1700532031275,1700532031275,0,short,1,False,,True,time_resolution,1700532031275,37669.1,1700532031275,37672.4,0,-0.8759728607688679,0.8747357259237845,0.8749473410946536,0.8744938800142208,0.8726056215664642,0.871454528054592,0.8691988498596004
binance_cm_real_004844,2023-11-21,1700545032797,1700545032797,0,long,1,True,time_resolution,True,time_resolution,1700545032797,37357.4,1700545032797,37357.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004845,2023-11-21,1700550375222,1700550375222,0,long,1,True,price_tick,True,time_resolution,1700550375351,37329.0,1700550375201,37329.0,129,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004846,2023-11-21,1700550496463,1700550572319,75856,long,3,False,,False,,1700550572319,37289.9,1700550572319,37289.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004847,2023-11-21,1700550744311,1700550744311,0,long,1,True,time_resolution,True,time_resolution,1700550744311,37269.9,1700550744311,37269.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004848,2023-11-21,1700565861177,1700565861177,0,long,1,True,time_resolution,True,time_resolution,1700565861177,37213.4,1700565861177,37213.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004849,2023-11-21,1700567021343,1700567021343,0,long,1,False,,True,time_resolution,1700567021343,37182.0,1700567021343,37178.4,0,0.9683041766182904,-0.9691166958563766,-0.9680593791555339,-0.9683692823264702,-0.9691401339113206,-0.9689083575901982,-0.9514079432314304
binance_cm_real_004850,2023-11-21,1700567341744,1700567341744,0,long,1,True,time_resolution,True,time_resolution,1700567341744,37167.9,1700567341744,37167.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004851,2023-11-21,1700568503387,1700568503387,0,long,1,True,time_resolution,True,time_resolution,1700568503387,37131.3,1700568503387,37131.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004852,2023-11-21,1700571152053,1700571152053,0,long,1,True,price_tick,True,time_resolution,1700571152993,37132.0,1700571152008,37132.0,940,0.0,0.4578261337941303,0.0,0.0,0.0,0.0,-0.02693094904625326
binance_cm_real_004853,2023-11-21,1700572408661,1700572408661,0,long,1,True,time_resolution,True,time_resolution,1700572408661,37111.9,1700572408661,37111.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004854,2023-11-21,1700574041129,1700574042307,1178,long,2,False,,False,,1700574042307,37090.9,1700574042307,37090.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004855,2023-11-21,1700574112626,1700574112626,0,long,1,True,time_resolution,True,time_resolution,1700574112626,37072.4,1700574112626,37072.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004856,2023-11-21,1700574494220,1700574512234,18014,long,2,False,,False,,1700574512234,37046.9,1700574512234,37046.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004857,2023-11-21,1700574627421,1700574631269,3848,long,2,False,,False,,1700574631269,37037.0,1700574631269,37037.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004858,2023-11-21,1700575177214,1700575177214,0,long,1,True,time_resolution,True,time_resolution,1700575177214,37026.7,1700575177214,37026.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004859,2023-11-21,1700575267128,1700575267128,0,long,1,True,time_resolution,True,time_resolution,1700575267128,37007.1,1700575267128,37007.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004860,2023-11-21,1700575336233,1700575411291,75058,long,6,False,,False,,1700575411291,36940.4,1700575411291,36940.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004861,2023-11-21,1700575756285,1700575776809,20524,long,3,False,,False,,1700575776809,36910.0,1700575776809,36910.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004862,2023-11-21,1700576041025,1700576045397,4372,long,2,False,,False,,1700576045397,36880.5,1700576045397,36880.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004863,2023-11-21,1700577140086,1700577140086,0,long,1,True,time_resolution,True,time_resolution,1700577140086,36850.0,1700577140086,36850.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004864,2023-11-21,1700577308061,1700577308061,0,long,1,True,time_resolution,True,time_resolution,1700577308061,36815.2,1700577308061,36815.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004865,2023-11-21,1700577453632,1700577453632,0,long,1,False,,True,time_resolution,1700577453910,36809.2,1700577453631,36809.1,278,0.027167195068215418,-0.02718616306842314,-0.027171401978767218,-0.027029178879928395,0.00012450979124878359,-0.026913968575172476,-0.027240410072909782
binance_cm_real_004866,2023-11-21,1700577606120,1700577661832,55712,long,2,False,,False,,1700577661832,36792.9,1700577661832,36792.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004867,2023-11-21,1700577826165,1700577906469,80304,long,8,False,,False,,1700577906469,36656.1,1700577906469,36656.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004868,2023-11-21,1700577993335,1700577996214,2879,long,3,False,,False,,1700577996214,36616.4,1700577996214,36616.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004869,2023-11-21,1700578087773,1700578087773,0,long,1,True,time_resolution,True,time_resolution,1700578087773,36625.8,1700578087773,36625.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004870,2023-11-21,1700578151560,1700578153177,1617,long,2,False,,False,,1700578153177,36606.1,1700578153177,36606.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004871,2023-11-21,1700578298699,1700578307053,8354,long,2,False,,False,,1700578307053,36558.8,1700578307053,36557.7,0,0.30089420286446383,-0.30156086671645,-0.3006234221147075,-0.3013304150145295,-0.29996087347167943,-0.3052703160755925,-0.30354768960373235
binance_cm_real_004872,2023-11-21,1700578413564,1700578413564,0,long,1,True,price_tick,True,time_resolution,1700578413838,36558.8,1700578413528,36558.8,274,0.0,0.0,0.13676597700143311,0.0,0.0,0.21882556320309732,0.0
binance_cm_real_004873,2023-11-21,1700578491327,1700578499650,8323,long,2,False,,False,,1700578499650,36528.6,1700578499650,36528.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004874,2023-11-21,1700578630813,1700578640118,9305,long,3,False,,False,,1700578640118,36452.6,1700578640118,36450.2,0,0.6584326011932596,-0.6604285302197752,-0.661288315031193,-0.6571067985638841,-0.6594188249475383,-0.6676373562331719,-0.6658094103736119
binance_cm_real_004875,2023-11-21,1700578984500,1700579007064,22564,long,7,False,,False,,1700579007064,36360.8,1700579007064,36357.0,0,1.0451907473121849,-1.0509627408343363,-1.0494794994710688,-1.043871352378586,-1.0463031783346324,-1.0598161970336548,-1.0593160342483827
binance_cm_real_004876,2023-11-21,1700579404495,1700579404495,0,long,1,True,time_resolution,True,time_resolution,1700579404495,36391.4,1700579404495,36391.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004877,2023-11-21,1700579573052,1700579581333,8281,long,4,False,,False,,1700579581333,36260.1,1700579581333,36260.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004878,2023-11-21,1700579841701,1700579898174,56473,long,2,False,,False,,1700579898174,36300.0,1700579898174,36300.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004879,2023-11-21,1700580238480,1700580238480,0,short,1,True,time_resolution,True,time_resolution,1700580238480,36476.4,1700580238480,36476.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004880,2023-11-21,1700580930548,1700580930548,0,long,1,True,time_resolution,True,time_resolution,1700580930548,36382.3,1700580930548,36382.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004881,2023-11-21,1700581602544,1700581693470,90926,short,8,False,,False,,1700581693470,37079.1,1700581693470,37079.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004882,2023-11-21,1700581831040,1700581833382,2342,short,2,False,,False,,1700581833860,37090.1,1700581833343,37090.2,478,-0.026961299749946026,0.026951486415750736,-0.1887621728243527,-0.0002262155260268628,0.026821005416643118,-0.05391780187180317,1.5637184583072905
binance_cm_real_004883,2023-11-21,1700581941223,1700581981736,40513,short,3,False,,False,,1700581981736,37198.8,1700581981736,37198.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004884,2023-11-21,1700582152270,1700582152270,0,long,1,True,time_resolution,True,time_resolution,1700582152270,36991.8,1700582152270,36991.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004885,2023-11-21,1700582608788,1700582608788,0,long,1,False,,True,time_resolution,1700582608788,36865.5,1700582608788,36865.1,0,0.10850370675827685,-0.1084159984548112,-0.10861849279301339,-0.10874269716906682,-0.10853961418452807,-0.10942729285315522,-0.10873798799840628
binance_cm_real_004886,2023-11-21,1700582707235,1700582726516,19281,long,2,False,,False,,1700582726516,36760.0,1700582726516,36760.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004887,2023-11-21,1700583077410,1700583077410,0,short,1,True,time_resolution,True,time_resolution,1700583077410,36969.9,1700583077410,36969.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004888,2023-11-21,1700583140308,1700583140308,0,short,1,True,time_resolution,True,time_resolution,1700583140308,37049.2,1700583140308,37049.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004889,2023-11-21,1700585381594,1700585381594,0,short,1,True,price_tick,True,time_resolution,1700585381716,37092.6,1700585381550,37092.6,122,0.0,-0.7279079924309335,-0.2965551080285067,0.0,0.8087866582552863,0.0,0.0
binance_cm_real_004890,2023-11-21,1700585494355,1700585547776,53421,short,5,False,,False,,1700585547776,37263.1,1700585547776,37263.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004891,2023-11-21,1700586303631,1700586324095,20464,short,2,False,,False,,1700586324725,37270.4,1700586324015,37270.4,630,0.0,0.0,0.0,-0.1878166051335981,2.226968318022589,0.0,0.0
binance_cm_real_004892,2023-11-21,1700586886406,1700586891216,4810,short,4,False,,False,,1700586891216,37329.8,1700586891216,37329.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004893,2023-11-21,1700586966039,1700586966039,0,short,1,False,,True,time_resolution,1700586966176,37383.3,1700586966006,37383.4,137,-0.02674984083805775,0.02670010970308212,0.508334416861743,0.026696245701224086,0.026309702404631707,0.026319791742764664,0.026489378490836657
binance_cm_real_004894,2023-11-21,1700587193026,1700587238206,45180,short,5,False,,False,,1700587238206,37497.4,1700587238206,37497.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004895,2023-11-21,1700587946142,1700587946142,0,long,1,True,time_resolution,True,time_resolution,1700587946142,37233.2,1700587946142,37233.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004896,2023-11-21,1700588242650,1700588297302,54652,long,3,False,,False,,1700588297302,37014.0,1700588297302,37014.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004897,2023-11-21,1700588499794,1700588552056,52262,long,2,False,,False,,1700588552056,36893.6,1700588552056,36891.1,0,0.6776702239835625,-0.6783112752991585,-0.6781055510947258,-0.6791800926982283,-0.674648649730976,-0.6776298138719778,-0.677688592216101
binance_cm_real_004898,2023-11-21,1700588657089,1700588657089,0,long,1,False,,True,time_resolution,1700588657156,36860.0,1700588657009,36860.7,67,-0.18990415266044586,0.18983872176682715,0.27176872545607367,0.1903477432069458,0.1896465507170646,-0.9493121057320373,0.1899762812045922
binance_cm_real_004899,2023-11-21,1700588732022,1700588790753,58731,mixed,5,False,,False,,1700588790753,36849.2,1700588790753,36849.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004900,2023-11-21,1700588895440,1700588895440,0,short,1,True,time_resolution,True,time_resolution,1700588895440,36951.2,1700588895440,36951.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004901,2023-11-21,1700589003105,1700589003105,0,short,1,False,,True,time_resolution,1700589003105,36984.8,1700589003105,36986.2,0,-0.3785195559409129,0.3786096192126429,0.3786751197739009,0.37643581933589587,0.3771675834186894,0.377000761676733,0.37628741962678447
binance_cm_real_004902,2023-11-21,1700590253605,1700590253605,0,long,1,True,time_resolution,True,time_resolution,1700590253605,36736.5,1700590253605,36736.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004903,2023-11-21,1700593749622,1700593749622,0,long,1,True,time_resolution,True,time_resolution,1700593749622,36777.2,1700593749622,36777.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004904,2023-11-21,1700594319153,1700594319153,0,short,1,False,,True,time_resolution,1700594319153,37079.3,1700594319153,37081.6,0,-0.6202537107340661,0.6197518778698505,0.6201031608748022,0.6185340967860284,0.6200864331126619,0.6196715846115772,0.6068029171969442
binance_cm_real_004905,2023-11-21,1700594571203,1700594571203,0,short,1,True,time_resolution,True,time_resolution,1700594571203,37115.3,1700594571203,37115.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004906,2023-11-21,1700599300320,1700599300320,0,short,1,True,time_resolution,True,time_resolution,1700599300320,37141.3,1700599300320,37141.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004907,2023-11-21,1700599362720,1700599362720,0,short,1,True,time_resolution,True,time_resolution,1700599362720,37171.6,1700599362720,37171.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004908,2023-11-21,1700600501523,1700600501523,0,long,1,True,time_resolution,True,time_resolution,1700600501523,36897.3,1700600501523,36897.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004909,2023-11-21,1700603242987,1700603242987,0,long,1,True,time_resolution,True,time_resolution,1700603242987,36782.2,1700603242987,36782.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004910,2023-11-21,1700603355839,1700603355839,0,long,1,False,,True,time_resolution,1700603355839,36723.6,1700603355839,36721.8,0,0.4901720503884979,-0.4909448766287774,-0.4907913791889964,-0.4918631917467522,-0.4904603586232126,-0.4880457771574811,-0.48239707137358323
binance_cm_real_004911,2023-11-21,1700605507867,1700605523413,15546,long,3,True,price_tick,True,price_tick,1700605523413,36653.8,1700605523413,36653.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004912,2023-11-21,1700605718586,1700605804678,86092,long,7,False,,False,,1700605804678,36539.9,1700605804678,36539.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004913,2023-11-21,1700605883108,1700605961099,77991,long,7,False,,False,,1700605961099,36429.9,1700605961099,36429.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004914,2023-11-21,1700607384334,1700607426491,42157,long,3,False,,False,,1700607426491,36298.8,1700607426491,36298.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004915,2023-11-21,1700607763608,1700607763608,0,long,1,True,time_resolution,True,time_resolution,1700607763608,36278.4,1700607763608,36278.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004916,2023-11-21,1700607904270,1700607914495,10225,long,3,False,,False,,1700607914495,36234.3,1700607914495,36234.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004917,2023-11-21,1700608000142,1700608000142,0,long,1,True,time_resolution,True,time_resolution,1700608000142,36202.3,1700608000142,36202.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004918,2023-11-21,1700608940093,1700608989586,49493,long,9,False,,False,,1700608989586,36115.1,1700608989586,36115.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004919,2023-11-21,1700609416503,1700609449048,32545,long,8,False,,False,,1700609449048,35981.5,1700609449048,35981.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004920,2023-11-21,1700609866594,1700609866594,0,long,1,True,price_tick,True,time_resolution,1700609866664,35972.8,1700609866554,35972.8,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004921,2023-11-21,1700610385051,1700610387820,2769,long,3,False,,False,,1700610387820,35927.6,1700610387820,35927.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004922,2023-11-21,1700610918355,1700610919446,1091,long,2,False,,False,,1700610919446,35879.7,1700610919446,35879.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004923,2023-11-21,1700610998042,1700611107397,109355,long,7,False,,False,,1700611107397,35760.6,1700611107397,35760.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004924,2023-11-22,1700611197324,1700611236215,38891,long,7,False,,False,,1700611236215,35630.1,1700611236215,35630.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004925,2023-11-22,1700612958379,1700612958379,0,short,1,True,time_resolution,True,time_resolution,1700612958379,36104.5,1700612958379,36104.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004926,2023-11-22,1700621521603,1700621521603,0,short,1,True,time_resolution,True,time_resolution,1700621521603,36235.5,1700621521603,36235.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004927,2023-11-22,1700622952424,1700622952424,0,short,1,True,time_resolution,True,time_resolution,1700622952424,36339.7,1700622952424,36339.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004928,2023-11-22,1700635350061,1700635350061,0,short,1,False,,True,time_resolution,1700635350505,36559.5,1700635350006,36559.6,444,-0.027352596855147432,4.339366286743029e-06,0.02732850589059055,0.027337857973105173,0.027306883875816368,-0.02738805995403304,0.02741851033271203
binance_cm_real_004929,2023-11-22,1700645887066,1700645891390,4324,short,2,False,,False,,1700645891390,36625.1,1700645891390,36625.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004930,2023-11-22,1700645974467,1700646008513,34046,short,3,False,,False,,1700646008513,36683.9,1700646008513,36683.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004931,2023-11-22,1700646257859,1700646257859,0,short,1,True,time_resolution,True,time_resolution,1700646257859,36688.9,1700646257859,36688.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004932,2023-11-22,1700647258511,1700647319203,60692,short,4,False,,False,,1700647319203,36759.3,1700647319203,36759.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004933,2023-11-22,1700647423027,1700647423027,0,short,1,False,,True,time_resolution,1700647423027,36770.0,1700647423027,36770.5,0,-0.13597856977740308,0.13595601146150305,0.13576149221292333,0.13546490583010495,0.13532770689241858,0.1355924897479035,0.13542866460128522
binance_cm_real_004934,2023-11-22,1700652955524,1700652955524,0,long,1,True,time_resolution,True,time_resolution,1700652955524,36531.6,1700652955524,36531.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004935,2023-11-22,1700653360465,1700653360465,0,long,1,True,time_resolution,True,time_resolution,1700653360465,36526.7,1700653360465,36526.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004936,2023-11-22,1700658387247,1700658387247,0,short,1,True,time_resolution,True,time_resolution,1700658387247,36644.0,1700658387247,36644.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004937,2023-11-22,1700662340152,1700662340152,0,short,1,True,time_resolution,True,time_resolution,1700662340152,36660.2,1700662340152,36660.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004938,2023-11-22,1700664430376,1700664430376,0,long,1,True,time_resolution,True,time_resolution,1700664430376,36466.4,1700664430376,36466.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004939,2023-11-22,1700664617318,1700664617318,0,long,1,False,,True,time_resolution,1700664617318,36425.0,1700664617318,36423.4,0,0.43927804653012753,-0.43928166446874,-0.43832773465458885,-0.4383132629001345,-0.43879083079698233,-0.43998354455955635,-0.44732675396335253
binance_cm_real_004940,2023-11-22,1700664684029,1700664688564,4535,long,3,False,,False,,1700664688564,36379.4,1700664688564,36379.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004941,2023-11-22,1700664756305,1700664872027,115722,long,7,False,,False,,1700664872857,36280.2,1700664872005,36280.1,830,0.027563319836093288,-1.047460398831337,-1.130173682188964,-0.02756263607503759,-0.8270383226136815,-0.02770501032151884,-0.028218514874367884
binance_cm_real_004942,2023-11-22,1700665645255,1700665645255,0,long,1,True,time_resolution,True,time_resolution,1700665645255,36272.5,1700665645255,36272.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004943,2023-11-22,1700667075702,1700667075702,0,short,1,False,,True,time_resolution,1700667075702,36614.1,1700667075702,36614.2,0,-0.02731180798666769,0.027312479329871214,0.027287788818718184,0.02723035167797505,0.027210360569242198,0.027199096922167598,0.027738185514579072
binance_cm_real_004944,2023-11-22,1700671217524,1700671217524,0,long,1,True,time_resolution,True,time_resolution,1700671217524,36398.3,1700671217524,36398.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004945,2023-11-22,1700676867677,1700676972440,104763,short,8,False,,False,,1700676972440,37078.1,1700676972440,37072.3,0,1.564510429618781,-1.5572528896182263,-1.5616285111185633,-1.5693586351191477,-1.566561106618936,-1.5762153226196745,-1.5911692306207783
binance_cm_real_004946,2023-11-22,1700677084128,1700677084128,0,short,1,True,time_resolution,True,time_resolution,1700677084128,37055.4,1700677084128,37055.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004947,2023-11-22,1700677577515,1700677577515,0,short,1,False,,True,time_resolution,1700677577515,37117.3,1700677577515,37117.2,0,0.02694168741333419,-0.0269484378421887,-0.027032854495509184,-0.027005707609571772,-0.027030967278832918,-0.026995255332636248,-0.027292927469545702
binance_cm_real_004948,2023-11-22,1700677823566,1700677878789,55223,short,3,False,,False,,1700677878789,37249.3,1700677878789,37249.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004949,2023-11-22,1700679671071,1700679764654,93583,short,4,False,,False,,1700679764654,37350.0,1700679764654,37350.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004950,2023-11-22,1700679947055,1700679970632,23577,short,2,False,,False,,1700679970632,37387.1,1700679970632,37387.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004951,2023-11-22,1700680080532,1700680080532,0,short,1,True,price_tick,True,time_resolution,1700680080671,37410.1,1700680080488,37410.1,139,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004952,2023-11-22,1700680157627,1700680157627,0,short,1,True,time_resolution,True,time_resolution,1700680157627,37444.1,1700680157627,37444.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004953,2023-11-22,1700681296506,1700681342636,46130,long,2,False,,False,,1700681342636,37165.9,1700681342636,37165.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004954,2023-11-22,1700685011231,1700685011231,0,short,1,True,time_resolution,True,time_resolution,1700685011231,37385.6,1700685011231,37385.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004955,2023-11-22,1700685147770,1700685148790,1020,short,2,False,,False,,1700685148790,37396.9,1700685148790,37396.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004956,2023-11-22,1700685395646,1700685396745,1099,short,2,False,,False,,1700685396745,37446.4,1700685396745,37446.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_004957,2023-11-22,1700685539713,1700685539713,0,short,1,True,time_resolution,True,time_resolution,1700685539713,37492.0,1700685539713,37492.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
