weekday,n,mean_r_net_bps,sd_bps,mean_gross_bps,mean_r_day_bps,hit_rate
Friday,504,0.9702952206426749,125.14954926598917,9.84155529654082,-4.579149129238948,0.5238095238095238
Monday,593,-15.132924293119173,103.72907574463076,-6.219906924802614,-2.457630571943229,0.43676222596964587
Thursday,510,-3.9350253123584262,112.70376864160669,4.939401418429736,-0.7992372033671784,0.503921568627451
Tuesday,652,1.8511993599474343,108.24909259148762,10.743581926799184,6.295404967943339,0.4815950920245399
Wednesday,509,-3.2833016156888903,103.38643828309702,5.5816797472795265,3.206085411105661,0.48722986247544203
