draw,null_mean_bps,null_sharpe
0,1.2114008255247761,0.15811046623311312
1,-0.7357473434557661,-0.0960251630967678
2,-2.153140358051253,-0.2810614108731482
3,-1.8229222960498492,-0.23794346302374642
4,-0.5383919874124731,-0.07026685007006223
5,0.5576336374634513,0.07277818728901438
6,0.7512941864963237,0.09805433271069135
7,-1.8362552828689576,-0.23968427585870536
8,1.86935810572452,0.2440063698580964
9,-1.7942355862091397,-0.2341980362408155
10,0.9451065109529011,0.12335118847559659
11,2.310819274174408,0.3016527800418713
12,-1.8999472595431817,-0.248000323005338
13,1.8888312355020613,0.2465489236303567
14,-0.5829783936535304,-0.0760860857103828
15,-3.478474804599765,-0.454203014167434
16,-1.3405868569613228,-0.17497401224918738
17,2.8921267380864815,0.3775828530618558
18,0.03266922845583218,0.004263690392302506
19,1.7496593597796106,0.22837811768817987
20,-2.680676950169149,-0.34996010790293947
21,-1.6468316950088486,-0.2149532496379987
22,-2.020072929565587,-0.2636854046117214
23,0.9642901371057511,0.12585513986565475
24,-2.0141329811512247,-0.2629097906172419
25,-1.4839593638549333,-0.1936902566582894
26,2.0149543020997087,0.26301703518783115
27,1.7489103986323205,0.22828033349749474
28,0.787786318150469,0.10281729854072591
29,0.7230983186513179,0.09437422010556099
30,2.339185871521646,0.3053573795689599
31,-0.5321552469711747,-0.069452858969586
32,-1.5903987977061658,-0.20758578038068642
33,2.8021255066596025,0.36582505334001836
34,3.126415517328573,0.40819401320410287
35,-1.124662493767472,-0.14678827856260368
36,2.4281080382748215,0.3169707630833226
37,-0.2822442091825608,-0.03683606367935525
38,0.5158152751113059,0.06732024300199098
39,2.322821190997745,0.30322019004413503
40,3.879349985672259,0.5066084219860586
41,-1.7110924071007412,-0.22334286590856248
42,6.585792974992363,0.8610419377245253
43,1.5548840533334958,0.20294931658652535
44,-2.9300459210046714,-0.38253685449422714
45,0.9667884465547462,0.12618123365400571
46,0.06263014711953212,0.008173917789152186
47,0.025199765589910862,0.0032888440167916895
48,-1.0771265240685879,-0.14058339659383728
49,1.2662601779720826,0.16527155398145466
50,2.9625051108693494,0.3867776349527483
51,-0.5745417891583042,-0.07498497179612976
52,-1.3282451202005323,-0.1733629302165788
53,-0.521749195303923,-0.06809470972888806
54,0.714118340860082,0.09320216113574278
55,3.0143637644103074,0.3935531553940603
56,2.293639690543481,0.2994092026572628
57,-0.2336788283345442,-0.030497700665580135
58,-0.04421778358614275,-0.0057709029194338264
59,2.619122364220298,0.34191965769494953
60,1.9790372124091358,0.2583271758372614
61,0.7006940781421571,0.09145004134601928
62,3.0129935732473485,0.39337413165256
63,2.5317241014714447,0.33050396990725445
64,1.884185258783927,0.2459423089733691
65,-1.4288864613523562,-0.18650077720639907
66,1.909767959810147,0.24928260051241186
67,-0.295101179042797,-0.03851405541640681
68,-1.3306268755949553,-0.17367384246195686
69,1.3288794088276021,0.17344572967015656
70,1.6369495856546645,0.21366310126509616
71,5.392846971205458,0.7046614478525426
72,-2.650742456025919,-0.34604993167933124
73,-1.5804002475067138,-0.20628045931471792
74,0.12444750118937573,0.01624176487315517
75,0.9396958881095296,0.12264496652526713
76,-0.6653014647805149,-0.08683065607330943
77,1.4915286680532678,0.19467840086134175
78,-1.31058058435543,-0.1710570247937026
79,1.5038353633135926,0.19628499948902312
80,-1.2189824181754614,-0.15910012544074792
81,0.5137600654014908,0.06705200704988057
82,1.699970993703465,0.2218908836538347
83,-0.018366236122020124,-0.0023969939256808996
84,0.46571866765439,0.0607818971724178
85,-1.679259353251202,-0.21918684464610894
86,2.101869896294486,0.2743663501231056
87,3.2334283724972654,0.42217765258703194
88,-0.33782245996346616,-0.044089716388168276
89,0.48286741930836624,0.06302005767760528
90,0.2840448985128779,0.03707107555825648
91,-3.3289043649796897,-0.43465474003123467
92,-2.3305729734629264,-0.3042325524641959
93,-1.2324961510817782,-0.16086413901430294
94,-1.9789339176218643,-0.258313688280872
95,-1.1999745027661064,-0.15661894140118135
96,0.30211507048673353,0.03942945464362806
97,2.091854473062111,0.2730585249010285
98,-0.5472994450810641,-0.07142941224216079
99,2.31803262724792,0.3025948184320385
100,0.5952390958899936,0.07768630885826919
101,-0.4478557240426106,-0.05845052891914762
102,-1.3488063258796084,-0.17604697981946094
103,-1.1266111101176635,-0.14704263364877776
104,-1.0604029752936113,-0.13840048626693943
105,-3.273026618529679,-0.4273523534049099
106,-1.3631836800818873,-0.17792380331900118
107,0.7728339159199715,0.10086570179104618
108,-0.9874016726539877,-0.12887179846020527
109,-0.8218903207066706,-0.10726859517788911
110,-0.8780373246607516,-0.11459703874607191
