vol_tercile,n,mean_r_net_bps,sd_bps,mean_gross_bps,mean_r_day_bps,hit_rate
high,910,-2.590931958243235,151.40071680321964,6.891967592359528,5.166687401764817,0.4989010989010989
low,910,-4.639745368640213,70.31355325071088,3.1319049571591875,-0.4019043704780773,0.46923076923076923
mid,930,-4.4701697279035955,94.91477788620473,4.9499870665903165,-2.965480264972489,0.4860215053763441
unknown,18,-12.150141622455218,102.02884897417202,-4.915988772493971,-0.8017479283724719,0.5
