nights,n,mean_r_net_bps,sd_bps,mean_gross_bps,mean_r_day_bps,hit_rate
1,2203,-5.417165683913397,105.96817807441465,3.4613622965175828,2.1285943424717635,0.4752610077167499
2,33,15.76619602864997,127.18594703507677,24.960732304850023,13.068650600092202,0.48484848484848486
3,444,-2.3347847450093275,114.52013012501475,6.545770193770978,-5.776667407479647,0.5225225225225225
4,63,29.959511797297402,173.42520968724733,39.084794206516854,-6.367588271107944,0.5555555555555556
5,12,0.09872669925191364,150.8074608930346,8.921421400662398,-27.708322344958034,0.5833333333333334
6,7,23.09772280610938,247.2667603152664,31.967293744283072,-18.642490476235327,0.5714285714285714
7,5,-98.38174300450905,223.2289876024492,-90.68525179456466,-33.71047677403394,0.2
11,1,-63.910112359550126,,-58.426966292134395,40.613718411552924,0.0
