ts,oi,volume
2026-09-22 00:50:00+00:00,3261684788.5446,26524721.6318
2026-09-22 00:55:00+00:00,3241242634.0313,35909793.0163
2026-09-22 01:00:00+00:00,3243065165.5093,110746081.1034
2026-09-22 01:05:00+00:00,3258045730.9451,102122752.2159
2026-09-22 01:10:00+00:00,3262402574.8256,56811756.6904
2026-09-22 01:15:00+00:00,3261949179.1408,20297332.0441
2026-09-22 01:20:00+00:00,3246009700.1696,114196413.7048
2026-09-22 01:25:00+00:00,3249424789.8215,43067947.1138
2026-09-22 01:30:00+00:00,3259164590.718,23978195.3501
2026-09-22 01:35:00+00:00,3260540596.0843,26246757.1814
2026-09-22 01:40:00+00:00,3259516207.6631,20763613.6622
2026-09-22 01:45:00+00:00,3262697366.675,8818832.5944
2026-09-22 01:50:00+00:00,3267208274.2158,15203802.9709
2026-09-22 01:55:00+00:00,3271811224.0544,23502482.4249
2026-09-22 02:00:00+00:00,3274259207.266,25106313.8953
2026-09-22 02:05:00+00:00,3278134380.5352,19215451.6269
2026-09-22 02:10:00+00:00,3278850746.7645,22223418.2055
2026-09-22 02:15:00+00:00,3282647551.0757,34115184.0382
2026-09-22 02:20:00+00:00,3283713995.2831,16872992.4805
2026-09-22 02:25:00+00:00,3286713179.5007,14924221.2681
2026-09-22 02:30:00+00:00,3288923207.5071,29634482.0522
2026-09-22 02:35:00+00:00,3310556950.3304,8669203.9912
2026-09-22 02:40:00+00:00,3313719972.4062,48176282.1345
2026-09-22 02:45:00+00:00,3315198400.3583,16254211.3008
2026-09-22 02:50:00+00:00,3311533774.6639,18939398.2132
2026-09-22 02:55:00+00:00,3311100019.9431,19696983.7427
2026-09-22 03:00:00+00:00,3312072147.7905,10773189.074
2026-09-22 03:05:00+00:00,3310959579.4235,26683252.2736
2026-09-22 03:10:00+00:00,3311353784.4847,12963533.6979
2026-09-22 03:15:00+00:00,3313770931.2218,28853315.6784
2026-09-22 03:20:00+00:00,3308360731.8469,23070982.1232
2026-09-22 03:25:00+00:00,3311988893.8347,45535056.9038
2026-09-22 03:30:00+00:00,3316222185.8476,30639196.3354
2026-09-22 03:35:00+00:00,3314797198.1722,20659841.1546
2026-09-22 03:40:00+00:00,3314853105.6381,11208293.5336
2026-09-22 03:45:00+00:00,3318324129.9735,11721966.1822
2026-09-22 03:50:00+00:00,3319116103.3174,6117968.5432
2026-09-22 03:55:00+00:00,3322898272.115,6129123.8964
2026-09-22 04:00:00+00:00,3326835061.8323,23941687.5074
2026-09-22 04:05:00+00:00,3326000388.0971,14064334.6363
2026-09-22 04:10:00+00:00,3326724812.3842,10955843.8167
2026-09-22 04:15:00+00:00,3323443082.2032,10761214.4683
2026-09-22 04:20:00+00:00,3324275784.2212,12477884.7446
2026-09-22 04:25:00+00:00,3325045377.2697,11015223.9277
2026-09-22 04:30:00+00:00,3324970067.2674,9421718.6181
2026-09-22 04:35:00+00:00,3328775904.5302,9718279.4787
2026-09-22 04:40:00+00:00,3329636660.8496,13330874.0164
2026-09-22 04:45:00+00:00,3327347874.4705,8445830.8662
2026-09-22 04:50:00+00:00,3330304457.6687,9595798.3757
2026-09-22 04:55:00+00:00,3331423362.7657,13634465.9706
2026-09-22 05:00:00+00:00,3326744478.5772,20245017.089
2026-09-22 05:05:00+00:00,3329234307.3205,19046020.3944
2026-09-22 05:10:00+00:00,3337224156.2955,21519657.3009
2026-09-22 05:15:00+00:00,3335862401.0268,12745312.9797
2026-09-22 05:20:00+00:00,3323833187.2291,57936748.2276
2026-09-22 05:25:00+00:00,3322196487.2746,24881416.0582
2026-09-22 05:30:00+00:00,3315768221.2233,40093440.8183
2026-09-22 05:35:00+00:00,3325331169.8464,38307118.2533
2026-09-22 05:40:00+00:00,3330359231.449,26581913.3842
2026-09-22 05:45:00+00:00,3336317506.8673,25762476.5442
2026-09-22 05:50:00+00:00,3351645364.3173,37262424.9278
2026-09-22 05:55:00+00:00,3352264917.0853,32133446.9786
2026-09-22 06:00:00+00:00,3351607216.0267,19022594.1407
2026-09-22 06:05:00+00:00,3351290910.5505,21249076.6492
2026-09-22 06:10:00+00:00,3352565400.528,14400887.8889
2026-09-22 06:15:00+00:00,3352970840.1602,43123583.2419
2026-09-22 06:20:00+00:00,3354630482.4449,9603358.9622
2026-09-22 06:25:00+00:00,3355788808.3062,8681373.1829
2026-09-22 06:30:00+00:00,3356849302.0103,8700348.8053
2026-09-22 06:35:00+00:00,3358208100.4138,28438922.7719
2026-09-22 06:40:00+00:00,3358339079.9411,18350869.615
2026-09-22 06:45:00+00:00,3356490614.9838,12215234.8833
2026-09-22 06:50:00+00:00,3357088559.8528,8279652.3898
2026-09-22 06:55:00+00:00,3354256341.5542,11084878.7545
2026-09-22 07:00:00+00:00,3351942940.6724,12973082.4976
2026-09-22 07:05:00+00:00,3354406115.6408,17321236.5048
2026-09-22 07:10:00+00:00,3360255757.7843,15402398.6634
2026-09-22 07:15:00+00:00,3357473546.6851,25558684.7602
2026-09-22 07:20:00+00:00,3349962539.9776,13755248.9303
2026-09-22 07:25:00+00:00,3357040677.0525,49959226.36
2026-09-22 07:30:00+00:00,3355568345.5198,17834169.2164
2026-09-22 07:35:00+00:00,3348115622.8108,18758759.2757
2026-09-22 07:40:00+00:00,3355251449.2918,33637037.1734
2026-09-22 07:45:00+00:00,3357842917.5767,8323705.9088
2026-09-22 07:50:00+00:00,3359372142.236,11564064.5462
2026-09-22 07:55:00+00:00,3358427517.2845,14311852.6394
2026-09-22 08:00:00+00:00,3360445462.2863,15092005.6231
2026-09-22 08:05:00+00:00,3363575280.3636,37090983.0755
2026-09-22 08:10:00+00:00,3367502179.9045,18886521.0141
