period,n,mean,ci_lo,ci_hi
2007,66,-17.720577713794853,-38.5706608121692,0.9966628282609902
2008,230,-22.25093838463759,-40.44158507721433,-6.758998380507714
2009,231,-3.381303308852312,-20.879436792229782,14.673766087878015
2010,233,-12.140839322630239,-28.25864450958316,2.6805058694023938
2011,233,-12.57781383290116,-25.38846124552205,-1.7307046903033991
2012,236,-6.2962856296933385,-17.61345307080426,6.518356096351541
2013,233,6.58946412045621,-6.255552166826715,18.010221774076655
2014,232,0.7644489374876228,-10.16067901738369,12.560321788047453
2015,232,-2.212211892148417,-11.488828154601848,6.819655714805943
2016,233,4.676222455287938,-7.0964277208261395,18.087441442305234
2017,235,-1.974163229583228,-8.127411015061519,3.6159370409151617
2018,233,-13.075089035573262,-21.740544100071116,-5.0229313133943965
2019,229,-0.5367548216101332,-12.49142672480555,9.161264138288967
2020,231,6.909805045590762,-8.961264534159898,20.481400567775317
2021,233,6.995335909043954,-0.18903326752201016,13.959892171561139
2022,236,-11.356649402183717,-23.571098744709083,0.9074123724845121
2023,245,4.465785244449594,-4.2018211148815325,13.53267691008033
2024,243,0.5254813087055759,-9.42246530780212,9.319451374606773
2025,243,1.0209189120317228,-17.336886582279472,15.007807119305188
2026,162,18.029505042443475,2.117778327923523,33.208945490108974
