leg,n,slope,slope_unit,slope_ci_lo,slope_ci_hi,slope_se,slope_mde,last_window_mean,last_window_ci_lo,last_window_ci_hi,half_first_mean,half_second_mean,half_diff,half_diff_ci_lo,half_diff_ci_hi,judgment
gross,4449,0.3915015469998107,bps/year,-0.16305169581588522,0.9136379333157459,0.2825344515835032,0.7915443433015998,19.6550317731608,8.697254332825432,30.69622805992115,4.505639976538578,5.165462839990173,0.6598228634515948,-5.330962682837334,6.4846516039151,判定不能(標本不足)
cost,4449,-0.5892742836262155,bps/year,-0.6277979344970667,-0.549828104108756,0.02005462768836086,0.056184748496238064,2.2177224481726725,2.051602861139564,2.3773659614461327,10.13665986777608,4.355607532372189,-5.781052335403891,-6.359924415989355,-5.221435835374886,縮小
net,4449,0.9807758306260268,bps/year,0.432616266420057,1.504215092339131,0.28191833922203535,0.7898182520167147,17.437309324988128,6.563360220653065,28.462718981702434,-5.631019891237503,0.8098553076179833,6.440875198855486,0.5043935535132563,12.418432873238341,拡大
