period,n,mean,ci_lo,ci_hi
2007,66,-10.130091015562574,-30.888678433212203,8.461883551416024
2008,230,-11.884332791862526,-29.575930873366776,3.024008843489246
2009,231,9.835889547756285,-7.259836046655166,27.95441333599972
2010,233,0.09977445137410776,-16.206601237771107,14.965615115684544
2011,233,0.4469354368472028,-12.565017744949575,11.445350582119177
2012,236,7.163971119901934,-4.027567053909948,19.825162983245736
2013,233,15.687332099326115,2.798860287030204,27.017588039011425
2014,232,8.695699313100539,-2.1689299462028466,20.4567883321514
2015,232,4.163388932647786,-5.091121968005754,13.258108877613768
2016,233,11.92573472735227,0.13091991748106838,25.27948058581806
2017,235,4.092446276527391,-2.0387651786376906,9.544989920341177
2018,233,-7.594293079714933,-16.199918718955782,0.4323859351173042
2019,229,5.1098022862804635,-6.800024974986106,14.765737768150691
2020,231,12.349757074322357,-3.584383716727435,25.878598196175744
2021,233,11.236071226101897,4.071701965514238,18.1863800832146
2022,236,-6.871797309189819,-19.07982532914603,5.414828582449582
2023,245,8.479357207414946,-0.23038085963730134,17.64113367216757
2024,243,3.7105944566663385,-6.269959490600998,12.505907453275517
2025,243,3.9834760202283683,-14.319156466584207,17.974640200129684
2026,162,20.060501796231932,4.1376244395661175,35.24458992348715
