timestamp,open,high,low,close,volume
2026-07-30 01:00:00+00:00,174.741,174.879,174.741,174.879,692.98
2026-07-30 01:01:00+00:00,174.792,174.792,174.792,174.792,683.6438
2026-07-30 01:02:00+00:00,174.792,174.912,174.792,174.912,798.577
2026-07-30 01:03:00+00:00,174.912,174.912,174.912,174.912,204.5718
2026-07-30 01:04:00+00:00,174.912,175.248,174.912,175.248,34244.1386
2026-07-30 01:05:00+00:00,175.25,175.359,175.156,175.163,19507.8693
2026-07-30 01:06:00+00:00,175.162,175.27,175.162,175.27,1597.1354
2026-07-30 01:07:00+00:00,175.269,175.52,175.269,175.52,12781.65
2026-07-30 01:08:00+00:00,175.52,175.543,175.52,175.543,882.3786
2026-07-30 01:09:00+00:00,175.563,175.563,175.4,175.4,1102.4009
2026-07-30 01:10:00+00:00,175.36,175.36,175.259,175.259,962.828
2026-07-30 01:11:00+00:00,175.259,175.259,175.22,175.221,2631.0193
2026-07-30 01:12:00+00:00,175.22,175.22,175.141,175.141,4414.5654
2026-07-30 01:13:00+00:00,175.128,175.128,175.111,175.111,18.4185
2026-07-30 01:14:00+00:00,175.048,175.048,174.839,174.839,53792.0734
2026-07-30 01:15:00+00:00,174.827,174.897,174.827,174.896,2232.875
2026-07-30 01:16:00+00:00,174.896,174.896,174.896,174.896,0.0
2026-07-30 01:17:00+00:00,174.959,175.104,174.959,175.104,19619.2443
2026-07-30 01:18:00+00:00,175.101,175.101,175.1,175.1,37958.3799
2026-07-30 01:19:00+00:00,175.1,175.1,175.1,175.1,0.0
2026-07-30 01:20:00+00:00,175.1,175.1,175.1,175.1,0.0
2026-07-30 01:21:00+00:00,175.014,175.189,175.014,175.161,2831.7365
2026-07-30 01:22:00+00:00,175.161,175.161,175.161,175.161,0.0
2026-07-30 01:23:00+00:00,175.2,175.2,175.2,175.2,62.3332
2026-07-30 01:24:00+00:00,175.2,175.21,175.2,175.21,994.3699
2026-07-30 01:25:00+00:00,175.266,175.344,175.266,175.344,2096.4859
2026-07-30 01:26:00+00:00,175.344,175.344,175.344,175.344,0.0024
2026-07-30 01:27:00+00:00,175.359,175.359,175.351,175.359,28608.2118
2026-07-30 01:28:00+00:00,175.359,175.359,175.359,175.359,0.0
2026-07-30 01:29:00+00:00,175.36,175.449,175.36,175.449,46570.3864
2026-07-30 01:30:00+00:00,175.416,175.417,175.416,175.417,9415.2
2026-07-30 01:31:00+00:00,175.478,175.479,175.478,175.479,515.3484
2026-07-30 01:32:00+00:00,175.483,175.629,175.483,175.629,2296.6044
2026-07-30 01:33:00+00:00,175.63,175.679,175.63,175.679,193.3996
2026-07-30 01:34:00+00:00,175.68,175.68,175.68,175.68,273.8203
2026-07-30 01:35:00+00:00,175.735,175.8,175.735,175.8,1652.8131
2026-07-30 01:36:00+00:00,175.8,175.8,175.8,175.8,90.5293
2026-07-30 01:37:00+00:00,175.8,175.8,175.8,175.8,120.525
2026-07-30 01:38:00+00:00,175.799,175.799,175.601,175.61,2372.9925
2026-07-30 01:39:00+00:00,175.609,175.609,175.586,175.586,18.073
2026-07-30 01:40:00+00:00,175.559,175.577,175.46,175.577,2204.5233
2026-07-30 01:41:00+00:00,175.58,175.58,175.58,175.58,2.0652
2026-07-30 01:42:00+00:00,175.58,175.695,175.58,175.695,6944.8507
2026-07-30 01:43:00+00:00,175.76,175.92,175.76,175.92,35498.8039
2026-07-30 01:44:00+00:00,175.946,176.005,175.946,175.962,9752.8116
2026-07-30 01:45:00+00:00,175.987,176.203,175.987,176.203,1718.5825
2026-07-30 01:46:00+00:00,176.201,176.499,176.201,176.379,4971.5052
2026-07-30 01:47:00+00:00,176.337,176.356,176.32,176.336,1620.2939
2026-07-30 01:48:00+00:00,176.381,176.421,176.381,176.405,231.5314
2026-07-30 01:49:00+00:00,176.421,176.5,176.421,176.5,1536.458
2026-07-30 01:50:00+00:00,176.506,176.506,176.506,176.506,39.6112
2026-07-30 01:51:00+00:00,176.505,176.505,176.505,176.505,5.0928
2026-07-30 01:52:00+00:00,176.505,176.505,176.505,176.505,1436.9692
2026-07-30 01:53:00+00:00,176.504,176.504,176.405,176.405,181.5567
2026-07-30 01:54:00+00:00,176.405,176.475,176.405,176.43,1092.7699
2026-07-30 01:55:00+00:00,176.43,176.507,176.43,176.507,765.189
2026-07-30 01:56:00+00:00,176.401,176.401,176.401,176.401,1156.3479
2026-07-30 01:57:00+00:00,176.401,176.401,176.401,176.401,528.0565
2026-07-30 01:58:00+00:00,176.401,176.401,176.26,176.26,4694.3992
2026-07-30 01:59:00+00:00,176.26,176.26,176.26,176.26,0.0
2026-07-30 02:00:00+00:00,176.261,176.261,176.261,176.261,11.9534
2026-07-30 02:01:00+00:00,176.261,176.261,176.261,176.261,0.0
2026-07-30 02:02:00+00:00,176.24,176.24,176.161,176.161,232.2414
2026-07-30 02:03:00+00:00,176.191,176.191,176.191,176.191,1009.9448
2026-07-30 02:04:00+00:00,176.232,176.232,176.232,176.232,1339.8948
2026-07-30 02:05:00+00:00,176.232,176.232,176.135,176.135,13038.2051
2026-07-30 02:06:00+00:00,176.172,176.3,176.172,176.3,5392.2543
2026-07-30 02:07:00+00:00,176.3,176.3,176.3,176.3,904.8717
2026-07-30 02:08:00+00:00,176.3,176.3,176.3,176.3,0.0
2026-07-30 02:09:00+00:00,176.3,176.3,176.3,176.3,632.2428
2026-07-30 02:10:00+00:00,176.3,176.3,176.3,176.3,96.311
2026-07-30 02:11:00+00:00,176.3,176.301,176.3,176.301,19410.8905
2026-07-30 02:12:00+00:00,176.32,176.536,176.32,176.536,27071.6555
2026-07-30 02:13:00+00:00,176.551,176.552,176.403,176.403,5872.9092
2026-07-30 02:14:00+00:00,176.403,176.403,176.401,176.401,102.0435
2026-07-30 02:15:00+00:00,176.4,176.4,176.33,176.33,15569.734
2026-07-30 02:16:00+00:00,176.33,176.33,176.288,176.288,11611.2427
2026-07-30 02:17:00+00:00,176.288,176.288,176.288,176.288,0.0
2026-07-30 02:18:00+00:00,176.278,176.499,176.278,176.499,9325.1732
2026-07-30 02:19:00+00:00,176.482,176.501,176.38,176.38,48995.6472
2026-07-30 02:20:00+00:00,176.38,176.38,176.38,176.38,0.0
2026-07-30 02:21:00+00:00,176.38,176.38,176.38,176.38,211.2217
2026-07-30 02:22:00+00:00,176.38,176.38,176.38,176.38,105.8941
2026-07-30 02:23:00+00:00,176.38,176.38,176.38,176.38,0.0
2026-07-30 02:24:00+00:00,176.379,176.379,176.379,176.379,61.2586
2026-07-30 02:25:00+00:00,176.379,176.379,176.36,176.36,168.701
2026-07-30 02:26:00+00:00,176.321,176.321,176.32,176.32,4331.8612
2026-07-30 02:27:00+00:00,176.292,176.381,176.273,176.273,62050.6484
2026-07-30 02:28:00+00:00,176.267,176.268,176.26,176.26,4517.4477
2026-07-30 02:29:00+00:00,176.259,176.259,176.24,176.259,198.1269
2026-07-30 02:30:00+00:00,176.227,176.228,176.227,176.228,453.6324
2026-07-30 02:31:00+00:00,176.227,176.227,176.165,176.165,575.2211
2026-07-30 02:32:00+00:00,176.164,176.21,176.031,176.21,56349.9583
2026-07-30 02:33:00+00:00,176.097,176.097,176.097,176.097,681.1399
2026-07-30 02:34:00+00:00,176.097,176.097,176.097,176.097,0.0
2026-07-30 02:35:00+00:00,176.097,176.097,176.031,176.031,396.1587
2026-07-30 02:36:00+00:00,176.03,176.03,176.0,176.0,109.3051
2026-07-30 02:37:00+00:00,176.0,176.0,176.0,176.0,0.0
2026-07-30 02:38:00+00:00,176.0,176.0,176.0,176.0,3171.391
2026-07-30 02:39:00+00:00,176.05,176.251,176.05,176.225,57972.7113
2026-07-30 02:40:00+00:00,176.225,176.225,176.225,176.225,0.0
2026-07-30 02:41:00+00:00,176.224,176.224,176.224,176.224,334.24
2026-07-30 02:42:00+00:00,176.224,176.224,176.224,176.224,0.0
2026-07-30 02:43:00+00:00,176.161,176.347,176.161,176.347,693.9394
2026-07-30 02:44:00+00:00,176.347,176.347,176.347,176.347,0.0
2026-07-30 02:45:00+00:00,176.347,176.347,176.347,176.347,0.0
2026-07-30 02:46:00+00:00,176.248,176.248,176.213,176.213,1772.576
2026-07-30 02:47:00+00:00,176.213,176.213,176.213,176.213,53.8474
2026-07-30 02:48:00+00:00,176.213,176.213,176.213,176.213,0.0
2026-07-30 02:49:00+00:00,176.213,176.213,176.183,176.183,6283.5693
2026-07-30 02:50:00+00:00,176.161,176.161,176.144,176.144,186.1586
2026-07-30 02:51:00+00:00,176.123,176.123,176.123,176.123,283.5978
2026-07-30 02:52:00+00:00,176.123,176.123,176.123,176.123,0.0
2026-07-30 02:53:00+00:00,176.123,176.123,176.123,176.123,0.0
2026-07-30 02:54:00+00:00,176.123,176.123,176.107,176.107,293.4091
2026-07-30 02:55:00+00:00,176.089,176.089,176.089,176.089,277.0247
2026-07-30 02:56:00+00:00,176.088,176.088,175.902,175.902,2917.0142
2026-07-30 02:57:00+00:00,175.881,175.881,175.869,175.869,0.7569
2026-07-30 02:58:00+00:00,175.869,175.869,175.869,175.869,0.0
2026-07-30 02:59:00+00:00,175.869,175.869,175.869,175.869,0.0
2026-07-30 03:00:00+00:00,175.865,175.865,175.84,175.84,3142.3988
2026-07-30 03:01:00+00:00,175.841,175.841,175.841,175.841,100.0
2026-07-30 03:02:00+00:00,175.841,175.905,175.841,175.905,1671.7001
2026-07-30 03:03:00+00:00,175.905,175.905,175.905,175.905,0.0
2026-07-30 03:04:00+00:00,175.92,175.927,175.92,175.927,1755.5887
2026-07-30 03:05:00+00:00,175.927,175.927,175.927,175.927,0.0
2026-07-30 03:06:00+00:00,175.927,175.927,175.926,175.926,106.7736
2026-07-30 03:07:00+00:00,175.927,175.966,175.927,175.966,1769.3158
2026-07-30 03:08:00+00:00,175.966,175.966,175.807,175.807,1361.3249
2026-07-30 03:09:00+00:00,175.785,175.785,175.785,175.785,701.0
2026-07-30 03:10:00+00:00,175.785,175.785,175.785,175.785,0.0
2026-07-30 03:11:00+00:00,175.785,175.785,175.785,175.785,100.0
2026-07-30 03:12:00+00:00,175.785,175.785,175.736,175.736,276.9812
2026-07-30 03:13:00+00:00,175.736,175.736,175.736,175.736,0.0
2026-07-30 03:14:00+00:00,175.705,175.785,175.705,175.785,4381.0
2026-07-30 03:15:00+00:00,175.809,175.862,175.809,175.862,2197.055
2026-07-30 03:16:00+00:00,175.882,176.094,175.882,176.094,6106.4662
2026-07-30 03:17:00+00:00,176.119,176.119,176.119,176.119,0.6795
2026-07-30 03:18:00+00:00,176.119,176.119,176.119,176.119,0.0
2026-07-30 03:19:00+00:00,176.103,176.103,176.03,176.03,7.1323
2026-07-30 03:20:00+00:00,176.001,176.001,176.0,176.0,11386.24
2026-07-30 03:21:00+00:00,176.0,176.0,176.0,176.0,0.0
2026-07-30 03:22:00+00:00,175.995,175.995,175.995,175.995,60.2826
2026-07-30 03:23:00+00:00,175.996,175.996,175.996,175.996,924.9722
2026-07-30 03:24:00+00:00,176.03,176.031,176.03,176.031,2318.031
2026-07-30 03:25:00+00:00,176.031,176.119,176.031,176.111,5518.2893
2026-07-30 03:26:00+00:00,176.111,176.111,176.058,176.087,277.6318
2026-07-30 03:27:00+00:00,176.087,176.087,176.087,176.087,0.0
2026-07-30 03:28:00+00:00,176.087,176.115,176.087,176.115,255.4523
2026-07-30 03:29:00+00:00,176.115,176.115,176.115,176.115,0.0
2026-07-30 03:30:00+00:00,176.119,176.119,176.063,176.063,1869.2275
2026-07-30 03:31:00+00:00,176.063,176.063,175.88,175.88,666.3082
2026-07-30 03:32:00+00:00,175.881,175.881,175.881,175.881,5.6788
2026-07-30 03:33:00+00:00,175.881,175.881,175.881,175.881,0.0
2026-07-30 03:34:00+00:00,175.881,175.999,175.881,175.976,4540.4803
2026-07-30 03:35:00+00:00,175.976,175.976,175.976,175.976,261.0969
2026-07-30 03:36:00+00:00,175.966,175.966,175.84,175.84,38.9179
2026-07-30 03:37:00+00:00,175.841,175.841,175.841,175.841,88.0378
2026-07-30 03:38:00+00:00,175.841,175.841,175.841,175.841,5.6801
2026-07-30 03:39:00+00:00,175.841,175.867,175.841,175.867,1079.5361
2026-07-30 03:40:00+00:00,175.867,175.867,175.867,175.867,0.0
2026-07-30 03:41:00+00:00,175.867,175.867,175.867,175.867,0.0
2026-07-30 03:42:00+00:00,175.867,175.867,175.867,175.867,118.3743
2026-07-30 03:43:00+00:00,175.867,175.867,175.867,175.867,2631.2751
2026-07-30 03:44:00+00:00,175.867,175.867,175.866,175.867,1125.1993
2026-07-30 03:45:00+00:00,175.894,175.999,175.894,175.931,11448.9854
2026-07-30 03:46:00+00:00,175.931,175.931,175.931,175.931,515.4942
2026-07-30 03:47:00+00:00,175.931,175.931,175.931,175.931,129.2512
2026-07-30 03:48:00+00:00,175.931,175.931,175.931,175.931,0.01
2026-07-30 03:49:00+00:00,175.93,175.931,175.93,175.931,618.6034
2026-07-30 03:50:00+00:00,175.931,175.931,175.931,175.931,102.4718
2026-07-30 03:51:00+00:00,175.931,175.931,175.931,175.931,0.0
2026-07-30 03:52:00+00:00,175.931,175.931,175.931,175.931,0.0
2026-07-30 03:53:00+00:00,175.931,175.931,175.931,175.931,0.0
2026-07-30 03:54:00+00:00,175.879,175.879,175.879,175.879,180.2018
2026-07-30 03:55:00+00:00,175.879,175.879,175.879,175.879,0.0
2026-07-30 03:56:00+00:00,175.876,175.876,175.876,175.876,56.948
2026-07-30 03:57:00+00:00,175.876,175.876,175.852,175.852,894.7563
2026-07-30 03:58:00+00:00,175.84,175.84,175.77,175.77,2133.0084
2026-07-30 03:59:00+00:00,175.77,175.77,175.77,175.77,0.0
2026-07-30 04:00:00+00:00,175.77,175.77,175.77,175.77,0.0
2026-07-30 04:01:00+00:00,175.863,175.863,175.863,175.863,2199.1059
2026-07-30 04:02:00+00:00,175.863,175.863,175.863,175.863,0.0
2026-07-30 04:03:00+00:00,175.863,175.863,175.789,175.789,10696.8106
2026-07-30 04:04:00+00:00,175.777,175.797,175.777,175.797,1612.8674
2026-07-30 04:05:00+00:00,175.778,175.778,175.778,175.778,805.5598
2026-07-30 04:06:00+00:00,175.777,175.777,175.777,175.777,150.0
2026-07-30 04:07:00+00:00,175.777,175.777,175.68,175.68,9779.6369
2026-07-30 04:08:00+00:00,175.665,175.665,175.664,175.664,72.3548
2026-07-30 04:09:00+00:00,175.601,175.601,175.601,175.601,66.67
2026-07-30 04:10:00+00:00,175.601,175.601,175.601,175.601,170.575
2026-07-30 04:11:00+00:00,175.601,175.601,175.601,175.601,233.345
2026-07-30 04:12:00+00:00,175.6,175.6,175.6,175.6,71.3284
2026-07-30 04:13:00+00:00,175.601,175.601,175.6,175.6,3558.8808
2026-07-30 04:14:00+00:00,175.6,175.6,175.58,175.58,500.0
2026-07-30 04:15:00+00:00,175.58,175.58,175.58,175.58,0.0
2026-07-30 04:16:00+00:00,175.58,175.58,175.58,175.58,0.0
2026-07-30 04:17:00+00:00,175.588,175.588,175.588,175.588,336.5621
2026-07-30 04:18:00+00:00,175.569,175.569,175.5,175.5,1045.5221
2026-07-30 04:19:00+00:00,175.5,175.5,175.5,175.5,0.0
2026-07-30 04:20:00+00:00,175.501,175.501,175.501,175.501,50.3145
2026-07-30 04:21:00+00:00,175.523,175.523,175.523,175.523,5128.0778
2026-07-30 04:22:00+00:00,175.524,175.524,175.524,175.524,3421.397
2026-07-30 04:23:00+00:00,175.523,175.524,175.478,175.478,8575.6915
2026-07-30 04:24:00+00:00,175.478,175.478,175.478,175.478,0.0
2026-07-30 04:25:00+00:00,175.568,175.594,175.568,175.58,1422.422
2026-07-30 04:26:00+00:00,175.58,175.58,175.58,175.58,0.0
2026-07-30 04:27:00+00:00,175.581,175.581,175.581,175.581,20849.1126
2026-07-30 04:28:00+00:00,175.6,175.677,175.6,175.632,1901.2107
2026-07-30 04:29:00+00:00,175.632,175.632,175.632,175.632,5874.9569
2026-07-30 04:30:00+00:00,175.632,175.632,175.632,175.632,170.5902
2026-07-30 04:31:00+00:00,175.669,175.719,175.669,175.719,3242.3815
2026-07-30 04:32:00+00:00,175.735,175.735,175.734,175.734,2083.3333
2026-07-30 04:33:00+00:00,175.729,175.823,175.729,175.823,1129.9716
2026-07-30 04:34:00+00:00,175.823,175.823,175.823,175.823,0.0
2026-07-30 04:35:00+00:00,175.823,175.823,175.823,175.823,288.9779
2026-07-30 04:36:00+00:00,175.823,175.823,175.823,175.823,2.433
2026-07-30 04:37:00+00:00,175.836,175.836,175.717,175.717,2.3483
2026-07-30 04:38:00+00:00,175.681,175.681,175.681,175.681,154.6373
2026-07-30 04:39:00+00:00,175.681,175.681,175.681,175.681,166.5991
2026-07-30 04:40:00+00:00,175.681,175.681,175.681,175.681,90.4466
2026-07-30 04:41:00+00:00,175.681,175.681,175.681,175.681,21.8498
2026-07-30 04:42:00+00:00,175.681,175.681,175.639,175.643,380.4903
2026-07-30 04:43:00+00:00,175.643,175.643,175.643,175.643,0.0
2026-07-30 04:44:00+00:00,175.643,175.643,175.643,175.643,1138.8565
2026-07-30 04:45:00+00:00,175.736,175.797,175.736,175.797,874.2662
2026-07-30 04:46:00+00:00,175.837,175.84,175.837,175.84,21.6886
2026-07-30 04:47:00+00:00,175.84,175.84,175.84,175.84,0.0
2026-07-30 04:48:00+00:00,175.868,175.868,175.836,175.836,2.0017
2026-07-30 04:49:00+00:00,175.836,175.836,175.836,175.836,0.0
2026-07-30 04:50:00+00:00,175.761,175.847,175.761,175.803,3346.6601
2026-07-30 04:51:00+00:00,175.803,175.803,175.803,175.803,0.0
2026-07-30 04:52:00+00:00,175.803,175.803,175.803,175.803,0.0
2026-07-30 04:53:00+00:00,175.846,175.865,175.846,175.865,277.4047
2026-07-30 04:54:00+00:00,175.863,175.863,175.845,175.845,11473.4055
2026-07-30 04:55:00+00:00,175.845,175.845,175.845,175.845,0.0
2026-07-30 04:56:00+00:00,175.761,175.761,175.761,175.761,67.0241
2026-07-30 04:57:00+00:00,175.76,175.76,175.68,175.68,47.3914
2026-07-30 04:58:00+00:00,175.667,175.667,175.611,175.611,673.158
2026-07-30 04:59:00+00:00,175.601,175.657,175.601,175.657,3012.9415
2026-07-30 05:00:00+00:00,175.657,175.657,175.657,175.657,0.0
2026-07-30 05:01:00+00:00,175.657,175.657,175.657,175.657,0.0
2026-07-30 05:02:00+00:00,175.636,175.636,175.495,175.495,258.3994
2026-07-30 05:03:00+00:00,175.495,175.495,175.495,175.495,0.0
2026-07-30 05:04:00+00:00,175.495,175.495,175.495,175.495,0.0
2026-07-30 05:05:00+00:00,175.495,175.495,175.495,175.495,0.0
2026-07-30 05:06:00+00:00,175.495,175.495,175.495,175.495,0.0
2026-07-30 05:07:00+00:00,175.554,175.554,175.554,175.554,394.3847
2026-07-30 05:08:00+00:00,175.554,175.554,175.554,175.554,882.0828
2026-07-30 05:09:00+00:00,175.554,175.554,175.554,175.554,0.0
2026-07-30 05:10:00+00:00,175.553,175.553,175.519,175.519,124.1
2026-07-30 05:11:00+00:00,175.519,175.519,175.519,175.519,466.7747
2026-07-30 05:12:00+00:00,175.52,175.52,175.52,175.52,111.4983
2026-07-30 05:13:00+00:00,175.52,175.52,175.52,175.52,0.0
2026-07-30 05:14:00+00:00,175.52,175.52,175.52,175.52,273.1313
2026-07-30 05:15:00+00:00,175.52,175.53,175.52,175.53,28.44
2026-07-30 05:16:00+00:00,175.53,175.53,175.529,175.53,354.5903
2026-07-30 05:17:00+00:00,175.53,175.53,175.53,175.53,56.902
2026-07-30 05:18:00+00:00,175.53,175.53,175.53,175.53,0.0
2026-07-30 05:19:00+00:00,175.53,175.53,175.53,175.53,0.0
2026-07-30 05:20:00+00:00,175.53,175.53,175.53,175.53,0.0
2026-07-30 05:21:00+00:00,175.53,175.53,175.53,175.53,0.0
2026-07-30 05:22:00+00:00,175.581,175.581,175.581,175.581,568.8563
2026-07-30 05:23:00+00:00,175.581,175.581,175.53,175.53,579.4971
2026-07-30 05:24:00+00:00,175.53,175.53,175.53,175.53,0.0
2026-07-30 05:25:00+00:00,175.512,175.512,175.507,175.507,909.8999
2026-07-30 05:26:00+00:00,175.493,175.493,175.493,175.493,278.8808
2026-07-30 05:27:00+00:00,175.493,175.493,175.493,175.493,0.0024
2026-07-30 05:28:00+00:00,175.53,175.6,175.53,175.599,1215.1346
2026-07-30 05:29:00+00:00,175.6,175.6,175.6,175.6,508.2988
2026-07-30 05:30:00+00:00,175.632,175.632,175.632,175.632,79.8797
2026-07-30 05:31:00+00:00,175.633,175.68,175.633,175.68,3484.2589
2026-07-30 05:32:00+00:00,175.686,175.999,175.686,175.999,3576.4705
2026-07-30 05:33:00+00:00,175.999,175.999,175.999,175.999,0.0
2026-07-30 05:34:00+00:00,175.95,175.95,175.95,175.95,44.6546
2026-07-30 05:35:00+00:00,175.95,175.95,175.921,175.921,1081.2012
2026-07-30 05:36:00+00:00,175.92,175.92,175.727,175.76,30812.3628
2026-07-30 05:37:00+00:00,175.77,175.809,175.77,175.809,938.077
2026-07-30 05:38:00+00:00,175.839,175.839,175.839,175.839,874.1301
2026-07-30 05:39:00+00:00,175.84,175.84,175.84,175.84,2933.2764
2026-07-30 05:40:00+00:00,175.84,175.84,175.84,175.84,180.2922
2026-07-30 05:41:00+00:00,175.84,175.891,175.84,175.891,1746.5223
2026-07-30 05:42:00+00:00,175.891,175.92,175.891,175.92,3021.9479
2026-07-30 05:43:00+00:00,175.944,176.028,175.944,176.028,15909.0171
2026-07-30 05:44:00+00:00,176.028,176.028,176.028,176.028,0.0
2026-07-30 05:45:00+00:00,176.031,176.094,176.031,176.094,357.779
2026-07-30 05:46:00+00:00,176.126,176.13,176.126,176.13,1852.452
2026-07-30 05:47:00+00:00,176.13,176.177,176.13,176.177,1700.0
2026-07-30 05:48:00+00:00,176.137,176.137,176.135,176.137,39430.923
2026-07-30 05:49:00+00:00,176.127,176.127,176.062,176.062,139.55
2026-07-30 05:50:00+00:00,176.062,176.062,176.062,176.062,0.0
2026-07-30 05:51:00+00:00,176.068,176.068,176.023,176.023,74.8617
2026-07-30 05:52:00+00:00,176.02,176.02,176.0,176.0,1830.8048
2026-07-30 05:53:00+00:00,175.983,175.983,175.92,175.92,2474.0999
2026-07-30 05:54:00+00:00,175.914,175.914,175.914,175.914,190.4579
2026-07-30 05:55:00+00:00,175.914,175.914,175.914,175.914,0.0
2026-07-30 05:56:00+00:00,175.913,175.913,175.879,175.899,10492.7367
2026-07-30 05:57:00+00:00,175.9,175.9,175.9,175.9,2.0
2026-07-30 05:58:00+00:00,176.0,176.0,176.0,176.0,1730.0
2026-07-30 05:59:00+00:00,176.0,176.0,176.0,176.0,0.0
2026-07-30 06:00:00+00:00,176.0,176.0,176.0,176.0,0.0
2026-07-30 06:01:00+00:00,176.0,176.0,176.0,176.0,0.0
2026-07-30 06:02:00+00:00,176.006,176.03,176.006,176.03,28602.1699
2026-07-30 06:03:00+00:00,176.031,176.04,176.031,176.04,5.674
2026-07-30 06:04:00+00:00,176.04,176.04,176.04,176.04,511.9899
2026-07-30 06:05:00+00:00,176.08,176.09,176.08,176.09,452.904
2026-07-30 06:06:00+00:00,176.13,176.13,176.118,176.118,2533.1302
