ts,open,high,low,close,volume,buy_vol,sell_vol,trades
2026-08-19 17:43:00+00:00,10778815.0,10780556.0,10776093.0,10777714.0,0.32179889,0.13236595,0.18943294,44
2026-08-19 17:44:00+00:00,10776407.0,10780050.0,10774531.0,10780050.0,0.21943361,0.13415603,0.08527757999999999,24
2026-08-19 17:45:00+00:00,10781792.0,10800672.0,10780174.0,10796465.0,0.8939587,0.6155477,0.278411,62
2026-08-19 17:46:00+00:00,10798503.0,10803609.0,10790092.0,10794696.0,0.41404755,0.1914002,0.22264735,35
2026-08-19 17:47:00+00:00,10797489.0,10800275.0,10795044.0,10795916.0,0.4572894,0.11555847,0.34173093,42
2026-08-19 17:48:00+00:00,10796132.0,10813436.0,10796132.0,10807967.0,1.40297037,0.54832899,0.85464138,61
2026-08-19 17:49:00+00:00,10808985.0,10809434.0,10800677.0,10802709.0,0.40492245,0.26709755,0.1378249,28
2026-08-19 17:50:00+00:00,10802026.0,10811877.0,10802026.0,10811877.0,0.189518,0.122118,0.0674,15
2026-08-19 17:51:00+00:00,10810044.0,10812880.0,10805335.0,10808223.0,4.98137422,4.48156574,0.49980848,124
2026-08-19 17:52:00+00:00,10808223.0,10808223.0,10800879.0,10804172.0,1.6454494,0.93759757,0.70785183,89
2026-08-19 17:53:00+00:00,10804172.0,10807110.0,10804172.0,10805774.0,0.9643326799999999,0.30362338,0.6607093,36
2026-08-19 17:54:00+00:00,10807368.0,10807368.0,10803870.0,10803871.0,0.103,0.0,0.103,3
2026-08-19 17:55:00+00:00,10805259.0,10808223.0,10805259.0,10808032.0,0.07539735,0.06371735,0.01168,6
2026-08-19 17:56:00+00:00,10807027.0,10813867.0,10807027.0,10811292.0,1.97952258,1.855503,0.12401958,47
2026-08-19 17:57:00+00:00,10811292.0,10813434.0,10809274.0,10809274.0,0.347281,0.305281,0.042,18
2026-08-19 17:58:00+00:00,10811266.0,10813327.0,10807316.0,10808677.0,0.25667519,0.037700000000000004,0.21897519000000001,16
2026-08-19 17:59:00+00:00,10805193.0,10807815.0,10804983.0,10805121.0,0.1399627,0.0476,0.09236269999999999,12
2026-08-19 18:00:00+00:00,10805966.0,10809936.0,10802342.0,10802342.0,0.42724633,0.22364633,0.2036,32
2026-08-19 18:01:00+00:00,10798863.0,10802150.0,10796637.0,10801880.0,0.75245598,0.17704688,0.5754091,56
2026-08-19 18:02:00+00:00,10801812.0,10805035.0,10797715.0,10804628.0,0.45338605,0.20625814,0.24712791,37
2026-08-19 18:03:00+00:00,10805199.0,10805199.0,10796942.0,10796942.0,0.37270502,0.0795589,0.29314612,18
2026-08-19 18:04:00+00:00,10798477.0,10798695.0,10786591.0,10786591.0,0.90781663,0.1435277,0.76428893,36
2026-08-19 18:05:00+00:00,10789788.0,10794999.0,10786600.0,10791781.0,1.32508925,0.50940116,0.81568809,68
2026-08-19 18:06:00+00:00,10789846.0,10792000.0,10786409.0,10786608.0,0.70142712,0.42929661999999996,0.2721305,47
2026-08-19 18:07:00+00:00,10786173.0,10788190.0,10785491.0,10788190.0,0.41978641,0.27590641,0.14388,22
2026-08-19 18:08:00+00:00,10788967.0,10790000.0,10783909.0,10784102.0,0.202,0.11,0.092,11
2026-08-19 18:09:00+00:00,10782839.0,10784102.0,10770536.0,10772394.0,1.34656201,0.62331537,0.72324664,54
2026-08-19 18:10:00+00:00,10772699.0,10775000.0,10768690.0,10771861.0,2.65654672,1.038566,1.61798072,75
2026-08-19 18:11:00+00:00,10770846.0,10773096.0,10763644.0,10770537.0,1.9874555600000001,1.50146934,0.48598622,68
2026-08-19 18:12:00+00:00,10768463.0,10779836.0,10765392.0,10779836.0,1.38327621,0.74167563,0.64160058,43
2026-08-19 18:13:00+00:00,10778450.0,10786730.0,10778450.0,10780608.0,0.5360881399999999,0.20500000000000002,0.33108814,22
2026-08-19 18:14:00+00:00,10778612.0,10788333.0,10778612.0,10786757.0,0.46379692,0.34173048,0.12206644,24
2026-08-19 18:15:00+00:00,10788617.0,10792021.0,10787068.0,10792021.0,0.30376634,0.1980307,0.10573563999999999,23
2026-08-19 18:16:00+00:00,10795634.0,10800967.0,10795340.0,10800967.0,0.50307659,0.37907659,0.124,34
2026-08-19 18:17:00+00:00,10799531.0,10799531.0,10794292.0,10796226.0,0.7132034,0.0675234,0.64568,28
2026-08-19 18:18:00+00:00,10799999.0,10803986.0,10798034.0,10802896.0,0.56936,0.50036,0.069,26
2026-08-19 18:19:00+00:00,10802697.0,10807588.0,10802697.0,10806030.0,0.1678885,0.116383,0.0515055,9
2026-08-19 18:20:00+00:00,10808512.0,10810653.0,10808397.0,10810653.0,0.57363018,0.14091963000000002,0.43271055,27
2026-08-19 18:21:00+00:00,10810838.0,10812037.0,10808361.0,10809360.0,1.30165401,0.43770116,0.86395285,35
2026-08-19 18:22:00+00:00,10810037.0,10810726.0,10808340.0,10808340.0,1.31377743,0.3617064,0.95207103,45
2026-08-19 18:23:00+00:00,10808340.0,10812398.0,10804541.0,10810108.0,3.05332239,0.97178924,2.0815331500000003,72
2026-08-19 18:24:00+00:00,10811221.0,10811567.0,10807273.0,10809628.0,2.08266766,0.56442574,1.51824192,46
2026-08-19 18:25:00+00:00,10812306.0,10816898.0,10812258.0,10816747.0,0.84059502,0.30967552,0.5309195,45
2026-08-19 18:26:00+00:00,10816740.0,10819007.0,10814290.0,10815138.0,0.39951394,0.20663693,0.19287701000000002,24
2026-08-19 18:27:00+00:00,10817275.0,10817279.0,10813000.0,10815046.0,0.53512852,0.1684193,0.36670922,23
2026-08-19 18:28:00+00:00,10816834.0,10817187.0,10809847.0,10810719.0,0.47483286,0.1018,0.37303286,34
2026-08-19 18:29:00+00:00,10812474.0,10818328.0,10812474.0,10813104.0,0.40713597,0.20979562999999998,0.19734034,28
2026-08-19 18:30:00+00:00,10813104.0,10813104.0,10808247.0,10812350.0,0.53229336,0.3516674,0.18062596,26
2026-08-19 18:31:00+00:00,10812014.0,10812014.0,10803000.0,10806932.0,1.12898405,0.20713066,0.92185339,69
2026-08-19 18:32:00+00:00,10807360.0,10809581.0,10803827.0,10809311.0,0.22672668,0.18372668,0.043000000000000003,26
2026-08-19 18:33:00+00:00,10810729.0,10811137.0,10805500.0,10808659.0,0.37072693,0.27603662,0.09469031,20
2026-08-19 18:34:00+00:00,10808659.0,10810119.0,10803982.0,10810119.0,0.17773766,0.04180147,0.13593619,21
2026-08-19 18:35:00+00:00,10807106.0,10811753.0,10804929.0,10806848.0,0.38510069,0.13464182,0.25045887,24
2026-08-19 18:36:00+00:00,10808836.0,10810434.0,10803707.0,10808430.0,0.54834861,0.31737887000000004,0.23096974,30
2026-08-19 18:37:00+00:00,10805822.0,10807763.0,10800000.0,10800000.0,0.63639071,0.14742036,0.48897035,42
2026-08-19 18:38:00+00:00,10800235.0,10802984.0,10798734.0,10802984.0,0.29552733,0.18405464,0.11147269,31
2026-08-19 18:39:00+00:00,10804110.0,10807344.0,10800640.0,10807344.0,0.23569049,0.14682452000000001,0.08886597,17
2026-08-19 18:40:00+00:00,10807530.0,10811854.0,10807229.0,10811854.0,0.181,0.181,0.0,10
2026-08-19 18:41:00+00:00,10810525.0,10815680.0,10808930.0,10811450.0,0.74971033,0.13754135,0.61216898,61
2026-08-19 18:42:00+00:00,10811577.0,10814473.0,10810149.0,10813566.0,0.43365274,0.11020786,0.32344488,50
2026-08-19 18:43:00+00:00,10812013.0,10823921.0,10810004.0,10823777.0,0.5278511,0.45802955,0.06982155,32
2026-08-19 18:44:00+00:00,10823456.0,10826627.0,10820397.0,10824173.0,0.38490978,0.19698358,0.18792620000000002,38
2026-08-19 18:45:00+00:00,10824173.0,10829456.0,10823307.0,10823307.0,0.22252814,0.09352814,0.129,25
2026-08-19 18:46:00+00:00,10823168.0,10827700.0,10821815.0,10826418.0,0.30515001,0.27467601,0.030474,24
2026-08-19 18:47:00+00:00,10823825.0,10823825.0,10817837.0,10821751.0,0.27979474,0.05444,0.22535474,21
2026-08-19 18:48:00+00:00,10819334.0,10825634.0,10818318.0,10824200.0,0.16975245,0.13771679,0.032035659999999994,18
2026-08-19 18:49:00+00:00,10825000.0,10826000.0,10821944.0,10821944.0,0.27750013,0.19602421,0.08147592,26
2026-08-19 18:50:00+00:00,10825981.0,10827000.0,10823804.0,10823861.0,0.26426999,0.22740399,0.036866,24
2026-08-19 18:51:00+00:00,10821968.0,10822747.0,10814876.0,10818932.0,0.21625703,0.09641205,0.11984498,36
2026-08-19 18:52:00+00:00,10821968.0,10822747.0,10814876.0,10818932.0,0.0,0.0,0.0,0
2026-08-19 18:53:00+00:00,10814813.0,10818873.0,10812646.0,10818873.0,0.20135865,0.16832307,0.03303558,23
2026-08-19 18:54:00+00:00,10820731.0,10820731.0,10820240.0,10820240.0,0.0979724,0.0379724,0.06,4
2026-08-19 18:55:00+00:00,10820371.0,10822955.0,10810151.0,10811132.0,0.48785642,0.12101038,0.36684604,38
2026-08-19 18:56:00+00:00,10811132.0,10812855.0,10807972.0,10807972.0,0.78281849,0.015,0.76781849,20
2026-08-19 18:57:00+00:00,10804266.0,10810770.0,10803902.0,10810083.0,0.17462103,0.05516886,0.11945217,14
2026-08-19 18:58:00+00:00,10805573.0,10812687.0,10805573.0,10812687.0,0.012,0.005,0.007,3
2026-08-19 18:59:00+00:00,10816415.0,10816415.0,10816415.0,10816415.0,0.01,0.01,0.0,1
2026-08-19 19:00:00+00:00,10816415.0,10816415.0,10816415.0,10816415.0,0.0,0.0,0.0,0
2026-08-19 19:01:00+00:00,10816415.0,10816415.0,10816415.0,10816415.0,0.0,0.0,0.0,0
2026-08-19 19:02:00+00:00,10816415.0,10816415.0,10816415.0,10816415.0,0.0,0.0,0.0,0
2026-08-19 19:03:00+00:00,10816415.0,10816415.0,10816415.0,10816415.0,0.0,0.0,0.0,0
2026-08-19 19:04:00+00:00,10816415.0,10816415.0,10816415.0,10816415.0,0.0,0.0,0.0,0
2026-08-19 19:05:00+00:00,10816415.0,10816415.0,10816415.0,10816415.0,0.0,0.0,0.0,0
2026-08-19 19:06:00+00:00,10816415.0,10816415.0,10816415.0,10816415.0,0.0,0.0,0.0,0
2026-08-19 19:07:00+00:00,10816415.0,10816415.0,10816415.0,10816415.0,0.0,0.0,0.0,0
2026-08-19 19:08:00+00:00,10816415.0,10816415.0,10816415.0,10816415.0,0.0,0.0,0.0,0
2026-08-19 19:09:00+00:00,10816415.0,10816415.0,10816415.0,10816415.0,0.0,0.0,0.0,0
2026-08-19 19:10:00+00:00,10816415.0,10816415.0,10816415.0,10816415.0,0.0,0.0,0.0,0
2026-08-19 19:11:00+00:00,10816415.0,10816415.0,10816415.0,10816415.0,0.0,0.0,0.0,0
2026-08-19 19:12:00+00:00,10822045.0,10822045.0,10818651.0,10818651.0,0.08089199999999999,0.001,0.0,4
2026-08-19 19:13:00+00:00,10821045.0,10823893.0,10816131.0,10818800.0,1.15522129,0.11922129000000001,1.036,22
2026-08-19 19:14:00+00:00,10822290.0,10822290.0,10748063.0,10769509.0,7.2085048899999995,2.95367514,4.25482975,210
2026-08-19 19:15:00+00:00,10770279.0,10782096.0,10770279.0,10782096.0,3.43072032,1.3423105499999999,2.08840977,82
2026-08-19 19:16:00+00:00,10783803.0,10792417.0,10783604.0,10792239.0,1.78344975,0.74329631,1.04015344,38
2026-08-19 19:17:00+00:00,10790522.0,10795345.0,10786723.0,10794506.0,0.40760251,0.20484902,0.20275349,23
2026-08-19 19:18:00+00:00,10799683.0,10803151.0,10797270.0,10797270.0,0.5030561,0.43476221000000004,0.06829389,19
2026-08-19 19:19:00+00:00,10802261.0,10812317.0,10802261.0,10803982.0,1.80418419,1.29476421,0.50941998,51
2026-08-19 19:20:00+00:00,10800001.0,10807103.0,10800000.0,10804209.0,2.6423356,0.86995021,1.77238539,53
2026-08-19 19:21:00+00:00,10804417.0,10810120.0,10801887.0,10801887.0,0.19377516,0.065851,0.12792416,16
2026-08-19 19:22:00+00:00,10801887.0,10801887.0,10792358.0,10797169.0,2.92232272,0.50687996,2.41544276,71
2026-08-19 19:23:00+00:00,10796667.0,10804315.0,10795085.0,10804315.0,2.25424851,2.17309566,0.08115285,27
2026-08-19 19:24:00+00:00,10800780.0,10810687.0,10800398.0,10810687.0,0.22012897,0.11507191,0.10505706000000001,11
2026-08-19 19:25:00+00:00,10808545.0,10808545.0,10797151.0,10797151.0,0.0455,0.0,0.0455,7
2026-08-19 19:26:00+00:00,10797151.0,10802076.0,10789771.0,10789771.0,0.58734069,0.2614983,0.32584239,26
2026-08-19 19:27:00+00:00,10791322.0,10791322.0,10787777.0,10791138.0,0.07300000000000001,0.063,0.01,6
2026-08-19 19:28:00+00:00,10791614.0,10795062.0,10784421.0,10785392.0,0.30427352,0.040739660000000004,0.26353386,34
2026-08-19 19:29:00+00:00,10781768.0,10781768.0,10768914.0,10775321.0,0.8402542,0.26808136,0.57217284,36
2026-08-19 19:30:00+00:00,10773956.0,10780438.0,10767083.0,10770496.0,0.43722436,0.11436606,0.3228583,27
2026-08-19 19:31:00+00:00,10776779.0,10781452.0,10776779.0,10781227.0,0.21057804,0.12133576,0.08924228,10
2026-08-19 19:32:00+00:00,10779690.0,10789400.0,10776166.0,10785092.0,0.10602063,0.042965380000000004,0.06305525,20
2026-08-19 19:33:00+00:00,10790287.0,10794562.0,10790287.0,10792517.0,0.08598024,0.08098024,0.005,7
2026-08-19 19:34:00+00:00,10791517.0,10794241.0,10784040.0,10784284.0,0.30662178,0.09535043,0.21127135,29
2026-08-19 19:35:00+00:00,10786075.0,10786561.0,10781932.0,10783366.0,0.21939256,0.15737552,0.06201704,23
2026-08-19 19:36:00+00:00,10782440.0,10795805.0,10782378.0,10795136.0,0.90052885,0.7207081399999999,0.17982071,45
2026-08-19 19:37:00+00:00,10795121.0,10796306.0,10790255.0,10792684.0,0.44902916000000004,0.1657717,0.28325746,30
2026-08-19 19:38:00+00:00,10793120.0,10798170.0,10787537.0,10790620.0,0.60371868,0.20109528,0.4026234,36
2026-08-19 19:39:00+00:00,10790620.0,10793258.0,10789486.0,10789486.0,0.32821173,0.17861660000000001,0.14959513,18
2026-08-19 19:40:00+00:00,10790010.0,10798393.0,10790010.0,10796821.0,0.29238822999999997,0.16030819999999998,0.13208003,17
2026-08-19 19:41:00+00:00,10799554.0,10804561.0,10799148.0,10801459.0,0.19563495,0.18063495000000002,0.015,12
2026-08-19 19:42:00+00:00,10803561.0,10811522.0,10803561.0,10811522.0,0.59738566,0.40638566,0.191,23
2026-08-19 19:43:00+00:00,10810222.0,10812722.0,10806813.0,10809013.0,2.01581538,1.50784045,0.50797493,55
2026-08-19 19:44:00+00:00,10807932.0,10812717.0,10806695.0,10810793.0,2.29894126,2.12591178,0.17302948,66
2026-08-19 19:45:00+00:00,10808972.0,10811860.0,10805010.0,10811860.0,0.4399552,0.1707978,0.2691574,25
2026-08-19 19:46:00+00:00,10808306.0,10812722.0,10806674.0,10809187.0,0.52256652,0.1578661,0.36470042,32
2026-08-19 19:47:00+00:00,10809917.0,10811717.0,10807880.0,10809934.0,0.63041616,0.11741616,0.513,23
