kind,time_ms,side,qty,p_liq,p_avg,p0,bin_pct,dist_node_bp,dist_gap_bp,vol_between_ratio,dist_vwap_bp,n_bins,total_qty,day,bundle_n_events,bundle_total_qty,bundle_n_events_dedup,bundle_total_qty_dedup
control,1705570146472,,,42777.2,,42777.2,90.9091,4.0836,-65.6657,0.192597,-14.2349,11,2252510.0,2024-01-18,,,,
control,1705570733955,,,42766.4,,42766.4,72.7273,6.61,-63.157,0.141417,-8.5489,11,2218594.0,2024-01-18,,,,
control,1705570750737,,,42772.1,,42772.1,72.7273,5.2764,-64.4812,0.142033,-9.8024,11,2216619.0,2024-01-18,,,,
control,1705573047917,,,42683.9,,42683.9,50.0,25.9509,-43.9509,0.087423,12.9292,10,2258331.0,2024-01-18,,,,
liq,1705574086306,SELL,12.0,42617.0,42617.0,42617.0,40.0,41.6896,-28.3219,0.086862,28.4067,10,2305182.0,2024-01-18,1,12.0,1,12.0
liq,1705574681128,SELL,450.0,42522.4,42522.4,42523.3,10.0,64.0294,-6.1378,0.057231,49.3467,10,2379521.0,2024-01-18,1,450.0,1,450.0
liq,1705574768695,SELL,1.0,42485.9,42485.9,42486.0,0.0,72.6755,2.448,0.01376,57.2663,10,2393366.0,2024-01-18,1,1.0,1,1.0
liq,1705574997170,SELL,19.0,42493.6,42493.6,42490.5,0.0,70.8503,0.6355,0.047123,52.8649,10,2514716.0,2024-01-18,1,19.0,1,19.0
liq,1705575060405,SELL,14.0,42455.6,42455.6,42455.6,0.0,69.7944,-0.413,0.005726,61.0002,11,2552708.0,2024-01-18,2,16.0,2,16.0
liq,1705575191267,SELL,10.0,42411.5,42411.5,42411.6,0.0,80.2651,-0.0153,0.012854,69.9387,12,2608117.0,2024-01-18,4,183.0,4,183.0
control,1705576272403,,,42437.3,,42437.3,7.6923,74.1368,3.8991,0.040886,56.7522,13,2879033.0,2024-01-18,,,,
control,1705576746406,,,42491.7,,42491.7,38.4615,61.2394,21.0948,0.058721,43.1267,13,2909869.0,2024-01-18,,,,
control,1705577793139,,,42399.4,,42399.4,61.5385,83.1419,-7.1543,0.086586,63.1091,13,2955428.0,2024-01-18,,,,
control,1705578993007,,,42452.7,,42452.7,53.8462,70.4823,-19.7005,0.080298,48.6109,13,3058069.0,2024-01-18,,,,
control,1705579050612,,,42487.8,,42487.8,46.1538,62.1629,22.0147,0.074827,40.2685,13,3060906.0,2024-01-18,,,,
liq,1705580653453,SELL,1.0,42339.5,42339.5,42339.6,0.0,97.407,-3.0139,0.005321,72.7535,14,3148154.0,2024-01-18,2,79.0,2,79.0
control,1705581647010,,,42391.6,,42391.6,85.7143,4.679,-15.3004,0.121012,58.0969,14,3237270.0,2024-01-18,,,,
control,1705581951374,,,42418.0,,42418.0,85.7143,-1.5477,-21.5146,0.124912,51.4802,14,3244243.0,2024-01-18,,,,
control,1705582629075,,,42385.0,,42385.0,42.8571,6.2369,-13.7456,0.059771,58.5647,14,3259106.0,2024-01-18,,,,
control,1705583495115,,,42397.1,,42397.1,92.8571,3.3812,-16.5956,0.143302,54.1713,14,3309692.0,2024-01-18,,,,
control,1705584525468,,,42388.0,,42388.0,64.2857,5.5287,45.6109,0.093244,54.5272,14,3330240.0,2024-01-18,,,,
control,1705584890607,,,42395.5,,42395.5,92.8571,3.7587,43.8338,0.147501,51.7703,14,3364361.0,2024-01-18,,,,
control,1705586092557,,,42577.8,,42577.8,21.4286,-39.0732,10.8312,0.031178,6.29,14,3502754.0,2024-01-18,,,,
liq,1705586836169,SELL,641.0,42432.7,42432.7,42435.1,78.5714,-5.0114,-24.9715,0.114354,37.8304,14,3498595.0,2024-01-18,1,641.0,1,641.0
control,1705587233032,,,42495.7,,42495.7,78.5714,-9.8489,30.1717,0.102976,20.5862,14,3410879.0,2024-01-18,,,,
control,1705588415857,,,42524.3,,42524.3,64.2857,-16.5678,23.4259,0.101015,10.7352,14,3438195.0,2024-01-18,,,,
control,1705588742535,,,42477.4,,42477.4,78.5714,-5.5449,34.4929,0.119076,21.4323,14,3469504.0,2024-01-18,,,,
liq,1705589891178,BUY,9.0,42668.9,42668.9,42667.7,14.2857,-40.4509,-10.5424,0.033148,-24.348,14,3577970.0,2024-01-18,1,9.0,1,9.0
control,1705593726689,,,42565.0,,42565.0,28.5714,-16.1399,-55.9757,0.041171,-2.0678,14,3884513.0,2024-01-18,,,,
liq,1705594193676,SELL,426.0,42520.7,42520.7,42520.7,84.6154,4.256,-45.6156,0.117318,7.7729,13,3924114.0,2024-01-18,1,426.0,1,426.0
liq,1705595558516,SELL,31.0,42389.6,42389.6,42389.6,53.8462,5.1511,-14.8293,0.086771,35.7942,13,4034767.0,2024-01-18,1,31.0,1,31.0
liq,1705595712790,SELL,95.0,42364.5,42364.5,42364.6,61.5385,11.0789,-8.9133,0.094779,41.2851,13,4069859.0,2024-01-18,9,2846.0,9,2846.0
liq,1705595932278,SELL,12.0,42184.8,42184.8,42184.8,31.25,53.7244,144.5707,0.024383,78.8002,16,4375395.0,2024-01-18,5,182.0,5,182.0
liq,1705596046294,SELL,4.0,42105.9,42105.9,42105.0,15.7895,72.5635,-7.6556,0.013022,93.8422,19,4567875.0,2024-01-18,4,30.0,4,30.0
liq,1705596464808,SELL,3.0,41977.9,41977.9,41977.9,26.087,103.277,-7.1951,0.017086,108.5907,23,5308061.0,2024-01-18,15,2232.0,15,2232.0
liq,1705596613587,SELL,3.0,41778.7,41778.7,41778.8,22.2222,151.4492,-9.6016,0.015095,147.6423,27,5670917.0,2024-01-18,6,1070.0,6,1070.0
liq,1705596713883,SELL,8.0,41706.5,41706.5,41706.6,3.5714,169.0228,-2.3045,0.003499,160.0325,28,5854574.0,2024-01-18,3,47.0,3,47.0
liq,1705597852840,SELL,1064.0,41704.4,41704.4,41704.6,7.1429,169.5349,-1.8011,0.011632,144.1023,28,6528694.0,2024-01-18,4,1489.0,4,1489.0
liq,1705598021649,SELL,108.0,41626.2,41626.2,41626.2,0.0,188.6396,-3.0222,0.001863,158.2644,30,6704715.0,2024-01-18,3,1287.0,3,1287.0
liq,1705598391194,BUY,4.0,41841.9,41841.9,41841.9,80.0,136.116,-54.5578,0.050023,101.0658,30,6884699.0,2024-01-18,1,4.0,1,4.0
liq,1705598799237,BUY,1.0,41985.3,41985.3,41985.2,30.0,101.4963,-88.5262,0.017147,63.8736,30,7025241.0,2024-01-18,3,8.0,3,8.0
liq,1705598914445,BUY,3.0,42114.4,42114.4,42114.3,60.0,70.5305,-118.9095,0.037502,31.9399,30,7175291.0,2024-01-18,1,3.0,1,3.0
control,1705599543125,,,41867.8,,41867.8,82.7586,129.8456,-60.7102,0.061627,86.4107,29,7412771.0,2024-01-18,,,,
liq,1705600053737,SELL,11.0,41773.7,41773.7,41773.7,72.4138,11.5873,-38.3208,0.044969,106.5056,29,7534814.0,2024-01-18,1,11.0,1,11.0
liq,1705600254712,SELL,24.0,41700.0,41700.0,41700.0,41.3793,29.2817,-20.7146,0.026548,123.0897,29,7589258.0,2024-01-18,1,24.0,1,24.0
liq,1705600317336,SELL,22.0,41642.2,41642.2,41642.3,20.6897,43.2025,-6.8633,0.014941,136.2439,29,7641859.0,2024-01-18,10,171.0,10,171.0
liq,1705601064350,SELL,73.0,41597.1,41597.1,41597.1,47.0588,54.0914,-25.9806,0.024444,131.5777,34,8502261.0,2024-01-18,1,73.0,1,73.0
liq,1705601318075,SELL,1.0,41526.3,41526.3,41526.3,17.6471,71.2331,-8.9754,0.010757,146.3551,34,8651115.0,2024-01-18,1,1.0,1,1.0
liq,1705601384638,SELL,1.0,41488.0,41488.0,41488.0,14.7059,80.5304,-9.7424,0.010358,154.9866,34,8689475.0,2024-01-18,3,13.0,3,13.0
liq,1705601485561,SELL,14.0,41465.2,41465.2,41463.6,5.8824,86.0733,-4.2492,0.004362,158.8308,34,8773079.0,2024-01-18,11,1661.0,11,1661.0
liq,1705602423152,SELL,3.0,41434.7,41434.7,41434.8,43.2432,93.4976,-16.8676,0.022537,150.4969,37,9662057.0,2024-01-18,1,3.0,1,3.0
control,1705603882229,,,41481.6,,41481.6,83.7838,82.0857,-28.1547,0.045727,126.7577,37,9838334.0,2024-01-18,,,,
liq,1705604631558,SELL,11.0,41338.2,41338.2,41338.3,5.4054,36.4864,-3.5594,0.007528,155.4817,37,9771829.0,2024-01-18,3,15.0,3,15.0
liq,1705605096789,SELL,16.0,41300.3,41300.3,41300.3,2.7027,45.6966,-4.3815,0.00194,160.7062,37,9954121.0,2024-01-18,1,16.0,1,16.0
liq,1705605165464,SELL,139.0,41295.0,41295.0,41295.0,2.7027,46.9859,-3.0987,0.002192,161.7442,37,9953837.0,2024-01-18,8,2663.0,8,2663.0
liq,1705605859760,BUY,6.0,41438.1,41438.1,41438.0,89.7436,2.2879,194.0515,0.046768,117.5698,39,10411205.0,2024-01-18,1,6.0,1,6.0
liq,1705607178295,SELL,32.0,41260.4,41260.4,41260.4,35.8974,45.3657,237.9552,0.019682,154.2265,39,10679583.0,2024-01-18,2,36.0,2,36.0
liq,1705607433304,SELL,47.0,41174.7,41174.7,41174.9,2.5,66.2739,-3.909,0.000784,172.5824,40,10754846.0,2024-01-18,8,348.0,8,348.0
liq,1705607658335,SELL,10.0,41130.3,41130.3,41130.3,2.439,77.1404,-3.1152,0.000896,180.9178,41,10894730.0,2024-01-18,27,2900.0,27,2900.0
control,1705608018400,,,40960.2,,40960.2,46.0,118.9889,28.3716,0.016832,199.038,50,12111983.0,2024-01-18,,,,
liq,1705608407045,BUY,201.0,41050.2,41050.2,41050.2,40.0,96.8036,6.3851,0.016399,170.5911,50,12429407.0,2024-01-18,2,239.0,2,239.0
liq,1705609410092,SELL,22.0,40881.1,40881.1,40881.1,44.0,138.5679,-32.2463,0.01828,204.1619,50,12871075.0,2024-01-18,1,22.0,1,22.0
liq,1705609538919,SELL,80.0,40830.6,40830.6,40830.7,52.0,151.1074,-19.9181,0.020505,214.9869,50,12880515.0,2024-01-18,1,80.0,1,80.0
liq,1705609816060,SELL,16.0,40785.0,40785.0,40785.1,22.0,162.457,-8.7597,0.010921,223.9249,50,12969840.0,2024-01-18,4,48.0,4,48.0
liq,1705609895544,SELL,10.0,40758.7,40758.7,40759.6,2.0,169.0144,-2.3128,0.0019,229.6728,50,13005408.0,2024-01-18,25,2335.0,25,2335.0
liq,1705610486898,BUY,1.0,40868.0,40868.0,40868.0,68.5185,-9.0994,-68.8355,0.021893,192.1321,54,13479425.0,2024-01-18,1,1.0,1,1.0
liq,1705610773424,BUY,101.0,40986.4,40986.4,40986.4,59.2593,-37.9607,42.0151,0.019575,160.2552,54,13626446.0,2024-01-18,1,101.0,1,101.0
liq,1705611045290,BUY,20.0,41178.3,41178.3,41178.2,9.2593,65.3938,-4.7829,0.00698,110.89,54,13775420.0,2024-01-18,2,21.0,2,21.0
liq,1705611302243,SELL,10.0,41061.0,41061.0,41061.7,74.0741,-56.0598,-115.5152,0.026015,138.4968,54,13882498.0,2024-01-18,1,10.0,1,10.0
liq,1705611380667,SELL,10.0,40997.4,40997.4,40999.0,66.6667,-40.6336,-100.1812,0.022443,153.6202,54,13937876.0,2024-01-18,1,10.0,1,10.0
liq,1705611566457,SELL,123.0,40854.4,40854.4,40856.5,85.1852,24.2392,-65.5295,0.027845,187.4617,54,14048267.0,2024-01-18,1,123.0,1,123.0
control,1705612534314,,,40877.7,,40877.7,90.7407,-1.4816,-71.1921,0.037481,172.9957,54,14522614.0,2024-01-18,,,,
liq,1705612896134,SELL,141.0,40751.5,40751.5,40751.5,25.9259,19.4625,-40.4444,0.009237,202.9311,54,14571105.0,2024-01-18,3,1059.0,3,1059.0
liq,1705613123265,BUY,9.0,40920.0,40920.0,40920.0,77.7778,-11.8173,-81.4558,0.026056,158.7704,54,14705625.0,2024-01-18,2,299.0,2,299.0
control,1705613986312,,,41058.7,,41058.7,68.5185,-25.6395,-114.9615,0.024646,119.7225,54,14892653.0,2024-01-18,,,,
liq,1705614938133,BUY,6.0,41191.9,41191.9,41193.1,51.8519,-57.893,-146.9262,0.016876,81.5928,54,14932325.0,2024-01-18,1,6.0,1,6.0
control,1705615243750,,,41071.0,,41071.0,81.4815,-28.6266,-117.9219,0.029703,109.7498,54,14960308.0,2024-01-18,,,,
control,1705615877723,,,41175.3,,41175.3,53.7037,-53.8848,-142.9539,0.018346,81.5254,54,15009487.0,2024-01-18,,,,
control,1705616259498,,,41227.6,,41227.6,64.8148,53.3576,-155.4582,0.021608,67.6907,54,15020237.0,2024-01-18,,,,
liq,1705617212345,BUY,6.0,41259.3,41259.3,41260.1,66.6667,45.6335,-163.0219,0.023025,56.8003,54,14966553.0,2024-01-18,1,6.0,1,6.0
liq,1705617477033,BUY,280.0,41277.9,41277.9,41276.9,37.037,41.1069,-167.4545,0.012663,51.5399,54,14952443.0,2024-01-18,3,292.0,3,292.0
control,1705619248685,,,41205.5,,41205.5,77.7778,58.7496,-150.1783,0.028649,61.7629,54,14787737.0,2024-01-18,,,,
control,1705619508166,,,41211.2,,41211.2,79.6296,57.3584,-151.5406,0.029761,59.1999,54,14755267.0,2024-01-18,,,,
control,1705619510900,,,41211.2,,41211.2,79.6296,57.3584,-151.5406,0.029761,59.1991,54,14755229.0,2024-01-18,,,,
control,1705619900641,,,41269.7,,41269.7,53.7037,43.102,-165.5008,0.020093,43.2485,54,14722568.0,2024-01-18,,,,
control,1705620619637,,,41264.8,,41264.8,57.6923,44.2946,-164.333,0.021598,42.2221,52,14660316.0,2024-01-18,,,,
control,1705623007947,,,41243.3,,41243.3,89.5833,-0.5666,-159.2057,0.040796,39.4004,48,14532482.0,2024-01-19,,,,
liq,1705623968175,SELL,3.0,41088.6,41088.6,41088.6,74.4681,37.0816,-122.1548,0.031483,73.7829,47,14505300.0,2024-01-19,1,3.0,1,3.0
control,1705625746951,,,41262.2,,41262.2,65.7895,-5.1468,155.9758,0.032794,4.0799,38,12542928.0,2024-01-19,,,,
control,1705626309692,,,41179.4,,41179.4,81.5789,14.95,-143.9353,0.045899,20.5384,38,12276505.0,2024-01-19,,,,
control,1705626471453,,,41195.5,,41195.5,84.2105,11.0359,-147.7873,0.04777,15.8557,38,12227211.0,2024-01-19,,,,
liq,1705627745736,SELL,1.0,41105.1,41105.1,41105.1,64.8649,23.0296,-126.1199,0.035584,27.1653,37,11496531.0,2024-01-19,2,55.0,2,55.0
control,1705628530558,,,41214.9,,41214.9,87.5,-3.6726,116.9453,0.055652,-5.4087,32,11260149.0,2024-01-19,,,,
control,1705628781644,,,41209.1,,41209.1,87.5,-2.2657,118.3692,0.056726,-5.2923,32,11175231.0,2024-01-19,,,,
control,1705629442364,,,41262.9,,41262.9,62.5,-5.3164,95.0814,0.041469,-25.5365,32,10465841.0,2024-01-19,,,,
control,1705629678431,,,41225.8,,41225.8,96.875,3.6781,114.2704,0.074929,-19.5603,32,10274550.0,2024-01-19,,,,
control,1705629716750,,,41240.5,,41240.5,96.7742,0.1123,110.6652,0.075639,-23.4738,31,10257792.0,2024-01-19,,,,
liq,1705632083833,SELL,20.0,41070.0,41070.0,41070.0,76.0,31.5957,112.1299,0.063313,1.5096,25,8780777.0,2024-01-19,2,957.0,2,957.0
control,1705633155361,,,41077.8,,41077.8,83.3333,29.6908,-99.787,0.072622,-4.4269,24,8540692.0,2024-01-19,,,,
liq,1705634659370,SELL,1.0,40961.8,40961.8,40964.7,87.5,-2.0439,-91.5773,0.07836,16.4238,24,7901815.0,2024-01-19,4,823.0,4,823.0
liq,1705634775173,SELL,180.0,40879.1,40879.1,40879.1,83.3333,-11.8122,-71.5322,0.078413,35.3382,24,7904195.0,2024-01-19,1,180.0,1,180.0
liq,1705634859404,SELL,4.0,40871.1,40871.1,40871.1,87.5,0.133,-69.5888,0.081254,36.5282,24,7880326.0,2024-01-19,1,4.0,1,4.0
liq,1705635079108,SELL,1.0,40836.2,40836.2,40836.3,95.4545,-1.3193,-61.1019,0.090804,43.4303,22,7847657.0,2024-01-19,7,1291.0,7,1291.0
control,1705635466388,,,40846.7,,40846.7,95.0,-3.8895,-63.6568,0.093282,37.7414,20,7980219.0,2024-01-19,,,,
control,1705635797521,,,40863.5,,40863.5,89.4737,1.9929,-67.7419,0.08756,32.5086,19,8003430.0,2024-01-19,,,,
control,1705636071167,,,40938.4,,40938.4,84.2105,-16.3066,-85.9137,0.084528,13.3388,19,7991686.0,2024-01-19,,,,
control,1705639105075,,,41093.8,,41093.8,55.5556,15.77,-103.6417,0.071703,-14.8987,18,5456229.0,2024-01-19,,,,
control,1705641087287,,,41143.7,,41143.7,87.5,3.6226,43.6972,0.1083,-18.9303,16,4321229.0,2024-01-19,,,,
control,1705641785607,,,41137.4,,41137.4,93.75,-4.8405,45.2353,0.116387,-14.4481,16,4184226.0,2024-01-19,,,,
liq,1705642440218,BUY,1.0,41183.4,41183.4,41183.4,75.0,-6.0207,34.0152,0.111336,-22.1488,16,3953777.0,2024-01-19,1,1.0,1,1.0
control,1705643144776,,,41150.7,,41150.7,93.75,1.9209,41.9887,0.142276,-12.9158,16,3753364.0,2024-01-19,,,,
control,1705643994008,,,41163.4,,41163.4,87.5,-1.1649,38.8904,0.131263,-16.4156,16,3584182.0,2024-01-19,,,,
control,1705645550791,,,41198.8,,41198.8,81.25,-9.7564,30.2645,0.114911,-25.5061,16,3402630.0,2024-01-19,,,,
liq,1705646630249,BUY,2.0,41335.5,41335.5,41335.4,0.0,-22.8706,-2.9064,0.010099,-57.8955,16,3427392.0,2024-01-19,1,2.0,1,2.0
liq,1705646786229,BUY,9.0,41353.7,41353.7,41353.6,0.0,-27.2616,2.6865,0.000524,-62.0727,17,3432016.0,2024-01-19,3,12.0,3,12.0
liq,1705646915590,BUY,59.0,41402.7,41402.7,41402.7,0.0,-39.0643,0.8392,0.007424,-72.8,18,3483028.0,2024-01-19,2,75.0,2,75.0
liq,1705647439554,BUY,11.0,41455.7,41455.7,41455.6,5.2632,-51.7991,-1.9585,0.014877,-82.103,19,3633733.0,2024-01-19,1,11.0,1,11.0
liq,1705647820734,BUY,104.0,41524.8,41524.8,41524.8,0.0,-68.3536,1.3769,0.001215,-95.8249,21,3738510.0,2024-01-19,1,104.0,1,104.0
control,1705648347094,,,41413.9,,41413.9,47.619,-41.7582,28.159,0.032402,-67.19,21,3786276.0,2024-01-19,,,,
control,1705649879055,,,41327.3,,41327.3,14.2857,-20.891,49.1727,0.020298,-43.6684,21,3898737.0,2024-01-19,,,,
control,1705650168991,,,41315.1,,41315.1,42.8571,-27.9163,52.1401,0.032258,-40.2195,21,3934998.0,2024-01-19,,,,
control,1705650224305,,,41329.7,,41329.7,42.8571,-31.4391,48.5891,0.03331,-43.7068,21,3936734.0,2024-01-19,,,,
control,1705650764490,,,41271.0,,41271.0,61.9048,-17.2607,62.8813,0.053549,-28.851,21,4015984.0,2024-01-19,,,,
control,1705651119219,,,41230.9,,41230.9,76.1905,-7.5518,72.6682,0.083452,-19.0216,21,4031410.0,2024-01-19,,,,
liq,1705651630126,SELL,88.0,41209.0,41209.0,41209.0,76.1905,7.7563,78.0211,0.082074,-13.7259,21,4031431.0,2024-01-19,1,88.0,1,88.0
liq,1705651817320,SELL,324.0,41184.1,41184.1,41184.2,76.1905,-6.1906,84.1143,0.085662,-7.9803,21,4002999.0,2024-01-19,2,338.0,2,338.0
liq,1705651984824,SELL,295.0,41118.7,41118.7,41118.7,90.4762,-0.2949,-70.0137,0.0972,7.7922,21,4024761.0,2024-01-19,1,295.0,1,295.0
control,1705652603076,,,41167.2,,41167.2,90.4762,-2.0879,-81.7125,0.104976,-4.3123,21,4055030.0,2024-01-19,,,,
control,1705653531562,,,41153.8,,41153.8,95.2381,1.1675,-78.483,0.111792,-0.7662,21,3968976.0,2024-01-19,,,,
control,1705653679667,,,41151.3,,41151.3,95.2381,1.7751,-77.8802,0.11367,-0.3184,21,3949549.0,2024-01-19,,,,
control,1705653837867,,,41153.1,,41153.1,95.2381,1.3376,-78.3142,0.114852,-0.8562,21,3935782.0,2024-01-19,,,,
control,1705654344475,,,41255.5,,41255.5,76.1905,-13.5101,66.662,0.072208,-25.813,21,3940537.0,2024-01-19,,,,
liq,1705656879091,SELL,64.0,41202.9,41202.9,41203.0,66.6667,-10.7505,79.5132,0.066069,-9.7348,21,4003388.0,2024-01-19,1,64.0,1,64.0
control,1705658989084,,,41381.9,,41381.9,80.9524,-14.1158,35.9136,0.078054,-51.2117,21,4101465.0,2024-01-19,,,,
control,1705658996383,,,41381.9,,41381.9,80.9524,-14.1158,35.9136,0.078086,-51.2104,21,4100524.0,2024-01-19,,,,
control,1705659125691,,,41364.1,,41364.1,85.7143,0.1716,40.2323,0.079017,-46.8918,21,4093084.0,2024-01-19,,,,
control,1705661946038,,,41430.0,,41430.0,47.619,-5.7508,24.262,0.048277,-57.9696,21,4185501.0,2024-01-19,,,,
control,1705663163051,,,41408.0,,41408.0,90.4762,-0.4408,29.5878,0.104391,-48.0018,21,4128059.0,2024-01-19,,,,
liq,1705667258653,SELL,20.0,41298.8,41298.8,41298.8,64.2857,5.9775,56.1075,0.078469,3.2799,14,3736199.0,2024-01-19,1,20.0,1,20.0
control,1705667925277,,,41304.1,,41304.1,85.7143,4.6935,54.8172,0.171395,3.2982,14,3777363.0,2024-01-19,,,,
liq,1705668577457,SELL,22.0,41237.8,41237.8,41237.9,57.1429,20.7786,-59.0281,0.066068,20.1273,14,3847307.0,2024-01-19,1,22.0,1,22.0
control,1705668991227,,,41287.3,,41287.3,64.2857,8.7645,58.9085,0.098651,8.4024,14,3856018.0,2024-01-19,,,,
control,1705669406288,,,41303.8,,41303.8,92.3077,4.7662,54.8902,0.194515,4.8702,13,3905895.0,2024-01-19,,,,
control,1705672741351,,,41340.7,,41340.7,91.6667,-4.1639,45.9154,0.204521,-1.8689,12,4116299.0,2024-01-19,,,,
liq,1705673853475,SELL,4.0,41205.8,41205.8,41205.8,41.6667,28.5606,-31.4007,0.034687,31.6488,12,4280925.0,2024-01-19,3,208.0,3,208.0
liq,1705674256756,SELL,1.0,41109.8,41109.8,41109.8,25.0,51.9794,-8.1219,0.027644,53.1311,12,4485884.0,2024-01-19,3,33.0,3,33.0
liq,1705674329077,SELL,4.0,41041.5,41041.5,41042.4,0.0,68.7076,-1.4923,0.001219,68.7568,13,4570087.0,2024-01-19,2,33.0,2,33.0
liq,1705674536227,SELL,4.0,41023.7,41023.7,41023.7,7.6923,73.0764,2.846,0.018421,71.218,13,4701594.0,2024-01-19,1,4.0,1,4.0
liq,1705674737098,SELL,12.0,41014.3,41014.3,41014.3,0.0,75.385,-4.8566,6.8e-05,72.485,14,4769834.0,2024-01-19,7,129.0,7,129.0
liq,1705675243477,SELL,3.0,40902.0,40902.0,40902.1,6.25,103.0478,2.5708,0.003471,94.1433,16,5089330.0,2024-01-19,2,4.0,2,4.0
liq,1705675686398,SELL,11.0,40857.7,40857.7,40857.7,5.8824,114.0021,3.4127,0.009087,100.2429,17,5245582.0,2024-01-19,3,34.0,3,34.0
liq,1705675840107,BUY,175.0,41058.4,41058.4,41059.6,44.4444,64.5632,-45.4856,0.030284,47.7038,18,5334444.0,2024-01-19,1,175.0,1,175.0
liq,1705676936198,SELL,29.0,40830.4,40830.4,40830.4,5.8824,120.7645,0.1011,0.019508,92.8171,17,5577116.0,2024-01-19,1,29.0,1,29.0
liq,1705677495219,BUY,1.0,41027.0,41027.0,41027.0,64.7059,72.2661,-47.8191,0.068711,41.0786,17,5622434.0,2024-01-19,5,625.0,5,625.0
liq,1705678134885,SELL,24.0,40794.2,40794.2,40794.2,5.5556,129.7455,-1.024,0.000721,94.5531,18,5963705.0,2024-01-19,3,31.0,3,31.0
liq,1705678593206,SELL,40.0,40730.0,40730.0,40730.0,5.2632,145.7123,4.732,0.008754,106.0653,19,6160745.0,2024-01-19,4,227.0,4,227.0
control,1705679479349,,,40991.7,,40991.7,61.9048,70.869,-69.0713,0.057484,35.7162,21,6432460.0,2024-01-19,,,,
control,1705680625277,,,40828.6,,40828.6,61.9048,20.553,-29.3998,0.060278,71.2665,21,6740190.0,2024-01-19,,,,
liq,1705681060703,SELL,8.0,40747.6,40747.6,40747.7,14.2857,40.4724,-9.5797,0.011994,88.53,21,6861549.0,2024-01-19,2,13.0,2,13.0
liq,1705681224056,SELL,1.0,40662.5,40662.5,40662.6,9.0909,61.4854,1.3272,0.007365,107.1915,22,7007507.0,2024-01-19,1,1.0,1,1.0
liq,1705681385094,SELL,555.0,40649.4,40649.4,40649.5,9.0909,64.7279,4.5504,0.009099,108.4191,22,7163784.0,2024-01-19,4,628.0,4,628.0
liq,1705681655303,SELL,53.0,40589.3,40589.3,40589.3,8.3333,79.6306,-0.6448,0.009056,116.6329,24,7617687.0,2024-01-19,8,400.0,8,400.0
liq,1705681827642,SELL,244.0,40507.2,40507.2,40507.5,12.0,100.06,150.6614,0.01605,132.0313,25,7915013.0,2024-01-19,8,281.0,8,281.0
liq,1705682034863,SELL,1.0,40463.9,40463.9,40464.0,11.5385,110.868,161.5235,0.014394,139.7712,26,8063143.0,2024-01-19,5,235.0,5,235.0
liq,1705682379675,SELL,39.0,40420.8,40420.8,40420.8,3.7037,121.649,0.9751,0.00101,146.2369,27,8328640.0,2024-01-19,27,6554.0,27,6554.0
control,1705683415824,,,40390.9,,40390.9,35.4839,108.9138,-31.5552,0.020897,137.0017,31,9130559.0,2024-01-19,,,,
control,1705683506910,,,40366.3,,40366.3,38.7097,115.0744,-25.4802,0.023223,142.5962,31,9159178.0,2024-01-19,,,,
control,1705683605190,,,40358.1,,40358.1,54.8387,117.1296,-23.4536,0.032551,144.2092,31,9166151.0,2024-01-19,,,,
control,1705683752538,,,40351.4,,40351.4,64.5161,118.8094,-21.7971,0.038862,144.2754,31,9238170.0,2024-01-19,,,,
liq,1705684362021,BUY,7.0,40489.2,40489.2,40489.1,40.625,-35.8582,-65.691,0.027043,102.1152,32,9542168.0,2024-01-19,2,33.0,2,33.0
liq,1705684440683,BUY,5.0,40501.3,40501.3,40501.8,50.0,-38.8351,-68.6589,0.028915,98.3018,32,9596996.0,2024-01-19,1,5.0,1,5.0
liq,1705684552734,BUY,9.0,40598.1,40598.1,40600.0,28.125,-62.586,-92.3387,0.020524,72.9297,32,9715118.0,2024-01-19,3,2434.0,3,2434.0
liq,1705685703668,BUY,1.0,40749.3,40749.3,40753.8,43.75,40.0535,90.3543,0.030502,30.9508,32,10027306.0,2024-01-19,4,1629.0,4,1629.0
liq,1705685859290,BUY,1038.0,41035.1,41035.1,41035.0,75.0,-29.8732,20.0773,0.045986,-38.4494,32,10546975.0,2024-01-19,4,1360.0,4,1360.0
liq,1705686838772,BUY,2.0,41163.7,41163.7,41162.4,21.875,-31.1742,8.761,0.019663,-67.8263,32,11243792.0,2024-01-19,1,2.0,1,2.0
liq,1705687173084,BUY,1.0,41187.7,41187.7,41187.7,6.25,-36.983,2.9289,0.008676,-72.9107,32,11438153.0,2024-01-19,1,1.0,1,1.0
liq,1705688872076,BUY,8.0,41239.8,41239.8,41239.5,6.25,-49.5697,0.282,0.009457,-84.3508,32,11867878.0,2024-01-19,5,128.0,5,128.0
liq,1705689285733,BUY,49.0,41359.6,41359.6,41359.5,71.875,-78.3916,-28.6842,0.04043,-111.7409,32,12035525.0,2024-01-19,2,89.0,2,89.0
liq,1705690147428,BUY,4.0,41439.8,41439.8,41439.8,54.5455,-97.5933,11.8795,0.03059,-127.9119,33,12321961.0,2024-01-19,10,266.0,10,266.0
liq,1705690396467,BUY,10.0,41827.2,41827.2,41827.2,2.5,-189.3085,-1.2182,0.002682,-210.0989,40,12964560.0,2024-01-19,3,50.0,3,50.0
liq,1705690515748,BUY,217.0,41933.5,41933.5,41933.4,2.3256,-145.4717,3.3855,0.001021,-229.6837,43,13282835.0,2024-01-19,2,228.0,2,228.0
