t_date,t1_date,close_t,lot_units,notional_yen,fee_yen_per_execution,fee_bps_roundtrip,cost_conservative_bps,cost_conservative_plus_oldfee_bps,r_night_used_bps,net_conservative_plus_oldfee_bps
2009-01-23,2009-01-26,911.0,110.0,100210.0,99.0,19.758507135016465,21.953896816684964,41.71240395170143,-109.76948408342513,-151.48188803512656
2009-01-26,2009-01-27,897.0,111.0,99567.0,55.0,11.047837134793657,22.29654403567447,33.344381170468125,245.26198439241975,211.91760322195162
2009-01-27,2009-01-28,913.0,110.0,100430.0,99.0,19.715224534501644,21.90580503833516,41.621029572836804,120.48192771084265,78.86089813800585
2009-01-28,2009-01-29,920.0,109.0,100280.0,99.0,19.744714798564022,21.73913043478261,41.48384523334663,86.95652173912993,45.4726765057833
2009-01-29,2009-01-30,923.0,108.0,99684.0,55.0,11.034870189799767,21.668472372697725,32.70334256249749,43.33694474539573,10.633602182898244
2009-01-30,2009-02-02,921.0,109.0,100389.0,99.0,19.723276454591637,21.71552660152009,41.43880305611172,-152.0086862106407,-193.44748926675243
2009-02-02,2009-02-03,891.0,112.0,99792.0,55.0,11.022927689594356,22.44668911335578,33.469616802950135,89.78675645342271,56.317139650472576
2009-02-03,2009-02-04,892.0,112.0,99904.0,55.0,11.010570147341449,22.42152466367713,33.43209481101858,67.26457399103047,33.832479180011894
2009-02-04,2009-02-05,884.0,113.0,99892.0,55.0,11.011892844271813,22.624434389140273,33.63632723341209,113.12217194570096,79.48584471228887
2009-02-05,2009-02-06,896.0,112.0,100352.0,99.0,19.730548469387752,22.32142857142857,42.051977040816325,11.160714285713969,-30.891262755102357
2009-02-06,2009-02-09,896.0,112.0,100352.0,99.0,19.730548469387752,22.32142857142857,42.051977040816325,-44.64285714285698,-86.69483418367331
2009-02-09,2009-02-10,881.0,114.0,100434.0,99.0,19.714439333293505,22.701475595913735,42.41591492920724,-192.96254256526703,-235.37845749447428
2009-02-10,2009-02-12,865.0,116.0,100340.0,99.0,19.732908112417782,23.121387283236995,42.85429539565477,161.84971098265999,118.99541558700521
2009-02-12,2009-02-13,871.0,115.0,100165.0,99.0,19.76738381670244,22.962112514351322,42.72949633105377,68.88633754305485,26.156841212001083
2009-02-13,2009-02-16,874.0,114.0,99636.0,55.0,11.04018627805211,22.88329519450801,33.92348147256012,-68.64988558352381,-102.57336705608392
2009-02-16,2009-02-17,867.0,115.0,99705.0,55.0,11.032546010731657,23.06805074971165,34.10059676044331,-34.602076124568,-68.70267288501131
2009-02-17,2009-02-18,873.0,115.0,100395.0,99.0,19.722097714029584,22.90950744558992,42.631605159619504,-366.55211912943855,-409.18372428905803
2009-02-18,2009-02-19,826.0,121.0,99946.0,55.0,11.005943209333038,24.213075060532688,35.21901826986573,-544.7941888619856,-580.0132071318513
2009-02-19,2009-02-20,777.0,129.0,100233.0,99.0,19.753973242345335,25.74002574002574,45.493998982371075,-25.740025740025317,-71.23402472239638
2009-02-20,2009-02-23,780.0,128.0,99840.0,55.0,11.017628205128204,25.641025641025642,36.65865384615385,-205.1282051282055,-241.78685897435935
2009-02-23,2009-02-24,755.0,132.0,99660.0,55.0,11.037527593818984,26.490066225165563,37.52759381898455,278.14569536423807,240.61810154525352
2009-02-24,2009-02-25,771.0,130.0,100230.0,99.0,19.754564501646215,25.940337224383917,45.69490172603013,-272.3735408560313,-318.06844258206144
2009-02-25,2009-02-26,745.0,134.0,99830.0,55.0,11.01873184413503,26.845637583892614,37.86436942802764,536.9127516778516,499.04838224982393
2009-02-26,2009-02-27,776.0,129.0,100104.0,99.0,19.77942939343083,25.77319587628866,45.55262526971949,180.41237113401996,134.85974586430046
2009-02-27,2009-03-02,790.0,127.0,100330.0,99.0,19.734874912787802,25.31645569620253,45.051330608990334,126.58227848101333,81.530947872023
2009-03-02,2009-03-03,795.0,126.0,100170.0,99.0,19.76639712488769,25.157232704402514,44.923629829290206,-125.78616352201254,-170.70979335130275
2009-03-03,2009-03-04,792.0,126.0,99792.0,55.0,11.022927689594356,25.252525252525256,36.275452942119614,-88.38383838383868,-124.65929132595829
2009-03-04,2009-03-05,787.0,127.0,99949.0,55.0,11.005612862559905,25.412960609911057,36.41857347247096,152.47776365946652,116.05919018699555
2009-03-05,2009-03-06,800.0,125.0,100000.0,55.0,11.0,25.0,36.0,-212.49999999999991,-248.49999999999991
2009-03-06,2009-03-09,783.0,128.0,100224.0,99.0,19.755747126436784,25.54278416347382,45.2985312899106,-319.2848020434225,-364.5833333333331
2009-03-09,2009-03-10,761.0,131.0,99691.0,55.0,11.034095354645855,26.281208935611037,37.31530429025689,183.9684625492777,146.6531582590208
2009-03-10,2009-03-11,778.0,129.0,100362.0,99.0,19.72858253123692,25.706940874035986,45.4355234052729,38.56041131105492,-6.875112094217982
2009-03-11,2009-03-12,768.0,130.0,99840.0,55.0,11.017628205128204,26.041666666666664,37.05929487179487,104.16666666666741,67.10737179487253
2009-03-12,2009-03-13,786.0,127.0,99822.0,55.0,11.019614914547894,25.445292620865143,36.46490753541303,229.00763358778553,192.5427260523725
2009-03-13,2009-03-16,796.0,126.0,100296.0,99.0,19.74156496769562,25.12562814070352,44.867193108399135,138.19095477386912,93.32376166546999
2009-03-16,2009-03-17,810.0,123.0,99630.0,55.0,11.040851149252234,24.691358024691358,35.73220917394359,12.345679012346622,-23.386530161596966
2009-03-17,2009-03-18,829.0,121.0,100309.0,99.0,19.739006470007673,24.1254523522316,43.86445882223927,205.06634499396935,161.20188617173008
2009-03-18,2009-03-19,853.0,117.0,99801.0,55.0,11.02193364795944,23.446658851113714,34.468592499073154,-46.89331770222793,-81.36191020130109
2009-03-19,2009-03-23,847.0,118.0,99946.0,55.0,11.005943209333038,23.612750885478157,34.6186940948112,-165.28925619834655,-199.90795029315774
2009-03-23,2009-03-24,832.0,120.0,99840.0,55.0,11.017628205128204,24.03846153846154,35.056089743589745,216.34615384615418,181.29006410256443
2009-03-24,2009-03-25,850.0,118.0,100300.0,99.0,19.740777666999005,23.52941176470588,43.270189431704885,0.0,-43.270189431704885
2009-03-25,2009-03-26,843.0,119.0,100317.0,99.0,19.73743233948384,23.72479240806643,43.462224747550266,201.66073546856512,158.19851072101486
2009-03-26,2009-03-27,863.0,116.0,100108.0,99.0,19.778639069804612,23.174971031286212,42.953610101090824,811.123986095017,768.1703759939262
2009-03-27,2009-03-30,930.0,108.0,100440.0,99.0,19.713261648745522,21.50537634408602,41.218637992831546,-107.52688172043001,-148.74551971326156
2009-03-30,2009-03-31,906.0,110.0,99660.0,55.0,11.037527593818984,22.075055187637968,33.11258278145695,-298.013245033113,-331.1258278145699
2009-03-31,2009-04-01,876.0,114.0,99864.0,55.0,11.014980373307697,22.831050228310502,33.846030601618196,102.73972602739656,68.89369542577836
2009-04-01,2009-04-02,875.0,114.0,99750.0,55.0,11.027568922305765,22.857142857142858,33.88471177944862,68.57142857142895,34.68671679198033
2009-04-02,2009-04-03,873.0,115.0,100395.0,99.0,19.722097714029584,22.90950744558992,42.631605159619504,-11.45475372279492,-54.08635888241442
