ex_date_window,mean,std,count
ex_date,0.7736951156253966,50.325647517334325,33
ex_date+1,-6.284572211789596,54.43326087672105,32
ex_date-1,-23.97524921835248,94.50792985966103,28
other,-8.569085298320898,89.02384524631707,2883
